"bsv"	"type"	"length"	"context before"	"form"	"prefLabel"	"context after"	"location"	"features"
"2010_6__cle0c39b8"	"html"	"20010"	"reste important en"	"cultures de radis"	"radis noir potager"	"comme de radis noir"	"11256-11273"	"IRI=http://ontology.inrae.fr/frenchcropusage/Radis_noirs_potagers, tomap-candidate-head=culture, tomap-concept-synonym=radis d'Espagne, tomap-significant-head=radis, tomap-classifier=head, similarity=0.5, skos-prefLabel=radis noir potager, skos-prefLabel=radis noir potager, skos-prefLabel=radis noir potager, skos-prefLabel=radis noir potager, skos-prefLabel=radis noir potager, form=cultures de radis"
"2010_6__cle0c39b8"	"html"	"20010"	"s de radis comme de"	"radis noir"	"radis"	"dans le 49. La prés"	"11283-11293"	"IRI=http://ontology.inrae.fr/frenchcropusage/Radis, tomap-classifier=exact, similarity=1.0, skos-prefLabel=radis, skos-prefLabel=radis, skos-prefLabel=radis, skos-prefLabel=radis, skos-prefLabel=radis, skos-prefLabel=radis, skos-prefLabel=radis, skos-prefLabel=radis, form=radis noir"
"2010_6__cle0c39b8"	"html"	"20010"	"t bien présentes en"	"culture de radis"	"radis noir potager"	". La pression est mo"	"12441-12457"	"IRI=http://ontology.inrae.fr/frenchcropusage/Radis_noirs_potagers, tomap-candidate-head=culture, tomap-concept-synonym=radis d'Espagne, tomap-significant-head=radis, tomap-classifier=head, similarity=0.5, skos-prefLabel=radis noir potager, skos-prefLabel=radis noir potager, skos-prefLabel=radis noir potager, skos-prefLabel=radis noir potager, skos-prefLabel=radis noir potager, form=culture de radis"
"2010_6__cle0c39b8"	"html"	"20010"	"ltes piégés sur une"	"culture de radis noir semaine"	"radis noir potager"	"22. Mouche des semi"	"12623-12652"	"IRI=http://ontology.inrae.fr/frenchcropusage/Radis_noirs_potagers, tomap-candidate-head=culture, tomap-concept-synonym=radis d'Espagne, tomap-significant-head=radis, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=radis noir potager, skos-prefLabel=radis noir potager, skos-prefLabel=radis noir potager, skos-prefLabel=radis noir potager, skos-prefLabel=radis noir potager, form=culture de radis noir semaine"
"2010_6__cle0c39b8"	"html"	"20010"	"très lentement. Les"	"pétales des fleurs"	"rosier odorant"	"une fois fanés rest"	"13414-13432"	"IRI=http://ontology.inrae.fr/frenchcropusage/Rosiers_parfum, tomap-candidate-head=pétale, tomap-concept-synonym=pétale de rose, tomap-significant-head=pétale, tomap-classifier=head, similarity=0.2, skos-prefLabel=rosier odorant, skos-prefLabel=rosier odorant, form=pétales des fleurs"
"2010_6__cle0c39b8"	"html"	"20010"	"sensibles. Maladies"	"Pomme de terre"	"pomme de terre"	"Suivi des populati"	"13593-13607"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommes_de_terre, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pomme de terre, form=Pomme de terre"
"2010_6__cle0c39b8"	"html"	"20010"	"s sont signalés sur"	"culture de pomme de terre"	"pommier"	"dans le 53 (Grez en"	"13705-13730"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommiers, tomap-candidate-head=culture, tomap-concept-synonym=pomme de table, tomap-significant-head=pomme, tomap-classifier=head, similarity=0.5, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, form=culture de pomme de terre"
"2010_6__cle0c39b8"	"html"	"20010"	"on la retrouve sur"	"culture de laitue"	"laitue"	"comme de chicorée."	"14666-14683"	"IRI=http://ontology.inrae.fr/frenchcropusage/Laitues, tomap-candidate-head=culture, tomap-concept-synonym=laitue de serre, tomap-significant-head=LAITUE, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=laitue, skos-prefLabel=laitue, skos-prefLabel=laitue, form=culture de laitue"
"2010_6__cle0c39b8"	"html"	"20010"	"liothis armigera en"	"culture de laitue à Villebernier(49)"	"laitue"	". Noctuelle BULLETI"	"14813-14849"	"IRI=http://ontology.inrae.fr/frenchcropusage/Laitues, tomap-candidate-head=culture, tomap-concept-synonym=laitue de serre, tomap-significant-head=LAITUE, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=laitue, skos-prefLabel=laitue, skos-prefLabel=laitue, form=culture de laitue à Villebernier(49)"
"2010_6__cle0c39b8"	"html"	"20010"	"brun sur laitue et"	"batavia à Saint Lambert des Levées(49)"	"laitue batavia"	", et sur scarole sur"	"15901-15939"	"IRI=http://ontology.inrae.fr/frenchcropusage/Laitues_batavia, tomap-candidate-head=batavia, tomap-concept-synonym=batavia verte, tomap-significant-head=batavia, tomap-classifier=head, similarity=0.14285714285714285, skos-prefLabel=laitue batavia, skos-prefLabel=laitue batavia, skos-prefLabel=laitue batavia, skos-prefLabel=laitue batavia, skos-prefLabel=laitue batavia, skos-prefLabel=laitue batavia, skos-prefLabel=laitue batavia, form=batavia à Saint Lambert des Levées(49)"
"2010_6__cle0c39b8"	"html"	"20010"	"lani (puceron de la"	"pomme de terre"	"pomme de terre"	") Macrosiphum euphor"	"17531-17545"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommes_de_terre, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pomme de terre, form=pomme de terre"
"2010_6__cle0c39b8"	"html"	"20010"	"otrytis de tige sur"	"cultures de tomate"	"tomate"	"et aubergine dans l"	"18270-18288"	"IRI=http://ontology.inrae.fr/frenchcropusage/Tomates, tomap-candidate-head=culture, tomap-concept-synonym=tomate, tomap-significant-head=Tomate, tomap-classifier=head, similarity=1.0, skos-prefLabel=tomate, skos-prefLabel=tomate, form=cultures de tomate"
"2010_7__cle0fe148"	"html"	"14736"	"se en augmentation"	"Pomme de terre"	"pomme de terre"	": Doryphores p. 7"	"791-805"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommes_de_terre, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pomme de terre, form=Pomme de terre"
"2010_7__cle0fe148"	"html"	"14736"	"e pucerons dans les"	"cultures de poireau"	"poireau"	". Des auxiliaires so"	"2189-2208"	"IRI=http://ontology.inrae.fr/frenchcropusage/Poireaux, tomap-candidate-head=culture, tomap-concept-synonym=poireau, tomap-significant-head=POIREAU, tomap-classifier=head, similarity=1.0, skos-prefLabel=poireau, form=cultures de poireau"
"2010_7__cle0fe148"	"html"	"14736"	"é cette semaine sur"	"oignon à St Maturin"	"oignon"	"(49). Il est lié au"	"2311-2330"	"IRI=http://ontology.inrae.fr/frenchcropusage/Oignons, tomap-candidate-head=oignon, tomap-concept-synonym=oignon de couleur, tomap-significant-head=oignon, tomap-classifier=head, similarity=0.16666666666666666, skos-prefLabel=oignon, skos-prefLabel=oignon, skos-prefLabel=oignon, skos-prefLabel=oignon, skos-prefLabel=oignon, skos-prefLabel=oignon, skos-prefLabel=oignon, skos-prefLabel=oignon, skos-prefLabel=oignon, form=oignon à St Maturin"
"2010_7__cle0fe148"	"html"	"14736"	"importante dans les"	"fleurs d'aubergine"	"floriculture"	"entraîne des déform"	"3790-3808"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_florales, tomap-candidate-head=fleurs, tomap-concept-synonym=fleurs, tomap-significant-head=fleurs, tomap-classifier=head, similarity=0.5, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, form=fleurs d'aubergine"
"2010_7__cle0fe148"	"html"	"14736"	"autres ennemis des"	"cultures de céleri"	"céleri-rave"	", carotte et panais."	"5549-5567"	"IRI=http://ontology.inrae.fr/frenchcropusage/Celeris_raves, tomap-candidate-head=culture, tomap-concept-synonym=céleri rave, tomap-significant-head=céleris, tomap-classifier=head, similarity=0.5, skos-prefLabel=céleri-rave, skos-prefLabel=céleri-rave, skos-prefLabel=céleri-rave, skos-prefLabel=céleri-rave, form=cultures de céleri"
"2010_7__cle0fe148"	"html"	"14736"	"particulier sur les"	"cultures de radis rose"	"radis noir potager"	"et rouge, dont les"	"9803-9825"	"IRI=http://ontology.inrae.fr/frenchcropusage/Radis_noirs_potagers, tomap-candidate-head=culture, tomap-concept-synonym=radis d'Espagne, tomap-significant-head=radis, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=radis noir potager, skos-prefLabel=radis noir potager, skos-prefLabel=radis noir potager, skos-prefLabel=radis noir potager, skos-prefLabel=radis noir potager, form=cultures de radis rose"
"2010_7__cle0fe148"	"html"	"14736"	"nt trop courts. Les"	"cultures de radis noir"	"radis noir potager"	"et rutabaga sont be"	"9874-9896"	"IRI=http://ontology.inrae.fr/frenchcropusage/Radis_noirs_potagers, tomap-candidate-head=culture, tomap-concept-synonym=radis d'Espagne, tomap-significant-head=radis, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=radis noir potager, skos-prefLabel=radis noir potager, skos-prefLabel=radis noir potager, skos-prefLabel=radis noir potager, skos-prefLabel=radis noir potager, form=cultures de radis noir"
"2010_7__cle0fe148"	"html"	"14736"	"dernières semaines."	"Pomme de terre"	"pomme de terre"	"ORGANISMES SUIVIS D"	"10261-10275"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommes_de_terre, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pomme de terre, form=Pomme de terre"
"2010_7__cle0fe148"	"html"	"14736"	"ès vigilant sur vos"	"cultures de chicorée"	"chicorée frisée"	"et de laitue (beurr"	"11442-11462"	"IRI=http://ontology.inrae.fr/frenchcropusage/Chicorees_frisees, tomap-candidate-head=culture, tomap-concept-synonym=chicorée frisée, tomap-significant-head=chicorée, tomap-classifier=head, similarity=0.5, skos-prefLabel=chicorée frisée, skos-prefLabel=chicorée frisée, skos-prefLabel=chicorée frisée, skos-prefLabel=chicorée frisée, skos-prefLabel=chicorée frisée, skos-prefLabel=chicorée frisée, skos-prefLabel=chicorée frisée, form=cultures de chicorée"
"2010_7__cle0fe148"	"html"	"14736"	"(beurre, batavia et"	"feuille de chêne"	"laitue à couper"	"). Noctuelles Pucero"	"11496-11512"	"IRI=http://ontology.inrae.fr/frenchcropusage/Laitues_couper, tomap-classifier=exact, similarity=1.0, skos-prefLabel=laitue à couper, skos-prefLabel=laitue à couper, skos-prefLabel=laitue à couper, skos-prefLabel=laitue à couper, skos-prefLabel=laitue à couper, skos-prefLabel=laitue à couper, skos-prefLabel=laitue à couper, skos-prefLabel=laitue à couper, skos-prefLabel=laitue à couper, skos-prefLabel=laitue à couper, form=feuille de chêne"
"2010_7__cle0fe148"	"html"	"14736"	"observe beaucoup en"	"chicorée frisée"	"chicorée frisée"	". On les retrouve ég"	"11675-11690"	"IRI=http://ontology.inrae.fr/frenchcropusage/Chicorees_frisees, tomap-classifier=exact, similarity=1.0, skos-prefLabel=chicorée frisée, skos-prefLabel=chicorée frisée, skos-prefLabel=chicorée frisée, skos-prefLabel=chicorée frisée, skos-prefLabel=chicorée frisée, skos-prefLabel=chicorée frisée, skos-prefLabel=chicorée frisée, form=chicorée frisée"
"2010_BSV_calvados_htenormandie_18_cle891d53"	"html"	"5503"	"centrales sur de la"	"laitue rouge"	"laitue"	"au stade récolte, n"	"1580-1592"	"IRI=http://ontology.inrae.fr/frenchcropusage/Laitues, tomap-candidate-head=LAITUE, tomap-concept-synonym=laitue de serre, tomap-significant-head=LAITUE, tomap-classifier=head, similarity=0.25, skos-prefLabel=laitue, skos-prefLabel=laitue, skos-prefLabel=laitue, form=laitue rouge"
"2010_BSV_calvados_htenormandie_18_cle891d53"	"html"	"5503"	"es et 1 parcelle de"	"céleris rave"	"céleri-rave"	". Mouche de la carot"	"4655-4667"	"IRI=http://ontology.inrae.fr/frenchcropusage/Celeris_raves, tomap-classifier=exact, similarity=1.0, skos-prefLabel=céleri-rave, skos-prefLabel=céleri-rave, skos-prefLabel=céleri-rave, skos-prefLabel=céleri-rave, form=céleris rave"
"2010_BSV_manche_27_cle843f82"	"html"	"7302"	"vol des thrips sur"	"poireaux Département de la Manche"	"poireau"	"6,00 Bassin Mont Sa"	"376-409"	"IRI=http://ontology.inrae.fr/frenchcropusage/Poireaux, tomap-candidate-head=POIREAU, tomap-concept-synonym=poireau, tomap-significant-head=POIREAU, tomap-classifier=head, similarity=0.2, skos-prefLabel=poireau, form=poireaux Département de la Manche"
"2010_BSV_manche_27_cle843f82"	"html"	"7302"	"Coutances page 1/4"	"CHOU NAVET"	"Chou navet"	": Suivi réalisé sur"	"2042-2052"	"IRI=http://ontology.inrae.fr/frenchcropusage/Choux_navets, tomap-classifier=exact, similarity=1.0, skos-prefLabel=Chou navet, form=CHOU NAVET"
"2010_BSV_manche_27_cle843f82"	"html"	"7302"	"t observées sur les"	"feuilles de la couronne extérieure"	"pâtisson "	"des laitues rouges"	"4540-4574"	"IRI=http://ontology.inrae.fr/frenchcropusage/Patissons, tomap-candidate-head=feuilles, tomap-concept-synonym=couronne impériale, tomap-significant-head=couronne, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=pâtisson , skos-prefLabel=pâtisson , skos-prefLabel=pâtisson , skos-prefLabel=pâtisson , skos-prefLabel=pâtisson , skos-prefLabel=pâtisson , form=feuilles de la couronne extérieure"
"2010_BSV_manche_27_cle843f82"	"html"	"7302"	"onne extérieure des"	"laitues rouges"	"laitue"	"et des laitues iceb"	"4579-4593"	"IRI=http://ontology.inrae.fr/frenchcropusage/Laitues, tomap-candidate-head=LAITUE, tomap-concept-synonym=laitue de serre, tomap-significant-head=LAITUE, tomap-classifier=head, similarity=0.25, skos-prefLabel=laitue, skos-prefLabel=laitue, skos-prefLabel=laitue, form=laitues rouges"
"2010_BSV_manche_27_cle843f82"	"html"	"7302"	"itues rouges et des"	"laitues iceberg"	"laitue"	"(présence hétérogèn"	"4601-4616"	"IRI=http://ontology.inrae.fr/frenchcropusage/Laitues, tomap-candidate-head=LAITUE, tomap-concept-synonym=laitue de serre, tomap-significant-head=LAITUE, tomap-classifier=head, similarity=0.25, skos-prefLabel=laitue, skos-prefLabel=laitue, skos-prefLabel=laitue, form=laitues iceberg"
"2010_BSV_manche_27_cle843f82"	"html"	"7302"	"vure principale des"	"feuilles de laitues"	"laitue"	"sur la zone de Créa"	"5165-5184"	"IRI=http://ontology.inrae.fr/frenchcropusage/Laitues, tomap-candidate-head=feuilles, tomap-concept-synonym=laitue de serre, tomap-significant-head=LAITUE, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=laitue, skos-prefLabel=laitue, skos-prefLabel=laitue, form=feuilles de laitues"
"2010_BSV_manche_27_cle843f82"	"html"	"7302"	"-ci est observée en"	"cultures de céleris"	"céleri-rave"	". Aucune capture à C"	"6074-6093"	"IRI=http://ontology.inrae.fr/frenchcropusage/Celeris_raves, tomap-candidate-head=culture, tomap-concept-synonym=céleri rave, tomap-significant-head=céleris, tomap-classifier=head, similarity=0.5, skos-prefLabel=céleri-rave, skos-prefLabel=céleri-rave, skos-prefLabel=céleri-rave, skos-prefLabel=céleri-rave, form=cultures de céleris"
"2010_BSV_manche_27_cle843f82"	"html"	"7302"	"est enregistrée en"	"cultures de céleris"	"céleri-rave"	". 0,8 0,7 0,6 0,5 0,"	"6273-6292"	"IRI=http://ontology.inrae.fr/frenchcropusage/Celeris_raves, tomap-candidate-head=culture, tomap-concept-synonym=céleri rave, tomap-significant-head=céleris, tomap-classifier=head, similarity=0.5, skos-prefLabel=céleri-rave, skos-prefLabel=céleri-rave, skos-prefLabel=céleri-rave, skos-prefLabel=céleri-rave, form=cultures de céleris"
"2010_BSV_manche_27_cle843f82"	"html"	"7302"	"arotte Creances 0,7"	"Céleri Creances
nb de mouche"	"céleri-rave"	"/face/jour Carotte C"	"6524-6552"	"IRI=http://ontology.inrae.fr/frenchcropusage/Celeris_raves, tomap-candidate-head=céleris, tomap-concept-synonym=céleri rave, tomap-significant-head=céleris, tomap-classifier=head, similarity=0.16666666666666666, skos-prefLabel=céleri-rave, skos-prefLabel=céleri-rave, skos-prefLabel=céleri-rave, skos-prefLabel=céleri-rave, form=Céleri Creances
nb de mouche"
"2010_BSV_manche_27_cle843f82"	"html"	"7302"	"te Surtainville 0,5"	"Céleri Surtainville"	"céleri-rave"	"0,4 0,3 0,2 0,1 0,0"	"6610-6629"	"IRI=http://ontology.inrae.fr/frenchcropusage/Celeris_raves, tomap-candidate-head=céleris, tomap-concept-synonym=céleri rave, tomap-significant-head=céleris, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=céleri-rave, skos-prefLabel=céleri-rave, skos-prefLabel=céleri-rave, skos-prefLabel=céleri-rave, form=Céleri Surtainville"
"2010_BSV_manche_27_cle843f82"	"html"	"7302"	"0,4 Carotte MSM 0,3"	"Céleri MSM"	"céleri-rave"	"0,2 0,1 0,0 3-mai 3"	"6822-6832"	"IRI=http://ontology.inrae.fr/frenchcropusage/Celeris_raves, tomap-candidate-head=céleris, tomap-concept-synonym=céleri rave, tomap-significant-head=céleris, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=céleri-rave, skos-prefLabel=céleri-rave, skos-prefLabel=céleri-rave, skos-prefLabel=céleri-rave, form=Céleri MSM"
"2010_flash_2_cle066a15"	"html"	"3055"	"Fruitière, SCAFLA,"	"Vergers d'Anjou"	"jardin"	", CA 85, FREDON PDL,"	"1650-1665"	"IRI=http://ontology.inrae.fr/frenchcropusage/Jardins, tomap-candidate-head=vergers, tomap-concept-synonym=verger familial, tomap-significant-head=vergers, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, skos-prefLabel=jardin, form=Vergers d'Anjou"
"2011_BSV_calvados_htenormandie_27_cle8a66fc"	"html"	"4071"	"taines parcelles de"	"choux de Milan"	"chou de Milan"	". Cette présence imp"	"798-812"	"IRI=http://ontology.inrae.fr/frenchcropusage/Choux_Milan, tomap-classifier=exact, similarity=1.0, skos-prefLabel=chou de Milan, skos-prefLabel=chou de Milan, skos-prefLabel=chou de Milan, skos-prefLabel=chou de Milan, form=choux de Milan"
"2011_BSV_calvados_htenormandie_27_cle8a66fc"	"html"	"4071"	"e pour la vente. En"	"choux de Bruxelles"	"chou de Bruxelles"	"des développements"	"887-905"	"IRI=http://ontology.inrae.fr/frenchcropusage/Choux_Bruxelles, tomap-classifier=exact, similarity=1.0, skos-prefLabel=chou de Bruxelles, form=choux de Bruxelles"
"2011_BSV_calvados_htenormandie_27_cle8a66fc"	"html"	"4071"	"ans une parcelle de"	"choux cabus"	"chou pommé"	"blancs en cours de"	"1533-1544"	"IRI=http://ontology.inrae.fr/frenchcropusage/Choux_pommes, tomap-classifier=exact, similarity=1.0, skos-prefLabel=chou pommé, skos-prefLabel=chou pommé, form=choux cabus"
"2011_BSV_calvados_htenormandie_27_cle8a66fc"	"html"	"4071"	"ns de très nombreux"	"jardins de particuliers"	"zone non agricole"	". A cette saison, la"	"2739-2762"	"IRI=http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, tomap-candidate-head=jardins, tomap-concept-synonym=jardins, tomap-significant-head=jardins, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=zone non agricole, skos-prefLabel=zone non agricole, skos-prefLabel=zone non agricole, skos-prefLabel=zone non agricole, skos-prefLabel=zone non agricole, form=jardins de particuliers"
"2011_BSV_calvados_htenormandie_27_cle8a66fc"	"html"	"4071"	"a mouche mineuse du"	"poireau Phytomyza gymnostoma"	"poireau"	". Pupe au sein des t"	"2924-2952"	"IRI=http://ontology.inrae.fr/frenchcropusage/Poireaux, tomap-candidate-head=POIREAU, tomap-concept-synonym=poireau, tomap-significant-head=POIREAU, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=poireau, form=poireau Phytomyza gymnostoma"
"2011_BSV_manche_36_cle8c9518"	"html"	"3924"	"e et 3 parcelles de"	"céleri
Carotte"	"céleri-rave"	"et céleri : les cap"	"3175-3189"	"IRI=http://ontology.inrae.fr/frenchcropusage/Celeris_raves, tomap-candidate-head=céleris, tomap-concept-synonym=céleri rave, tomap-significant-head=céleris, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=céleri-rave, skos-prefLabel=céleri-rave, skos-prefLabel=céleri-rave, skos-prefLabel=céleri-rave, form=céleri
Carotte"
"2011_BSV_manche_36_cle8c9518"	"html"	"3924"	"2 de céleri et 1 de"	"persil
MANCHE
Céleri"	"céleri"	", persil et carotte"	"3330-3350"	"IRI=http://ontology.inrae.fr/frenchcropusage/Celeris, tomap-candidate-head=Persil, tomap-concept-synonym=persil des marais, tomap-significant-head=Persil, tomap-classifier=head, similarity=0.2, skos-prefLabel=céleri, skos-prefLabel=céleri, skos-prefLabel=céleri, skos-prefLabel=céleri, form=persil
MANCHE
Céleri"
"2011_BSV_manche_36_cle8c9518"	"html"	"3924"	"de carotte et 2 de"	"céleri
Carotte"	"céleri-rave"	": recul des capture"	"3524-3538"	"IRI=http://ontology.inrae.fr/frenchcropusage/Celeris_raves, tomap-candidate-head=céleris, tomap-concept-synonym=céleri rave, tomap-significant-head=céleris, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=céleri-rave, skos-prefLabel=céleri-rave, skos-prefLabel=céleri-rave, skos-prefLabel=céleri-rave, form=céleri
Carotte"
"2011_BSV_manche_36_cle8c9518"	"html"	"3924"	"de Santé du Végétal"	"Cultures légumières"	"culture légumière"	"Manche N°36 du 29 n"	"3864-3883"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_legumieres, tomap-classifier=exact, similarity=1.0, skos-prefLabel=culture légumière, skos-prefLabel=culture légumière, skos-prefLabel=culture légumière, skos-prefLabel=culture légumière, form=Cultures légumières"
"2012_BSV_calvados_htenormandie_26_cle823e9b"	"html"	"8627"	"le feuillage et au"	"cœur de la plante"	"palmier"	"n'a pas permis l'ob"	"805-822"	"IRI=http://ontology.inrae.fr/frenchcropusage/Palmiers, tomap-candidate-head=cœur, tomap-concept-synonym=coeur de palmier, tomap-significant-head=cœur, tomap-classifier=head, similarity=0.4, skos-prefLabel=palmier, skos-prefLabel=palmier, skos-prefLabel=palmier, form=cœur de la plante"
"2012_BSV_calvados_htenormandie_26_cle823e9b"	"html"	"8627"	"de Santé du Végétal"	"Cultures légumières"	"culture légumière"	"Calvados-Haute-Norm"	"1213-1232"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_legumieres, tomap-classifier=exact, similarity=1.0, skos-prefLabel=culture légumière, skos-prefLabel=culture légumière, skos-prefLabel=culture légumière, skos-prefLabel=culture légumière, form=Cultures légumières"
"2012_BSV_calvados_htenormandie_26_cle823e9b"	"html"	"8627"	"de Santé du Végétal"	"Cultures légumières"	"culture légumière"	"Calvados-Haute-Norm"	"3045-3064"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_legumieres, tomap-classifier=exact, similarity=1.0, skos-prefLabel=culture légumière, skos-prefLabel=culture légumière, skos-prefLabel=culture légumière, skos-prefLabel=culture légumière, form=Cultures légumières"
"2012_BSV_calvados_htenormandie_26_cle823e9b"	"html"	"8627"	"de Santé du Végétal"	"Cultures légumières"	"culture légumière"	"Calvados-Haute-Norm"	"5030-5049"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_legumieres, tomap-classifier=exact, similarity=1.0, skos-prefLabel=culture légumière, skos-prefLabel=culture légumière, skos-prefLabel=culture légumière, skos-prefLabel=culture légumière, form=Cultures légumières"
"2012_BSV_calvados_htenormandie_26_cle823e9b"	"html"	"8627"	"tte semaine sur les"	"choux des parcelles"	"Chou cabus blanc"	"notées. Haute Norma"	"5276-5295"	"IRI=http://ontology.inrae.fr/frenchcropusage/Choux_cabus_blancs, tomap-candidate-head=choux, tomap-concept-synonym=chou cabus blanche, tomap-significant-head=choux, tomap-classifier=head, similarity=0.2, skos-prefLabel=Chou cabus blanc, skos-prefLabel=Chou cabus blanc, skos-prefLabel=Chou cabus blanc, skos-prefLabel=Chou cabus blanc, skos-prefLabel=Chou cabus blanc, form=choux des parcelles"
"2012_BSV_calvados_htenormandie_26_cle823e9b"	"html"	"8627"	"eilles feuilles des"	"choux fleurs"	"chou-fleur"	".Haute-Normandie : A"	"5681-5693"	"IRI=http://ontology.inrae.fr/frenchcropusage/Choux_fleurs, tomap-classifier=exact, similarity=1.0, skos-prefLabel=chou-fleur, skos-prefLabel=chou-fleur, form=choux fleurs"
"2012_BSV_calvados_htenormandie_26_cle823e9b"	"html"	"8627"	"de Santé du Végétal"	"Cultures légumières"	"culture légumière"	"Calvados-Haute-Norm"	"6800-6819"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_legumieres, tomap-classifier=exact, similarity=1.0, skos-prefLabel=culture légumière, skos-prefLabel=culture légumière, skos-prefLabel=culture légumière, skos-prefLabel=culture légumière, form=Cultures légumières"
"2012_BSV_calvados_htenormandie_26_cle823e9b"	"html"	"8627"	"de Santé du Végétal"	"Cultures légumières"	"culture légumière"	"Calvados-Haute-Norm"	"8469-8488"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_legumieres, tomap-classifier=exact, similarity=1.0, skos-prefLabel=culture légumière, skos-prefLabel=culture légumière, skos-prefLabel=culture légumière, skos-prefLabel=culture légumière, form=Cultures légumières"
"2012_BSV_calvados_htenormandie_29_cle81977c"	"html"	"9714"	"le feuillage et au"	"cœur de la plante"	"palmier"	"n'a pas permis l'ob"	"1044-1061"	"IRI=http://ontology.inrae.fr/frenchcropusage/Palmiers, tomap-candidate-head=cœur, tomap-concept-synonym=coeur de palmier, tomap-significant-head=cœur, tomap-classifier=head, similarity=0.4, skos-prefLabel=palmier, skos-prefLabel=palmier, skos-prefLabel=palmier, form=cœur de la plante"
"2012_BSV_calvados_htenormandie_29_cle81977c"	"html"	"9714"	"de Santé du Végétal"	"Cultures légumières"	"culture légumière"	"Calvados-Haute-Norm"	"1413-1432"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_legumieres, tomap-classifier=exact, similarity=1.0, skos-prefLabel=culture légumière, skos-prefLabel=culture légumière, skos-prefLabel=culture légumière, skos-prefLabel=culture légumière, form=Cultures légumières"
"2012_BSV_calvados_htenormandie_29_cle81977c"	"html"	"9714"	"st observée sur des"	"laitues de façon hétérogène"	"laitue"	"selon les parcelles"	"2602-2629"	"IRI=http://ontology.inrae.fr/frenchcropusage/Laitues, tomap-candidate-head=LAITUE, tomap-concept-synonym=laitue de serre, tomap-significant-head=LAITUE, tomap-classifier=head, similarity=0.4, skos-prefLabel=laitue, skos-prefLabel=laitue, skos-prefLabel=laitue, form=laitues de façon hétérogène"
"2012_BSV_calvados_htenormandie_29_cle81977c"	"html"	"9714"	"de Santé du Végétal"	"Cultures légumières"	"culture légumière"	"Calvados-Haute-Norm"	"3307-3326"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_legumieres, tomap-classifier=exact, similarity=1.0, skos-prefLabel=culture légumière, skos-prefLabel=culture légumière, skos-prefLabel=culture légumière, skos-prefLabel=culture légumière, form=Cultures légumières"
"2012_BSV_calvados_htenormandie_29_cle81977c"	"html"	"9714"	"u parasités sur les"	"vieilles feuilles de choux"	"Chou cabus blanc"	"est également signa"	"4872-4898"	"IRI=http://ontology.inrae.fr/frenchcropusage/Choux_cabus_blancs, tomap-candidate-head=feuilles, tomap-concept-synonym=chou cabus blanche, tomap-significant-head=choux, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=Chou cabus blanc, skos-prefLabel=Chou cabus blanc, skos-prefLabel=Chou cabus blanc, skos-prefLabel=Chou cabus blanc, skos-prefLabel=Chou cabus blanc, form=vieilles feuilles de choux"
