"bsv"	"type"	"length"	"context"	"word"	"prefLabel"	"context"	"location"	"features"
"BSV-Fruits-decembre-2014"	"html"	"12663"	"citronnier, orange,"	"mandarinier et kumquat"	""	". Chancre citrique ("	"6358-6380"	"type=N_KON_N, match=fcu, form=mandarinier et kumquat"
"BSV-GC-PC26_cle4d3356"	"html"	"10128"	"défleurissent. Par"	"contre, les colzas"	""	"endommagés par les"	"7356-7374"	"type=N_PUN_N, match=fcu, form=contre, les colzas"
"BSV-GC-PC55_cle42626f"	"html"	"5111"	"la culture : Depuis"	"une semaine, les colzas"	""	"se sont bien dévelo"	"914-937"	"type=N_PUN_N, match=fcu, form=une semaine, les colzas"
"BSV-GC-PC60_cle4dea1f"	"html"	"8755"	"liaires. Comme pour"	"les blés, le temps"	""	"plus sec devrait ra"	"6297-6315"	"type=N_PUN_N, match=fcu, form=les blés, le temps"
"BSV-GC-PC73_cle485a11"	"html"	"7014"	"ines cultures comme"	"le tournesol, l'ambroisie"	""	"émet un pollen très"	"4350-4375"	"type=N_PUN_N, match=fcu, form=le tournesol, l'ambroisie"
"BSV-GC-PC94_cle479b11"	"html"	"7353"	"on (dépassant 5 %)."	"Seuil de nuisibilité et état du colza"	""	"Stades boutons Etat"	"3109-3146"	"type=N_KON_N, match=fcu, form=Seuil de nuisibilité et état du colza"
"BSV-GC-PC95_cle431161"	"html"	"9942"	"avant la floraison."	"Seuil de nuisibilité et état du colza"	""	"Stades boutons Etat"	"2217-2254"	"type=N_KON_N, match=fcu, form=Seuil de nuisibilité et état du colza"
"BSV-maraichage-juillet-2014"	"html"	"14637"	"l'Agriculture et de"	"la Forêt, Fédération"	""	"Départementale des"	"428-448"	"type=N_PUN_N, match=fcu, form=la Forêt, Fédération"
"BSV-viti-RA-no-17-30-07_2013_cle8ea985"	"html"	"22492"	"s de la taille d'un"	"pois, les grappes"	""	"pendent(31)"	"978-995"	"type=N_PUN_N, match=fcu, form=pois, les grappes"
"BSV-viti-RA-no-17-30-07_2013_cle8ea985"	"html"	"22492"	"s de la taille d'un"	"pois, les grappes"	""	"pendent (31)"	"9651-9668"	"type=N_PUN_N, match=fcu, form=pois, les grappes"
"BSV04-Horticulture-Pepinieres-22-04-2011_cle0a8923"	"html"	"8550"	"pinières est le GIE"	"Fleurs et Plantes du Sud-Ouest"	""	". Horticulture - Pép"	"834-864"	"type=N_KON_N, match=fcu, form=Fleurs et Plantes du Sud-Ouest"
"BSV04-Horticulture-Pepinieres-22-04-2011_cle0a8923"	"html"	"8550"	"ibiscus, Lantana et"	"Sauges, Géranium"	""	"et Fushia. Voici qu"	"1261-1277"	"type=N_PUN_N, match=fcu, form=Sauges, Géranium"
"BSV04-Horticulture-Pepinieres-22-04-2011_cle0a8923"	"html"	"8550"	"rs(déjections), sur"	"gerbera, géranium"	""	"lierre, verveines e"	"4650-4667"	"type=N_PUN_N, match=fcu, form=gerbera, géranium"
"BSV971_Horticulture_ANTHURIUM_25112014-N03_cle03f3b2"	"html"	"7668"	"che bactérienne sur"	"fleurs et feuille de la parcelle"	""	"du Lamentin Depuis"	"4167-4199"	"type=N_KON_N, match=fcu, form=fleurs et feuille de la parcelle"
"BSV971_Horticulture_ANTHURIUM_25112014-N03_cle03f3b2"	"html"	"7668"	"uvent localisés sur"	"les feuilles et les fleurs"	""	". Le plant est rarem"	"6137-6163"	"type=N_KON_N, match=fcu, form=les feuilles et les fleurs"
"BSVArbo_3_-_26_mai_2010_cle8f1c11"	"html"	"16220"	"ICA Edelweiss, l'OP"	"Vergers de Beauregard, l'OP"	""	"Alpes Coop Fruits,"	"2144-2171"	"type=N_PUN_N, match=fcu, form=Vergers de Beauregard, l'OP"
"BSVArbo_3_-_26_mai_2010_cle8f1c11"	"html"	"16220"	"variétés sensibles ("	"Golden, Pink"	""	"Lady) et/ou en sect"	"9399-9411"	"type=N_PUN_N, match=fcu, form=Golden, Pink"
"BSVArbo_3_-_26_mai_2010_cle8f1c11"	"html"	"16220"	"its important. A ce"	"rythme, la récolte des poires"	""	"Guyot n'est pas att"	"10101-10130"	"type=N_PUN_N, match=fcu, form=rythme, la récolte des poires"
"BSVArbo_3_-_26_mai_2010_cle8f1c11"	"html"	"16220"	"pas. Dans certains"	"vergers, les auxiliaires"	""	"se sont installés e"	"14999-15023"	"type=N_PUN_N, match=fcu, form=vergers, les auxiliaires"
"BSVArbo_3_-_26_mai_2010_cle8f1c11"	"html"	"16220"	"des pousses. Sur ce"	"type de verger, le seuil de nuisibilité"	""	"est "" présence "". E"	"15244-15283"	"type=N_PUN_N, match=fcu, form=type de verger, le seuil de nuisibilité"
"BSVPACA3_200710_cle031cb3"	"html"	"4531"	"des variétés à gros"	"calibre, la taille des olives"	""	"atteint 1,5 cm. Les"	"745-774"	"type=N_PUN_N, match=fcu, form=calibre, la taille des olives"
"BSVViti_no25_26092013_cle45dbdd"	"html"	"4644"	"de cerisiers/humide"	"Bois et cerisiers"	""	"sec sec cerisiers/h"	"1009-1026"	"type=N_KON_N, match=fcu, form=Bois et cerisiers"
"BSV_09_cle4c32d5"	"html"	"1762"	"Normandie"	"Lin, plantes"	""	"à fibres Normandie"	"11-23"	"type=N_PUN_N, match=fcu, form=Lin, plantes"
"BSV_09_cle4c32d5"	"html"	"1762"	"à fibres Normandie"	"Lin, plantes"	""	"à fibres N°09 du 29"	"44-56"	"type=N_PUN_N, match=fcu, form=Lin, plantes"
"BSV_09_cle4c32d5"	"html"	"1762"	"o 2018 "" page 1/ 3"	"Lin, plante"	""	"à fibres BSV Norman"	"1558-1569"	"type=N_PUN_N, match=fcu, form=Lin, plante"
"BSV_09_cle4c32d5"	"html"	"1762"	"mai 2012 page 2/ 3"	"Lin, plante"	""	"à fibres Photos mai"	"1624-1635"	"type=N_PUN_N, match=fcu, form=Lin, plante"
"BSV_10_proteagineux_Normandie_2012_cle8bc461"	"html"	"12884"	"les du réseau (1 en"	"pois et l'autre"	""	"en féverole) mais t"	"812-827"	"type=N_KON_N, match=fcu, form=pois et l'autre"
"BSV_10_proteagineux_Normandie_2012_cle8bc461"	"html"	"12884"	"une gousse 2cm. Sur"	"féverole, l'anthracnose"	""	"a continué à s'inte"	"1309-1332"	"type=N_PUN_N, match=fcu, form=féverole, l'anthracnose"
"BSV_10_proteagineux_Normandie_2012_cle8bc461"	"html"	"12884"	"nviron 15-20cm. Sur"	"pois, la situation"	""	"est restée stable a"	"1663-1681"	"type=N_PUN_N, match=fcu, form=pois, la situation"
"BSV_10_proteagineux_Normandie_2012_cle8bc461"	"html"	"12884"	"es et aux maladies."	"Le pois et la féverole"	""	"entrent dans leur p"	"2553-2575"	"type=N_KON_N, match=fcu, form=Le pois et la féverole"
"BSV_10_proteagineux_Normandie_2012_cle8bc461"	"html"	"12884"	"entation azotée des"	"pois et féveroles"	""	". Les pertes de rend"	"8130-8147"	"type=N_KON_N, match=fcu, form=pois et féveroles"
"BSV_10_proteagineux_Normandie_2012_cle8bc461"	"html"	"12884"	"plante. Sitones sur"	"pois et féveroles"	""	"Le seuil de nuisibi"	"9456-9473"	"type=N_KON_N, match=fcu, form=pois et féveroles"
"BSV_10_proteagineux_Normandie_2012_cle8bc461"	"html"	"12884"	"ité est atteint sur"	"pois et féveroles"	""	"entre les stades le"	"9514-9531"	"type=N_KON_N, match=fcu, form=pois et féveroles"
"BSV_10_proteagineux_Normandie_2012_cle8bc461"	"html"	"12884"	"t. Anthracn ose sur"	"pois et féverole"	""	"La nuisibilité de l"	"11849-11865"	"type=N_KON_N, match=fcu, form=pois et féverole"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"html"	"13969"	"pluies ont lessivé"	"les pustules et le blé"	""	"a émis de nouvelles"	"553-575"	"type=N_KON_N, match=fcu, form=les pustules et le blé"
"BSV_11_proteagineux_Normandie_2012_cle888cde-1"	"html"	"9669"	"ne (puceron noir de"	"la fève, puceron"	""	"vert du pois, torde"	"695-711"	"type=N_PUN_N, match=fcu, form=la fève, puceron"
"BSV_11_proteagineux_Normandie_2012_cle888cde-1"	"html"	"9669"	"ve, puceron vert du"	"pois, tordeuse du pois"	""	"). Des précipitation"	"720-742"	"type=N_PUN_N, match=fcu, form=pois, tordeuse du pois"
"BSV_11_proteagineux_Normandie_2012_cle888cde-1"	"html"	"9669"	"entation azotée des"	"pois et féveroles"	""	". Les pertes de rend"	"6280-6297"	"type=N_KON_N, match=fcu, form=pois et féveroles"
"BSV_11_proteagineux_Normandie_2012_cle888cde-1"	"html"	"9669"	"plante. Sitones sur"	"pois et féveroles"	""	"Le seuil de nuisibi"	"7099-7116"	"type=N_KON_N, match=fcu, form=pois et féveroles"
"BSV_11_proteagineux_Normandie_2012_cle888cde-1"	"html"	"9669"	"ité est atteint sur"	"pois et féveroles"	""	"entre les stades le"	"7157-7174"	"type=N_KON_N, match=fcu, form=pois et féveroles"
"BSV_11_proteagineux_Normandie_2012_cle888cde-1"	"html"	"9669"	"eux Anthracnose sur"	"pois et féverole"	""	"La nuisibilité de l"	"8655-8671"	"type=N_KON_N, match=fcu, form=pois et féverole"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"html"	"10498"	"l'Eure semée le 11"	"mars, les féveroles de printemps"	""	"du réseau sont à dé"	"550-582"	"type=N_PUN_N, match=fcu, form=mars, les féveroles de printemps"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"html"	"10498"	"ase sensible). Côté"	"maladies, les parcelles de pois"	""	"et de féveroles de"	"2804-2835"	"type=N_PUN_N, match=fcu, form=maladies, les parcelles de pois"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"html"	"10498"	"eux Anthracnose sur"	"pois et féverole"	""	"La nuisibilité de l"	"5457-5473"	"type=N_KON_N, match=fcu, form=pois et féverole"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"html"	"10498"	"ntes hôtes incluant"	"la féverole, la pomme de terre, la betterave, la luzerne et la race"	""	"géante, suspectée d"	"8143-8210"	"type=N_PUN_N_KON_N, match=fcu, form=la féverole, la pomme de terre, la betterave, la luzerne et la race"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"html"	"10498"	"venir : virement et"	"éclatement des gousses, nécrose des pétioles et feuilles"	""	". En général les dég"	"9495-9551"	"type=N_PUN_N_KON_N, match=fcu, form=éclatement des gousses, nécrose des pétioles et feuilles"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"html"	"9384"	"ur féveroles : Avec"	"la fin de la floraison, les féveroles"	""	"sortent de la pério"	"3508-3545"	"type=N_PUN_N, match=fcu, form=la fin de la floraison, les féveroles"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"html"	"9384"	"°C. Anthracnose sur"	"pois et féverole"	""	"La nuisibilité de l"	"7750-7766"	"type=N_KON_N, match=fcu, form=pois et féverole"
"BSV_1_chataigne_7juin2013_cle03a2d9"	"html"	"22993"	"'ils pénètrent dans"	"une blessure du châtaignier, le processus de germination"	""	"se met en marche. L"	"15119-15175"	"type=N_PUN_N, match=fcu, form=une blessure du châtaignier, le processus de germination"
"BSV_26BOU_GC_2010_03_16_12"	"html"	"5135"	"tement touchées par"	"la mouche du chou, le pivot"	""	"n'est pas très fonc"	"3744-3771"	"type=N_PUN_N, match=fcu, form=la mouche du chou, le pivot"
"BSV_26BOU_GC_2014_03_04_16"	"html"	"9734"	"nce du charançon de"	"la tige du colza, le charançon de la tige"	""	"du chou ne pond pas"	"4122-4163"	"type=N_PUN_N, match=fcu, form=la tige du colza, le charançon de la tige"
"BSV_26BOU_GC_2014_05_20_27"	"html"	"20697"	"l'épiaison jusqu'à"	"la fin de la floraison, les blés"	""	"sont sensibles aux"	"9831-9863"	"type=N_PUN_N, match=fcu, form=la fin de la floraison, les blés"
"BSV_2_chataigne_28juin2012_cle4ef6f6"	"html"	"14723"	"sont en place dans"	"les vergers et les cultures"	""	"légumières. Les tra"	"2415-2442"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_2_proteagineux_Normandie_2012_cle8c9949"	"html"	"6325"	"ans une parcelle en"	"féverole et une parcelle"	""	"en pois, le seuil d"	"816-840"	"type=N_KON_N, match=fcu, form=féverole et une parcelle"
"BSV_2_proteagineux_Normandie_2012_cle8c9949"	"html"	"6325"	"et une parcelle en"	"pois, le seuil"	""	"de 10 morsures/plan"	"844-858"	"type=N_PUN_N, match=fcu, form=pois, le seuil"
"BSV_2_proteagineux_Normandie_2012_cle8c9949"	"html"	"6325"	"eine-Martitime. Sur"	"pois, le seuil de nuisibilité"	""	"a été dépassé dans"	"1004-1033"	"type=N_PUN_N, match=fcu, form=pois, le seuil de nuisibilité"
"BSV_2_proteagineux_Normandie_2012_cle8c9949"	"html"	"6325"	"entation azotée des"	"pois et féveroles"	""	". Les pertes de rend"	"4887-4904"	"type=N_KON_N, match=fcu, form=pois et féveroles"
"BSV_2_proteagineux_Normandie_2012_cle8c9949"	"html"	"6325"	"plante. Sitones sur"	"pois et féveroles"	""	"Le seuil de nuisibi"	"5684-5701"	"type=N_KON_N, match=fcu, form=pois et féveroles"
"BSV_2_proteagineux_Normandie_2012_cle8c9949"	"html"	"6325"	"ité est atteint sur"	"pois et féveroles"	""	"entre les stades le"	"5742-5759"	"type=N_KON_N, match=fcu, form=pois et féveroles"
"BSV_3_chataigne_30juillet2013_cle85215d"	"html"	"12835"	"rme sombre de Cydia"	"splendana, le carpocapse de la châtaigne"	""	"Contrairement à d'a"	"3487-3527"	"type=N_PUN_N, match=fcu, form=splendana, le carpocapse de la châtaigne"
"BSV_3_chataigne_30juillet2013_cle85215d"	"html"	"12835"	"e, la larve perfore"	"l'enveloppe de la châtaigne et s'enfonce"	""	"dans le sol. Elle t"	"4763-4803"	"type=N_KON_N, match=fcu, form=l'enveloppe de la châtaigne et s'enfonce"
"BSV_43FCO_GC_2009_07_28_20"	"html"	"13771"	"Aux alentours du 20"	"avril, les colzas"	""	"arrivaient au stade"	"2345-2362"	"type=N_PUN_N, match=fcu, form=avril, les colzas"
"BSV_43FCO_GC_2009_07_28_20"	"html"	"13771"	"ement les cultures ("	"blé, colza, orge, maïs, tournesol, soja"	""	"...) ;il est égalem"	"11735-11774"	"type=N_PUN_N, match=fcu, form=blé, colza, orge, maïs, tournesol, soja"
"BSV_43FCO_GC_2009_07_28_20"	"html"	"13771"	"s grandes cultures ("	"colza, blé, orge"	""	"d'hiver, orge de pr"	"13051-13067"	"type=N_PUN_N, match=fcu, form=colza, blé, orge"
"BSV_43FCO_GC_2009_07_28_20"	"html"	"13771"	"s (colza, blé, orge"	"d'hiver, orge de printemps, maïs, tournesol, triticale, soja"	""	") sera constitué de"	"13068-13128"	"type=N_PUN_N, match=fcu, form=d'hiver, orge de printemps, maïs, tournesol, triticale, soja"
"BSV_43FCO_GC_2009_10_19_27"	"html"	"13294"	"cerne les très gros"	"colzas, le risque"	""	"encouru est faible."	"1722-1739"	"type=N_PUN_N, match=fcu, form=colzas, le risque"
"BSV_43FCO_GC_2009_10_19_27"	"html"	"13294"	"avant le 9 octobre ("	"blé, orge, triticale"	""	"). Insectes Cicadell"	"3567-3587"	"type=N_PUN_N, match=fcu, form=blé, orge, triticale"
"BSV_43FCO_GC_2009_10_19_27"	"html"	"13294"	"observées ce lundi ("	"blé, orge, triticale"	""	"), l'activité est fa"	"3879-3899"	"type=N_PUN_N, match=fcu, form=blé, orge, triticale"
"BSV_43FCO_GC_2009_10_19_27"	"html"	"13294"	"vées cette semaine ("	"blé, orge, triticale"	""	"), les pucerons sont"	"4446-4466"	"type=N_PUN_N, match=fcu, form=blé, orge, triticale"
"BSV_43FCO_GC_2009_10_19_27"	"html"	"13294"	"tobre 2009 5 BILAN"	"TOURNESOL et SOJA"	""	"(Vanesse) 2009 Semi"	"10689-10706"	"type=N_KON_N, match=fcu, form=TOURNESOL et SOJA"
"BSV_43FCO_GC_2009_10_19_27"	"html"	"13294"	"e-Comté à partir de"	"la mi-mai, les parcelles de Soja"	""	"ont nécessité une s"	"11850-11882"	"type=N_PUN_N, match=fcu, form=la mi-mai, les parcelles de Soja"
"BSV_43FCO_GC_2009_10_19_27"	"html"	"13294"	"illes par pied. Sur"	"Tournesol, les chenilles"	""	"ont dans une moindr"	"12046-12070"	"type=N_PUN_N, match=fcu, form=Tournesol, les chenilles"
"BSV_43FCO_GC_2010_05_10_12"	"html"	"15679"	"fusarioses sur épi"	"Betteraves, pomme de terre, soja"	""	", autres Céréales à"	"7062-7094"	"type=N_PUN_N, match=fcu, form=Betteraves, pomme de terre, soja"
"BSV_43FCO_GC_2010_05_10_12"	"html"	"15679"	", autres Céréales à"	"paille, colza, lin, pois, féverole, tournesol"	""	"Maïs, sorgho grain("	"7114-7159"	"type=N_PUN_N, match=fcu, form=paille, colza, lin, pois, féverole, tournesol"
"BSV_43FCO_GC_2010_05_10_12"	"html"	"15679"	"féverole, tournesol"	"Maïs, sorgho"	""	"grain(maïs fourrage"	"7160-7172"	"type=N_PUN_N, match=fcu, form=Maïs, sorgho"
"BSV_4_cereales_Normandie_cle87b83e"	"html"	"5160"	"maine à la fois sur"	"blé et orge"	""	". Quelques vols de f"	"2279-2290"	"type=N_KON_N, match=fcu, form=blé et orge"
"BSV_5_chataigne_28aout2013"	"html"	"8715"	"e, la larve perfore"	"l'enveloppe de la châtaigne et s'enfonce"	""	"dans le sol. Elle t"	"4580-4620"	"type=N_KON_N, match=fcu, form=l'enveloppe de la châtaigne et s'enfonce"
"BSV_8_cereales_Normandie_R2012_cle0a7838"	"html"	"6876"	"s observations pour"	"les blés et les orges"	""	"qui n'ont pas attei"	"1144-1165"	"type=N_KON_N, match=fcu, form=les blés et les orges"
"BSV_8_cereales_Normandie_R2012_cle0a7838"	"html"	"6876"	"té des pucerons sur"	"blé et orge"	""	"est faible dans les"	"1305-1316"	"type=N_KON_N, match=fcu, form=blé et orge"
"BSV_8_cereales_Normandie_R2012_cle0a7838"	"html"	"6876"	"es ni insecticides)"	"Blé et orge"	""	"BLE Limaces : Sur l"	"2945-2956"	"type=N_KON_N, match=fcu, form=Blé et orge"
"BSV_9_cereales_Normandie_cle81b469"	"html"	"10360"	"rs observés sur"	"blé et orge"	""	". MALADIES"	"826-837"	"type=N_KON_N, match=fcu, form=blé et orge"
"BSV_AUVERGNE_N_10_DU_2_04_13_cle81ad49"	"html"	"9531"	"ès le 15 octobre en"	"plaine, les blés"	""	"sont toujours en co"	"5419-5435"	"type=N_PUN_N, match=fcu, form=plaine, les blés"
"BSV_Arbo_Centre_16_11-04-26_cle06b771"	"html"	"18928"	"yal-Gala, Reine des"	"Reinettes et Golden"	""	": stades I à J;Canad"	"5761-5780"	"type=N_KON_N, match=fcu, form=Reinettes et Golden"
"BSV_Arbo_Centre_16_11-04-26_cle06b771"	"html"	"18928"	"chenilles rouges du"	"poirier et cochenilles"	""	"blanches du mûrier"	"10506-10528"	"type=N_KON_N, match=fcu, form=poirier et cochenilles"
"BSV_Arbo_Centre_16_11-04-26_cle06b771"	"html"	"18928"	"omyies des feuilles"	"pommiers et poiriers"	""	"Etat général Des sy"	"11106-11126"	"type=N_KON_N, match=fcu, form=pommiers et poiriers"
"BSV_Arbo_Centre_16_11-04-26_cle06b771"	"html"	"18928"	"de nuisibilité Sur"	"pommier, le seuil de nuisibilité"	""	"est atteint dès que"	"16328-16360"	"type=N_PUN_N, match=fcu, form=pommier, le seuil de nuisibilité"
"BSV_Arbo_Centre_16_11-04-26_cle06b771"	"html"	"18928"	"de nuisibilité Sur"	"pommier, le seuil de nuisibilité"	""	"est fixé à 15% des"	"17537-17569"	"type=N_PUN_N, match=fcu, form=pommier, le seuil de nuisibilité"
"BSV_Arbo_Centre_6_11-03-14_cle414993"	"html"	"11629"	"oskoop, stade C sur"	"Gala, Golden"	""	", Reine des Reinette"	"5558-5570"	"type=N_PUN_N, match=fcu, form=Gala, Golden"
"BSV_Arbo_Centre_6_11-03-14_cle414993"	"html"	"11629"	"de nuisibilité Sur"	"pommier, le seuil de nuisibilité"	""	"est atteint dès que"	"9652-9684"	"type=N_PUN_N, match=fcu, form=pommier, le seuil de nuisibilité"
"BSV_Arboriculture-Fruits_transformes_Bretagne-Normandie-Pays_de_la_Loire_no10_du_21-05-2013_cle43573f"	"html"	"12237"	"sont en place dans"	"les vergers et les cultures"	""	"légumières. Les tra"	"2569-2596"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_Arboriculture-Fruits_transformes_Bretagne-Normandie-Pays_de_la_Loire_no10_du_21-05-2013_cle43573f"	"html"	"12237"	"de l'ouverture des"	"fleurs de pommiers, les dégâts"	""	"dus aux anthonomes"	"5819-5849"	"type=N_PUN_N, match=fcu, form=fleurs de pommiers, les dégâts"
"BSV_Arboriculture-Fruits_transformes_Bretagne-Normandie-Pays_de_la_Loire_no11_du_09-05-2012_cle4117c7"	"html"	"13683"	"sont en place dans"	"les vergers et les cultures"	""	"légumières. Les tra"	"3951-3978"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_Arboriculture-Fruits_transformes_Bretagne-Normandie-Pays_de_la_Loire_no11_du_09-05-2012_cle4117c7"	"html"	"13683"	"ade floraison. Dans"	"la plupart des vergers, les dégâts"	""	"sont assez rares.Ra"	"6304-6338"	"type=N_PUN_N, match=fcu, form=la plupart des vergers, les dégâts"
"BSV_Arboriculture-Fruits_transformes_Bretagne-Normandie-Pays_de_la_Loire_no11_du_09-05-2012_cle4117c7"	"html"	"13683"	"tion, dans certains"	"vergers, les populations"	""	"d'acariens peuvent"	"6881-6905"	"type=N_PUN_N, match=fcu, form=vergers, les populations"
"BSV_Arboriculture-Fruits_transformes_Bretagne-Normandie-Pays_de_la_Loire_no11_du_09-05-2012_cle4117c7"	"html"	"13683"	"endré Dans certains"	"vergers, les populations"	""	"sont en augmentatio"	"8078-8102"	"type=N_PUN_N, match=fcu, form=vergers, les populations"
"BSV_Arboriculture-Fruits_transformes_Bretagne-Normandie-Pays_de_la_Loire_no12_du_15-05-2012_cle415e3e"	"html"	"13385"	"sont en place dans"	"les vergers et les cultures"	""	"légumières. Les tra"	"4113-4140"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_Arboriculture-Fruits_transformes_Bretagne-Normandie-Pays_de_la_Loire_no12_du_15-05-2012_cle415e3e"	"html"	"13385"	"s-début avril. Dans"	"la plupart des vergers, les dégâts"	""	"sont assez rares.Ra"	"6991-7025"	"type=N_PUN_N, match=fcu, form=la plupart des vergers, les dégâts"
"BSV_Arboriculture-Fruits_transformes_Bretagne-Normandie-Pays_de_la_Loire_no12_du_15-05-2012_cle415e3e"	"html"	"13385"	"endré Dans certains"	"vergers, les populations"	""	"sont en augmentatio"	"8672-8696"	"type=N_PUN_N, match=fcu, form=vergers, les populations"
"BSV_Arboriculture-Fruits_transformes_Bretagne-Normandie-Pays_de_la_Loire_no20_du_22-07-2014_cle491adf"	"html"	"8259"	"ts Quelques fruits ("	"pommes et poires"	""	") touchés par la mon"	"2217-2233"	"type=N_KON_N, match=fcu, form=pommes et poires"
"BSV_Arboriculture-Fruits_transformes_Bretagne-Normandie-Pays_de_la_Loire_no20_du_22-07-2014_cle491adf"	"html"	"8259"	"préjudiciable pour"	"les pommes et poires de table"	""	". A suivre. Cochenil"	"4570-4599"	"type=N_KON_N, match=fcu, form=les pommes et poires de table"
"BSV_Arboriculture-Fruits_transformes_Bretagne-Normandie-Pays_de_la_Loire_no2_du_11-03-2014_cle0ad871"	"html"	"5519"	"mmier Dans certains"	"vergers, les anthonomes"	""	"sont en pleine acti"	"3025-3048"	"type=N_PUN_N, match=fcu, form=vergers, les anthonomes"
"BSV_Arboriculture-Fruits_transformes_Bretagne-Normandie-Pays_de_la_Loire_no2_du_26-03-2013_note_national_cle8e19a6"	"html"	"8856"	"ion européenne (ex."	"mildiou du tournesol, flavescence"	""	"dorée de la vigne,"	"6738-6771"	"type=N_PUN_N, match=fcu, form=mildiou du tournesol, flavescence"
"BSV_Arboriculture-Fruits_transformes_Bretagne-Normandie-Pays_de_la_Loire_no2_du_26-03-2013_note_national_cle8e19a6"	"html"	"8856"	"lavescence dorée de"	"la vigne, feu"	""	"bactérien des rosac"	"6781-6794"	"type=N_PUN_N, match=fcu, form=la vigne, feu"
"BSV_Arboriculture-Fruits_transformes_Bretagne-Normandie-Pays_de_la_Loire_no2_du_26-03-2013_note_national_cle8e19a6"	"html"	"8856"	"lavescence dorée de"	"la vigne, maladie"	""	"phytoplasmique tran"	"7813-7830"	"type=N_PUN_N, match=fcu, form=la vigne, maladie"
"BSV_Arboriculture_FT_no36_du_05062014_cle076171"	"html"	"5315"	"cardie des fili res"	"pommes et poires"	""	": Fran ois Hanquart"	"4352-4368"	"type=N_KON_N, match=fcu, form=pommes et poires"
"BSV_Arboriculture_FT_no6_du_24032014_cle448887"	"html"	"7768"	"cardie des fili res"	"pommes et poires"	""	": Fran ois Hanquart"	"6805-6821"	"type=N_KON_N, match=fcu, form=pommes et poires"
"BSV_Arboriculture_n_34_du_1er_juin_2012_cle81dcf7"	"html"	"2996"	"cardie des fili res"	"pommes et poires"	""	": Fran ois Hanquart"	"2032-2048"	"type=N_KON_N, match=fcu, form=pommes et poires"
"BSV_Arboriculture_no10_du_12_avril_2011_cle8d917f"	"html"	"6448"	"cardie des fili res"	"pommes et poires"	""	": Fran ois Hanquart"	"5695-5711"	"type=N_KON_N, match=fcu, form=pommes et poires"
"BSV_Arboriculture_no24_du_27_mai_2011_cle0225f1"	"html"	"3026"	"cardie des fili res"	"pommes et poires"	""	": Fran ois Hanquart"	"2273-2289"	"type=N_KON_N, match=fcu, form=pommes et poires"
"BSV_Arboriculture_no26_du_13052014_cle81fe48"	"html"	"26872"	"sont en place dans"	"les vergers et les cultures"	""	"l gumi res. Les tra"	"2877-2904"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_Arboriculture_no26_du_13052014_cle81fe48"	"html"	"26872"	"cardie des fili res"	"pommes et poires"	""	": Fran ois Hanquart"	"25909-25925"	"type=N_KON_N, match=fcu, form=pommes et poires"
"BSV_Arboriculture_no38_du_27_septembre_2011_cle81baae"	"html"	"5470"	"pi ges pr voir fin"	"octobre,Anthonome du poirier"	""	": ravageur suivre d"	"372-400"	"type=N_PUN_N, match=fcu, form=octobre,Anthonome du poirier"
"BSV_Arboriculture_no38_du_27_septembre_2011_cle81baae"	"html"	"5470"	"cardie des fili res"	"pommes et poires"	""	": Fran ois Hanquart"	"4507-4523"	"type=N_KON_N, match=fcu, form=pommes et poires"
"BSV_Arboriculture_no39_du_11_juin_2012_cle8ccdff"	"html"	"7268"	"cardie des fili res"	"pommes et poires"	""	": Fran ois Hanquart"	"6304-6320"	"type=N_KON_N, match=fcu, form=pommes et poires"
"BSV_Arboriculture_no42_du_01072014_cle88a477"	"html"	"21066"	"citer : Prunus sp.("	"cerisier, p"	""	"cher, prunier), Mal"	"17156-17167"	"type=N_PUN_N, match=fcu, form=cerisier, p"
"BSV_Arboriculture_no42_du_01072014_cle88a477"	"html"	"21066"	"ommier), Rubus sp. ("	"framboisier, muroise, mŒre"	""	"mettre en vidence l"	"17270-17296"	"type=N_PUN_N, match=fcu, form=framboisier, muroise, mŒre"
"BSV_Arboriculture_no42_du_01072014_cle88a477"	"html"	"21066"	"cardie des filiƒres"	"pommes et poires"	""	": Fran ois Hanquart"	"20103-20119"	"type=N_KON_N, match=fcu, form=pommes et poires"
"BSV_Arboriculture_no47_du_27_juin_2012_cle85d7b3"	"html"	"3048"	"cardie des fili res"	"pommes et poires"	""	": Fran ois Hanquart"	"2084-2100"	"type=N_KON_N, match=fcu, form=pommes et poires"
