"bsv"	"context before"	"date"	"match"	"context after"	"location"	"features"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"Pic de vol 2011"	"5 juillet"	""	"Pic de vo"	"22799-22808"	"type=DD-MM, form=5 juillet"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"Pic de vol"	"2012"	""	"12 juillet"	"22830-22834"	"type=YYYY, form=2012"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"Pic de vol 2012"	"12 juillet"	""	"5"	"22839-22849"	"type=DD-MM, form=12 juillet"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"du vol :"	"2011
  
  
    2012"	""	"2011"	"23022-23041"	"type=MM-YYYY, form=2011
  
  
    2012"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"2012"	"2011"	""	"3"	"23052-23056"	"type=YYYY, form=2011"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"2011"	"3
  
  
    2011
  
  
    2012"	""	"2"	"23067-23098"	"type=DD-MM-YYYY, form=3
  
  
    2011
  
  
    2012"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"2012"	"2
  
  
    2012"	""	"Moyenne d"	"23109-23125"	"type=DD-MM, form=2
  
  
    2012"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"aptures :"	"2011
  
  
    2011"	""	"1"	"23202-23221"	"type=MM-YYYY, form=2011
  
  
    2011"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"Pic de vol"	"2011"	""	"12 juillet"	"23279-23283"	"type=YYYY, form=2011"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"Pic de vol 2011"	"12 juillet"	""	"6"	"23288-23298"	"type=DD-MM, form=12 juillet"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"Pic de vol"	"2012"	""	"2 août"	"23443-23447"	"type=YYYY, form=2012"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"Pic de vol 2012"	"2 août
  
  
    2012"	""	"2012"	"23452-23473"	"type=DD-MM-YYYY, form=2 août
  
  
    2012"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"2012"	"2012"	""	"Ardennes"	"23484-23488"	"type=YYYY, form=2012"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"du vol :"	"2011
  
  
    2011"	""	"2012"	"23539-23558"	"type=MM-YYYY, form=2011
  
  
    2011"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"2011"	"2012
  
  
    2012"	""	"Moyenne d"	"23569-23588"	"type=MM-YYYY, form=2012
  
  
    2012"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"1"	"0
  
  
    10"	""	"Pic de vo"	"23656-23670"	"type=DD-MM, form=0
  
  
    10"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"Pic de vol"	"2011"	""	"25 juillet"	"23692-23696"	"type=YYYY, form=2011"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"Pic de vol 2011"	"25 juillet"	""	"9"	"23701-23711"	"type=DD-MM, form=25 juillet"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"s par piège"	"7
  
  
    2011
  
  
    2012"	""	"Est-Champagne"	"23823-23854"	"type=DD-MM-YYYY, form=7
  
  
    2011
  
  
    2012"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"Pic de vol"	"2012"	""	"18 juillet"	"23921-23925"	"type=YYYY, form=2012"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"Pic de vol 2012"	"18 juillet"	""	"6"	"23930-23940"	"type=DD-MM, form=18 juillet"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"6"	"5
  
  
    2011"	""	"4"	"23963-23979"	"type=DD-MM, form=5
  
  
    2011"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"2011"	"4
  
  
    2012
  
  
    2011"	""	"Dynamique"	"23990-24021"	"type=DD-MM-YYYY, form=4
  
  
    2012
  
  
    2011"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"du vol :"	"2012
  
  
    2011"	""	"2012"	"24061-24080"	"type=MM-YYYY, form=2012
  
  
    2011"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"2011"	"2012"	""	"Moyenne d"	"24091-24095"	"type=YYYY, form=2012"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"aptures :"	"2011"	""	"2"	"24184-24188"	"type=YYYY, form=2011"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"1"	"0
  
  
    2011
  
  
    2012"	""	"2012"	"24223-24254"	"type=DD-MM-YYYY, form=0
  
  
    2011
  
  
    2012"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"2012"	"2012"	""	"Ce bulletin est"	"24265-24269"	"type=YYYY, form=2012"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"réalisées, du 05 au"	"07 novembre 2012"	""	", sur parcelles agri"	"24354-24370"	"type=DD-MM-YYYY, form=07 novembre 2012"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"Larves"	"Octobre"	""	"à Avril M"	"24874-24881"	"type=MM, form=Octobre"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"Octobre à"	"Avril"	""	"Mai P"	"24884-24889"	"type=MM, form=Avril"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"e à Avril"	"Mai"	""	"Papillon(adulte"	"24900-24903"	"type=MM, form=Mai"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"limètres)"	"Juin"	""	"à Septembre"	"25007-25011"	"type=MM, form=Juin"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"s) Juin à"	"Septembre"	""	"Accouplem"	"25014-25023"	"type=MM, form=Septembre"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"e ronds de jaunisse"	"fin-septembre"	""	". La faible importan"	"25704-25717"	"type=MM, form=fin-septembre"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"onditions sèches de"	"septembre"	""	", le développement d"	"25896-25905"	"type=MM, form=septembre"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"e constatée courant"	"octobre"	""	"sur le réseau de pi"	"26314-26321"	"type=MM, form=octobre"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"réalisées, du 05 au"	"07 novembre 2012"	""	", sur parcelles agri"	"26658-26674"	"type=DD-MM-YYYY, form=07 novembre 2012"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"au cours du mois de"	"septembre"	""	", la présence du rhi"	"26993-27002"	"type=MM, form=septembre"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"sté faible jusqu'au"	"15 octobre"	""	", tant en fréquence"	"28513-28523"	"type=DD-MM, form=15 octobre"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"moyenne). Passée la"	"mi-octobre"	""	", les niveaux de fré"	"28604-28614"	"type=MM, form=mi-octobre"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"tut du végétal - CA"	"08 - CA 10 - CA"	""	"51 - CA 52 - ATPPDA"	"29528-29543"	"type=DD-MM, form=08 - CA 10 - CA"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"nt du plan ECOPHYTO"	"2018"	""	". Ce bulletin est pr"	"30961-30965"	"type=YYYY, form=2018"
"38_-_BSV_Grandes_cultures_S45_cle8c1431"	"réalisées, du 05 au"	"07 novembre 2012"	""	", sur parcelles agri"	"31047-31063"	"type=DD-MM-YYYY, form=07 novembre 2012"
"3_-_BSV_Grandes_cultures_S11_cle8cbba8"	"agne-Ardenne BSV du"	"14/03/"	""	"2013 - semaine 11 A"	"45-51"	"type=MM-YYYY, form=14/03/"
"3_-_BSV_Grandes_cultures_S11_cle8cbba8"	"rdenne BSV du 14/03/"	"2013 - semaine"	""	"11 A RETENIR CETTE"	"51-65"	"type=YYYY, form=2013 - semaine"
"3_-_BSV_Grandes_cultures_S11_cle8cbba8"	"réalisées, du 11 au"	"13 février 2013"	""	", sur parcelles agri"	"499-514"	"type=DD-MM-YYYY, form=13 février 2013"
"3_-_BSV_Grandes_cultures_S11_cle8cbba8"	"es au vol le samedi"	"9 mars"	""	". On signale la prés"	"1626-1632"	"type=DD-MM, form=9 mars"
"3_-_BSV_Grandes_cultures_S11_cle8cbba8"	"12°C). De plus à la"	"mi-mars"	""	", le stade C2 sera a"	"3174-3181"	"type=MM, form=mi-mars"
"3_-_BSV_Grandes_cultures_S11_cle8cbba8"	"réalisées, du 11 au"	"13 février 2013"	""	", sur parcelles agri"	"3300-3315"	"type=DD-MM-YYYY, form=13 février 2013"
"3_-_BSV_Grandes_cultures_S11_cle8cbba8"	"nt du plan ECOPHYTO"	"2018"	""	". Ce bulletin est pr"	"7192-7196"	"type=YYYY, form=2018"
"3_-_BSV_Grandes_cultures_S11_cle8cbba8"	"réalisées, du 11 au"	"13 février 2013"	""	", sur parcelles agri"	"7278-7293"	"type=DD-MM-YYYY, form=13 février 2013"
"42_BSV_Charentes_2011-12-21_cle02f587"	"X D'OBSERVATIONS EN"	"2011"	""	"PHÉNOLOGIE : une pr"	"154-158"	"type=YYYY, form=2011"
"42_BSV_Charentes_2011-12-21_cle02f587"	"de cycle végétatif"	"22 décembre 2011"	""	"OÏDIUM : une présen"	"259-275"	"type=DD-MM-YYYY, form=22 décembre 2011"
"42_BSV_Charentes_2011-12-21_cle02f587"	"s d'observations en"	"2011"	""	"Phénologie Croissan"	"1035-1039"	"type=YYYY, form=2011"
"42_BSV_Charentes_2011-12-21_cle02f587"	"LA MÉTÉOROLOGIE EN"	"2011"	""	"BSV Charentes Direc"	"1249-1253"	"type=YYYY, form=2011"
"42_BSV_Charentes_2011-12-21_cle02f587"	"ies et températures"	"2011"	""	"Saint Même les Carr"	"1318-1322"	"type=YYYY, form=2011"
"42_BSV_Charentes_2011-12-21_cle02f587"	"25 5 15 25 4 14 24"	"4
AVRIL"	""	"MAI JUIN 40 35 30 2"	"1590-1597"	"type=DD-MM, form=4
AVRIL"
"42_BSV_Charentes_2011-12-21_cle02f587"	"25 4 14 24 4 AVRIL"	"MAI"	""	"JUIN 40 35 30 25 Du"	"1598-1601"	"type=MM, form=MAI"
"42_BSV_Charentes_2011-12-21_cle02f587"	"4 14 24 4 AVRIL MAI"	"JUIN"	""	"40 35 30 25 Du mois"	"1602-1606"	"type=MM, form=JUIN"
"42_BSV_Charentes_2011-12-21_cle02f587"	"35 30 25 Du mois de"	"janvier"	""	"au mois de mai 2011"	"1630-1637"	"type=MM, form=janvier"
"42_BSV_Charentes_2011-12-21_cle02f587"	"janvier au mois de"	"mai 2011"	""	", les températures s"	"1649-1657"	"type=MM-YYYY, form=mai 2011"
"42_BSV_Charentes_2011-12-21_cle02f587"	"plus élevées qu'en"	"2010"	""	". Elles sont normale"	"1700-1704"	"type=YYYY, form=2010"
"42_BSV_Charentes_2011-12-21_cle02f587"	"es sont normales en"	"juin"	""	"et août et inférieu"	"1729-1733"	"type=MM, form=juin"
"42_BSV_Charentes_2011-12-21_cle02f587"	"normales en juin et"	"août"	""	"et inférieures à la"	"1737-1741"	"type=MM, form=août"
"42_BSV_Charentes_2011-12-21_cle02f587"	"res à la normale en"	"juillet"	""	". 20 15 De mars à ma"	"1773-1780"	"type=MM, form=juillet"
"42_BSV_Charentes_2011-12-21_cle02f587"	"n juillet. 20 15 De"	"mars"	""	"à mai, les hygromét"	"1791-1795"	"type=MM, form=mars"
"42_BSV_Charentes_2011-12-21_cle02f587"	"et. 20 15 De mars à"	"mai"	""	", les hygrométries s"	"1798-1801"	"type=MM, form=mai"
"42_BSV_Charentes_2011-12-21_cle02f587"	"tries sont faibles."	"10
JUILLET"	""	"14 24 3 AOÛT 13 23"	"1834-1844"	"type=DD-MM, form=10
JUILLET"
"42_BSV_Charentes_2011-12-21_cle02f587"	"s. 10 JUILLET 14 24"	"3
AOÛT"	""	"13 23 5 0 9 Mai est"	"1851-1857"	"type=DD-MM, form=3
AOÛT"
"42_BSV_Charentes_2011-12-21_cle02f587"	"24 3 AOÛT 13 23 5 0"	"9
Mai"	""	"est exceptionnellem"	"1868-1873"	"type=DD-MM, form=9
Mai"
"42_BSV_Charentes_2011-12-21_cle02f587"	"sont fréquentes en"	"juillet"	""	"et août. Les BSV so"	"1945-1952"	"type=MM, form=juillet"
"42_BSV_Charentes_2011-12-21_cle02f587"	"entes en juillet et"	"août"	""	". Les BSV sont dispo"	"1956-1960"	"type=MM, form=août"
"42_BSV_Charentes_2011-12-21_cle02f587"	"S Bulletin n° 42 du"	"22 décembre 2011"	""	"page 2 LES SUIVIS P"	"2180-2196"	"type=DD-MM-YYYY, form=22 décembre 2011"
"42_BSV_Charentes_2011-12-21_cle02f587"	"nt visibles vers le"	"6-8 avril"	""	"(avec environ 8 jou"	"2453-2462"	"type=DD-MM, form=6-8 avril"
"42_BSV_Charentes_2011-12-21_cle02f587"	"climat sec et chaud"	"d'avril"	""	"et mai accentue la"	"2519-2526"	"type=MM, form=d'avril"
"42_BSV_Charentes_2011-12-21_cle02f587"	"et chaud d'avril et"	"mai"	""	"accentue la précoci"	"2530-2533"	"type=MM, form=mai"
"42_BSV_Charentes_2011-12-21_cle02f587"	"on se situe vers le"	"25 mai"	""	"(avec 2 semaines d'"	"2594-2600"	"type=DD-MM, form=25 mai"
"42_BSV_Charentes_2011-12-21_cle02f587"	"véraison débute fin"	"juillet"	""	". Cependant, les tem"	"2652-2659"	"type=MM, form=juillet"
"42_BSV_Charentes_2011-12-21_cle02f587"	"s premiers jours de"	"septembre"	""	". BSV Charentes BSV"	"2791-2800"	"type=MM, form=septembre"
"42_BSV_Charentes_2011-12-21_cle02f587"	"E : réseau suivi en"	"2011"	""	"49 sites en 2011 Cr"	"2859-2863"	"type=YYYY, form=2011"
"42_BSV_Charentes_2011-12-21_cle02f587"	"en 2011 49 sites en"	"2011"	""	"Croissance+ Phénolo"	"2876-2880"	"type=YYYY, form=2011"
"42_BSV_Charentes_2011-12-21_cle02f587"	"hebdo. ( cm ) 40 30"	"20
10"	""	"0 15 22 29 6 13 20"	"2985-2990"	"type=DD-MM, form=20
10"
"42_BSV_Charentes_2011-12-21_cle02f587"	"non écimés"	"2011
  
  
    2010"	""	"40 30 20 En 201"	"3055-3074"	"type=MM-YYYY, form=2011
  
  
    2010"
"42_BSV_Charentes_2011-12-21_cle02f587"	"010 40 30 20 En"	"2011"	""	", la croissance est"	"3091-3095"	"type=YYYY, form=2011"
"42_BSV_Charentes_2011-12-21_cle02f587"	"t surtout active en"	"mai"	""	". Elle se déroule su"	"3144-3147"	"type=MM, form=mai"
"42_BSV_Charentes_2011-12-21_cle02f587"	"lors que le mois de"	"mai"	""	", en climat océaniqu"	"3253-3256"	"type=MM, form=mai"
"42_BSV_Charentes_2011-12-21_cle02f587"	"é. La sécheresse de"	"mai"	""	"finit même par prov"	"3335-3338"	"type=MM, form=mai"
"42_BSV_Charentes_2011-12-21_cle02f587"	"be de croissance de"	"2011"	""	"est décalée d'envir"	"3483-3487"	"type=YYYY, form=2011"
"42_BSV_Charentes_2011-12-21_cle02f587"	"luies printanières."	"0
10"	""	"17 24 AVRIL MAI JUI"	"3619-3623"	"type=DD-MM, form=0
10"
"42_BSV_Charentes_2011-12-21_cle02f587"	"intanières. 0 10 17"	"24
AVRIL"	""	"MAI JUIN 1 8 JUILLE"	"3627-3635"	"type=DD-MM, form=24
AVRIL"
"42_BSV_Charentes_2011-12-21_cle02f587"	"s. 0 10 17 24 AVRIL"	"MAI"	""	"JUIN 1 8 JUILLET 15"	"3636-3639"	"type=MM, form=MAI"
"42_BSV_Charentes_2011-12-21_cle02f587"	"10 17 24 AVRIL MAI"	"JUIN"	""	"1 8 JUILLET 15 22 2"	"3640-3644"	"type=MM, form=JUIN"
"42_BSV_Charentes_2011-12-21_cle02f587"	"24 AVRIL MAI JUIN 1"	"8
JUILLET"	""	"15 22 29 5 AOÛT 12"	"3647-3656"	"type=DD-MM, form=8
JUILLET"
"42_BSV_Charentes_2011-12-21_cle02f587"	"8 JUILLET 15 22 29"	"5
AOÛT"	""	"12 19 26 Ces deux d"	"3666-3672"	"type=DD-MM, form=5
AOÛT"
"42_BSV_Charentes_2011-12-21_cle02f587"	"lletin numéro 41 du"	"29 septembre 2011"	""	". FLAVESCENCE DORÉE"	"3838-3855"	"type=DD-MM-YYYY, form=29 septembre 2011"
"42_BSV_Charentes_2011-12-21_cle02f587"	"S Bulletin n° 42 du"	"22 décembre 2011"	""	"page 3 ÉVOLUTION DU"	"4212-4228"	"type=DD-MM-YYYY, form=22 décembre 2011"
"42_BSV_Charentes_2011-12-21_cle02f587"	"UTION DU MILDIOU EN"	"2011"	""	"Suivi de la maturit"	"4260-4264"	"type=YYYY, form=2011"
"42_BSV_Charentes_2011-12-21_cle02f587"	"ession du risque en"	"juillet"	""	"Des morceaux de feu"	"4328-4335"	"type=MM, form=juillet"
"42_BSV_Charentes_2011-12-21_cle02f587"	"rentes. A partir du"	"21 mars"	""	", des échantillons s"	"4477-4484"	"type=DD-MM, form=21 mars"
"42_BSV_Charentes_2011-12-21_cle02f587"	"nstatée à partir du"	"4 avril"	""	". Le climat doux et"	"4678-4685"	"type=DD-MM, form=4 avril"
"42_BSV_Charentes_2011-12-21_cle02f587"	"premières pluies de"	"juillet"	""	"surviennent sur un"	"4792-4799"	"type=MM, form=juillet"
"42_BSV_Charentes_2011-12-21_cle02f587"	"plus récentes. A la"	"mi-juillet"	""	", la plupart des tém"	"4937-4947"	"type=MM, form=mi-juillet"
"42_BSV_Charentes_2011-12-21_cle02f587"	"sque très faible en"	"avril"	""	"Quelques petites pl"	"5053-5058"	"type=MM, form=avril"
"42_BSV_Charentes_2011-12-21_cle02f587"	"pluies tombent les"	"2-3 avril"	""	", période à laquelle"	"5095-5104"	"type=DD-MM, form=2-3 avril"
"42_BSV_Charentes_2011-12-21_cle02f587"	"est atteint vers le"	"10-15 avril"	""	". Les températures d"	"5225-5236"	"type=DD-MM, form=10-15 avril"
"42_BSV_Charentes_2011-12-21_cle02f587"	"a seconde quinzaine"	"d'avril"	""	"continuent d'être é"	"5279-5286"	"type=MM, form=d'avril"
"42_BSV_Charentes_2011-12-21_cle02f587"	"ne tombent que les"	"24-25 avril"	""	". Elles concernent s"	"5450-5461"	"type=DD-MM, form=24-25 avril"
"42_BSV_Charentes_2011-12-21_cle02f587"	"quasi inexistant en"	"mai"	""	"Les premières tache"	"5724-5727"	"type=MM, form=mai"
"42_BSV_Charentes_2011-12-21_cle02f587"	"tectées à partir du"	"3-4 mai"	""	"à Boisredon, Grézac"	"5794-5801"	"type=DD-MM, form=3-4 mai"
"42_BSV_Charentes_2011-12-21_cle02f587"	"ination survenue le"	"24 avril"	""	"lors de pluies d'or"	"5911-5919"	"type=DD-MM, form=24 avril"
"42_BSV_Charentes_2011-12-21_cle02f587"	"à 12 jours. Vers le"	"25 mai"	""	", quelques taches ré"	"6009-6015"	"type=DD-MM, form=25 mai"
"42_BSV_Charentes_2011-12-21_cle02f587"	"e plus important en"	"août"	""	"Quelques contaminat"	"6633-6637"	"type=MM, form=août"
"42_BSV_Charentes_2011-12-21_cle02f587"	"s contaminations en"	"juin"	""	"Début juin, des plu"	"6665-6669"	"type=MM, form=juin"
"42_BSV_Charentes_2011-12-21_cle02f587"	"tions en juin Début"	"juin"	""	", des pluies hétérog"	"6676-6680"	"type=MM, form=juin"
"42_BSV_Charentes_2011-12-21_cle02f587"	"s. Au début du mois"	"d'août"	""	", le réservoir d'ino"	"6921-6927"	"type=MM, form=d'août"
"42_BSV_Charentes_2011-12-21_cle02f587"	"e. Au cours du mois"	"d'août"	""	", des pluies continu"	"7186-7192"	"type=MM, form=d'août"
"42_BSV_Charentes_2011-12-21_cle02f587"	"S Bulletin n° 42 du"	"22 décembre 2011"	""	"page 4 ÉVOLUTION DE"	"7907-7923"	"type=DD-MM-YYYY, form=22 décembre 2011"
"42_BSV_Charentes_2011-12-21_cle02f587"	"TION DE L'OÏDIUM EN"	"2011"	""	"Les premiers symptô"	"7956-7960"	"type=YYYY, form=2011"
"42_BSV_Charentes_2011-12-21_cle02f587"	"emiers symptômes en"	"mai"	""	"Pas d'explosion en"	"7987-7990"	"type=MM, form=mai"
"42_BSV_Charentes_2011-12-21_cle02f587"	"Pas d'explosion en"	"juillet"	""	"Début mai, des marb"	"8010-8017"	"type=MM, form=juillet"
"42_BSV_Charentes_2011-12-21_cle02f587"	"on en juillet Début"	"mai"	""	", des marbrures jaun"	"8024-8027"	"type=MM, form=mai"
"42_BSV_Charentes_2011-12-21_cle02f587"	"tés sur Cardinal le"	"4 mai"	""	". En bord de Gironde"	"8317-8322"	"type=DD-MM, form=4 mai"
"42_BSV_Charentes_2011-12-21_cle02f587"	"nte est signalée le"	"16 mai"	""	"sur les jeunes feui"	"8490-8496"	"type=DD-MM, form=16 mai"
"42_BSV_Charentes_2011-12-21_cle02f587"	"vignon. A partir du"	"20 mai"	""	", les détections son"	"8674-8680"	"type=DD-MM, form=20 mai"
"42_BSV_Charentes_2011-12-21_cle02f587"	"plus fréquentes. Le"	"24 mai"	""	", les premiers dégât"	"8722-8728"	"type=DD-MM, form=24 mai"
"42_BSV_Charentes_2011-12-21_cle02f587"	"t Saint-Vallier. Le"	"31 mai"	""	", ils sont observés"	"8855-8861"	"type=DD-MM, form=31 mai"
"42_BSV_Charentes_2011-12-21_cle02f587"	"ons et Jonzac. A la"	"mi-juillet"	""	", l'Oïdium est fréqu"	"8940-8950"	"type=MM, form=mi-juillet"
"42_BSV_Charentes_2011-12-21_cle02f587"	"ive mais modérée en"	"août"	""	"En août, la plupart"	"9251-9255"	"type=MM, form=août"
"42_BSV_Charentes_2011-12-21_cle02f587"	"modérée en août En"	"août"	""	", la plupart des tém"	"9259-9263"	"type=MM, form=août"
"42_BSV_Charentes_2011-12-21_cle02f587"	"ssion des dégâts en"	"juin"	""	"A la mi-juin, on co"	"9527-9531"	"type=MM, form=juin"
"42_BSV_Charentes_2011-12-21_cle02f587"	"dégâts en juin A la"	"mi-juin"	""	", on constate une pr"	"9537-9544"	"type=MM, form=mi-juin"
"42_BSV_Charentes_2011-12-21_cle02f587"	"ION DU BLACK ROT EN"	"2011"	""	"Lorsque les conditi"	"10682-10686"	"type=YYYY, form=2011"
"42_BSV_Charentes_2011-12-21_cle02f587"	"tive. Le climat sec"	"d'avril"	""	"et mai ne favorise"	"10851-10858"	"type=MM, form=d'avril"
"42_BSV_Charentes_2011-12-21_cle02f587"	"imat sec d'avril et"	"mai"	""	"ne favorise pas les"	"10862-10865"	"type=MM, form=mai"
"42_BSV_Charentes_2011-12-21_cle02f587"	"es sont trouvées en"	"mai"	""	"et juin. De faibles"	"10954-10957"	"type=MM, form=mai"
"42_BSV_Charentes_2011-12-21_cle02f587"	"trouvées en mai et"	"juin"	""	". De faibles attaque"	"10961-10965"	"type=MM, form=juin"
"42_BSV_Charentes_2011-12-21_cle02f587"	"très localement en"	"juillet"	""	". ÉVOLUTION DU BOTRY"	"11033-11040"	"type=MM, form=juillet"
"42_BSV_Charentes_2011-12-21_cle02f587"	"TION DU BOTRYTIS EN"	"2011"	""	"Le climat sec du pr"	"11067-11071"	"type=YYYY, form=2011"
"42_BSV_Charentes_2011-12-21_cle02f587"	"feuilles. Mais, en"	"juillet"	""	", quelques averses d"	"11142-11149"	"type=MM, form=juillet"
"42_BSV_Charentes_2011-12-21_cle02f587"	"s premiers jours de"	"septembre"	""	", 30 % des grappes s"	"11378-11387"	"type=MM, form=septembre"
"42_BSV_Charentes_2011-12-21_cle02f587"	"S Bulletin n° 42 du"	"22 décembre 2011"	""	"page 5 SUIVI DES TO"	"11753-11769"	"type=DD-MM-YYYY, form=22 décembre 2011"
"42_BSV_Charentes_2011-12-21_cle02f587"	"VI DES TORDEUSES EN"	"2011"	""	"Le réseau d'observa"	"11800-11804"	"type=YYYY, form=2011"
"42_BSV_Charentes_2011-12-21_cle02f587"	"réseau de pièges en"	"2011"	""	"Le réseau de piégea"	"11879-11883"	"type=YYYY, form=2011"
"42_BSV_Charentes_2011-12-21_cle02f587"	"s. Sur Segonzac, du"	"14 juin"	""	"e au 26 juillet (2"	"12166-12173"	"type=DD-MM, form=14 juin"
"42_BSV_Charentes_2011-12-21_cle02f587"	"ac, du 14 juin e au"	"26 juillet"	""	"(2 vol), on piège 2"	"12179-12189"	"type=DD-MM, form=26 juillet"
"42_BSV_Charentes_2011-12-21_cle02f587"	"au piège sexuel et"	"1500"	""	"au piège alimentair"	"12241-12245"	"type=YYYY, form=1500"
"42_BSV_Charentes_2011-12-21_cle02f587"	"ites de piégeage en"	"2011"	""	"26 Suivi de la Coch"	"12489-12493"	"type=YYYY, form=2011"
"42_BSV_Charentes_2011-12-21_cle02f587"	"i de la Cochylis En"	"2011"	""	", le premier vol com"	"12521-12525"	"type=YYYY, form=2011"
"42_BSV_Charentes_2011-12-21_cle02f587"	"la première décade"	"d'avril"	""	"et il se termine ve"	"12575-12582"	"type=MM, form=d'avril"
"42_BSV_Charentes_2011-12-21_cle02f587"	"se termine vers le"	"13 mai"	""	". Le pic de vol se s"	"12608-12614"	"type=DD-MM, form=13 mai"
"42_BSV_Charentes_2011-12-21_cle02f587"	"ol se situe vers le"	"20 avril"	""	". Les conditions cli"	"12647-12655"	"type=DD-MM, form=20 avril"
"42_BSV_Charentes_2011-12-21_cle02f587"	"clémentes des mois"	"d'avril"	""	"et mai ne perturben"	"12703-12710"	"type=MM, form=d'avril"
"42_BSV_Charentes_2011-12-21_cle02f587"	"des mois d'avril et"	"mai"	""	"ne perturbent prati"	"12714-12717"	"type=MM, form=mai"
"42_BSV_Charentes_2011-12-21_cle02f587"	"S : piégeage sexuel"	"2011"	""	"Moyennes des papill"	"12811-12815"	"type=YYYY, form=2011"
"42_BSV_Charentes_2011-12-21_cle02f587"	"s capturés 30 25 20"	"15
10"	""	"5 0 15 22 29 6 13 2"	"12857-12862"	"type=DD-MM, form=15
10"
"42_BSV_Charentes_2011-12-21_cle02f587"	"15 22 29 6 13 20 27"	"3
10"	""	"17 24 1 8 AVRIL MAI"	"12887-12891"	"type=DD-MM, form=3
10"
"42_BSV_Charentes_2011-12-21_cle02f587"	"20 27 3 10 17 24 1"	"8
AVRIL"	""	"MAI JUIN COCHYLIS 1"	"12900-12907"	"type=DD-MM, form=8
AVRIL"
"42_BSV_Charentes_2011-12-21_cle02f587"	"10 17 24 1 8 AVRIL"	"MAI"	""	"JUIN COCHYLIS 15 10"	"12908-12911"	"type=MM, form=MAI"
"42_BSV_Charentes_2011-12-21_cle02f587"	"17 24 1 8 AVRIL MAI"	"JUIN"	""	"COCHYLIS 15 10 5 0"	"12912-12916"	"type=MM, form=JUIN"
"42_BSV_Charentes_2011-12-21_cle02f587"	"L MAI JUIN COCHYLIS"	"15
10"	""	"5 0 -5 Pour le prem"	"12926-12931"	"type=DD-MM, form=15
10"
"42_BSV_Charentes_2011-12-21_cle02f587"	"piège(contre 136 en"	"2010"	""	"). Plus de 150 captu"	"13023-13027"	"type=YYYY, form=2010"
"42_BSV_Charentes_2011-12-21_cle02f587"	"Cochylis s'étale du"	"10 juin"	""	"au 16 juillet. En m"	"13375-13382"	"type=DD-MM, form=10 juin"
"42_BSV_Charentes_2011-12-21_cle02f587"	"étale du 10 juin au"	"16 juillet"	""	". En moyenne, 75 pap"	"13386-13396"	"type=DD-MM, form=16 juillet"
"42_BSV_Charentes_2011-12-21_cle02f587"	"rés par piège(98 en"	"2010"	""	"). 15 22 29 5 12 19"	"13453-13457"	"type=YYYY, form=2010"
"42_BSV_Charentes_2011-12-21_cle02f587"	"en 2010). 15 22 29"	"5
12"	""	"19 26 2 9 JUILLET A"	"13469-13473"	"type=DD-MM, form=5
12"
