"bsv"	"context before"	"bioagressors"	"context after"	"location"	"features"
"BSV_11_proteagineux_Normandie_2012_cle888cde-1"	"Robillard Noriap -"	"Piednoir"	"Sévépi"	"9652-9660"	"type=BIOAGRESSOR, $=pied noir, form=Piednoir"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	". RAVAGEURS Mesures"	"Puceron"	"noir de la fève : C"	"649-656"	"type=BIOAGRESSOR, $=puceron, form=Puceron"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"ouveau signalement."	"Puceron"	"vert du pois : Ils"	"816-823"	"type=BIOAGRESSOR, $=puceron, form=Puceron"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"aibles (moins de 10"	"pucerons"	"comptés sur une feu"	"945-953"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"ur faire tomber les"	"pucerons"	") à moyennes. Il s'a"	"1042-1050"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"e de Normandie . Du"	"botrytis"	"est signalé pour la"	"1803-1811"	"type=BIOAGRESSOR, $=botrytis, form=botrytis"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"e Letico - Noriap -"	"Piednoir"	"- Sévépi - SRAL Bas"	"2338-2346"	"type=BIOAGRESSOR, $=pied noir, form=Piednoir"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"le à l'activité des"	"pucerons"	"(sur pois comme sur"	"2624-2632"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"aine la présence de"	"botrytis"	"dans une parcelle."	"3037-3045"	"type=BIOAGRESSOR, $=botrytis, form=botrytis"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"uils de nuisibilité"	"Pucerons"	"verts du pois A par"	"3629-3637"	"type=BIOAGRESSOR, $=puceron, form=Pucerons"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"usieurs dizaines de"	"pucerons"	"par comptage et si"	"3912-3920"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"aptures cumulées. e"	"Pucerons"	"noirs sur féveroles"	"4304-4312"	"type=BIOAGRESSOR, $=puceron, form=Pucerons"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"un manchon noir de"	"pucerons"	". En dessous de ce s"	"4437-4445"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"e Letico - Noriap -"	"Piednoir"	"- Sévépi - SRAL Bas"	"4920-4928"	"type=BIOAGRESSOR, $=pied noir, form=Piednoir"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"nt la ponte car les"	"larves"	"seront inaccessible"	"5399-5405"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"ibles. Protéagineux"	"Anthracnose"	"sur pois et féverol"	"5441-5452"	"type=BIOAGRESSOR, $=anthracnose, form=Anthracnose"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"symptômes visibles."	"Anthracnose"	"du pois(Source des"	"5592-5603"	"type=BIOAGRESSOR, $=anthracnose, form=Anthracnose"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"Après éclosion, la"	"larve"	"pénètre directement"	"5987-5992"	"type=BIOAGRESSOR, $=larve, form=larve"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"ble d'atteindre les"	"larves"	". Cet adulte est noi"	"6330-6336"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"ar hectare) mais sa"	"larve"	"affecte la qualité"	"6679-6684"	"type=BIOAGRESSOR, $=larve, form=larve"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"e Letico - Noriap -"	"Piednoir"	"- Sévépi - SRAL Bas"	"7625-7633"	"type=BIOAGRESSOR, $=pied noir, form=Piednoir"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"chus dipsaci est un"	"parasite"	"de la féverole jusq"	"7814-7822"	"type=BIOAGRESSOR, $=parasite, form=parasite"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"un des plus sérieux"	"parasites"	"de la féverole dans"	"8348-8357"	"type=BIOAGRESSOR, $=parasite, form=parasites"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"on dans une plante ("	"larves"	"et adultes). Le sta"	"8961-8967"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"x ans sous forme de"	"larve"	"dans les graines, l"	"9106-9111"	"type=BIOAGRESSOR, $=larve, form=larve"
"BSV_11_proteagineux_Normandie_cle8c8ae4"	"e Letico - Noriap -"	"Piednoir"	"- Sévépi - SRAL Bas"	"10445-10453"	"type=BIOAGRESSOR, $=pied noir, form=Piednoir"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"s lourd. è Quelques"	"pucerons"	"noirs et verts sont"	"1068-1076"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"d'anthracnose et de"	"botrytis"	"dans 2 parcelles de"	"1906-1914"	"type=BIOAGRESSOR, $=botrytis, form=botrytis"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"u des signalements ("	"anthracnoses"	", botrytis et rouill"	"2206-2218"	"type=BIOAGRESSOR, $=anthracnose, form=anthracnoses"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"ents (anthracnoses,"	"botrytis"	"et rouille) de la s"	"2220-2228"	"type=BIOAGRESSOR, $=botrytis, form=botrytis"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"cnoses, botrytis et"	"rouille"	") de la semaine dern"	"2232-2239"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"ques favorables aux"	"champignons"	". Page 1 /5 Ce bulle"	"2313-2324"	"type=BIOAGRESSOR, $=champignon, form=champignons"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"e Letico - Noriap -"	"Piednoir"	"- Sévépi Normandie"	"2703-2711"	"type=BIOAGRESSOR, $=pied noir, form=Piednoir"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"ides, ni fongicides"	"Pucerons"	"noirs de la féverol"	"3314-3322"	"type=BIOAGRESSOR, $=puceron, form=Pucerons"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"e manchons noirs de"	"pucerons"	"sur 20% des tiges."	"3425-3433"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"bilité aux bruches."	"Pucerons"	"verts du pois : Que"	"3596-3604"	"type=BIOAGRESSOR, $=puceron, form=Pucerons"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"du pois : Quelques"	"pucerons"	"verts sont signalés"	"3630-3638"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"rnière (moins de 10"	"pucerons"	"/ plante pour l'une"	"3757-3765"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"e Letico - Noriap -"	"Piednoir"	"- Sévépi Normandie"	"4447-4455"	"type=BIOAGRESSOR, $=pied noir, form=Piednoir"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"s d'anthracnose, de"	"mildiou"	"et de botrytis la s"	"4785-4792"	"type=BIOAGRESSOR, $=mildiou, form=mildiou"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"e, de mildiou et de"	"botrytis"	"la semaine dernière"	"4799-4807"	"type=BIOAGRESSOR, $=botrytis, form=botrytis"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"ntes porteuses). Le"	"botrytis"	"et l'oïdium semblen"	"5105-5113"	"type=BIOAGRESSOR, $=botrytis, form=botrytis"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"e Letico - Noriap -"	"Piednoir"	"- Sévépi Normandie"	"5936-5944"	"type=BIOAGRESSOR, $=pied noir, form=Piednoir"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"uils de nuisibilité"	"Pucerons"	"verts du pois A par"	"6011-6019"	"type=BIOAGRESSOR, $=puceron, form=Pucerons"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"usieurs dizaines de"	"pucerons"	"par comptage et si"	"6334-6342"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"rotéagineux ARVALIS"	"Pucerons"	"noirs sur féveroles"	"6479-6487"	"type=BIOAGRESSOR, $=puceron, form=Pucerons"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"un manchon noir de"	"pucerons"	". En dessous de ce s"	"6612-6620"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"nt la ponte car les"	"larves"	"seront inaccessible"	"7592-7598"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"res dépassant 20°C."	"Anthracnose"	"sur pois et féverol"	"7734-7745"	"type=BIOAGRESSOR, $=anthracnose, form=Anthracnose"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"symptômes visibles."	"Anthracnose"	"du pois(Source des"	"7921-7932"	"type=BIOAGRESSOR, $=anthracnose, form=Anthracnose"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"e Letico - Noriap -"	"Piednoir"	"- Sévépi Normandie"	"8367-8375"	"type=BIOAGRESSOR, $=pied noir, form=Piednoir"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"mandie Protéagineux"	"Botrytis"	"et de la féverole C"	"8409-8417"	"type=BIOAGRESSOR, $=botrytis, form=Botrytis"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	", la nuisibilité du"	"Botrytis"	"peut commencer à s'"	"8480-8488"	"type=BIOAGRESSOR, $=botrytis, form=Botrytis"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"e Letico - Noriap -"	"Piednoir"	"- Sévépi"	"9365-9373"	"type=BIOAGRESSOR, $=pied noir, form=Piednoir"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"orge. Des dégâts de"	"limaces"	"sur blé ont été obs"	"709-716"	"type=BIOAGRESSOR, $=limace, form=limaces"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"e. Des symptômes de"	"septoriose"	"ont été observés da"	"819-829"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"ptômes d'oïdium, de"	"rouille"	"brune et de rouille"	"1005-1012"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"rouille brune et de"	"rouille jaune"	"ont été observés da"	"1025-1038"	"type=BIOAGRESSOR, $=rouille jaune, form=rouille jaune"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"rouille brune et de"	"rouille jaune"	"ont été observés da"	"1025-1038"	"type=BIOAGRESSOR, $=rouille jaune, form=rouille jaune"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"eilles feuilles. La"	"rouille jaune"	"et l'oïdium peuvent"	"1203-1216"	"type=BIOAGRESSOR, $=rouille jaune, form=rouille jaune"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"eilles feuilles. La"	"rouille jaune"	"et l'oïdium peuvent"	"1203-1216"	"type=BIOAGRESSOR, $=rouille jaune, form=rouille jaune"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"iétés sensibles. La"	"rouille"	"brune n'est pas pré"	"1414-1421"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"e. Des symptômes de"	"piétin"	"verse ont été signa"	"1481-1487"	"type=BIOAGRESSOR, $=piétin, form=piétin"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"de ramulariose, de"	"rhynchosporiose"	"et de rouille naine"	"2064-2079"	"type=BIOAGRESSOR, $=rhynchosporiose, form=rhynchosporiose"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"ynchosporiose et de"	"rouille"	"naine ont également"	"2086-2093"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"r l'évolution de la"	"rouille jaune"	"et de l'oïdium. Vou"	"2380-2393"	"type=BIOAGRESSOR, $=rouille jaune, form=rouille jaune"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"r l'évolution de la"	"rouille jaune"	"et de l'oïdium. Vou"	"2380-2393"	"type=BIOAGRESSOR, $=rouille jaune, form=rouille jaune"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"agronomique pour le"	"piétin"	"verse et un rappel"	"2547-2553"	"type=BIOAGRESSOR, $=piétin, form=piétin"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"Robillard Noriap -"	"Piednoir"	"Sévépi Normandie C"	"3141-3149"	"type=BIOAGRESSOR, $=pied noir, form=Piednoir"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"de RAVAGEURS DU BLE"	"Limaces"	": sur 17 parcelles"	"3853-3860"	"type=BIOAGRESSOR, $=limace, form=Limaces"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"tation de dégâts de"	"limaces"	", 2 d'entre elles (s"	"3927-3934"	"type=BIOAGRESSOR, $=limace, form=limaces"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"d'entre elles, les"	"limaces"	"responsables de dég"	"4108-4115"	"type=BIOAGRESSOR, $=limace, form=limaces"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"majoritairement des"	"limaces"	"noires adultes. Pag"	"4164-4171"	"type=BIOAGRESSOR, $=limace, form=limaces"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"Robillard Noriap -"	"Piednoir"	"Sévépi Normandie C"	"4626-4634"	"type=BIOAGRESSOR, $=pied noir, form=Piednoir"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"les MALADIES DU BLE"	"Oïdium"	": la présence d'oïd"	"4678-4684"	"type=BIOAGRESSOR, $=oïdium, form=Oïdium"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"r les F1 du moment."	"Piétin"	"verse : sur 7 parce"	"5184-5190"	"type=BIOAGRESSOR, $=piétin, form=Piétin"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"bjet d'une notation"	"piétin"	"verse, des symptôme"	"5249-5255"	"type=BIOAGRESSOR, $=piétin, form=piétin"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"atteintes. Céréales"	"Rouille"	"brune : sur 18 parc"	"5419-5426"	"type=BIOAGRESSOR, $=rouille, form=Rouille"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"nt atteintes par la"	"rouille"	"brune. L'autre parc"	"5698-5705"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"tes par la maladie."	"Rouille jaune"	": sur 14 parcelles"	"5803-5816"	"type=BIOAGRESSOR, $=rouille jaune, form=Rouille jaune"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"tes par la maladie."	"Rouille jaune"	": sur 14 parcelles"	"5803-5816"	"type=BIOAGRESSOR, $=rouille jaune, form=Rouille jaune"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"nt des symptômes de"	"rouille jaune"	". Septoriose : 20 pa"	"6004-6017"	"type=BIOAGRESSOR, $=rouille jaune, form=rouille jaune"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"nt des symptômes de"	"rouille jaune"	". Septoriose : 20 pa"	"6004-6017"	"type=BIOAGRESSOR, $=rouille jaune, form=rouille jaune"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"s de rouille jaune."	"Septoriose"	": 20 parcelles ont"	"6019-6029"	"type=BIOAGRESSOR, $=septoriose, form=Septoriose"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"bjet d'une notation"	"septoriose"	". Des symptômes sur"	"6077-6087"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"Les parcelles où la"	"septoriose"	"a été observée sont"	"6457-6467"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"MALADIES DE L'ORGE"	"Helminthosporiose"	": 6 parcelles ont f"	"6548-6565"	"type=BIOAGRESSOR, $=helminthosporiose, form=Helminthosporiose"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"bjet d'une notation"	"helminthosporiose"	". Des symptômes sur"	"6612-6629"	"type=BIOAGRESSOR, $=helminthosporiose, form=helminthosporiose"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"ant des symptômes)."	"Oïdium"	": 8 parcelles ont f"	"6998-7004"	"type=BIOAGRESSOR, $=oïdium, form=Oïdium"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"bjet d'une notation"	"oïdium"	". Des symptômes sur"	"7051-7057"	"type=BIOAGRESSOR, $=oïdium, form=oïdium"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"Robillard Noriap -"	"Piednoir"	"Sévépi Normandie C"	"7982-7990"	"type=BIOAGRESSOR, $=pied noir, form=Piednoir"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"les F2 atteintes)."	"Rhynchosporiose"	": 6 parcelles ont f"	"8070-8085"	"type=BIOAGRESSOR, $=rhynchosporiose, form=Rhynchosporiose"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"bjet d'une notation"	"rhynchosporiose"	". Des symptômes sur"	"8132-8147"	"type=BIOAGRESSOR, $=rhynchosporiose, form=rhynchosporiose"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"plantes atteintes)."	"Rouille jaune"	": sur 3 parcelles a"	"8431-8444"	"type=BIOAGRESSOR, $=rouille jaune, form=Rouille jaune"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"plantes atteintes)."	"Rouille jaune"	": sur 3 parcelles a"	"8431-8444"	"type=BIOAGRESSOR, $=rouille jaune, form=Rouille jaune"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"ur la F3). Céréales"	"Rouille"	"naine : sur 4 parce"	"8611-8618"	"type=BIOAGRESSOR, $=rouille, form=Rouille"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"Robillard Noriap -"	"Piednoir"	"Sévépi Normandie C"	"9469-9477"	"type=BIOAGRESSOR, $=pied noir, form=Piednoir"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"risque parcellaire"	"piétin"	"verse (source ARVAL"	"9538-9544"	"type=BIOAGRESSOR, $=piétin, form=piétin"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"risque parcellaire"	"piétin"	"verse : Céréales Ba"	"9630-9636"	"type=BIOAGRESSOR, $=piétin, form=piétin"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"Robillard Noriap -"	"Piednoir"	"Sévépi Normandie C"	"10319-10327"	"type=BIOAGRESSOR, $=pied noir, form=Piednoir"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"és de blé tendre au"	"piétin"	"verse: TRES SENSIBL"	"10409-10415"	"type=BIOAGRESSOR, $=piétin, form=piétin"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"de situer le risque"	"piétin"	"verse sur chaque pa"	"11881-11887"	"type=BIOAGRESSOR, $=piétin, form=piétin"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"Robillard Noriap -"	"Piednoir"	"Sévépi Normandie C"	"12666-12674"	"type=BIOAGRESSOR, $=pied noir, form=Piednoir"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"uils de nuisibilité"	"Piétin"	"verse A partir du s"	"12724-12730"	"type=BIOAGRESSOR, $=piétin, form=Piétin"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"ES de résistance au"	"piétin"	"verse atteint ou dé"	"12903-12909"	"type=BIOAGRESSOR, $=piétin, form=piétin"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"nt ou dépasse 5, le"	"piétin"	"verse n'est pas nui"	"12941-12947"	"type=BIOAGRESSOR, $=piétin, form=piétin"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"n'est pas nuisible"	"Oïdium"	"du blé Si l'oïdium"	"12973-12979"	"type=BIOAGRESSOR, $=oïdium, form=Oïdium"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"de foyers actifs de"	"rouille"	"jaune(pustules pulv"	"13911-13918"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"emières pustules de"	"rouille jaune"	"dans la parcelle. O"	"14054-14067"	"type=BIOAGRESSOR, $=rouille jaune, form=rouille jaune"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"emières pustules de"	"rouille jaune"	"dans la parcelle. O"	"14054-14067"	"type=BIOAGRESSOR, $=rouille jaune, form=rouille jaune"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"e dans la parcelle."	"Oïdium"	"de l'orge A partir"	"14086-14092"	"type=BIOAGRESSOR, $=oïdium, form=Oïdium"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"Robillard Noriap -"	"Piednoir"	"Sévépi Normandie C"	"15371-15379"	"type=BIOAGRESSOR, $=pied noir, form=Piednoir"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"Normandie Céréales"	"Helmintho sporiose"	"de l'orge A partir"	"15407-15425"	"type=BIOAGRESSOR, $=helminthosporiose, form=Helmintho sporiose"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"Institut du végétal"	"Rouille"	"naine A partir du s"	"15676-15683"	"type=BIOAGRESSOR, $=rouille, form=Rouille"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"Robillard Noriap -"	"Piednoir"	"Sévépi"	"16375-16383"	"type=BIOAGRESSOR, $=pied noir, form=Piednoir"
"BSV_13_cereales_Normandie_cle01ccd2"	"ES Mesures Blé : Le"	"piétin"	"verse n'est signalé"	"560-566"	"type=BIOAGRESSOR, $=piétin, form=piétin"
"BSV_13_cereales_Normandie_cle01ccd2"	"tiges attaquées. La"	"rouille jaune"	"ne progresse pas, a"	"644-657"	"type=BIOAGRESSOR, $=rouille jaune, form=rouille jaune"
"BSV_13_cereales_Normandie_cle01ccd2"	"tiges attaquées. La"	"rouille jaune"	"ne progresse pas, a"	"644-657"	"type=BIOAGRESSOR, $=rouille jaune, form=rouille jaune"
"BSV_13_cereales_Normandie_cle01ccd2"	"e cette semaine. La"	"rouille"	"brune est signalée"	"748-755"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"BSV_13_cereales_Normandie_cle01ccd2"	"e de Normandie . La"	"septoriose"	"peut commencer à de"	"1443-1453"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"BSV_13_cereales_Normandie_cle01ccd2"	"très sensibles à la"	"septoriose"	". Orge : La rhynchos"	"2090-2100"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"BSV_13_cereales_Normandie_cle01ccd2"	"ptoriose. Orge : La"	"rhynchosporiose"	"se maintient sur F3"	"2112-2127"	"type=BIOAGRESSOR, $=rhynchosporiose, form=rhynchosporiose"
"BSV_13_cereales_Normandie_cle01ccd2"	"ès peu touchées. La"	"rouille"	"naine reste signalé"	"2405-2412"	"type=BIOAGRESSOR, $=rouille, form=rouille"
"BSV_13_cereales_Normandie_cle01ccd2"	"e Letico - Noriap -"	"Piednoir"	"- Sévépi - SRAL Bas"	"3014-3022"	"type=BIOAGRESSOR, $=pied noir, form=Piednoir"
"BSV_13_cereales_Normandie_cle01ccd2"	"risque parcellaire"	"piétin"	"-verse Evaluation d"	"3325-3331"	"type=BIOAGRESSOR, $=piétin, form=piétin"
"BSV_13_cereales_Normandie_cle01ccd2"	"Evolution du risque"	"piétin"	"-verse selon la stat"	"3478-3484"	"type=BIOAGRESSOR, $=piétin, form=piétin"
"BSV_13_cereales_Normandie_cle01ccd2"	"/ 23/0 4/ Le risque"	"piétin"	"-verse n'a pas évolu"	"3766-3772"	"type=BIOAGRESSOR, $=piétin, form=piétin"
"BSV_13_cereales_Normandie_cle01ccd2"	"e Letico - Noriap -"	"Piednoir"	"- Sévépi - SRAL Bas"	"4544-4552"	"type=BIOAGRESSOR, $=pied noir, form=Piednoir"
"BSV_13_cereales_Normandie_cle01ccd2"	"ur sensibilité à la"	"septoriose"	"(Source : ARVALIS I"	"4702-4712"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"BSV_13_cereales_Normandie_cle01ccd2"	"te. Blé tendre : Le"	"piétin"	"verse reste très di"	"7213-7219"	"type=BIOAGRESSOR, $=piétin, form=piétin"
"BSV_13_cereales_Normandie_cle01ccd2"	"fixée à 1 nœud. La"	"rouille jaune"	", observée en Bretag"	"7425-7438"	"type=BIOAGRESSOR, $=rouille jaune, form=rouille jaune"
"BSV_13_cereales_Normandie_cle01ccd2"	"fixée à 1 nœud. La"	"rouille jaune"	", observée en Bretag"	"7425-7438"	"type=BIOAGRESSOR, $=rouille jaune, form=rouille jaune"
"BSV_13_cereales_Normandie_cle01ccd2"	"de nuisibilité. La"	"septoriose"	"dont l'évolution es"	"7729-7739"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"BSV_13_cereales_Normandie_cle01ccd2"	"e Letico - Noriap -"	"Piednoir"	"- Sévépi - SRAL Bas"	"8613-8621"	"type=BIOAGRESSOR, $=pied noir, form=Piednoir"
"BSV_13_cereales_Normandie_cle01ccd2"	"e Orge d'hiver : La"	"rhynchosporiose"	"reste très répandue"	"8723-8738"	"type=BIOAGRESSOR, $=rhynchosporiose, form=rhynchosporiose"
"BSV_13_cereales_Normandie_cle01ccd2"	"uils de nuisibilité"	"Oïdium"	"du blé Si l'oïdium"	"9205-9211"	"type=BIOAGRESSOR, $=oïdium, form=Oïdium"
"BSV_13_cereales_Normandie_cle01ccd2"	"5 % d'oïdium : èmes"	"Rouille jaune"	"- Sur variétés tolé"	"9936-9949"	"type=BIOAGRESSOR, $=rouille jaune, form=Rouille jaune"
"BSV_13_cereales_Normandie_cle01ccd2"	"5 % d'oïdium : èmes"	"Rouille jaune"	"- Sur variétés tolé"	"9936-9949"	"type=BIOAGRESSOR, $=rouille jaune, form=Rouille jaune"
"BSV_13_cereales_Normandie_cle01ccd2"	"de foyers actifs de"	"rouille jaune"	"(pustules pulvérule"	"10253-10266"	"type=BIOAGRESSOR, $=rouille jaune, form=rouille jaune"
"BSV_13_cereales_Normandie_cle01ccd2"	"de foyers actifs de"	"rouille jaune"	"(pustules pulvérule"	"10253-10266"	"type=BIOAGRESSOR, $=rouille jaune, form=rouille jaune"
"BSV_13_cereales_Normandie_cle01ccd2"	"emières pustules de"	"rouille jaune"	"dans la parcelle. S"	"10397-10410"	"type=BIOAGRESSOR, $=rouille jaune, form=rouille jaune"
"BSV_13_cereales_Normandie_cle01ccd2"	"emières pustules de"	"rouille jaune"	"dans la parcelle. S"	"10397-10410"	"type=BIOAGRESSOR, $=rouille jaune, form=rouille jaune"
"BSV_13_cereales_Normandie_cle01ccd2"	"e dans la parcelle."	"Septoriose"	"Feuille pointante p"	"10429-10439"	"type=BIOAGRESSOR, $=septoriose, form=Septoriose"
