"bsv"	"context before"	"deseases"	"context after"	"location"	"features"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"r. Des symptômes de"	"rouille"	"jaune sont encore o"	"355-362"	"type=DESEASE, form=rouille"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"au développement du"	"piétin"	"verse. Consultez la"	"1221-1227"	"type=DESEASE, form=piétin"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"lage. Des symptômes"	"d'helminthosporiose"	", d'oïdium, de rhync"	"1410-1429"	"type=DESEASE, form=d'helminthosporiose"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"'helminthosporiose,"	"d'oïdium"	", de rhynchosporiose"	"1431-1439"	"type=DESEASE, form=d'oïdium"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"riose, d'oïdium, de"	"rhynchosporiose"	"et de rouille naine"	"1444-1459"	"type=DESEASE, form=rhynchosporiose"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"ynchosporiose et de"	"rouille"	"naine sont observés"	"1466-1473"	"type=DESEASE, form=rouille"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"ur. Maladies du blé"	"Rouille"	"brune : sur 18 parc"	"2855-2862"	"type=DESEASE, form=Rouille"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"plantes atteintes)."	"Rouille"	"jaune : sur 9 parce"	"3142-3149"	"type=DESEASE, form=Rouille"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"n, des symptômes de"	"rouille"	"jaune sur F3 sont s"	"3232-3239"	"type=DESEASE, form=rouille"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"). Des symptômes de"	"rouille"	"jaune ont été obser"	"3533-3540"	"type=DESEASE, form=rouille"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"Maladies de l'orge"	"Helminthosporiose"	": sur 4 parcelles a"	"3987-4004"	"type=DESEASE, form=Helminthosporiose"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"plantes atteintes)."	"Oïdium"	": sur 3 parcelles a"	"4288-4294"	"type=DESEASE, form=Oïdium"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"plantes atteintes)."	"Rhynchosporiose"	": sur 4 parcelles a"	"4425-4440"	"type=DESEASE, form=Rhynchosporiose"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"° 11-3. 5 mars 2014"	"Rouille"	"naine : des symptôm"	"4926-4933"	"type=DESEASE, form=Rouille"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	": des symptômes de"	"rouille"	"naine sont observés"	"4959-4966"	"type=DESEASE, form=rouille"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"risque parcellaire"	"piétin"	"verse (source ARVAL"	"5936-5942"	"type=DESEASE, form=piétin"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"l'aide de la grille"	"piétin"	"verse d'Arvalis (cf"	"6388-6394"	"type=DESEASE, form=piétin"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"e de la présence de"	"piétin"	"-verse sera nécessai"	"6811-6817"	"type=DESEASE, form=piétin"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"risque parcellaire"	"piétin"	"verse : Basse-Norma"	"7365-7371"	"type=DESEASE, form=piétin"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"bilité variétale au"	"piétin"	"verse : ALT"	"7983-7989"	"type=DESEASE, form=piétin"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"de situer le risque"	"piétin"	"verse sur chaque pa"	"10265-10271"	"type=DESEASE, form=piétin"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"uils de nuisibilité"	"Piétin"	"verse : A partir du"	"11238-11244"	"type=DESEASE, form=Piétin"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"ES de résistance au"	"piétin"	"verse atteint ou dé"	"11419-11425"	"type=DESEASE, form=piétin"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"nt ou dépasse 5, le"	"piétin"	"verse n'est pas nui"	"11457-11463"	"type=DESEASE, form=piétin"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"Institut du végétal"	"Oïdium"	"du blé : Si l'oïdiu"	"11526-11532"	"type=DESEASE, form=Oïdium"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"Oïdium du blé : Si"	"l'oïdium"	"est présent uniquem"	"11545-11553"	"type=DESEASE, form=l'oïdium"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"lité est faible. Si"	"l'oïdium"	"est présent sur les"	"11639-11647"	"type=DESEASE, form=l'oïdium"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"ller l'évolution de"	"l'oïdium"	". 1 ou 2 feutrages b"	"11958-11966"	"type=DESEASE, form=l'oïdium"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"té est atteint. 5 %"	"d'oïdium"	"Rouille jaune : Au"	"12406-12414"	"type=DESEASE, form=d'oïdium"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"teint. 5 % d'oïdium"	"Rouille"	"jaune : Au stade ép"	"12415-12422"	"type=DESEASE, form=Rouille"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"de foyers actifs de"	"rouille"	"jaune (pustules pul"	"12518-12525"	"type=DESEASE, form=rouille"
"BSV_11-3_cereales_Normandie_R2014_cle83cb2e"	"emières pustules de"	"rouille"	"jaune dans la parce"	"12662-12669"	"type=DESEASE, form=rouille"
"BSV_11_proteagineux_Normandie_2012_cle888cde-1"	"e de la végétation."	"Thrips"	"du lin et des céréa"	"4806-4812"	"type=DESEASE, form=Thrips"
"BSV_11_proteagineux_Normandie_2012_cle888cde-1"	"hette d'orage "", le"	"thrips"	"est actif dès 7-8°C"	"4924-4930"	"type=DESEASE, form=thrips"
"BSV_11_proteagineux_Normandie_2012_cle888cde-1"	"ntité. Protéagineux"	"Sitones"	"Charançon de 3,5 à"	"5948-5955"	"type=DESEASE, form=Sitones"
"BSV_11_proteagineux_Normandie_2012_cle888cde-1"	"uils de nuisibilité"	"Thrips"	"sur pois Les thrips"	"6490-6496"	"type=DESEASE, form=Thrips"
"BSV_11_proteagineux_Normandie_2012_cle888cde-1"	"Thrips sur pois Les"	"thrips"	"sont à surveiller à"	"6510-6516"	"type=DESEASE, form=thrips"
"BSV_11_proteagineux_Normandie_2012_cle888cde-1"	"teint à partir d'un"	"thrips"	"observé par plante"	"6648-6654"	"type=DESEASE, form=thrips"
"BSV_11_proteagineux_Normandie_2012_cle888cde-1"	"ompter le nombre de"	"thrips"	"visibles et diviser"	"7006-7012"	"type=DESEASE, form=thrips"
"BSV_11_proteagineux_Normandie_2012_cle888cde-1"	"moyenne par plante."	"Sitones"	"sur pois et féverol"	"7087-7094"	"type=DESEASE, form=Sitones"
"BSV_11_proteagineux_Normandie_2012_cle888cde-1"	"es visibles ARVALIS"	"Rouille"	"du pois et de la fé"	"9097-9104"	"type=DESEASE, form=Rouille"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"ignale ainsi un peu"	"d'oïdium"	", d'anthracnose et d"	"1876-1884"	"type=DESEASE, form=d'oïdium"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"cnoses, botrytis et"	"rouille"	") de la semaine dern"	"2232-2239"	"type=DESEASE, form=rouille"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"es). Le botrytis et"	"l'oïdium"	"semblent faire auss"	"5117-5125"	"type=DESEASE, form=l'oïdium"
"BSV_12_proteagineux_Normandie_R2011_cle02d111"	"es visibles ARVALIS"	"Rouille"	"du pois et de la fé"	"8611-8618"	"type=DESEASE, form=Rouille"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"able. Des symptômes"	"d'oïdium"	", de rouille brune e"	"992-1000"	"type=DESEASE, form=d'oïdium"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"ptômes d'oïdium, de"	"rouille"	"brune et de rouille"	"1005-1012"	"type=DESEASE, form=rouille"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"rouille brune et de"	"rouille"	"jaune ont été obser"	"1025-1032"	"type=DESEASE, form=rouille"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"eilles feuilles. La"	"rouille"	"jaune et l'oïdium p"	"1203-1210"	"type=DESEASE, form=rouille"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"La rouille jaune et"	"l'oïdium"	"peuvent être nuisib"	"1220-1228"	"type=DESEASE, form=l'oïdium"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"iétés sensibles. La"	"rouille"	"brune n'est pas pré"	"1414-1421"	"type=DESEASE, form=rouille"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"e. Des symptômes de"	"piétin"	"verse ont été signa"	"1481-1487"	"type=DESEASE, form=piétin"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"adies de l'orge, de"	"l'helminthosporiose"	"a été observée sur"	"1651-1670"	"type=DESEASE, form=l'helminthosporiose"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"utes les parcelles."	"L'oïdium"	"a également été obs"	"1712-1720"	"type=DESEASE, form=L'oïdium"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"vieilles feuilles."	"L'helminthosporiose"	"n'est pas nuisible"	"1865-1884"	"type=DESEASE, form=L'helminthosporiose"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"le développement de"	"l'oïdium"	"sur les variétés se"	"1972-1980"	"type=DESEASE, form=l'oïdium"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"de ramulariose, de"	"rhynchosporiose"	"et de rouille naine"	"2064-2079"	"type=DESEASE, form=rhynchosporiose"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"ynchosporiose et de"	"rouille"	"naine ont également"	"2086-2093"	"type=DESEASE, form=rouille"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"r l'évolution de la"	"rouille"	"jaune et de l'oïdiu"	"2380-2387"	"type=DESEASE, form=rouille"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"rouille jaune et de"	"l'oïdium"	". Vous trouverez à l"	"2400-2408"	"type=DESEASE, form=l'oïdium"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"agronomique pour le"	"piétin"	"verse et un rappel"	"2547-2553"	"type=DESEASE, form=piétin"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"les MALADIES DU BLE"	"Oïdium"	": la présence d'oïd"	"4678-4684"	"type=DESEASE, form=Oïdium"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"ïdium : la présence"	"d'oïdium"	"a fait l'objet d'un"	"4699-4707"	"type=DESEASE, form=d'oïdium"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"lles. Des symptômes"	"d'oïdium"	"ont été observés da"	"4770-4778"	"type=DESEASE, form=d'oïdium"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"Manche. La présence"	"d'oïdium"	"sur la F3 du moment"	"4856-4864"	"type=DESEASE, form=d'oïdium"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"à 100%. La présence"	"d'oïdium"	"sur la F2 du moment"	"4995-5003"	"type=DESEASE, form=d'oïdium"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"0%. Aucune présence"	"d'oïdium"	"n'a été observée su"	"5136-5144"	"type=DESEASE, form=d'oïdium"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"r les F1 du moment."	"Piétin"	"verse : sur 7 parce"	"5184-5190"	"type=DESEASE, form=Piétin"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"bjet d'une notation"	"piétin"	"verse, des symptôme"	"5249-5255"	"type=DESEASE, form=piétin"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"atteintes. Céréales"	"Rouille"	"brune : sur 18 parc"	"5419-5426"	"type=DESEASE, form=Rouille"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"bjet d'une notation"	"rouille"	"brune, des symptôme"	"5486-5493"	"type=DESEASE, form=rouille"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"nt atteintes par la"	"rouille"	"brune. L'autre parc"	"5698-5705"	"type=DESEASE, form=rouille"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"tes par la maladie."	"Rouille"	"jaune : sur 14 parc"	"5803-5810"	"type=DESEASE, form=Rouille"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"bjet d'une notation"	"rouille"	"jaune, seules d'eux"	"5870-5877"	"type=DESEASE, form=rouille"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"nt des symptômes de"	"rouille"	"jaune. Septoriose :"	"6004-6011"	"type=DESEASE, form=rouille"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"MALADIES DE L'ORGE"	"Helminthosporiose"	": 6 parcelles ont f"	"6548-6565"	"type=DESEASE, form=Helminthosporiose"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"bjet d'une notation"	"helminthosporiose"	". Des symptômes sur"	"6612-6629"	"type=DESEASE, form=helminthosporiose"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"ant des symptômes)."	"Oïdium"	": 8 parcelles ont f"	"6998-7004"	"type=DESEASE, form=Oïdium"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"bjet d'une notation"	"oïdium"	". Des symptômes sur"	"7051-7057"	"type=DESEASE, form=oïdium"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"les F2 atteintes)."	"Rhynchosporiose"	": 6 parcelles ont f"	"8070-8085"	"type=DESEASE, form=Rhynchosporiose"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"bjet d'une notation"	"rhynchosporiose"	". Des symptômes sur"	"8132-8147"	"type=DESEASE, form=rhynchosporiose"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"plantes atteintes)."	"Rouille"	"jaune : sur 3 parce"	"8431-8438"	"type=DESEASE, form=Rouille"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"ur la F3). Céréales"	"Rouille"	"naine : sur 4 parce"	"8611-8618"	"type=DESEASE, form=Rouille"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"risque parcellaire"	"piétin"	"verse (source ARVAL"	"9538-9544"	"type=DESEASE, form=piétin"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"risque parcellaire"	"piétin"	"verse : Céréales Ba"	"9630-9636"	"type=DESEASE, form=piétin"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"és de blé tendre au"	"piétin"	"verse: TRES SENSIBL"	"10409-10415"	"type=DESEASE, form=piétin"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"de situer le risque"	"piétin"	"verse sur chaque pa"	"11881-11887"	"type=DESEASE, form=piétin"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"uils de nuisibilité"	"Piétin"	"verse A partir du s"	"12724-12730"	"type=DESEASE, form=Piétin"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"ES de résistance au"	"piétin"	"verse atteint ou dé"	"12903-12909"	"type=DESEASE, form=piétin"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"nt ou dépasse 5, le"	"piétin"	"verse n'est pas nui"	"12941-12947"	"type=DESEASE, form=piétin"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"n'est pas nuisible"	"Oïdium"	"du blé Si l'oïdium"	"12973-12979"	"type=DESEASE, form=Oïdium"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"le Oïdium du blé Si"	"l'oïdium"	"est présent uniquem"	"12990-12998"	"type=DESEASE, form=l'oïdium"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"faible. Céréales Si"	"l'oïdium"	"est présent sur les"	"13093-13101"	"type=DESEASE, form=l'oïdium"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"ller l'évolution de"	"l'oïdium"	". - Sur variétés sen"	"13413-13421"	"type=DESEASE, form=l'oïdium"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"int. èmes èmes ères"	"Rouille"	"jaune Au stade épi"	"13810-13817"	"type=DESEASE, form=Rouille"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"de foyers actifs de"	"rouille"	"jaune(pustules pulv"	"13911-13918"	"type=DESEASE, form=rouille"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"emières pustules de"	"rouille"	"jaune dans la parce"	"14054-14061"	"type=DESEASE, form=rouille"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"e dans la parcelle."	"Oïdium"	"de l'orge A partir"	"14086-14092"	"type=DESEASE, form=Oïdium"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"de la surface : 5 %"	"d'oïdium"	": Source : ARVALIS"	"14774-14782"	"type=DESEASE, form=d'oïdium"
"BSV_13_cereales_Normandie_R2012-2_cle88c41b"	"Institut du végétal"	"Rouille"	"naine A partir du s"	"15676-15683"	"type=DESEASE, form=Rouille"
"BSV_13_cereales_Normandie_cle01ccd2"	"ES Mesures Blé : Le"	"piétin"	"verse n'est signalé"	"560-566"	"type=DESEASE, form=piétin"
"BSV_13_cereales_Normandie_cle01ccd2"	"tiges attaquées. La"	"rouille"	"jaune ne progresse"	"644-651"	"type=DESEASE, form=rouille"
"BSV_13_cereales_Normandie_cle01ccd2"	"e cette semaine. La"	"rouille"	"brune est signalée"	"748-755"	"type=DESEASE, form=rouille"
"BSV_13_cereales_Normandie_cle01ccd2"	"es. Quelques traces"	"d'oïdium"	"sont à nouveau sign"	"904-912"	"type=DESEASE, form=d'oïdium"
"BSV_13_cereales_Normandie_cle01ccd2"	"ptoriose. Orge : La"	"rhynchosporiose"	"se maintient sur F3"	"2112-2127"	"type=DESEASE, form=rhynchosporiose"
"BSV_13_cereales_Normandie_cle01ccd2"	"énéralement saines."	"L'helminthosporiose"	"est moins répandue,"	"2272-2291"	"type=DESEASE, form=L'helminthosporiose"
"BSV_13_cereales_Normandie_cle01ccd2"	"ès peu touchées. La"	"rouille"	"naine reste signalé"	"2405-2412"	"type=DESEASE, form=rouille"
"BSV_13_cereales_Normandie_cle01ccd2"	"risque parcellaire"	"piétin"	"-verse Evaluation d"	"3325-3331"	"type=DESEASE, form=piétin"
"BSV_13_cereales_Normandie_cle01ccd2"	"Evolution du risque"	"piétin"	"-verse selon la stat"	"3478-3484"	"type=DESEASE, form=piétin"
"BSV_13_cereales_Normandie_cle01ccd2"	"/ 23/0 4/ Le risque"	"piétin"	"-verse n'a pas évolu"	"3766-3772"	"type=DESEASE, form=piétin"
"BSV_13_cereales_Normandie_cle01ccd2"	"te. Blé tendre : Le"	"piétin"	"verse reste très di"	"7213-7219"	"type=DESEASE, form=piétin"
"BSV_13_cereales_Normandie_cle01ccd2"	"fixée à 1 nœud. La"	"rouille"	"jaune, observée en"	"7425-7432"	"type=DESEASE, form=rouille"
"BSV_13_cereales_Normandie_cle01ccd2"	"ntrairement à 2009."	"L'oïdium"	"est peu répandu, ho"	"7627-7635"	"type=DESEASE, form=L'oïdium"
"BSV_13_cereales_Normandie_cle01ccd2"	"e Orge d'hiver : La"	"rhynchosporiose"	"reste très répandue"	"8723-8738"	"type=DESEASE, form=rhynchosporiose"
"BSV_13_cereales_Normandie_cle01ccd2"	"s affectées sur F3."	"L'helminthosporiose"	", bien que présente"	"8867-8886"	"type=DESEASE, form=L'helminthosporiose"
"BSV_13_cereales_Normandie_cle01ccd2"	"uils de nuisibilité"	"Oïdium"	"du blé Si l'oïdium"	"9205-9211"	"type=DESEASE, form=Oïdium"
"BSV_13_cereales_Normandie_cle01ccd2"	"té Oïdium du blé Si"	"l'oïdium"	"est présent uniquem"	"9222-9230"	"type=DESEASE, form=l'oïdium"
"BSV_13_cereales_Normandie_cle01ccd2"	"lité est faible. Si"	"l'oïdium"	"est présent sur les"	"9316-9324"	"type=DESEASE, form=l'oïdium"
"BSV_13_cereales_Normandie_cle01ccd2"	"ller l'évolution de"	"l'oïdium"	". - Sur variétés sen"	"9701-9709"	"type=DESEASE, form=l'oïdium"
"BSV_13_cereales_Normandie_cle01ccd2"	"té est atteint. 5 %"	"d'oïdium"	": èmes Rouille jaun"	"9920-9928"	"type=DESEASE, form=d'oïdium"
"BSV_13_cereales_Normandie_cle01ccd2"	"5 % d'oïdium : èmes"	"Rouille"	"jaune - Sur variété"	"9936-9943"	"type=DESEASE, form=Rouille"
"BSV_13_cereales_Normandie_cle01ccd2"	"de foyers actifs de"	"rouille"	"jaune (pustules pul"	"10253-10260"	"type=DESEASE, form=rouille"
"BSV_13_cereales_Normandie_cle01ccd2"	"emières pustules de"	"rouille"	"jaune dans la parce"	"10397-10404"	"type=DESEASE, form=rouille"
"BSV_13_cereales_Normandie_cle01ccd2"	"5 Rhyncho-sporiose,"	"helminthosporiose"	"et rouille naine de"	"10527-10544"	"type=DESEASE, form=helminthosporiose"
"BSV_13_cereales_Normandie_cle01ccd2"	"elminthosporiose et"	"rouille"	"naine de l'orge A 2"	"10548-10555"	"type=DESEASE, form=rouille"
"BSV_2011_n5_cle453b96"	"NIR CETTE SEMAINE :"	"Oïdium"	": période de sensib"	"147-153"	"type=DESEASE, form=Oïdium"
"BSV_2011_n5_cle453b96"	"floraux s'écartent"	"Oïdium"	"Situation Les premi"	"1402-1408"	"type=DESEASE, form=Oïdium"
"BSV_2011_n5_cle453b96"	"premiers symptômes"	"d'oïdium"	"sur feuilles sont o"	"1442-1450"	"type=DESEASE, form=d'oïdium"
"BSV_2011_n5_cle453b96"	"de développement de"	"l'oïdium"	"établi à partir des"	"2364-2372"	"type=DESEASE, form=l'oïdium"
"BSV_26BOU_GC_2010_02_23_09"	"odes climatiques de"	"froid"	"et de neige permet"	"463-468"	"type=DESEASE, form=froid"
"BSV_26BOU_GC_2010_03_16_12"	"de feuilles dues au"	"froid"	"et des grillures su"	"3611-3616"	"type=DESEASE, form=froid"
"BSV_26BOU_GC_2014_03_04_16"	"Premiers symptômes"	"d'oïdium"	"observés en Saône e"	"724-732"	"type=DESEASE, form=d'oïdium"
"BSV_26BOU_GC_2014_03_04_16"	"oses sur le collet."	"Oïdium"	"Une parcelle signal"	"5852-5858"	"type=DESEASE, form=Oïdium"
"BSV_26BOU_GC_2014_03_04_16"	"signale la présence"	"d'oïdium"	"sur 8% de pieds à B"	"5892-5900"	"type=DESEASE, form=d'oïdium"
"BSV_26BOU_GC_2014_05_20_27"	"rès faible présence"	"d'oïdium"	"- Présence encore fa"	"632-640"	"type=DESEASE, form=d'oïdium"
"BSV_26BOU_GC_2014_05_20_27"	"Martin SEINE-YONNE"	"Oïdium"	"23 parcelles rensei"	"2046-2052"	"type=DESEASE, form=Oïdium"
"BSV_26BOU_GC_2014_05_20_27"	"es d'observation La"	"rouille"	"jaune Elle est touj"	"5843-5850"	"type=DESEASE, form=rouille"
"BSV_26BOU_GC_2014_05_20_27"	"7 du 20 mai 2014 La"	"rouille"	"brune La rouille br"	"6396-6403"	"type=DESEASE, form=rouille"
"BSV_26BOU_GC_2014_05_20_27"	"La rouille brune La"	"rouille"	"brune a évolué sign"	"6413-6420"	"type=DESEASE, form=rouille"
"BSV_26BOU_GC_2014_05_20_27"	"des variétés / à la"	"rouille"	"brune Comportement"	"6558-6565"	"type=DESEASE, form=rouille"
"BSV_26BOU_GC_2014_05_20_27"	"des variétés / à la"	"rouille"	"brune Références Le"	"6605-6612"	"type=DESEASE, form=rouille"
"BSV_26BOU_GC_2014_05_20_27"	"eptoriose et/ou aux"	"rouilles"	"jaune comme brune."	"7649-7657"	"type=DESEASE, form=rouilles"
"BSV_26BOU_GC_2014_05_20_27"	"7 du 20 mai 2014 La"	"fusariose"	"de l'épi La fusario"	"7899-7908"	"type=DESEASE, form=fusariose"
"BSV_26BOU_GC_2014_05_20_27"	"sariose de l'épi La"	"fusariose"	"de l'épi est un com"	"7921-7930"	"type=DESEASE, form=fusariose"
"BSV_26BOU_GC_2014_05_20_27"	"ux grands genres de"	"fusariose"	": Fusarium dont l'e"	"8011-8020"	"type=DESEASE, form=fusariose"
"BSV_26BOU_GC_2014_05_20_27"	"la lutte contre la"	"fusariose"	"des épis doit s'env"	"8287-8296"	"type=DESEASE, form=fusariose"
"BSV_26BOU_GC_2014_05_20_27"	"cas de mois de juin"	"froid"	"et pluvieux, les at"	"8615-8620"	"type=DESEASE, form=froid"
"BSV_26BOU_GC_2014_05_20_27"	"la résistance à la"	"fusariose"	"et l'accumulation e"	"8763-8772"	"type=DESEASE, form=fusariose"
"BSV_26BOU_GC_2014_05_20_27"	":1 et 2 : Le risque"	"fusariose"	"est minimum et prés"	"8970-8979"	"type=DESEASE, form=fusariose"
"BSV_26BOU_GC_2014_05_20_27"	"isque vis-à-vis des"	"fusarioses"	"en cas de climat hu"	"9147-9157"	"type=DESEASE, form=fusarioses"
"BSV_26BOU_GC_2014_05_20_27"	"ies du feuillage La"	"rhynchosporiose"	"n'évolue pas depuis"	"13696-13711"	"type=DESEASE, form=rhynchosporiose"
"BSV_26BOU_GC_2014_05_20_27"	"aines. En revanche,"	"l'oïdium"	"est maintenant géné"	"13774-13782"	"type=DESEASE, form=l'oïdium"
"BSV_26BOU_GC_2014_05_20_27"	"tte maladie. Enfin,"	"l'helminthosporiose"	"teres se fait très"	"13860-13879"	"type=DESEASE, form=l'helminthosporiose"
"BSV_26BOU_GC_2014_05_20_27"	"vé Avec présence de"	"rhynchosporiose"	"et/ou oïdium sur pl"	"14068-14083"	"type=DESEASE, form=rhynchosporiose"
"BSV_26BOU_GC_2014_05_20_27"	"ynchosporiose et/ou"	"oïdium"	"sur plus de 25% des"	"14090-14096"	"type=DESEASE, form=oïdium"
"BSV_2_proteagineux_Normandie_2012_cle8c9949"	"ade 4 feuilles. Des"	"sitones"	"ont été observées s"	"710-717"	"type=DESEASE, form=sitones"
"BSV_2_proteagineux_Normandie_2012_cle8c9949"	"a été dépassé. Des"	"thrips"	"ont également été o"	"900-906"	"type=DESEASE, form=thrips"
"BSV_2_proteagineux_Normandie_2012_cle8c9949"	"la nuisibilité des"	"thrips"	"n'a jamais été mise"	"1100-1106"	"type=DESEASE, form=thrips"
"BSV_2_proteagineux_Normandie_2012_cle8c9949"	"des populations de"	"thrips"	"et de sitones. Vous"	"1332-1338"	"type=DESEASE, form=thrips"
"BSV_2_proteagineux_Normandie_2012_cle8c9949"	"ons de thrips et de"	"sitones"	". Vous trouverez à l"	"1345-1352"	"type=DESEASE, form=sitones"
"BSV_2_proteagineux_Normandie_2012_cle8c9949"	"x RAVAGEURS Mesures"	"Thrips"	"sur féveroles : sur"	"2443-2449"	"type=DESEASE, form=Thrips"
"BSV_2_proteagineux_Normandie_2012_cle8c9949"	"d'une notation, des"	"thrips"	"ont été observés su"	"2521-2527"	"type=DESEASE, form=thrips"
"BSV_2_proteagineux_Normandie_2012_cle8c9949"	"elles (0.2, 1 et 2"	"thrips"	"/plante). Mesures su"	"2578-2584"	"type=DESEASE, form=thrips"
"BSV_2_proteagineux_Normandie_2012_cle8c9949"	"aitées insecticides"	"Sitones"	"sur féveroles : sur"	"2642-2649"	"type=DESEASE, form=Sitones"
"BSV_2_proteagineux_Normandie_2012_cle8c9949"	"ion, la présence de"	"sitones"	"a été observée sur"	"2732-2739"	"type=DESEASE, form=sitones"
"BSV_2_proteagineux_Normandie_2012_cle8c9949"	"2 feuilles du bas."	"Thrips"	"sur pois : sur 7 pa"	"2949-2955"	"type=DESEASE, form=Thrips"
