"bsv"	"type"	"context"	"word"	"prefLabel"	"context"	"location"	"features"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"es : 4 parcelles de"	"féverole d'hiver"	"féverole d'hiver"	": Ariège, Haute-Gar"	"27758-27774"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Feveroles_hiver, skos-prefLabel=féverole d'hiver, form=féverole d'hiver"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"es : 4 parcelles de"	"féverole"	"féverole"	"d'hiver : Ariège, H"	"27758-27766"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Feveroles, skos-prefLabel=féverole, form=féverole"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"Tarn 6 parcelles de"	"pois d'hiver"	"pois protéagineux d'hiver"	": Haute-Garonne (3)"	"27828-27840"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois_proteagineux_hiver, skos-prefLabel=pois protéagineux d'hiver, form=pois d'hiver"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"Tarn 6 parcelles de"	"pois"	"pois"	"d'hiver : Haute-Gar"	"27828-27832"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois, skos-prefLabel=pois, form=pois"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"(2) 5 parcelles de"	"pois de printemps"	"pois protéagineux de printemps"	": Haute-Garonne BUL"	"27892-27909"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois_proteagineux_printemps, skos-prefLabel=pois protéagineux de printemps, form=pois de printemps"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"(2) 5 parcelles de"	"pois"	"pois"	"de printemps : Haut"	"27892-27896"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois, skos-prefLabel=pois, form=pois"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"DU VÉGÉTAL Grandes"	"Cultures"	"Culture"	"Édition Ouest Occit"	"27963-27971"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=Cultures"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"ogiques et état des"	"cultures"	"Culture"	"Les pluies régulièr"	"28066-28074"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=cultures"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"ur la floraison des"	"protéagineux"	"protéagineux"	".A ce jour, dans les"	"28234-28246"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Proteagineux, skos-prefLabel=protéagineux, form=protéagineux"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"es du réseau :- les"	"féveroles d'hiver"	"féverole d'hiver"	"se situent entre le"	"28294-28311"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Feveroles_hiver, skos-prefLabel=féverole d'hiver, form=féveroles d'hiver"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"es du réseau :- les"	"féveroles"	"féverole"	"d'hiver se situent"	"28294-28303"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Feveroles, skos-prefLabel=féverole, form=féveroles"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"BBCH60) et "" jeunes"	"gousses"	"légume à graines ou à gousses"	"de 2cm "".- les pois"	"28377-28384"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Legumes_graines_gousses, skos-prefLabel=légume à graines ou à gousses, form=gousses"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"sses de 2cm "".- les"	"pois d'hiver"	"pois protéagineux d'hiver"	"sont au stade "" jeu"	"28400-28412"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois_proteagineux_hiver, skos-prefLabel=pois protéagineux d'hiver, form=pois d'hiver"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"sses de 2cm "".- les"	"pois"	"pois"	"d'hiver sont au sta"	"28400-28404"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois, skos-prefLabel=pois, form=pois"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"t au stade "" jeunes"	"gousses"	"légume à graines ou à gousses"	"de 2cm "" à fin flor"	"28436-28443"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Legumes_graines_gousses, skos-prefLabel=légume à graines ou à gousses, form=gousses"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"fin floraison.- les"	"pois de printemps"	"pois protéagineux de printemps"	"se sont au stade """	"28475-28492"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois_proteagineux_printemps, skos-prefLabel=pois protéagineux de printemps, form=pois de printemps"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"fin floraison.- les"	"pois"	"pois"	"de printemps se son"	"28475-28479"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois, skos-prefLabel=pois, form=pois"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"t au stade "" jeunes"	"gousses"	"légume à graines ou à gousses"	"de 2cm "". POIS P RO"	"28519-28526"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Legumes_graines_gousses, skos-prefLabel=légume à graines ou à gousses, form=gousses"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"s gousses de 2cm ""."	"POIS"	"pois"	"P ROTEAGINEUX Puce"	"28537-28541"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois, skos-prefLabel=pois, form=POIS"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"). Les parcelles de"	"pois d'hiver"	"pois protéagineux d'hiver"	"arrivent à la fin d"	"28827-28839"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois_proteagineux_hiver, skos-prefLabel=pois protéagineux d'hiver, form=pois d'hiver"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"). Les parcelles de"	"pois"	"pois"	"d'hiver arrivent à"	"28827-28831"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois, skos-prefLabel=pois, form=pois"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"Pucerons verts sur"	"pois"	"pois"	"(photo Terres Inovi"	"28953-28957"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois, skos-prefLabel=pois, form=pois"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"e, surtout pour les"	"pois de printemps"	"pois protéagineux de printemps"	"actuellement en ple"	"29319-29336"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois_proteagineux_printemps, skos-prefLabel=pois protéagineux de printemps, form=pois de printemps"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"e, surtout pour les"	"pois"	"pois"	"de printemps actuel"	"29319-29323"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois, skos-prefLabel=pois, form=pois"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"on. Ascochytose du"	"pois"	"pois"	"(Mycosphaerella pin"	"29387-29391"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois, skos-prefLabel=pois, form=pois"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"ntiellement sur les"	"pois d'hiver"	"pois protéagineux d'hiver"	", avec des symptômes"	"29466-29478"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois_proteagineux_hiver, skos-prefLabel=pois protéagineux d'hiver, form=pois d'hiver"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"ntiellement sur les"	"pois"	"pois"	"d'hiver, avec des s"	"29466-29470"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois, skos-prefLabel=pois, form=pois"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"res situations. Les"	"pois de printemps"	"pois protéagineux de printemps"	"sont très peu conce"	"29566-29583"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois_proteagineux_printemps, skos-prefLabel=pois protéagineux de printemps, form=pois de printemps"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"res situations. Les"	"pois"	"pois"	"de printemps sont t"	"29566-29570"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois, skos-prefLabel=pois, form=pois"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"de début floraison ("	"Pois printemps"	"pois protéagineux de printemps"	") ou 10-12 feuilles"	"29649-29663"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois_proteagineux_printemps, skos-prefLabel=pois protéagineux de printemps, form=Pois printemps"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"de début floraison ("	"Pois"	"pois"	"printemps) ou 10-12"	"29649-29653"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois, skos-prefLabel=pois, form=Pois"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"ou 10-12 feuilles ("	"Pois hiver"	"pois protéagineux d'hiver"	") à fin floraison Se"	"29684-29694"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois_proteagineux_hiver, skos-prefLabel=pois protéagineux d'hiver, form=Pois hiver"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"ou 10-12 feuilles ("	"Pois"	"pois"	"hiver) à fin florai"	"29684-29688"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois, skos-prefLabel=pois, form=Pois"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"nières parcelles de"	"pois d'hiver"	"pois protéagineux d'hiver"	"encore en floraison"	"29955-29967"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois_proteagineux_hiver, skos-prefLabel=pois protéagineux d'hiver, form=pois d'hiver"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"nières parcelles de"	"pois"	"pois"	"d'hiver encore en f"	"29955-29959"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois, skos-prefLabel=pois, form=pois"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"que dans celles de"	"pois de printemps"	"pois protéagineux de printemps"	". BULLETIN DE SANTÉ"	"30013-30030"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois_proteagineux_printemps, skos-prefLabel=pois protéagineux de printemps, form=pois de printemps"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"que dans celles de"	"pois"	"pois"	"de printemps. BULLE"	"30013-30017"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois, skos-prefLabel=pois, form=pois"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"DU VÉGÉTAL Grandes"	"Cultures"	"Culture"	"Édition Ouest Occit"	"30069-30077"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=Cultures"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"sur 18 Bruche du"	"pois"	"pois"	"(Bruchus Pisorum) L"	"30149-30153"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois, skos-prefLabel=pois, form=pois"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"rum) L'ensemble des"	"pois d'hiver"	"pois protéagineux d'hiver"	"et de printemps son"	"30187-30199"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois_proteagineux_hiver, skos-prefLabel=pois protéagineux d'hiver, form=pois d'hiver"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"rum) L'ensemble des"	"pois"	"pois"	"d'hiver et de print"	"30187-30191"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois, skos-prefLabel=pois, form=pois"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"sur la surface des"	"gousses"	"légume à graines ou à gousses"	". Dans les parcelles"	"30332-30339"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Legumes_graines_gousses, skos-prefLabel=légume à graines ou à gousses, form=gousses"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	": du stade "" jeunes"	"gousses"	"légume à graines ou à gousses"	"2cm "" jusqu'à fin f"	"30512-30519"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Legumes_graines_gousses, skos-prefLabel=légume à graines ou à gousses, form=gousses"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"écutifs. Bruches du"	"pois"	"pois"	"(photo Terres Inovi"	"30632-30636"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois, skos-prefLabel=pois, form=pois"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"a fin floraison des"	"pois"	"pois"	". Attention, selon l"	"30882-30886"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois, skos-prefLabel=pois, form=pois"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"t ascochytose de la"	"féverole"	"féverole"	": difficiles de les"	"31730-31738"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Feveroles, skos-prefLabel=féverole, form=féverole"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"DU VÉGÉTAL Grandes"	"Cultures"	"Culture"	"Édition Ouest Occit"	"32285-32293"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=Cultures"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"et les Rouille sur"	"féverole"	"féverole"	"Uromyces fabae (pho"	"33183-33191"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Feveroles, skos-prefLabel=féverole, form=féverole"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	":- pour la filière"	"céréales à paille"	"céréale à paille"	", par l'animateur fi"	"33495-33512"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cereales_paille, skos-prefLabel=céréale à paille, form=céréales à paille"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	":- pour la filière"	"céréales"	"céréale"	"à paille, par l'ani"	"33495-33503"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cereales, skos-prefLabel=céréale, form=céréales"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"filière céréales à"	"paille"	"céréale à paille"	", par l'animateur fi"	"33506-33512"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cereales_paille, skos-prefLabel=céréale à paille, form=paille"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"l'animateur filière"	"céréales à paille"	"céréale à paille"	"d'ARVALIS Institut"	"33538-33555"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cereales_paille, skos-prefLabel=céréale à paille, form=céréales à paille"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"l'animateur filière"	"céréales"	"céréale"	"à paille d'ARVALIS"	"33538-33546"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cereales, skos-prefLabel=céréale, form=céréales"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"filière céréales à"	"paille"	"céréale à paille"	"d'ARVALIS Institut"	"33549-33555"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cereales_paille, skos-prefLabel=céréale à paille, form=paille"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"r.- pour la filière"	"colza"	"colza"	"par l'animateur fil"	"33800-33805"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colza"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	". - pour la filière"	"protéagineux"	"protéagineux"	"par l'animateur fil"	"34540-34552"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Proteagineux, skos-prefLabel=protéagineux, form=protéagineux"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"a. -pour la filière"	"tournesol"	"tournesol"	"par l'animateur fil"	"34778-34787"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Tournesols, skos-prefLabel=tournesol, form=tournesol"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"protection de leurs"	"cultures"	"Culture"	"et les invite à pre"	"35152-35160"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=cultures"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"DU VÉGÉTAL Grandes"	"Cultures"	"Culture"	"Édition Ouest Occit"	"35361-35369"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=Cultures"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"CEREALES A PAILLE"	"Stades phénologiques"	"stade de développement"	"Les graphes ainsi q"	"4271-4291"	"type=GOL, uri=http://ontology.inrae.fr/ppdo/ontology/GrowthStage, skos-prefLabel=stade de développement, form=Stades phénologiques"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"mposé de 57 sites."	"Stades phénologiques"	"stade de développement"	"et état des culture"	"19386-19406"	"type=GOL, uri=http://ontology.inrae.fr/ppdo/ontology/GrowthStage, skos-prefLabel=stade de développement, form=Stades phénologiques"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"E ET MIDI-PYRENEES"	"Stades phénologiques"	"stade de développement"	"et état des culture"	"23736-23756"	"type=GOL, uri=http://ontology.inrae.fr/ppdo/ontology/GrowthStage, skos-prefLabel=stade de développement, form=Stades phénologiques"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"19 Page 15 sur 18"	"Stades phénologiques"	"stade de développement"	"et état des culture"	"28033-28053"	"type=GOL, uri=http://ontology.inrae.fr/ppdo/ontology/GrowthStage, skos-prefLabel=stade de développement, form=Stades phénologiques"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"rivent au stade G5 ("	"BBCH81"	"stade secondaire 81 de la vigne"	": grains colorés)."	"19636-19642"	"type=matched, uri=http://ontology.inrae.fr/ppdo/resource/grapevine#bbch_grapevine_secondaryStage_BBCH81, skos-prefLabel=stade secondaire 81 de la vigne, form=BBCH81"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"es début floraison ("	"BBCH60"	"stade secondaire 60 de la vigne"	") et "" jeunes gousse"	"28357-28363"	"type=matched, uri=http://ontology.inrae.fr/ppdo/resource/grapevine#bbch_grapevine_secondaryStage_BBCH60, skos-prefLabel=stade secondaire 60 de la vigne, form=BBCH60"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"DU VEGETAL Grandes"	"Cultures"	"Culture"	"EDITION OUEST OCCIT"	"495-503"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=Cultures"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"E N°33 27 juin 2019"	"TOURNESOL"	"tournesol"	"Mildiou : Les signa"	"546-555"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Tournesols, skos-prefLabel=tournesol, form=TOURNESOL"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"ien pour toutes les"	"cultures"	"Culture"	"oléoprotéagineuses)"	"848-856"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=cultures"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"léoprotéagineuses)."	"POIS CHICHE"	"pois chiche"	"Héliothis : Risque"	"878-889"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois_chiches, skos-prefLabel=pois chiche, form=POIS CHICHE"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"léoprotéagineuses)."	"POIS"	"pois"	"CHICHE Héliothis :"	"878-882"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois, skos-prefLabel=pois, form=POIS"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"le stade"" premières"	"gousses"	"légume à graines ou à gousses"	""".Ascochytose : Ris"	"983-990"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Legumes_graines_gousses, skos-prefLabel=légume à graines ou à gousses, form=gousses"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"autres situations."	"TOURNESOL"	"tournesol"	"ANALYSE DE RISQ UE"	"1134-1143"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Tournesols, skos-prefLabel=tournesol, form=TOURNESOL"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"ogiques et état des"	"cultures"	"Culture"	"Les tournesols du t"	"1266-1274"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=cultures"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"at des cultures Les"	"tournesols"	"tournesol"	"du territoire profi"	"1279-1289"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Tournesols, skos-prefLabel=tournesol, form=tournesols"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"DU VÉGÉTAL Grandes"	"Cultures"	"Culture"	"Édition Ouest Occit"	"2784-2792"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=Cultures"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"aux traitements de"	"semences"	"semence"	", un suivi des races"	"2966-2974"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Semences, skos-prefLabel=semence, form=semences"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"ômes de mildiou sur"	"tournesol"	"tournesol"	"(photo Terres Inovi"	"3395-3404"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Tournesols, skos-prefLabel=tournesol, form=tournesol"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"DU VÉGÉTAL Grandes"	"Cultures"	"Culture"	"Édition Ouest Occit"	"5422-5430"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=Cultures"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"sur terresinovia.fr/"	"tournesol"	"tournesol"	"). Signalez en ligne"	"6264-6273"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Tournesols, skos-prefLabel=tournesol, form=tournesol"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"petits gibiers sur"	"tournesol"	"tournesol"	"(et autres oléoprot"	"6337-6346"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Tournesols, skos-prefLabel=tournesol, form=tournesol"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"éoprotéagineux dont"	"soja"	"soja"	") ! Terres Inovia re"	"6380-6384"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Sojas, skos-prefLabel=soja, form=soja"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"petits gibiers sur"	"tournesol"	"tournesol"	"afin d'établir un d"	"6491-6500"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Tournesols, skos-prefLabel=tournesol, form=tournesol"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"vastatrices pour le"	"tournesol"	"tournesol"	". Parallèlement, Ter"	"6721-6730"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Tournesols, skos-prefLabel=tournesol, form=tournesol"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"ux sur plantules de"	"tournesol"	"tournesol"	"photos Terres Inovi"	"7137-7146"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Tournesols, skos-prefLabel=tournesol, form=tournesol"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"DU VÉGÉTAL Grandes"	"Cultures"	"Culture"	"Édition Ouest Occit"	"7811-7819"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=Cultures"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	": Verticillium sur"	"tournesol"	"tournesol"	"(photo Terres Inovi"	"7969-7978"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Tournesols, skos-prefLabel=tournesol, form=tournesol"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"Carence en bore sur"	"tournesol"	"tournesol"	"(photo Terres Inovi"	"8022-8031"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Tournesols, skos-prefLabel=tournesol, form=tournesol"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"es, côté pétioles)."	"POIS CHICHE"	"pois chiche"	"ANALYSE DE RISQUE E"	"8371-8382"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois_chiches, skos-prefLabel=pois chiche, form=POIS CHICHE"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"es, côté pétioles)."	"POIS"	"pois"	"CHICHE ANALYSE DE R"	"8371-8375"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois, skos-prefLabel=pois, form=POIS"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"Territoire pour la"	"culture"	"Culture"	"du pois chiche est"	"8531-8538"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=culture"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"pour la culture du"	"pois chiche"	"pois chiche"	"est mis en œuvre po"	"8542-8553"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois_chiches, skos-prefLabel=pois chiche, form=pois chiche"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"pour la culture du"	"pois"	"pois"	"chiche est mis en œ"	"8542-8546"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois, skos-prefLabel=pois, form=pois"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"ogiques et état des"	"cultures"	"Culture"	"La quasi-totalité d"	"8837-8845"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=cultures"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"DU VÉGÉTAL Grandes"	"Cultures"	"Culture"	"Édition Ouest Occit"	"9042-9050"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=Cultures"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"ou noctuelle de la"	"tomate"	"tomate"	"(Helicoverpa armige"	"9140-9146"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Tomates, skos-prefLabel=tomate, form=tomate"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"DU VÉGÉTAL Grandes"	"Cultures"	"Culture"	"Édition Ouest Occit"	"9676-9684"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Crop, skos-prefLabel=Culture, form=Cultures"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"de la formation des"	"gousses"	"légume à graines ou à gousses"	", stade atteint par"	"9825-9832"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Legumes_graines_gousses, skos-prefLabel=légume à graines ou à gousses, form=gousses"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"es, aucun dégât sur"	"gousse"	"légume à graines ou à gousses"	"n'est détecté. Éval"	"9982-9988"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Legumes_graines_gousses, skos-prefLabel=légume à graines ou à gousses, form=gousse"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"e stade "" premières"	"gousses"	"légume à graines ou à gousses"	""". Le vol du ravage"	"10109-10116"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Legumes_graines_gousses, skos-prefLabel=légume à graines ou à gousses, form=gousses"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"d'H. armigera dans"	"gousses"	"légume à graines ou à gousses"	"de pois chiche - Ph"	"10317-10324"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Legumes_graines_gousses, skos-prefLabel=légume à graines ou à gousses, form=gousses"
