"bsv"	"html tags"	"segment (type)"	"segment (form)"	"fcu concepts"	"bioagressors"	"deseases"	"stages"	"context before"	"context after"	"location"	"features"
"BSV_NA_GC_AQUITAINE_N25_20190801_cle0eefb1"	"H3
P"	"RISQUE"	" Les observations de la semaine
Les pièges ""habituels"" ont été installés ce lundi 29 juillet, le réseau de pièges connectés est lui opérationnel depuis début juillet."	""	""	""	""	"ier aout 2019 5/7"	"Aucune chenille n'"	"9101-9267"	"type=RISQUE, form= Les observations de la semaine
Les pièges ""habituels"" ont été installés ce lundi 29 juillet, le réseau de pièges connectés est lui opérationnel depuis début juillet."
"BSV_NA_GC_AQUITAINE_N25_20190801_cle0eefb1"	"TR
TD
TR
TD
TD
TD
TD
P
SMALL
P"	"FINANCEMENT"	"
    Pour en savoir plus: téléchargez la plaquette ""Les abeilles butinent"" et la note nationale BSV.
  
  
    Les structures partenaires dans la réalisation des observations nécessaires à l'élaboration du Bulletin de santé du
    végétal Nouvelle-Aquitaine Grandes cultures / Edition Centre et Sud Nouvelle-Aquitaine sont les suivantes : Agro d'Oc,
    Arterris, CAPA, CASCAP, les Chambres d'Agriculture de l'Ariège, du Tarn, du Tarn-et-Garonne, Epi Salvagnacois, Groupe Caussade,
    Lycée d'Enseignement Général et Technologique de Toulouse-Auzeville, Qualisol, Terres du Sud, Terres Inovia, Val de Gascogne.
  

Ce bulletin est produit à partir d'observations ponctuelles réalisées sur un réseau de parcelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut pas être transposée telle quelle à chacune des parcelles. La Chambre Régionale d'Agriculture Nouvelle-Aquitaine dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures. Celle-ci se décide sur la base des observations que chacun réalise sur ses parcelles et s'appuie le cas échéant sur les préconisations issues de bulletins techniques (la traçabilité des observations est nécessaire).
"" Action pilotée par le Ministère chargé de l'agriculture et le Ministère de l'Ecologie, avec l'appui financier de l'Agence Française de Biodiversité, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto ""."	""	""	""	""	"nce de ruches."	"Bulletin de Santé d"	"15694-17191"	"type=FINANCEMENT, form=
    Pour en savoir plus: téléchargez la plaquette ""Les abeilles butinent"" et la note nationale BSV.
  
  
    Les structures partenaires dans la réalisation des observations nécessaires à l'élaboration du Bulletin de santé du
    végétal Nouvelle-Aquitaine Grandes cultures / Edition Centre et Sud Nouvelle-Aquitaine sont les suivantes : Agro d'Oc,
    Arterris, CAPA, CASCAP, les Chambres d'Agriculture de l'Ariège, du Tarn, du Tarn-et-Garonne, Epi Salvagnacois, Groupe Caussade,
    Lycée d'Enseignement Général et Technologique de Toulouse-Auzeville, Qualisol, Terres du Sud, Terres Inovia, Val de Gascogne.
  

Ce bulletin est produit à partir d'observations ponctuelles réalisées sur un réseau de parcelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut pas être transposée telle quelle à chacune des parcelles. La Chambre Régionale d'Agriculture Nouvelle-Aquitaine dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures. Celle-ci se décide sur la base des observations que chacun réalise sur ses parcelles et s'appuie le cas échéant sur les préconisations issues de bulletins techniques (la traçabilité des observations est nécessaire).
"" Action pilotée par le Ministère chargé de l'agriculture et le Ministère de l'Ecologie, avec l'appui financier de l'Agence Française de Biodiversité, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto ""."
"BSV_NA_GC_AQUITAINE_N35_20191024_cle0eeb7e"	"H1
H2
H1
H2"	"EDITION"	"N°35
Edition
Aquitaine
24/10/2019"	""	""	""	""	""	"Bulletin disponible"	"2-35"	"type=EDITION, form=N°35
Edition
Aquitaine
24/10/2019"
"BSV_NA_GC_AQUITAINE_N35_20191024_cle0eeb7e"	"H1
H2
P
H2
P
P"	"A RETENIR"	"Ce qu'il faut retenir
Prairie
Cirphis : quelques chenilles encore, à la marge et en faible densité. Quelques papillons au pays basque.
Colza
Grosse altise : risque fort dans les parcelles n'ayant pas dépassé le stade 3 feuilles. Cela concerne une minorité de parcelles aujourd'hui.
Charançon du bourgeon terminal : risque faible l'ensemble du territoire. Vigilance la semaine prochaine."	"prairie,
colza"	"altise,
Charançon"	""	""	"N°X du JJ/MM/2019 """	"sur Tenthrède : ris"	"1180-1566"	"type=A RETENIR, form=Ce qu'il faut retenir
Prairie
Cirphis : quelques chenilles encore, à la marge et en faible densité. Quelques papillons au pays basque.
Colza
Grosse altise : risque fort dans les parcelles n'ayant pas dépassé le stade 3 feuilles. Cela concerne une minorité de parcelles aujourd'hui.
Charançon du bourgeon terminal : risque faible l'ensemble du territoire. Vigilance la semaine prochaine."
"BSV_NA_GC_AQUITAINE_N35_20191024_cle0eeb7e"	"H2
P
P
P
P
P
P
P"	"RISQUE"	"Les observations de la semaine
La tournée a eu lieu ce lundi.
Quelques papillons ont été piégés : 1 à LOUHOSSOA et BIDARRAY, 2 à IHOLDY ; ils annoncent le début d'une autre génération (et la fin de la génération ""pullulante"" de ces dernières semaines).
Très peu de chenilles ont été observées, en tout cas à des densités bien inférieures à 5 larves/m 2 pour les sites où elles ont pu être comptées : à ARBONNE (4 chenilles de 15 à 20 mm ; 1 chenille à moins de 10 mm) et à CAMBO (1 chenille de 10 mm).
Des traces fraîches de leur présence (morsures non ""rouillées"" sur les limbes de graminées, crottes bien visibles malgré l'humidité) ont permis de les repérer. Ces traces, si forte présence des chenilles, sont fréquentes sur les touffes de dactyle, fétuque ou/et paspale.
Sur les prairies à végétation relativement ""haute"" (mollet) et non pâturées (à ARETTE, pour donner un exemple du réseau de surveillance), sont toujours bien visibles des chenilles mortes, ""pendues"" en haut des herbes, noires et parasitées, en état de décomposition plus ou moins avancée.
Méthodes alternatives : les observations terrain indiquent une fin de cycle, et les retours du froid et de l'humidité sont très défavorables au bon développement des individus et donc d'un éventuel cycle ultérieur. Dans ce cas, une fauche ou un piétinement par fort chargement instantané avec du bétail devraient suffire à le gérer.
Ce lundi était la dernière tournée de la saison, au vu de la période qui devient normalement beaucoup moins favorable à la prolifération des chenilles. Un grand merci aux personnes nous ayant prêté un bout de champ pour nos observations et essais, et à ceux nous ayant signalé des dégâts."	"dactyle,
fétuque,
prairie"	"larves"	"froid,
piétinement"	""	"2019 1/7 Prairies"	"Contacts : Chambre"	"1844-3527"	"type=RISQUE, form=Les observations de la semaine
La tournée a eu lieu ce lundi.
Quelques papillons ont été piégés : 1 à LOUHOSSOA et BIDARRAY, 2 à IHOLDY ; ils annoncent le début d'une autre génération (et la fin de la génération ""pullulante"" de ces dernières semaines).
Très peu de chenilles ont été observées, en tout cas à des densités bien inférieures à 5 larves/m 2 pour les sites où elles ont pu être comptées : à ARBONNE (4 chenilles de 15 à 20 mm ; 1 chenille à moins de 10 mm) et à CAMBO (1 chenille de 10 mm).
Des traces fraîches de leur présence (morsures non ""rouillées"" sur les limbes de graminées, crottes bien visibles malgré l'humidité) ont permis de les repérer. Ces traces, si forte présence des chenilles, sont fréquentes sur les touffes de dactyle, fétuque ou/et paspale.
Sur les prairies à végétation relativement ""haute"" (mollet) et non pâturées (à ARETTE, pour donner un exemple du réseau de surveillance), sont toujours bien visibles des chenilles mortes, ""pendues"" en haut des herbes, noires et parasitées, en état de décomposition plus ou moins avancée.
Méthodes alternatives : les observations terrain indiquent une fin de cycle, et les retours du froid et de l'humidité sont très défavorables au bon développement des individus et donc d'un éventuel cycle ultérieur. Dans ce cas, une fauche ou un piétinement par fort chargement instantané avec du bétail devraient suffire à le gérer.
Ce lundi était la dernière tournée de la saison, au vu de la période qui devient normalement beaucoup moins favorable à la prolifération des chenilles. Un grand merci aux personnes nous ayant prêté un bout de champ pour nos observations et essais, et à ceux nous ayant signalé des dégâts."
"BSV_NA_GC_AQUITAINE_N35_20191024_cle0eeb7e"	"H2
P
P
FOOTER
BR
BR
FOOTER
BR
wrapper
HR
P
H2"	"STADES"	"Stades phénologiques et état des cultures
Le retour des pluies est effectif depuis ce milieu de semaine sur l'ensemble du Sud-Ouest. Ces cumuls seront bénéfiques à la culture dans les semaines qui viennent. A ce jour, les parcelles de colza du Sud-Ouest sont toujours marquées, pour une majorité d'entre elles, par des plantes qui peinent à se développer et des hétérogénéités parcellaires importantes.
Plus de 95 % des parcelles ont dépassé le stade B3 (BBCH13 : 3 feuilles), avec une hétérogénéité très importante observée au sein du réseau. Les stades s'étalent de B2 (BBCH12 : 2 feuilles) au stade B10 (BBCH19 : 10 feuilles).
Bulletin de Santé du Végétal Nouvelle-Aquitaine / Edition Aquitaine Grandes cultures N°35 du 24 octobre 2019
2/7

Rappel : un stade est atteint dans une parcelle lorsque 50 % des plantes l'ont atteint.
Grosse altise ou altise d'hiver"	"colza"	"altise,
altise"	""	""	"ur 26 observations."	"Après une intensifi"	"4103-4966"	"type=STADES, form=Stades phénologiques et état des cultures
Le retour des pluies est effectif depuis ce milieu de semaine sur l'ensemble du Sud-Ouest. Ces cumuls seront bénéfiques à la culture dans les semaines qui viennent. A ce jour, les parcelles de colza du Sud-Ouest sont toujours marquées, pour une majorité d'entre elles, par des plantes qui peinent à se développer et des hétérogénéités parcellaires importantes.
Plus de 95 % des parcelles ont dépassé le stade B3 (BBCH13 : 3 feuilles), avec une hétérogénéité très importante observée au sein du réseau. Les stades s'étalent de B2 (BBCH12 : 2 feuilles) au stade B10 (BBCH19 : 10 feuilles).
Bulletin de Santé du Végétal Nouvelle-Aquitaine / Edition Aquitaine Grandes cultures N°35 du 24 octobre 2019
2/7

Rappel : un stade est atteint dans une parcelle lorsque 50 % des plantes l'ont atteint.
Grosse altise ou altise d'hiver"
"BSV_NA_GC_AQUITAINE_N35_20191024_cle0eeb7e"	"P
SMALL
P"	"FINANCEMENT"	"Ce bulletin est produit à partir d'observations ponctuelles réalisées sur un réseau de parcelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut pas être transposée telle quelle à chacune des parcelles. La Chambre Régionale d'Agriculture Nouvelle-Aquitaine dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures. Celle-ci se décide sur la base des observations que chacun réalise sur ses parcelles et s'appuie le cas échéant sur les préconisations issues de bulletins techniques (la traçabilité des observations est nécessaire).
"" Action pilotée par le Ministère chargé de l'agriculture et le Ministère de l'Ecologie, avec l'appui financier de l'Agence Française de Biodiversité, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto ""."	""	""	""	""	"a, Val de Gascogne."	"Bulletin de Santé d"	"12019-12900"	"type=FINANCEMENT, form=Ce bulletin est produit à partir d'observations ponctuelles réalisées sur un réseau de parcelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut pas être transposée telle quelle à chacune des parcelles. La Chambre Régionale d'Agriculture Nouvelle-Aquitaine dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures. Celle-ci se décide sur la base des observations que chacun réalise sur ses parcelles et s'appuie le cas échéant sur les préconisations issues de bulletins techniques (la traçabilité des observations est nécessaire).
"" Action pilotée par le Ministère chargé de l'agriculture et le Ministère de l'Ecologie, avec l'appui financier de l'Agence Française de Biodiversité, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto ""."
"BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad"	"H1
H2
H1
H2"	"EDITION"	"N°10
Edition
Poitou-Charentes
16/04/2019"	""	""	""	""	"N°10"	"Bulletin disponible"	"7-47"	"type=EDITION, form=N°10
Edition
Poitou-Charentes
16/04/2019"
"BSV_NA_GC_Poitou-Charentes_10_20190416_cle8376ad"	"SMALL
P
BR
FIGCAPTION
FIGURE
SMALL
P
SMALL
P"	"FINANCEMENT"	"Pour en savoir plus : téléchargez la plaquette "" Les abeilles butinent "" et la note nationaleBSV "" Les abeilles, des alliées pour nos cultures : protégeons-les ! "" sur les sites Internet partenaires du réseau d'épidémiosurveillance des cultures ou sur www.itsap.asso.fr
Les structures partenaires dans la réalisation des observations nécessaires à l'élaboration du Bulletin de santé du végétal Nouvelle-Aquitaine Grandes cultures / Edition Poitou-Charentes sont les suivantes : Agriculteurs, Agri Distri Services, Bellanné SA, Bienaimé négoce, CA16, CA 17, CA79, CA86, CAP Faye sur Ardin, CAVAC, CAVAC Villejesus, CEA Loulay, Coop La Tricherie, Coop de Mansle-Aunac, Coop Matha, Coop Saint Pierre de Juillers, Coop Sèvre et Belle, Ets Ferru, Ets Lamy, FDCETA 17, FREDON, Lycée Xavier Bernard, NEOLIS, OCEALIA, Soufflet Agriculture, Terre Atlantique, Terrena Innovation, Terres Inovia, VSN Négoce.
Ce bulletin est produit à partir d'observations ponctuelles réalisées sur un réseau de parcelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut pas être transposée telle quelle à chacune des parcelles. La Chambre Régionale d'Agriculture Nouvelle-Aquitaine dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures. Celle-ci se décide sur la base des observations que chacun réalise sur ses parcelles et s'appuie le cas échéant sur les préconisations issues de bulletins techniques (la traçabilité des observations est nécessaire).
"" Action pilotée par le Ministère chargé de l'agriculture et le Ministère de l'Ecologie, avec l'appui financier de l'Agence Française de Biodiversité, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto ""."	""	""	""	""	"présence de ruches."	"Bulletin de Santé d"	"31418-33196"	"type=FINANCEMENT, form=Pour en savoir plus : téléchargez la plaquette "" Les abeilles butinent "" et la note nationaleBSV "" Les abeilles, des alliées pour nos cultures : protégeons-les ! "" sur les sites Internet partenaires du réseau d'épidémiosurveillance des cultures ou sur www.itsap.asso.fr
Les structures partenaires dans la réalisation des observations nécessaires à l'élaboration du Bulletin de santé du végétal Nouvelle-Aquitaine Grandes cultures / Edition Poitou-Charentes sont les suivantes : Agriculteurs, Agri Distri Services, Bellanné SA, Bienaimé négoce, CA16, CA 17, CA79, CA86, CAP Faye sur Ardin, CAVAC, CAVAC Villejesus, CEA Loulay, Coop La Tricherie, Coop de Mansle-Aunac, Coop Matha, Coop Saint Pierre de Juillers, Coop Sèvre et Belle, Ets Ferru, Ets Lamy, FDCETA 17, FREDON, Lycée Xavier Bernard, NEOLIS, OCEALIA, Soufflet Agriculture, Terre Atlantique, Terrena Innovation, Terres Inovia, VSN Négoce.
Ce bulletin est produit à partir d'observations ponctuelles réalisées sur un réseau de parcelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut pas être transposée telle quelle à chacune des parcelles. La Chambre Régionale d'Agriculture Nouvelle-Aquitaine dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures. Celle-ci se décide sur la base des observations que chacun réalise sur ses parcelles et s'appuie le cas échéant sur les préconisations issues de bulletins techniques (la traçabilité des observations est nécessaire).
"" Action pilotée par le Ministère chargé de l'agriculture et le Ministère de l'Ecologie, avec l'appui financier de l'Agence Française de Biodiversité, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto ""."
"BSV_NA_GC_Poitou-Charentes_19_20190618_cle869d2b"	"H2
FIGCAPTION
FIGURE
P
H3"	"EDITION"	"N°19
Bulletin disponible sur bsv.na.chambagri.fr et sur le site de la DRAAF
draaf.nouvelle-aquitaine.agriculture.gouv.fr/Bulletin-de-sante-du-vegetal
18/06/2019"	""	""	""	""	"on Poitou-Charentes"	"Recevez le Bulletin"	"27-187"	"type=EDITION, form=N°19
Bulletin disponible sur bsv.na.chambagri.fr et sur le site de la DRAAF
draaf.nouvelle-aquitaine.agriculture.gouv.fr/Bulletin-de-sante-du-vegetal
18/06/2019"
"BSV_NA_GC_Poitou-Charentes_19_20190618_cle869d2b"	"H3
FIGCAPTION
FIGURE
FIGCAPTION
FIGURE
SMALL
P"	"A RETENIR"	"Ce qu'il faut retenir
Maïs
Stade : majorité à 10 12 feuilles (19).
Pyrale : le pic de vol dans les Charentes est en cours en dép. 79 et 86."	"maïs"	"Pyrale"	""	""	"près de chez vous !"	"Animateur filières"	"345-484"	"type=A RETENIR, form=Ce qu'il faut retenir
Maïs
Stade : majorité à 10 12 feuilles (19).
Pyrale : le pic de vol dans les Charentes est en cours en dép. 79 et 86."
"BSV_NA_GC_Poitou-Charentes_19_20190618_cle869d2b"	"FIGCAPTION
FIGURE
SMALL
P"	"FINANCEMENT"	"Ce bulletin est produit à partir d'observations ponctuelles réalisées sur un réseau de parcelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut pas être transposée telle quelle à chacune des parcelles. La Chambre Régionale d'Agriculture Nouvelle-Aquitaine dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures. Celle-ci se décide sur la base des observations que chacun réalise sur ses parcelles et s'appuie le cas échéant sur les préconisations issues de bulletins techniques (la traçabilité des observations est nécessaire).
"" Action pilotée par le Ministère chargé de l'agriculture et le Ministère de l'Ecologie, avec l'appui financier de l'Agence Française de Biodiversité, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto ""."	""	""	""	""	"Inovia, VSN Négoce."	"Bulletin de Santé d"	"14148-15029"	"type=FINANCEMENT, form=Ce bulletin est produit à partir d'observations ponctuelles réalisées sur un réseau de parcelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut pas être transposée telle quelle à chacune des parcelles. La Chambre Régionale d'Agriculture Nouvelle-Aquitaine dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures. Celle-ci se décide sur la base des observations que chacun réalise sur ses parcelles et s'appuie le cas échéant sur les préconisations issues de bulletins techniques (la traçabilité des observations est nécessaire).
"" Action pilotée par le Ministère chargé de l'agriculture et le Ministère de l'Ecologie, avec l'appui financier de l'Agence Française de Biodiversité, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto ""."
"BSV_NA_GC_Poitou_Charentes_04_20190306_cle854b15"	"H1
H2
H1
H2"	"EDITION"	"N°04
Edition
Poitou-Charentes
06/03/2019"	""	""	""	""	"N°04"	"Bulletin disponible"	"7-47"	"type=EDITION, form=N°04
Edition
Poitou-Charentes
06/03/2019"
"BSV_NA_GC_Poitou_Charentes_04_20190306_cle854b15"	"H1
SMALL
P
SMALL
P
SMALL
P"	"A RETENIR"	"Ce qu'il faut retenir
Animateur filières
Khalid KOUBAÏTI FREDON Poitou-Charentes
khalid.koubaiti@fredonpc.fr"	""	""	""	""	"d'abonnement au BSV"	"Animateurs délégués"	"288-396"	"type=A RETENIR, form=Ce qu'il faut retenir
Animateur filières
Khalid KOUBAÏTI FREDON Poitou-Charentes
khalid.koubaiti@fredonpc.fr"
"BSV_NA_GC_Poitou_Charentes_04_20190306_cle854b15"	"P
SMALL
P"	"FINANCEMENT"	"Ce bulletin est produit à partir d'observations ponctuelles réalisées sur un réseau de parcelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut pas être transposée telle quelle à chacune des parcelles. La Chambre Régionale d'Agriculture Nouvelle-Aquitaine dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures. Celle-ci se décide sur la base des observations que chacun réalise sur ses parcelles et s'appuie le cas échéant sur les préconisations issues de bulletins techniques (la traçabilité des observations est nécessaire).
"" Action pilotée par le Ministère chargé de l'agriculture et le Ministère de l'Ecologie, avec l'appui financier de l'Agence Française de Biodiversité, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto ""."	""	""	""	""	"ion, Terres Inovia."	"Bulletin de Santé d"	"14207-15088"	"type=FINANCEMENT, form=Ce bulletin est produit à partir d'observations ponctuelles réalisées sur un réseau de parcelles. S'il donne une tendance de la situation sanitaire régionale, celle-ci ne peut pas être transposée telle quelle à chacune des parcelles. La Chambre Régionale d'Agriculture Nouvelle-Aquitaine dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures. Celle-ci se décide sur la base des observations que chacun réalise sur ses parcelles et s'appuie le cas échéant sur les préconisations issues de bulletins techniques (la traçabilité des observations est nécessaire).
"" Action pilotée par le Ministère chargé de l'agriculture et le Ministère de l'Ecologie, avec l'appui financier de l'Agence Française de Biodiversité, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto ""."
"BSV_cereales_paille_02_du_29-10-19_cle8cbcac"	"H1
H2
H3"	"EDITION"	"N° 02
CEREALES A PAILLE
du 29/10/2019"	"céréale à paille"	""	""	""	""	"Rédacteurs ARVALIS"	"2-39"	"type=EDITION, form=N° 02
CEREALES A PAILLE
du 29/10/2019"
"BSV_cereales_paille_02_du_29-10-19_cle8cbcac"	"FIGCAPTION
FIGURE
FIGCAPTION
FIGURE
SMALL
P"	"FINANCEMENT"	"Ce bulletin est produit à partir d'observations ponctuelles. Il donne une tendance de la situation sanitaire régionale, qui ne peut pas être transposée telle quelle à la parcelle.
La Chambre régionale d'agriculture du Centre-Val de Loire dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures.
Action pilotée par le Ministère chargé de l'agriculture et le ministère chargé de l'écologie avec l'appui financier de l'AFB, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto."	""	""	""	""	"Homme 45921 ORLEANS"	"SOMMAIRE Céréales à"	"560-1148"	"type=FINANCEMENT, form=Ce bulletin est produit à partir d'observations ponctuelles. Il donne une tendance de la situation sanitaire régionale, qui ne peut pas être transposée telle quelle à la parcelle.
La Chambre régionale d'agriculture du Centre-Val de Loire dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures.
Action pilotée par le Ministère chargé de l'agriculture et le ministère chargé de l'écologie avec l'appui financier de l'AFB, par les crédits issus de la redevance pour pollutions diffuses attribués au financement du plan Ecophyto."
"BSV_cereales_paille_02_du_29-10-19_cle8cbcac"	"H4
H4
H4
H4
H4
P
H2"	"STADES"	"Stades ..................................................................................................................
Cicadelles .............................................................................................................
Pucerons ..............................................................................................................
Limaces ................................................................................................................
Annexes ..........................................................................................
Cartographies des relevés de pièges .....................................................................
EN BREF"	""	"Pucerons,
Limaces"	""	""	"..................."	"Des semis toujours"	"1255-1951"	"type=STADES, form=Stades ..................................................................................................................
Cicadelles .............................................................................................................
Pucerons ..............................................................................................................
Limaces ................................................................................................................
Annexes ..........................................................................................
Cartographies des relevés de pièges .....................................................................
EN BREF"
"BSV_cereales_paille_02_du_29-10-19_cle8cbcac"	"H3
BR
BR"	"RISQUE"	"CONTEXTE D ' OBSERVATIONS
Cette semaine parmi 17 parcelles suivies pour les limaces :- Les faibles dégâts (1 à 2 %) concernent 5 parcelles situées dans Loiret (1), l'Indre et Loire (2) et l'Eure et Loire (2)."	""	"limaces"	""	""	"vers fiche limaces"	"- Les dégâts moyens"	"9176-9384"	"type=RISQUE, form=CONTEXTE D ' OBSERVATIONS
Cette semaine parmi 17 parcelles suivies pour les limaces :- Les faibles dégâts (1 à 2 %) concernent 5 parcelles situées dans Loiret (1), l'Indre et Loire (2) et l'Eure et Loire (2)."
"BSV_cereales_paille_02_du_29-10-19_cle8cbcac"	"H3
P
H3
P
H3
P
H3
P
BR
H3"	"STADES"	"Stades de sensibilité
A partir de 1 feuille.
Identification et biologie du ravageur
Les cicadelles, de l'ordre des Hémiptères (comme les pucerons), se nourrissent de la sève des plantes et ne produisent pas de dégâts directs par succion. Différentes cicadelles peuvent être présentes dans les cultures mais la maladie des pieds chétifs, appelée aussi nanisme du blé, due à un virus WDV (Wheat Dwarf Virus) est transmise par Psammotettix alienus. Cette cicadelle est de couleur jaunâtre plus ou moins foncée avec des taches plus foncées réparties sur le corps. L'espèce est caractérisée par 6 bandes beige longitudinales sur le sommet de la tête, à l'arrière des yeux brun rougeâtre.
Conditions favorables
Automne doux et sec, hiver doux pour la conservation des œufs et un été chaud. Parcelles bien exposées ou zones abritées, avec présence de cailloux.
Leviers agronomiques
 Date de semis : retarder les dates de semis ou ne pas trop les anticiper. Détruire les repousses diminution du stock de plantes infectées.
Symptômes"	"blé"	"pucerons,
cicadelle"	""	""	"10/2019 Cicadelles"	"Symptômes souvent d"	"11346-12370"	"type=STADES, form=Stades de sensibilité
A partir de 1 feuille.
Identification et biologie du ravageur
Les cicadelles, de l'ordre des Hémiptères (comme les pucerons), se nourrissent de la sève des plantes et ne produisent pas de dégâts directs par succion. Différentes cicadelles peuvent être présentes dans les cultures mais la maladie des pieds chétifs, appelée aussi nanisme du blé, due à un virus WDV (Wheat Dwarf Virus) est transmise par Psammotettix alienus. Cette cicadelle est de couleur jaunâtre plus ou moins foncée avec des taches plus foncées réparties sur le corps. L'espèce est caractérisée par 6 bandes beige longitudinales sur le sommet de la tête, à l'arrière des yeux brun rougeâtre.
Conditions favorables
Automne doux et sec, hiver doux pour la conservation des œufs et un été chaud. Parcelles bien exposées ou zones abritées, avec présence de cailloux.
Leviers agronomiques
 Date de semis : retarder les dates de semis ou ne pas trop les anticiper. Détruire les repousses diminution du stock de plantes infectées.
Symptômes"
"BSV_cereales_paille_02_du_29-10-19_cle8cbcac"	"H3
P
H3
P
BR
BR
H3
P
P
wrapper
HR
H3"	"STADES"	"Stades de sensibilité
Risque à partir de 1 feuille et jusqu'à fin tallage. Le risque est plus important entre 1 et 3 feuilles.
Identification et biologie du ravageur
3 principaux pucerons peuvent être vecteurs des virus responsables de la Jaunisse Nanissante de l'Orge(JNO) : Metopolophium dirhodum, Sitobion avenae et Rhopalosiphum padi, qui est considéré comme la principale espèce vectrice de la maladie à l'automne sur céréales à paille. Ils transmettent la maladie en se nourrissant de la sève des plantes, qui sont sensibles jusqu'au stade fin tallage. Une fois les plantes contaminées, les dégâts ne sont visibles qu'au début du printemps et sont irréversibles.Rhopalosiphum padi: longueur de 1,2 à 2,4 mm, de forme globuleuse. De couleur vert foncé avec des taches rougeâtres autour de l'insertion des cornicules courtes, sombres et renflées à leur extrémité. Ses antennes sont sombres et plus courtes que le reste de son corps.
Conditions favorables
Les semis précoces, à l'automne, lorsque les températures sont douces (10-12°C) et le temps ensoleillé. Les repousses de céréales et les graminées sauvages présentes à proximité sont des sources potentielles de vecteurs et de virus et constituent un facteur de risque important.
BSV CEREALES A PAILLE N°2 DU 29/10/2019

Leviers agronomiques"	"céréale à paille,
céréale,
céréale à paille"	"pucerons"	""	""	"Pucerons d'automne"	"La destruction des"	"13137-14436"	"type=STADES, form=Stades de sensibilité
Risque à partir de 1 feuille et jusqu'à fin tallage. Le risque est plus important entre 1 et 3 feuilles.
Identification et biologie du ravageur
3 principaux pucerons peuvent être vecteurs des virus responsables de la Jaunisse Nanissante de l'Orge(JNO) : Metopolophium dirhodum, Sitobion avenae et Rhopalosiphum padi, qui est considéré comme la principale espèce vectrice de la maladie à l'automne sur céréales à paille. Ils transmettent la maladie en se nourrissant de la sève des plantes, qui sont sensibles jusqu'au stade fin tallage. Une fois les plantes contaminées, les dégâts ne sont visibles qu'au début du printemps et sont irréversibles.Rhopalosiphum padi: longueur de 1,2 à 2,4 mm, de forme globuleuse. De couleur vert foncé avec des taches rougeâtres autour de l'insertion des cornicules courtes, sombres et renflées à leur extrémité. Ses antennes sont sombres et plus courtes que le reste de son corps.
Conditions favorables
Les semis précoces, à l'automne, lorsque les températures sont douces (10-12°C) et le temps ensoleillé. Les repousses de céréales et les graminées sauvages présentes à proximité sont des sources potentielles de vecteurs et de virus et constituent un facteur de risque important.
BSV CEREALES A PAILLE N°2 DU 29/10/2019

Leviers agronomiques"
