"bsv"	"context before"	"deseases"	"context after"	"location"	"features"
"BSV_no6_du_26-03-19_cle8da969"	"Symptômes de"	"rhizoctone"	"Source :"	"9217-9227"	"type=DESEASE, form=rhizoctone"
"BSV_no6_du_26-03-19_cle8da969"	"Arvalis Page 6"	"Rouille"	"jaune Observations"	"9267-9274"	"type=DESEASE, form=Rouille"
"BSV_no6_du_26-03-19_cle8da969"	"rvention). Foyer de"	"rouille"	"jauneSource : CRAB"	"10054-10061"	"type=DESEASE, form=rouille"
"BSV_no6_du_26-03-19_cle8da969"	"étages supérieurs."	"Oïdium"	": Des symptômes ont"	"12059-12065"	"type=DESEASE, form=Oïdium"
"BSV_no6_du_26-03-19_cle8da969"	"es selon leur stade"	"Rhynchosporiose"	"Observations issues"	"13808-13823"	"type=DESEASE, form=Rhynchosporiose"
"BSV_no6_du_26-03-19_cle8da969"	"ble. Risque faible."	"Oïdium"	"Observations issues"	"14699-14705"	"type=DESEASE, form=Oïdium"
"BSV_no6_du_26-03-19_cle8da969"	"uilles atteintes Si"	"l'oïdium"	"n'est présent qu'à"	"15231-15239"	"type=DESEASE, form=l'oïdium"
"BSV_no6_du_26-03-19_cle8da969"	"que faible. Page 8"	"Helminthosporiose"	"Observations issues"	"15610-15627"	"type=DESEASE, form=Helminthosporiose"
"BSV_no6_du_26-03-19_cle8da969"	"ble. Risque faible."	"Rouille"	"naine Observations"	"16448-16455"	"type=DESEASE, form=Rouille"
"BSV_no6_du_26-03-19_cle8da969"	"Autres signalements"	"Piétin"	"-échaudage : hors ré"	"17144-17150"	"type=DESEASE, form=Piétin"
"BSV_no6_du_26-03-19_cle8da969"	"tes. En présence de"	"piétin"	"échaudage, les raci"	"17649-17655"	"type=DESEASE, form=piétin"
"BSV_no6_du_26-03-19_cle8da969"	"accidents Arvalis):"	"piétin"	"échaudage. Page 9"	"17995-18001"	"type=DESEASE, form=piétin"
"alsace_gdes_cultures_no10_du_30-04-19_cle015281"	"parcelles les plus"	"précocesHelminthosporiose"	": maladie la plus f"	"590-615"	"type=DESEASE, form=précocesHelminthosporiose"
"alsace_gdes_cultures_no10_du_30-04-19_cle015281"	"e : maladie la plus"	"fréquenteOïdium"	": des pustules sur"	"634-649"	"type=DESEASE, form=fréquenteOïdium"
"alsace_gdes_cultures_no10_du_30-04-19_cle015281"	"stules sur tiges et"	"feuillesRhynchosporiose"	": faibles attaques"	"678-701"	"type=DESEASE, form=feuillesRhynchosporiose"
"alsace_gdes_cultures_no10_du_30-04-19_cle015281"	"ncent à pointer. 2)"	"Helminthosporiose"	": maladie la plus f"	"5154-5171"	"type=DESEASE, form=Helminthosporiose"
"alsace_gdes_cultures_no10_du_30-04-19_cle015281"	"nte a) Observations"	"L'helminthosporiose"	"est signalée dans p"	"5216-5235"	"type=DESEASE, form=L'helminthosporiose"
"alsace_gdes_cultures_no10_du_30-04-19_cle015281"	"vé actuellement. 3)"	"Oïdium"	": des pustules sur"	"5873-5879"	"type=DESEASE, form=Oïdium"
"alsace_gdes_cultures_no10_du_30-04-19_cle015281"	"résence de pustules"	"d'oïdium"	"sur tiges, feuilles"	"5979-5987"	"type=DESEASE, form=d'oïdium"
"alsace_gdes_cultures_no10_du_30-04-19_cle015281"	"t de la maladie. 4)"	"Rhynchosporiose"	": faibles attaques"	"6502-6517"	"type=DESEASE, form=Rhynchosporiose"
"alsace_gdes_cultures_no10_du_30-04-19_cle015281"	"a) Observations La"	"rhynchosporiose"	"est observée dans 2"	"6556-6571"	"type=DESEASE, form=rhynchosporiose"
"alsace_gdes_cultures_no10_du_30-04-19_cle015281"	"nalyse de risque La"	"rhynchosporiose"	"a besoin de pluie p"	"6681-6696"	"type=DESEASE, form=rhynchosporiose"
"alsace_gdes_cultures_no10_du_30-04-19_cle015281"	"le et le rendement."	"L'oïdium"	"a diminué depuis la"	"8298-8306"	"type=DESEASE, form=L'oïdium"
"alsace_gdes_cultures_no10_du_30-04-19_cle015281"	"des pluvieux. De la"	"rouille"	"brune est présente"	"8534-8541"	"type=DESEASE, form=rouille"
"alsace_gdes_cultures_no10_du_30-04-19_cle015281"	"R et ADVISOR. De la"	"rouille"	"jaune est aussi pré"	"8664-8671"	"type=DESEASE, form=rouille"
"alsace_gdes_cultures_no10_du_30-04-19_cle015281"	"ariété ADVISOR. Les"	"rouilles"	"se développent plus"	"8750-8758"	"type=DESEASE, form=rouilles"
"alsace_gdes_cultures_no10_du_30-04-19_cle015281"	"est dense. Pour la"	"rouille"	"jaune, les hivers d"	"8831-8838"	"type=DESEASE, form=rouille"
"alsace_gdes_cultures_no10_du_30-04-19_cle015281"	"es à la maladie. La"	"rouille"	"brune a quant à ell"	"8899-8906"	"type=DESEASE, form=rouille"
"alsace_gdes_cultures_no10_du_30-04-19_cle015281"	"ses spores germent."	"L'oïdium"	"est la maladie la p"	"9022-9030"	"type=DESEASE, form=L'oïdium"
"alsace_gdes_cultures_no10_du_30-04-19_cle015281"	"Alsace [septoriose,"	"rouille"	"jaune, rouille brun"	"10046-10053"	"type=DESEASE, form=rouille"
"alsace_gdes_cultures_no10_du_30-04-19_cle015281"	"ose, rouille jaune,"	"rouille"	"brune et fusariose"	"10061-10068"	"type=DESEASE, form=rouille"
"alsace_gdes_cultures_no10_du_30-04-19_cle015281"	"e, rouille brune et"	"fusariose"	"des épis]. http://w"	"10078-10087"	"type=DESEASE, form=fusariose"
"alsace_gdes_cultures_no17_du_19-06-19_cle026e84"	"parcelle du réseau ("	"froid"	"et mouche du semis)"	"3129-3134"	"type=DESEASE, form=froid"
"alsace_gdes_cultures_no17_du_19-06-19_cle026e84"	"ns, pertes liées au"	"froid"	"et aux dégâts de mo"	"3333-3338"	"type=DESEASE, form=froid"
"alsace_gdes_cultures_no17_du_19-06-19_cle026e84"	"on ne signale plus"	"d'oïdium"	", ni de rouille brun"	"4013-4021"	"type=DESEASE, form=d'oïdium"
"alsace_gdes_cultures_no17_du_19-06-19_cle026e84"	"lus d'oïdium, ni de"	"rouille"	"brune ou jaune. Par"	"4029-4036"	"type=DESEASE, form=rouille"
"alsace_gdes_cultures_no17_du_19-06-19_cle026e84"	"e développement des"	"fusarioses"	"sur épi. Rien à sig"	"4638-4648"	"type=DESEASE, form=fusarioses"
"alsace_gdes_cultures_no3_du_13-03-19_cle4272b9"	"petites périodes de"	"froid"	"de ces dernières se"	"6273-6278"	"type=DESEASE, form=froid"
"bsv-gc-n__14-21-mai-2019_cle85ad4f"	"surveillance de la"	"rouille"	"naine COL"	"347-354"	"type=DESEASE, form=rouille"
"bsv-gc-n__14-21-mai-2019_cle85ad4f"	"la surveillance des"	"thrips"	". CEREALES BLE TENDR"	"721-727"	"type=DESEASE, form=thrips"
"bsv-gc-n__14-21-mai-2019_cle85ad4f"	"du moment touchées."	"ROUILLE"	"JAUNE : Cette semai"	"2129-2136"	"type=DESEASE, form=ROUILLE"
"bsv-gc-n__14-21-mai-2019_cle85ad4f"	"ne, des pustules de"	"rouille"	"jaune sont observée"	"2176-2183"	"type=DESEASE, form=rouille"
"bsv-gc-n__14-21-mai-2019_cle85ad4f"	"seau, des foyers de"	"rouille"	"jaune peuvent être"	"2353-2360"	"type=DESEASE, form=rouille"
"bsv-gc-n__14-21-mai-2019_cle85ad4f"	"otection spécifique"	"rouilles"	""" sur des variétés"""	"2436-2444"	"type=DESEASE, form=rouilles"
"bsv-gc-n__14-21-mai-2019_cle85ad4f"	", MUTIC, FRUCTIDOR."	"ROUILLE"	"BRUNE : Pas d'obser"	"2527-2534"	"type=DESEASE, form=ROUILLE"
"bsv-gc-n__14-21-mai-2019_cle85ad4f"	"as d'observation de"	"rouille"	"brune dans le résea"	"2564-2571"	"type=DESEASE, form=rouille"
"bsv-gc-n__14-21-mai-2019_cle85ad4f"	"variétés sensibles."	"OÏDIUM"	": La maladie est to"	"2776-2782"	"type=DESEASE, form=OÏDIUM"
"bsv-gc-n__14-21-mai-2019_cle85ad4f"	"on(C.GAZET CA59/62)"	"L'helminthosporiose"	"est signalée sur 15"	"4833-4852"	"type=DESEASE, form=L'helminthosporiose"
"bsv-gc-n__14-21-mai-2019_cle85ad4f"	"L et KWS AKKORD. La"	"rhynchosporiose"	"est observée sur 11"	"5092-5107"	"type=DESEASE, form=rhynchosporiose"
"bsv-gc-n__14-21-mai-2019_cle85ad4f"	"TINCEL et PIXEL. La"	"rouille"	"naine est seulement"	"5355-5362"	"type=DESEASE, form=rouille"
"bsv-gc-n__14-21-mai-2019_cle85ad4f"	"sur 20% des F3. De"	"l'oïdium"	"est constaté sur 4"	"5570-5578"	"type=DESEASE, form=l'oïdium"
"bsv-gc-n__14-21-mai-2019_cle85ad4f"	"ies cette semaineLa"	"rhynchosporiose"	"est présente sur 7"	"6039-6054"	"type=DESEASE, form=rhynchosporiose"
"bsv-gc-n__14-21-mai-2019_cle85ad4f"	"PLANET dans l'Aisne."	"L'helminthosporiose"	"est observée sur 5"	"6199-6218"	"type=DESEASE, form=L'helminthosporiose"
"bsv-gc-n__14-21-mai-2019_cle85ad4f"	"F3 et 22% des F2.La"	"rouille"	"naine est observée"	"6281-6288"	"type=DESEASE, form=rouille"
"bsv-gc-n__14-21-mai-2019_cle85ad4f"	"ntes sur RGT PLANET."	"L'oïdium"	"est constaté sur 10"	"6371-6379"	"type=DESEASE, form=L'oïdium"
"bsv-gc-n__14-21-mai-2019_cle85ad4f"	"ifs sont à 5 cm. 6"	"Thrips"	": Aucun signalement"	"12696-12702"	"type=DESEASE, form=Thrips"
"bsv-gc-n__14-21-mai-2019_cle85ad4f"	"à une moyenne de 5"	"thrips"	"/balayage Le thrips"	"12895-12901"	"type=DESEASE, form=thrips"
"bsv-gc-n__14-21-mai-2019_cle85ad4f"	"thrips/balayage Le"	"thrips"	"est favorisé par de"	"12914-12920"	"type=DESEASE, form=thrips"
"bsv-gc-n__14-21-mai-2019_cle85ad4f"	": Aucun signalement"	"d'oïdium"	"à ce jour dans le r"	"13074-13082"	"type=DESEASE, form=d'oïdium"
"bsv_02_gc_26_fev_2019_cle49dcfd"	"es de septoriose et"	"d'oïdium"	"sont toujours obser"	"1313-1321"	"type=DESEASE, form=d'oïdium"
"bsv_gc_arcmed_n03_18042019_cle485f1e"	"s fongiques : de la"	"rouille"	"jaune est observée"	"677-684"	"type=DESEASE, form=rouille"
"bsv_gc_arcmed_n03_18042019_cle485f1e"	"sensibles. Présence"	"d'oïdium"	"en Camargue et dans"	"807-815"	"type=DESEASE, form=d'oïdium"
"bsv_gc_arcmed_n03_18042019_cle485f1e"	"ment les pucerons."	"Rouille"	"jaune (Puccinia str"	"3541-3548"	"type=DESEASE, form=Rouille"
"bsv_gc_arcmed_n03_18042019_cle485f1e"	"striiformis) De la"	"rouille"	"jaune a été observé"	"3584-3591"	"type=DESEASE, form=rouille"
"bsv_gc_arcmed_n03_18042019_cle485f1e"	"ption des dégâts de"	"rouille"	": Apparition de fin"	"3862-3869"	"type=DESEASE, form=rouille"
"bsv_gc_arcmed_n03_18042019_cle485f1e"	"e. Les symptômes de"	"rouille"	"jaune apparaissent"	"4063-4070"	"type=DESEASE, form=rouille"
"bsv_gc_arcmed_n03_18042019_cle485f1e"	"ue : la présence de"	"rouille"	"jaune a été observé"	"4388-4395"	"type=DESEASE, form=rouille"
"bsv_gc_arcmed_n03_18042019_cle485f1e"	"s où la présence de"	"rouille"	"a déjà été signalée"	"4699-4706"	"type=DESEASE, form=rouille"
"bsv_gc_arcmed_n03_18042019_cle485f1e"	"vigilants"	"Oïdium"	"(Blumeria graminis)"	"4851-4857"	"type=DESEASE, form=Oïdium"
"bsv_gc_arcmed_n03_18042019_cle485f1e"	"ia graminis) De"	"l'oïdium"	"continue à se dével"	"4885-4893"	"type=DESEASE, form=l'oïdium"
"bsv_gc_arcmed_n03_18042019_cle485f1e"	"aine de la Durance."	"L'oïdium"	"a dans ces trois zo"	"5044-5052"	"type=DESEASE, form=L'oïdium"
"bsv_gc_arcmed_n03_18042019_cle485f1e"	"e Lambesc. Pustules"	"d'oïdium"	".- Photo Arvalis BUL"	"5226-5234"	"type=DESEASE, form=d'oïdium"
"bsv_gc_arcmed_n03_18042019_cle485f1e"	"sur 4 Notation de"	"l'oïdium"	"(note sur 10) au co"	"5371-5379"	"type=DESEASE, form=l'oïdium"
"bsv_gc_arcmed_n03_18042019_cle485f1e"	"emps sur la F3 Note"	"oïdium"	"4,5 4"	"5427-5433"	"type=DESEASE, form=oïdium"
"bsv_gc_arcmed_n03_18042019_cle485f1e"	"antes atteintes par"	"l'oïdium"	"au cours du temps ("	"5741-5749"	"type=DESEASE, form=l'oïdium"
"bsv_gc_arcmed_n03_18042019_cle485f1e"	"sur F3) Notation de"	"l'oïdium"	"(note sur 10) au co"	"5799-5807"	"type=DESEASE, form=l'oïdium"
"bsv_gc_arcmed_n03_18042019_cle485f1e"	"sur la F2 2,5 Note"	"oïdium"	"2"	"5859-5865"	"type=DESEASE, form=oïdium"
"bsv_gc_arcmed_n03_18042019_cle485f1e"	"antes atteintes par"	"l'oïdium"	"au cours du temps ("	"6121-6129"	"type=DESEASE, form=l'oïdium"
"bsv_gc_arcmed_n03_18042019_cle485f1e"	"isque : la présence"	"d'oïdium"	"a commencé à être o"	"6579-6587"	"type=DESEASE, form=d'oïdium"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"E (boutons séparés)."	"Piétin"	"Verse: pas de risqu"	"1251-1257"	"type=DESEASE, form=Piétin"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"pas de risque à ce"	"jourOïdium"	"et Rouille jaune :"	"1284-1294"	"type=DESEASE, form=jourOïdium"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"à ce jourOïdium et"	"Rouille"	"jaune : les variété"	"1298-1305"	"type=DESEASE, form=Rouille"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"et blé dur en semis"	"précoceRouille"	"brune : présence su"	"1488-1502"	"type=DESEASE, form=précoceRouille"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"ment. Pas de risque"	"actuellementHelminthosporiose"	", Rouille Naine et R"	"1575-1604"	"type=DESEASE, form=actuellementHelminthosporiose"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"tHelminthosporiose,"	"Rouille"	"Naine et Rhynchospo"	"1606-1613"	"type=DESEASE, form=Rouille"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"e, Rouille Naine et"	"Rhynchosporiose"	": pas de risque à c"	"1623-1638"	"type=DESEASE, form=Rhynchosporiose"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"empératures douces."	"Piétin"	"Verse Un isorisque"	"15908-15914"	"type=DESEASE, form=Piétin"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"nt des symptômes de"	"piétin"	"-verse peu avancés à"	"16149-16155"	"type=DESEASE, form=piétin"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"e risque à ce jour"	"Oïdium"	"2 isorisques présen"	"16663-16669"	"type=DESEASE, form=Oïdium"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"ntent des symptômes"	"d'oïdium"	"sur orges uniquemen"	"16708-16716"	"type=DESEASE, form=d'oïdium"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"au développement de"	"l'oïdium"	". Le risque est élev"	"17372-17380"	"type=DESEASE, form=l'oïdium"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"es intermédiaires."	"Rouille"	"brune 25% de nos is"	"18500-18507"	"type=DESEASE, form=Rouille"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"es présentent de la"	"rouille"	"brune, principaleme"	"18553-18560"	"type=DESEASE, form=rouille"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"'augmentation de la"	"rouille"	"brune est particuli"	"18776-18783"	"type=DESEASE, form=rouille"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"lum est présent, la"	"rouille"	"brune pourra se dév"	"19274-19281"	"type=DESEASE, form=rouille"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"lopper rapidement."	"Rouille"	"jaune Un isorisque"	"19322-19329"	"type=DESEASE, form=Rouille"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"(11) présente de la"	"rouille"	"jaune, sur blés dur"	"19369-19376"	"type=DESEASE, form=rouille"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"ent également de la"	"rouille"	"jaune sur variétés"	"19609-19616"	"type=DESEASE, form=rouille"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"de foyers actifs de"	"rouille"	"jaune (pustules pul"	"19817-19824"	"type=DESEASE, form=rouille"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"litudes thermiques,"	"froid"	"ou traitement phyto"	"20360-20365"	"type=DESEASE, form=froid"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"019 Page 9 sur 11"	"Helminthosporiose"	"de l'orge Dans notr"	"20747-20764"	"type=DESEASE, form=Helminthosporiose"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"e dans l'immédiat."	"Rhynchosporiose"	"de l'orge En zone d"	"21103-21118"	"type=DESEASE, form=Rhynchosporiose"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"nt être explosive."	"Rouille"	"naine de l'orge Cet"	"21567-21574"	"type=DESEASE, form=Rouille"
"bsv_gc_mp_n27_16052019_cle046a11"	"9 CÉRÉALES PAILLE A"	"Fusariose"	"des épis : Risque m"	"830-839"	"type=DESEASE, form=Fusariose"
"bsv_gc_mp_n27_16052019_cle046a11"	"de risque en annexe."	"Rouille"	"jaune : les variété"	"970-977"	"type=DESEASE, form=Rouille"
"bsv_gc_mp_n27_16052019_cle046a11"	"les dates de semis."	"Rouille"	"brune : Les variété"	"1072-1079"	"type=DESEASE, form=Rouille"
"bsv_gc_mp_n27_16052019_cle046a11"	"à risque important."	"Rouille"	"naine : Risque modé"	"1135-1142"	"type=DESEASE, form=Rouille"
"bsv_gc_mp_n27_16052019_cle046a11"	"nsibilité variétale."	"Rhynchosporiose"	": En zone d'altitud"	"1220-1235"	"type=DESEASE, form=Rhynchosporiose"
"bsv_gc_mp_n27_16052019_cle046a11"	"s sont à surveiller."	"Oïdium"	": fin de la période"	"1299-1305"	"type=DESEASE, form=Oïdium"
"bsv_gc_mp_n27_16052019_cle046a11"	"s les plus tardives."	"Helminthosporiose"	": fin de la période"	"1374-1391"	"type=DESEASE, form=Helminthosporiose"
"bsv_gc_mp_n27_16052019_cle046a11"	"5 (grains colorés)."	"Oïdium"	": Fin de la période"	"1648-1654"	"type=DESEASE, form=Oïdium"
"bsv_gc_mp_n27_16052019_cle046a11"	"protégées récemment."	"Rouille"	": Risque fort dans"	"2022-2029"	"type=DESEASE, form=Rouille"
"bsv_gc_mp_n27_16052019_cle046a11"	"019 Page 2 sur 18"	"Oïdium"	"70% des isorisques"	"5566-5572"	"type=DESEASE, form=Oïdium"
"bsv_gc_mp_n27_16052019_cle046a11"	"ntent des symptômes"	"d'oïdium"	"sur orge sur F1 et/"	"5617-5625"	"type=DESEASE, form=d'oïdium"
"bsv_gc_mp_n27_16052019_cle046a11"	"mptômes sur orge de"	"l'Oïdium"	"de la semaine 17 à"	"6028-6036"	"type=DESEASE, form=l'Oïdium"
"bsv_gc_mp_n27_16052019_cle046a11"	"on des notations de"	"l'Oïdium"	"sur orge - semaines"	"6299-6307"	"type=DESEASE, form=l'Oïdium"
"bsv_gc_mp_n27_16052019_cle046a11"	"e risque s'achève."	"Rouille"	"brune 80% de nos is"	"8755-8762"	"type=DESEASE, form=Rouille"
"bsv_gc_mp_n27_16052019_cle046a11"	"es présentent de la"	"rouille"	"brune, principaleme"	"8808-8815"	"type=DESEASE, form=rouille"
"bsv_gc_mp_n27_16052019_cle046a11"	"durs sensibles. La"	"rouille"	"brune est en augmen"	"8908-8915"	"type=DESEASE, form=rouille"
"bsv_gc_mp_n27_16052019_cle046a11"	"2) présentent de la"	"rouille"	"brune sur 20 à 100%"	"9320-9327"	"type=DESEASE, form=rouille"
"bsv_gc_mp_n27_16052019_cle046a11"	"puis blé dur de la"	"rouille"	"brune de la semaine"	"9580-9587"	"type=DESEASE, form=rouille"
"bsv_gc_mp_n27_16052019_cle046a11"	"des notations de la"	"rouille"	"brune sur blé tendr"	"9965-9972"	"type=DESEASE, form=rouille"
"bsv_gc_mp_n27_16052019_cle046a11"	"des notations de la"	"rouille"	"brune sur blé dur s"	"10041-10048"	"type=DESEASE, form=rouille"
"bsv_gc_mp_n27_16052019_cle046a11"	"puis blé dur de la"	"rouille"	"brune la semaine 20"	"10166-10173"	"type=DESEASE, form=rouille"
"bsv_gc_mp_n27_16052019_cle046a11"	"ro. Notations de la"	"rouille"	"brune sur blé tendr"	"10378-10385"	"type=DESEASE, form=rouille"
"bsv_gc_mp_n27_16052019_cle046a11"	"18 Notations de la"	"rouille"	"brune sur blé dur p"	"10550-10557"	"type=DESEASE, form=rouille"
"bsv_gc_mp_n27_16052019_cle046a11"	"sont à surveiller."	"Rouille"	"jaune Cinq isorisqu"	"10988-10995"	"type=DESEASE, form=Rouille"
"bsv_gc_mp_n27_16052019_cle046a11"	"nt des symptômes de"	"rouille"	"jaune, sur blé tend"	"11067-11074"	"type=DESEASE, form=rouille"
"bsv_gc_mp_n27_16052019_cle046a11"	". On retrouve de la"	"rouille"	"jaune sur variétés"	"11503-11510"	"type=DESEASE, form=rouille"
"bsv_gc_mp_n27_16052019_cle046a11"	"de foyers actifs de"	"rouille"	"jaune (pustules pul"	"11840-11847"	"type=DESEASE, form=rouille"
"bsv_gc_mp_n27_16052019_cle046a11"	"rès attentivement."	"Fusariose"	"des épis : Fusarium"	"11981-11990"	"type=DESEASE, form=Fusariose"
"bsv_gc_mp_n27_16052019_cle046a11"	"stade sensible aux"	"fusarioses"	"(floraison). Ce sta"	"12106-12116"	"type=DESEASE, form=fusarioses"
"bsv_gc_mp_n27_16052019_cle046a11"	"de sensibilité aux"	"fusarioses"	". Les conditions cli"	"12188-12198"	"type=DESEASE, form=fusarioses"
"bsv_gc_mp_n27_16052019_cle046a11"	"u développement des"	"fusarioses"	"sur épis : précipit"	"12272-12282"	"type=DESEASE, form=fusarioses"
"bsv_gc_mp_n27_16052019_cle046a11"	"lé dur en annexe)."	"Helminthosporiose"	"de l'orge Dans notr"	"12977-12994"	"type=DESEASE, form=Helminthosporiose"
"bsv_gc_mp_n27_16052019_cle046a11"	"mptômes sur orge de"	"l'Helminthosporiose"	"de la semaine 16 à"	"13341-13360"	"type=DESEASE, form=l'Helminthosporiose"
"bsv_gc_mp_n27_16052019_cle046a11"	"ement surveillées."	"Rhynchosporiose"	"de l'orge En zone d"	"13994-14009"	"type=DESEASE, form=Rhynchosporiose"
"bsv_gc_mp_n27_16052019_cle046a11"	"e étant explosive."	"Rouille"	"naine de l'orge BUL"	"14497-14504"	"type=DESEASE, form=Rouille"
"bsv_gc_mp_n27_16052019_cle046a11"	"ia). La présence de"	"rouille"	"naine est en augmen"	"14846-14853"	"type=DESEASE, form=rouille"
"bsv_gc_mp_n27_16052019_cle046a11"	"ômes sur orge de la"	"rouille"	"naine de la semaine"	"15100-15107"	"type=DESEASE, form=rouille"
"bsv_gc_mp_n27_16052019_cle046a11"	"dans les bordures."	"Oïdium"	"Le temps sec et par"	"21338-21344"	"type=DESEASE, form=Oïdium"
"bsv_gc_mp_n27_16052019_cle046a11"	"récoce de symptômes"	"d'oïdium"	"dans plusieurs parc"	"21469-21477"	"type=DESEASE, form=d'oïdium"
"bsv_gc_mp_n27_16052019_cle046a11"	". La nuisibilité de"	"l'oïdium"	"sera d'autant plus"	"21985-21993"	"type=DESEASE, form=l'oïdium"
"bsv_gc_mp_n27_16052019_cle046a11"	"période de risque."	"Oïdium"	"sur feuilles (photo"	"22167-22173"	"type=DESEASE, form=Oïdium"
"bsv_gc_mp_n27_16052019_cle046a11"	"tre de la nécrose."	"Rouille"	"(Uromyces Fabae) Le"	"32596-32603"	"type=DESEASE, form=Rouille"
"bsv_gc_mp_n27_16052019_cle046a11"	"e) Les symptômes de"	"rouille"	"se sont renforcés d"	"32638-32645"	"type=DESEASE, form=rouille"
"bsv_gc_mp_n27_16052019_cle046a11"	"emières pustules de"	"rouille"	". Evaluation du risq"	"33020-33027"	"type=DESEASE, form=rouille"
"bsv_gc_mp_n27_16052019_cle046a11"	"généralisée et les"	"Rouille"	"sur féverole Uromyc"	"33171-33178"	"type=DESEASE, form=Rouille"
"char_gdes_Cultures_no11_du_30-04-19_cle096f9c"	"urveiller. Pression"	"rhynchosporiose"	"modérée sur orge d'"	"839-854"	"type=DESEASE, form=rhynchosporiose"
"char_gdes_Cultures_no11_du_30-04-19_cle096f9c"	"p12 Stades : 5 à 10"	"feuillesSitones"	": Poursuite de la b"	"1441-1456"	"type=DESEASE, form=feuillesSitones"
"char_gdes_Cultures_no11_du_30-04-19_cle096f9c"	"e de l'activité des"	"sitones"	"TOURNESOL ........."	"1500-1507"	"type=DESEASE, form=sitones"
"char_gdes_Cultures_no11_du_30-04-19_cle096f9c"	"rise de croissance."	"Thrips"	": La parcelle de Ch"	"4318-4324"	"type=DESEASE, form=Thrips"
"char_gdes_Cultures_no11_du_30-04-19_cle096f9c"	"quelques traces de"	"thrips"	". Ces petits insecte"	"4393-4399"	"type=DESEASE, form=thrips"
"char_gdes_Cultures_no11_du_30-04-19_cle096f9c"	"uvent plus exposés."	"Collemboles"	": 2 parcelles décla"	"4710-4721"	"type=DESEASE, form=Collemboles"
"char_gdes_Cultures_no11_du_30-04-19_cle096f9c"	"rent la présence de"	"collemboles"	"dans l'Yonne et la"	"4761-4772"	"type=DESEASE, form=collemboles"
"char_gdes_Cultures_no11_du_30-04-19_cle096f9c"	"ses. La présence de"	"thrips"	"et de collemboles r"	"5175-5181"	"type=DESEASE, form=thrips"
"char_gdes_Cultures_no11_du_30-04-19_cle096f9c"	"nce de thrips et de"	"collemboles"	"reste anecdotique p"	"5188-5199"	"type=DESEASE, form=collemboles"
"char_gdes_Cultures_no11_du_30-04-19_cle096f9c"	"Feuille Etalée. 2 |"	"Oïdium"	"a. Observations 1 p"	"7141-7147"	"type=DESEASE, form=Oïdium"
"char_gdes_Cultures_no11_du_30-04-19_cle096f9c"	"ales du blé tendre ["	"piétin"	"-verse, septoriose,"	"8377-8383"	"type=DESEASE, form=piétin"
"char_gdes_Cultures_no11_du_30-04-19_cle096f9c"	"-verse, septoriose,"	"rouille"	"jaune, rouille brun"	"8403-8410"	"type=DESEASE, form=rouille"
"char_gdes_Cultures_no11_du_30-04-19_cle096f9c"	"ose, rouille jaune,"	"rouille"	"brune et fusariose"	"8418-8425"	"type=DESEASE, form=rouille"
"char_gdes_Cultures_no11_du_30-04-19_cle096f9c"	"e, rouille brune et"	"fusariose"	"des épis]. http://w"	"8435-8444"	"type=DESEASE, form=fusariose"
"char_gdes_Cultures_no11_du_30-04-19_cle096f9c"	"F1 définitives. 4 |"	"Rouille"	"jaune 1 signalement"	"9383-9390"	"type=DESEASE, form=Rouille"
"char_gdes_Cultures_no11_du_30-04-19_cle096f9c"	"ne 1 signalement de"	"rouille"	"jaune sur la variét"	"9414-9421"	"type=DESEASE, form=rouille"
"char_gdes_Cultures_no11_du_30-04-19_cle096f9c"	"ée et Epiaison. 2 |"	"Rhynchosporiose"	"a. Observations La"	"9657-9672"	"type=DESEASE, form=Rhynchosporiose"
"char_gdes_Cultures_no11_du_30-04-19_cle096f9c"	"vations La pression"	"rhynchosporiose"	"a progressé par rap"	"9701-9716"	"type=DESEASE, form=rhynchosporiose"
"char_gdes_Cultures_no11_du_30-04-19_cle096f9c"	"rnière, la pression"	"rhynchosporiose"	"reste modérée. Des"	"10156-10171"	"type=DESEASE, form=rhynchosporiose"
