"bsv"	"context before"	"bioagressors"	"context after"	"location"	"features"
"BSV_GRANDES_CULTURES_2018_No38_cle0b961f"	"à Baulne (91). Ces"	"larves"	"se trouvent le plus"	"8329-8335"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_GRANDES_CULTURES_2018_No38_cle0b961f"	"de moyen de lutte."	"CHARANCON"	"DU BOURGEON TERMINA"	"8519-8528"	"type=BIOAGRESSOR, $=charançon, form=CHARANCON"
"BSV_GRANDES_CULTURES_2018_No38_cle0b961f"	"21 ont capturé des"	"charançons"	"du bourgeon termina"	"8606-8616"	"type=BIOAGRESSOR, $=charançon, form=charançons"
"BSV_GRANDES_CULTURES_2018_No38_cle0b961f"	"aptures moyennes de"	"charançons"	"du bourgeon termina"	"8917-8927"	"type=BIOAGRESSOR, $=charançon, form=charançons"
"BSV_GRANDES_CULTURES_2018_No38_cle0b961f"	"l de risque pour le"	"charançon"	"du bourgeon termina"	"9587-9596"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"BSV_GRANDES_CULTURES_2018_No38_cle0b961f"	"e moment. RAVAGEURS"	"PUCERONS"	"D'AUTOMNE Les journ"	"11126-11134"	"type=BIOAGRESSOR, $=puceron, form=PUCERONS"
"BSV_GRANDES_CULTURES_2018_No38_cle0b961f"	"u développement des"	"pucerons"	"dans les parcelles."	"11208-11216"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_GRANDES_CULTURES_2018_No38_cle0b961f"	"de depuis"	"pucerons"	"plus de 10 jour"	"11972-11980"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_GRANDES_CULTURES_2018_No38_cle0b961f"	"i A RETENIR DES"	"PUCERONS"	": Risque fort avec"	"12363-12371"	"type=BIOAGRESSOR, $=puceron, form=PUCERONS"
"BSV_GRANDES_CULTURES_2018_No38_cle0b961f"	"du 7 novembre 2018"	"CICADELLES"	"PSAMMOTETTIX ALIENU"	"12785-12795"	"type=BIOAGRESSOR, $=cicadelles, form=CICADELLES"
"BSV_GRANDES_CULTURES_2018_No38_cle0b961f"	"en moyenne 4,3"	"cicadelles"	"par piège contre 12"	"12952-12962"	"type=BIOAGRESSOR, $=cicadelles, form=cicadelles"
"BSV_GRANDES_CULTURES_2018_No38_cle0b961f"	"r piège contre 12,8"	"cicadelles"	"de moyenne la semai"	"12985-12995"	"type=BIOAGRESSOR, $=cicadelles, form=cicadelles"
"BSV_GRANDES_CULTURES_2018_No38_cle0b961f"	"re de semis"	"cicadelles"	"77 CHOISY-EN-BR"	"13247-13257"	"type=BIOAGRESSOR, $=cicadelles, form=cicadelles"
"BSV_GRANDES_CULTURES_2018_No38_cle0b961f"	"e vectrice d'autres"	"cicadelles"	"ou autres insectes"	"13885-13895"	"type=BIOAGRESSOR, $=cicadelles, form=cicadelles"
"BSV_GRANDES_CULTURES_2018_No38_cle0b961f"	"ants. A RETENIR DES"	"CICADELLES"	": Risque fort dans"	"13938-13948"	"type=BIOAGRESSOR, $=cicadelles, form=CICADELLES"
"BSV_GRANDES_CULTURES_2018_No38_cle0b961f"	"es hebdomadaires de"	"cicadelles"	", risque de dégâts n"	"14344-14354"	"type=BIOAGRESSOR, $=cicadelles, form=cicadelles"
"BSV_GRANDES_CULTURES_2018_No38_cle0b961f"	"que fort de dégâts."	"LIMACES"	"Aucun signalement d"	"14476-14483"	"type=BIOAGRESSOR, $=limace, form=LIMACES"
"BSV_GRANDES_CULTURES_2018_No38_cle0b961f"	"tion. A RETENIR DES"	"LIMACES"	": Risque faible. A"	"14641-14648"	"type=BIOAGRESSOR, $=limace, form=LIMACES"
"BSV_GRANDES_CULTURES_2018_No38_cle0b961f"	"risque: Présence de"	"limaces"	"et dégâts foliaires"	"14814-14821"	"type=BIOAGRESSOR, $=limace, form=limaces"
"BSV_Grandes_Cultures_Lin__Oleagineux_n19_NR_02052018_cle06c988"	"18 0% Terres Inovia"	"SEPTORIOSE"	"- Risque septoriose"	"3364-3374"	"type=BIOAGRESSOR, $=septoriose, form=SEPTORIOSE"
"BSV_Grandes_Cultures_Lin__Oleagineux_n19_NR_02052018_cle06c988"	"SEPTORIOSE - Risque"	"septoriose"	"KABATIELLOSE Contex"	"3384-3394"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"BSV_Grandes_Cultures_Lin__Oleagineux_n19_NR_02052018_cle06c988"	"ieux de la pression"	"septoriose"	"sur les parcelles d"	"3961-3971"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"BSV_Grandes_Cultures_Lin__Oleagineux_n19_NR_02052018_cle06c988"	"des lieux symptômes"	"septoriose"	"le 02/05/2018 Résea"	"4324-4334"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"BSV_Grandes_Cultures_Lin__Oleagineux_n19_NR_02052018_cle06c988"	"017-18 Symptômes de"	"septoriose"	"sur feuilles Terres"	"4393-4403"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"BSV_Grandes_Cultures_Lin__Oleagineux_n19_NR_02052018_cle06c988"	"de la culture à la"	"septoriose"	". Le retour de la pl"	"5240-5250"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"BSV_Grandes_Cultures_Lin__Oleagineux_n19_NR_02052018_cle06c988"	"nt des symptômes de"	"septoriose"	", d'intensité moyenn"	"5510-5520"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"BSV_Grandes_Cultures_Lin__Oleagineux_n19_NR_02052018_cle06c988"	"ce jour, le risque"	"septoriose"	"doit être pris en c"	"5681-5691"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"BSV_Grandes_Cultures_Lin__Oleagineux_n19_NR_02052018_cle06c988"	"mplexe kabatiellose-"	"septoriose"	"reste très préjudic"	"5822-5832"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"BSV_Grandes_Cultures_Lin__Oleagineux_n19_NR_02052018_cle06c988"	"emiers symptômes de"	"septoriose"	"peuvent être observ"	"6181-6191"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"BSV_Grandes_Cultures_Lin__Oleagineux_n19_NR_02052018_cle06c988"	"sont causées par la"	"septoriose"	"et peuvent être con"	"6504-6514"	"type=BIOAGRESSOR, $=septoriose, form=septoriose"
"BSV_Grandes_Cultures_Lin__Oleagineux_n19_NR_02052018_cle06c988"	"bas de tige. Risque"	"thrips"	"THRIPS -"	"6824-6830"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"BSV_Grandes_Cultures_Lin__Oleagineux_n19_NR_02052018_cle06c988"	"sque thrips"	"THRIPS"	"- LIN OLE"	"6839-6845"	"type=BIOAGRESSOR, $=thrips, form=THRIPS"
"BSV_Grandes_Cultures_Lin__Oleagineux_n19_NR_02052018_cle06c988"	"nale la présence de"	"thrips"	". Terres Inovia Les"	"7093-7099"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"BSV_Grandes_Cultures_Lin__Oleagineux_n19_NR_02052018_cle06c988"	"il de nuisibilité 5"	"thrips"	"en moyenne par bala"	"7339-7345"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"BSV_Grandes_Cultures_Lin__Oleagineux_n19_NR_02052018_cle06c988"	"B9 (= 7 cm). Risque"	"altises"	"ALTISES LIN OLEAGIN"	"8241-8248"	"type=BIOAGRESSOR, $=altise, form=altises"
"BSV_Grandes_Cultures_Lin__Oleagineux_n19_NR_02052018_cle06c988"	"cm). Risque altises"	"ALTISES"	"LIN OLEAGINEUX DE P"	"8249-8256"	"type=BIOAGRESSOR, $=altise, form=ALTISES"
"BSV_Grandes_Cultures_Lin__Oleagineux_n19_NR_02052018_cle06c988"	"es à l'activité des"	"altises"	". La parcelle du rés"	"8371-8378"	"type=BIOAGRESSOR, $=altise, form=altises"
"BSV_Grandes_Cultures_Lin__Oleagineux_n19_NR_02052018_cle06c988"	"stade sensible aux"	"altises"	". Les conditions cli"	"8434-8441"	"type=BIOAGRESSOR, $=altise, form=altises"
"BSV_Grandes_Cultures_Lin__Oleagineux_n19_NR_02052018_cle06c988"	"es à l'activité des"	"altises"	"(températures >15°C"	"8544-8551"	"type=BIOAGRESSOR, $=altise, form=altises"
"BSV_Grandes_Cultures_Lin__Oleagineux_n19_NR_02052018_cle06c988"	"il est sensible aux"	"altises"	". La dynamique de vé"	"9200-9207"	"type=BIOAGRESSOR, $=altise, form=altises"
"BSV_Grandes_Cultures_Lin__Oleagineux_n19_NR_02052018_cle06c988"	". Analyse du risque"	"altises"	"Pour les premiers s"	"9609-9616"	"type=BIOAGRESSOR, $=altise, form=altises"
"BSV_Grandes_Cultures_Lin__Oleagineux_n2_NR_17102017_cle4cd66c"	"léagineux- 2 Risque"	"altises"	"ALTISES Contexte d'"	"2841-2848"	"type=BIOAGRESSOR, $=altise, form=altises"
"BSV_Grandes_Cultures_Lin__Oleagineux_n2_NR_17102017_cle4cd66c"	"x- 2 Risque altises"	"ALTISES"	"Contexte d'observat"	"2849-2856"	"type=BIOAGRESSOR, $=altise, form=ALTISES"
"BSV_Grandes_Cultures_Lin__Oleagineux_n2_NR_17102017_cle4cd66c"	"pression faible en"	"altise"	"sur lin d'hiver. Au"	"2978-2984"	"type=BIOAGRESSOR, $=altise, form=altise"
"BSV_Grandes_Cultures_Lin__Oleagineux_n2_NR_17102017_cle4cd66c"	"ulus ) et la grosse"	"altise"	"(ou altise d'hiver"	"3195-3201"	"type=BIOAGRESSOR, $=altise, form=altise"
"BSV_Grandes_Cultures_Lin__Oleagineux_n2_NR_17102017_cle4cd66c"	"a grosse altise (ou"	"altise"	"d'hiver ou encore P"	"3206-3212"	"type=BIOAGRESSOR, $=altise, form=altise"
"BSV_Horticulture_n_14_du_21_octobre_2011_cle036c85"	"isfaisante. Cas des"	"acariens"	": absents Cas des t"	"222-230"	"type=BIOAGRESSOR, $=acariens, form=acariens"
"BSV_Horticulture_n_14_du_21_octobre_2011_cle036c85"	"s : absents Cas des"	"thrips"	": absents Cas des p"	"249-255"	"type=BIOAGRESSOR, $=thrips, form=thrips"
"BSV_Horticulture_n_14_du_21_octobre_2011_cle036c85"	"s : absents Cas des"	"pucerons"	": rarement présents"	"274-282"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_Horticulture_n_14_du_21_octobre_2011_cle036c85"	"EES : attention aux"	"larves"	"de sciarides Les mo"	"338-344"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_Horticulture_n_14_du_21_octobre_2011_cle036c85"	"es de sciarides Les"	"mouches"	"de terreaux étant t"	"362-369"	"type=BIOAGRESSOR, $=mouche, form=mouches"
"BSV_Horticulture_n_14_du_21_octobre_2011_cle036c85"	"des. La présence de"	"larves"	"de sciaride à un ni"	"572-578"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_Horticulture_n_14_du_21_octobre_2011_cle036c85"	"Photo AREXHOR G.E."	"Larve"	"de sciaride TARSONE"	"824-829"	"type=BIOAGRESSOR, $=larve, form=Larve"
"BSV_Horticulture_n_14_du_21_octobre_2011_cle036c85"	": à surveiller Cet"	"acarien"	"minuscule se cache"	"885-892"	"type=BIOAGRESSOR, $=acarien, form=acarien"
"BSV_Horticulture_n_14_du_21_octobre_2011_cle036c85"	"la présence de cet"	"acarien"	"est signalée dans d"	"1207-1214"	"type=BIOAGRESSOR, $=acarien, form=acarien"
"BSV_Horticulture_n_14_du_21_octobre_2011_cle036c85"	"te Niveau de risque"	"Acariens"	"Pucerons Chrysanthè"	"1501-1509"	"type=BIOAGRESSOR, $=acariens, form=Acariens"
"BSV_Horticulture_n_14_du_21_octobre_2011_cle036c85"	"de risque Acariens"	"Pucerons"	"Chrysanthème Chrysa"	"1510-1518"	"type=BIOAGRESSOR, $=puceron, form=Pucerons"
"BSV_Horticulture_n_14_du_21_octobre_2011_cle036c85"	"égende Aucun risque"	"Thrips"	"Thrips Chrysanthème"	"1566-1572"	"type=BIOAGRESSOR, $=thrips, form=Thrips"
"BSV_Horticulture_n_14_du_21_octobre_2011_cle036c85"	"Aucun risque Thrips"	"Thrips"	"Chrysanthème Cyclam"	"1573-1579"	"type=BIOAGRESSOR, $=thrips, form=Thrips"
"BSV_Horticulture_n_14_du_21_octobre_2011_cle036c85"	"Tarsonèmes Cyclamen"	"Thrips"	"Cyclamen Sciarides"	"1684-1690"	"type=BIOAGRESSOR, $=thrips, form=Thrips"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"sibles réglementés :"	"Charançon"	"rouge du palmier :"	"1202-1211"	"type=BIOAGRESSOR, $=charançon, form=Charançon"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"adultes par an. Les"	"larves"	"passeront par 5 sta"	"2755-2761"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"conde génération de"	"larves"	"est en cours de dév"	"2835-2841"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"e de deux stades de"	"larves"	"et des adultes du t"	"2943-2949"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"être positionnées."	"Oïdium"	"du platane Erysiphe"	"3266-3272"	"type=BIOAGRESSOR, $=oïdium, form=Oïdium"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"airement à d'autres"	"champignons"	", les spores d'oïdiu"	"3417-3428"	"type=BIOAGRESSOR, $=champignon, form=champignons"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"a survie des jeunes"	"larves"	".Gestion du risque :"	"5877-5883"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"ion du risque : Les"	"oiseaux"	"sont actuellement l"	"8526-8533"	"type=BIOAGRESSOR, $=oiseau, form=oiseaux"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"VÉGÉTAUX D'ORNEMENT"	"Pyrale"	"du buis - Cydalima"	"8712-8718"	"type=BIOAGRESSOR, $=pyrale, form=Pyrale"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"ima perspectalis La"	"pyrale"	"du buis (Lepidopter"	"8754-8760"	"type=BIOAGRESSOR, $=pyrale, form=pyrale"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"à une attaque de la"	"pyrale"	"en 2018 février 201"	"9405-9411"	"type=BIOAGRESSOR, $=pyrale, form=pyrale"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"conde attaque de la"	"pyrale"	"du buis- Ajaccio 9"	"9628-9634"	"type=BIOAGRESSOR, $=pyrale, form=pyrale"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"9 : Papillon de la"	"pyrale"	"du buis à San Giuli"	"10124-10130"	"type=BIOAGRESSOR, $=pyrale, form=pyrale"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"remier vol de cette"	"pyrale"	"pour 2019 pour ces"	"10308-10314"	"type=BIOAGRESSOR, $=pyrale, form=pyrale"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"Suivi du vol de la"	"Pyrale"	"du Buis -2019 cumul"	"10525-10531"	"type=BIOAGRESSOR, $=pyrale, form=Pyrale"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"u de piégeage de la"	"pyrale"	"du buis en Corse fi"	"10730-10736"	"type=BIOAGRESSOR, $=pyrale, form=pyrale"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"tion dirigée sur la"	"pyrale"	"à l'aide d'un produ"	"11074-11080"	"type=BIOAGRESSOR, $=pyrale, form=pyrale"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"emière capture. Le"	"puceron"	"de l'Aloe - Aloepha"	"11191-11198"	"type=BIOAGRESSOR, $=puceron, form=puceron"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"ig, 1950 Un nouveau"	"puceron"	"spécifique de l'Alo"	"11252-11259"	"type=BIOAGRESSOR, $=puceron, form=puceron"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"ibu des Fordini. Ce"	"puceron"	"a été remarqué en E"	"11450-11457"	"type=BIOAGRESSOR, $=puceron, form=puceron"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"r la biologie de ce"	"puceron"	".Observation : Les c"	"11806-11813"	"type=BIOAGRESSOR, $=puceron, form=puceron"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"Les colonies de ce"	"puceron"	"sont difficiles à o"	"11847-11854"	"type=BIOAGRESSOR, $=puceron, form=puceron"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"gnant la colonie de"	"pucerons"	". Photo 11 : colonie"	"12018-12026"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"to 11 : colonies de"	"pucerons"	"Aloephagus myersi e"	"12051-12059"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"e visière. PALMIER"	"Charançon"	"rouge du palmier Rh"	"13595-13604"	"type=BIOAGRESSOR, $=charançon, form=Charançon"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"o 12 : Comptage des"	"charançons"	"rouges du palmier B"	"14144-14154"	"type=BIOAGRESSOR, $=charançon, form=charançons"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"8. La proportion de"	"charançon"	"femelle est importa"	"14457-14466"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"otal de captures de"	"charançon"	"de 2019 ne représen"	"15009-15018"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"phorétiques sur les"	"charançons"	"(voir détail dansBS"	"15463-15473"	"type=BIOAGRESSOR, $=charançon, form=charançons"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"orteurs de ces gros"	"acariens"	"est de 7% depuis le"	"15559-15567"	"type=BIOAGRESSOR, $=acariens, form=acariens"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"s, de 1% à 30%. Ces"	"acariens"	"ne parasitent pas l"	"15673-15681"	"type=BIOAGRESSOR, $=acariens, form=acariens"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"la durée de vie des"	"charançons"	". Il a été démontré"	"15753-15763"	"type=BIOAGRESSOR, $=charançon, form=charançons"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"enaient très peu de"	"charançons"	"avec des acariens."	"15871-15881"	"type=BIOAGRESSOR, $=charançon, form=charançons"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"charançons avec des"	"acariens"	". Photo n°18 : Acari"	"15891-15899"	"type=BIOAGRESSOR, $=acariens, form=acariens"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"riens. Photo n°18 :"	"Acariens"	"phorétiques sur CRP"	"15914-15922"	"type=BIOAGRESSOR, $=acariens, form=Acariens"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"30°C favorables au"	"charançon"	". Bulletin de Santé"	"16195-16204"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"ligatoire contre ce"	"charançon"	"avec intervention s"	"16574-16583"	"type=BIOAGRESSOR, $=charançon, form=charançon"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"zaine de jours. Les"	"larves"	"creusent des galeri"	"18886-18892"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"e usinée, etc.). La"	"larve"	"est transportée dan"	"20302-20307"	"type=BIOAGRESSOR, $=larve, form=larve"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"e-sante-du-vegetal/"	"Xylella fastidiosa"	"Xylella fastidiosa"	"22907-22925"	"type=BIOAGRESSOR, $=xylella fastidiosa, form=Xylella fastidiosa"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"e-sante-du-vegetal/"	"Xylella fastidiosa"	"Xylella fastidiosa"	"22907-22925"	"type=BIOAGRESSOR, $=xylella fastidiosa, form=Xylella fastidiosa"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"Xylella fastidiosa"	"Xylella fastidiosa"	"peut affecter de no"	"22926-22944"	"type=BIOAGRESSOR, $=xylella fastidiosa, form=Xylella fastidiosa"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"Xylella fastidiosa"	"Xylella fastidiosa"	"peut affecter de no"	"22926-22944"	"type=BIOAGRESSOR, $=xylella fastidiosa, form=Xylella fastidiosa"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"les cercopes et les"	"cicadelles"	", qui se nourrissent"	"23275-23285"	"type=BIOAGRESSOR, $=cicadelles, form=cicadelles"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"vigne contaminé par"	"Xylella fastidiosa"	"a été découvert sur"	"23513-23531"	"type=BIOAGRESSOR, $=xylella fastidiosa, form=Xylella fastidiosa"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"vigne contaminé par"	"Xylella fastidiosa"	"a été découvert sur"	"23513-23531"	"type=BIOAGRESSOR, $=xylella fastidiosa, form=Xylella fastidiosa"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"t responsable de la"	"maladie de Pierce"	"aux Etats-Unis. A c"	"23652-23669"	"type=BIOAGRESSOR, $=maladie de pierce, form=maladie de Pierce"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"t responsable de la"	"maladie de Pierce"	"aux Etats-Unis. A c"	"23652-23669"	"type=BIOAGRESSOR, $=maladie de pierce, form=maladie de Pierce"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"t responsable de la"	"maladie de Pierce"	"aux Etats-Unis. A c"	"23652-23669"	"type=BIOAGRESSOR, $=maladie de pierce, form=maladie de Pierce"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"t responsable de la"	"maladie de Pierce"	"aux Etats-Unis. A c"	"23652-23669"	"type=BIOAGRESSOR, $=maladie de pierce, form=maladie de Pierce"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"Bractocera dorsalis"	"Bactrocera dorsalis"	"est une mouche des"	"24617-24636"	"type=BIOAGRESSOR, $=bactrocera dorsalis, form=Bactrocera dorsalis"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"Bractocera dorsalis"	"Bactrocera dorsalis"	"est une mouche des"	"24617-24636"	"type=BIOAGRESSOR, $=bactrocera dorsalis, form=Bactrocera dorsalis"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"ra dorsalis est une"	"mouche"	"des fruits tropical"	"24645-24651"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"ppelée communément """	"mouche"	"orientale des fruit"	"24695-24701"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"occasionnés par les"	"larves"	"qui se nourrissent"	"25279-25285"	"type=BIOAGRESSOR, $=larve, form=larves"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"1 Comme les autres"	"mouches"	"de cette famille, e"	"26166-26173"	"type=BIOAGRESSOR, $=mouche, form=mouches"
"BSV_LIN_FIBRE_2020_No6_cle0365b1"	"et 10 cm. Le risque"	"altises"	"touche donc à sa fi"	"190-197"	"type=BIOAGRESSOR, $=altise, form=altises"
"BSV_LIN_FIBRE_2020_No6_cle0365b1"	"e (80) Observations"	"Altises"	": Fin du risque z L"	"1281-1288"	"type=BIOAGRESSOR, $=altise, form=Altises"
"BSV_Legumes_082019_cle841c8f-1"	"lants vis-à-vis des"	"pucerons"	". EPINARD : signalem"	"107-115"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_Legumes_082019_cle841c8f-1"	"RD : signalement de"	"mouche"	"des semis. CAROTTE"	"142-148"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_Legumes_082019_cle841c8f-1"	"ROTTE : présence de"	"pucerons"	". CELERI: aucune cap"	"182-190"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_Legumes_082019_cle841c8f-1"	": aucune capture de"	"mouche"	"de la carotte ni de"	"218-224"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_Legumes_082019_cle841c8f-1"	"de la carotte ni de"	"mouche"	"du céleri. NAVET: s"	"245-251"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_Legumes_082019_cle841c8f-1"	"VET: signalement de"	"mouche"	"du chou. FEVE: sign"	"285-291"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_Legumes_082019_cle841c8f-1"	"EVE: signalement de"	"pucerons"	". OIGNON : selon Mil"	"322-330"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_Legumes_082019_cle841c8f-1"	"LIACEES : le vol de"	"mouche"	"mineuse du poireau"	"424-430"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_Legumes_082019_cle841c8f-1"	": le vol de mouche"	"mineuse"	"du poireau se termi"	"431-438"	"type=BIOAGRESSOR, $=mineuse, form=mineuse"
"BSV_Legumes_082019_cle841c8f-1"	"aine. SALADES : les"	"pucerons"	"se développent. CHO"	"563-571"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_Legumes_082019_cle841c8f-1"	"OUX : attention aux"	"altises"	". MOUCHES DES SEMIS"	"610-617"	"type=BIOAGRESSOR, $=altise, form=altises"
"BSV_Legumes_082019_cle841c8f-1"	"ention aux altises."	"MOUCHES"	"DES SEMIS : le vol"	"619-626"	"type=BIOAGRESSOR, $=mouche, form=MOUCHES"
"BSV_Legumes_082019_cle841c8f-1"	"lédons à floraison."	"Sitones"	"Quelques morsures d"	"945-952"	"type=BIOAGRESSOR, $=sitones, form=Sitones"
"BSV_Legumes_082019_cle841c8f-1"	"uelques morsures de"	"sitones"	"sont observées en z"	"974-981"	"type=BIOAGRESSOR, $=sitones, form=sitones"
"BSV_Legumes_082019_cle841c8f-1"	"u stade 6 feuilles."	"Pucerons"	"Quatre parcelles du"	"1202-1210"	"type=BIOAGRESSOR, $=puceron, form=Pucerons"
"BSV_Legumes_082019_cle841c8f-1"	"par la présence de"	"pucerons"	". Respectivement, 4"	"1273-1281"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_Legumes_082019_cle841c8f-1"	"tes ont entre 1 à 3"	"pucerons"	"à Grivillers (80) e"	"1345-1353"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_Legumes_082019_cle841c8f-1"	"-Richecourt (02) et"	"Puceron"	"ailé sur pois (UNIL"	"1421-1428"	"type=BIOAGRESSOR, $=puceron, form=Puceron"
"BSV_Legumes_082019_cle841c8f-1"	"% ont entre 3 à 10"	"pucerons"	"par plante sur la p"	"1497-1505"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_Legumes_082019_cle841c8f-1"	"tervention est de 5"	"pucerons"	"par extrémité de ti"	"1765-1773"	"type=BIOAGRESSOR, $=puceron, form=pucerons"
"BSV_Legumes_082019_cle841c8f-1"	"nt de la floraison."	"Mouche"	"des semis La mouche"	"1872-1878"	"type=BIOAGRESSOR, $=mouche, form=Mouche"
"BSV_Legumes_082019_cle841c8f-1"	"Mouche des semis La"	"mouche"	"des semis continue"	"1892-1898"	"type=BIOAGRESSOR, $=mouche, form=mouche"
"BSV_Legumes_082019_cle841c8f-1"	"ier les attaques de"	"mouche"	"se situe entre la l"	"2186-2192"	"type=BIOAGRESSOR, $=mouche, form=mouche"
