"bsv"	"context before"	"date"	"match"	"context after"	"location"	"features"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"t été observés : le"	"4 août"	""	", la température min"	"1768-1774"	"type=DD-MM, form=4 août"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ivalente à celle de"	"2003"	""	"en durée, et aussi"	"1940-1944"	"type=YYYY, form=2003"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"sévère que celle de"	"2006"	""	". La sécheresse s'es"	"1984-1988"	"type=YYYY, form=2006"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"blement jusqu'à fin"	"octobre"	""	". Les quelques épiso"	"2044-2051"	"type=MM, form=octobre"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"L'orage de grêle du"	"15 juillet"	""	"a été particulièrem"	"2186-2196"	"type=DD-MM, form=15 juillet"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"le niveau de dégâts"	"2018"	""	"(0=nul, 1= faible,"	"2316-2320"	"type=YYYY, form=2018"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ssion par rapport à"	"2017"	""	"Maladie des taches"	"2383-2387"	"type=YYYY, form=2017"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ilan Fruits à noyau"	"2018"	""	", région AURA, éditi"	"2608-2612"	"type=YYYY, form=2018"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"le niveau de dégâts"	"2018(0=nul"	""	", 1= faible, 2= moye"	"2718-2728"	"type=YYYY, form=2018(0=nul"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ssion par rapport à"	"2017"	""	"0 à 1 sur pêcher pr"	"2784-2788"	"type=YYYY, form=2017"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"le niveau de dégâts"	"2018(0=nul"	""	", 1= faible, 2= moye"	"3230-3240"	"type=YYYY, form=2018(0=nul"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ssion par rapport à"	"2017"	""	"Bactériose à pseudo"	"3296-3300"	"type=YYYY, form=2017"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"le niveau de dégâts"	"2018(0=nul"	""	", 1= faible, 2= moye"	"3572-3582"	"type=YYYY, form=2018(0=nul"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ssion par rapport à"	"2017"	""	"Cloque p. 14 1 à 2"	"3638-3642"	"type=YYYY, form=2017"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ilan Fruits à noyau"	"2018"	""	", région AURA, éditi"	"4007-4011"	"type=YYYY, form=2018"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"le niveau de dégâts"	"2018(0=nul"	""	", 1= faible, 2= moye"	"4100-4110"	"type=YYYY, form=2018(0=nul"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ssion par rapport à"	"2017"	""	"Moniliose fleurs et"	"4166-4170"	"type=YYYY, form=2017"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"le niveau de dégâts"	"2018(0=nul"	""	", 1= faible, 2= moye"	"4485-4495"	"type=YYYY, form=2018(0=nul"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ssion par rapport à"	"2017"	""	"Xylella fastidiosa"	"4551-4555"	"type=YYYY, form=2017"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"O ORANGERED"	"22 janvier"	""	"14 février"	"4882-4892"	"type=DD-MM, form=22 janvier"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"22 janvier"	"14 février"	""	"5 février 2"	"4897-4907"	"type=DD-MM, form=14 février"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"14 février"	"5 février"	""	"20 février"	"4912-4921"	"type=DD-MM, form=5 février"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"r 5 février"	"20 février"	""	"18 févrie"	"4926-4936"	"type=DD-MM, form=20 février"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"0 février"	"18 février"	""	"25 février"	"4947-4957"	"type=DD-MM, form=18 février"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"18 février"	"25 février"	""	"10 mars 7 m"	"4962-4972"	"type=DD-MM, form=25 février"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"25 février"	"10 mars"	""	"7 mars"	"4977-4984"	"type=DD-MM, form=10 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ier 10 mars"	"7 mars"	""	"20 févrie"	"4989-4995"	"type=DD-MM, form=7 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"7 mars"	"20 février"	""	"12 mars"	"5006-5016"	"type=DD-MM, form=20 février"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"0 février"	"12 mars"	""	"5 mars"	"5027-5034"	"type=DD-MM, form=12 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"12 mars"	"5 mars"	""	"27 février"	"5045-5051"	"type=DD-MM, form=5 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"5 mars"	"27 février"	""	"19 mars"	"5056-5066"	"type=DD-MM, form=27 février"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"7 février"	"19 mars"	""	"13 mars ORA"	"5077-5084"	"type=DD-MM, form=19 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"19 mars"	"13 mars"	""	"ORANGE DE PROVE"	"5089-5096"	"type=DD-MM, form=13 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"DE PROVENCE"	"6 mars"	""	"1er mars"	"5128-5134"	"type=DD-MM, form=6 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"6 mars 1er"	"mars"	""	"20 mars"	"5143-5147"	"type=MM, form=mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"1er mars"	"20 mars"	""	"10 mars BER"	"5158-5165"	"type=DD-MM, form=20 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"20 mars"	"10 mars"	""	"BERGERON"	"5170-5177"	"type=DD-MM, form=10 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"BERGERON"	"20 février"	""	"28 février"	"5199-5209"	"type=DD-MM, form=20 février"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"20 février"	"28 février"	""	"25 mars"	"5214-5224"	"type=DD-MM, form=28 février"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"8 février"	"25 mars"	""	"10 mars"	"5235-5242"	"type=DD-MM, form=25 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"25 mars"	"10 mars"	""	"26 février"	"5253-5260"	"type=DD-MM, form=10 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"10 mars"	"26 février"	""	"21 mars"	"5265-5275"	"type=DD-MM, form=26 février"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"6 février"	"21 mars"	""	"10 mars"	"5286-5293"	"type=DD-MM, form=21 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"21 mars"	"10 mars"	""	"8 mars"	"5298-5305"	"type=DD-MM, form=10 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"10 mars"	"8 mars"	""	"28 février"	"5316-5322"	"type=DD-MM, form=8 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"8 mars"	"28 février"	""	"22 mars"	"5327-5337"	"type=DD-MM, form=28 février"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"8 février"	"22 mars"	""	"19 mars"	"5348-5355"	"type=DD-MM, form=22 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"22 mars"	"19 mars"	""	"En italiq"	"5360-5367"	"type=DD-MM, form=19 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"En italique, dates"	"2017"	""	"Stade F2 Photos"	"5397-5401"	"type=YYYY, form=2017"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"DONRA Le gel de fin"	"février"	""	"a provoqué des dégâ"	"5445-5452"	"type=MM, form=février"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ilan Fruits à noyau"	"2018"	""	", région AURA, éditi"	"5619-5623"	"type=YYYY, form=2018"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"RING BRIGHT"	"26 février"	""	"26 février"	"5802-5812"	"type=DD-MM, form=26 février"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"26 février"	"26 février"	""	"5 mars"	"5817-5827"	"type=DD-MM, form=26 février"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"6 février"	"5 mars"	""	"20 mars Var"	"5838-5844"	"type=DD-MM, form=5 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"5 mars"	"20 mars"	""	"Variétés précoc"	"5849-5856"	"type=DD-MM, form=20 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ex : PATTY)"	"12 février"	""	"21 février"	"5899-5909"	"type=DD-MM, form=12 février"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"12 février"	"21 février"	""	"12 mars"	"5914-5924"	"type=DD-MM, form=21 février"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"1 février"	"12 mars"	""	"10 mars Sta"	"5935-5942"	"type=DD-MM, form=12 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"12 mars"	"10 mars"	""	"Stade F2 ONYX"	"5947-5954"	"type=DD-MM, form=10 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ade F2 ONYX"	"28 février"	""	"3 avril"	"5981-5991"	"type=DD-MM, form=28 février"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"8 février"	"3 avril"	""	"Variétés de sai"	"6002-6009"	"type=DD-MM, form=3 avril"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"WEET REINE)"	"25 février"	""	"25 février"	"6092-6102"	"type=DD-MM, form=25 février"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"25 février"	"25 février"	""	"24 mars"	"6107-6117"	"type=DD-MM, form=25 février"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"5 février"	"24 mars"	""	"11 mars"	"6128-6135"	"type=DD-MM, form=24 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"24 mars"	"11 mars"	""	"8 mars"	"6140-6147"	"type=DD-MM, form=11 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"11 mars"	"8 mars"	""	"28 février"	"6158-6164"	"type=DD-MM, form=8 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"8 mars"	"28 février"	""	"29 mars"	"6169-6179"	"type=DD-MM, form=28 février"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"8 février"	"29 mars"	""	"15 mars Pho"	"6190-6197"	"type=DD-MM, form=29 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"29 mars"	"15 mars"	""	"Photos FREDONRA"	"6202-6209"	"type=DD-MM, form=15 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"En italique, dates"	"2016"	""	"CERISIER Photos FRE"	"6249-6253"	"type=YYYY, form=2016"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"FOLFER"	"24 mars"	""	"10 mars"	"6408-6415"	"type=DD-MM, form=24 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"24 mars"	"10 mars"	""	"4 avril"	"6420-6427"	"type=DD-MM, form=10 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"10 mars"	"4 avril"	""	"17 mars"	"6438-6445"	"type=DD-MM, form=4 avril"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"4 avril"	"17 mars"	""	"26 mars"	"6450-6457"	"type=DD-MM, form=17 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"17 mars"	"26 mars"	""	"18 mars"	"6468-6475"	"type=DD-MM, form=26 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"26 mars"	"18 mars"	""	"10 avril"	"6480-6487"	"type=DD-MM, form=18 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"18 mars"	"10 avril"	""	"28 mars BUR"	"6498-6506"	"type=DD-MM, form=10 avril"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"10 avril"	"28 mars"	""	"BURLAT"	"6511-6518"	"type=DD-MM, form=28 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"BURLAT"	"30 mars"	""	"15 mars"	"6538-6545"	"type=DD-MM, form=30 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"30 mars"	"15 mars"	""	"7 avril"	"6550-6557"	"type=DD-MM, form=15 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"15 mars"	"7 avril"	""	"21 mars"	"6568-6575"	"type=DD-MM, form=7 avril"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"7 avril"	"21 mars"	""	"26 mars"	"6580-6587"	"type=DD-MM, form=21 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"21 mars"	"26 mars"	""	"18 mars"	"6598-6605"	"type=DD-MM, form=26 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"26 mars"	"18 mars"	""	"12 avril"	"6610-6617"	"type=DD-MM, form=18 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"18 mars"	"12 avril"	""	"30 mars"	"6628-6636"	"type=DD-MM, form=12 avril"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"12 avril"	"30 mars"	""	"Stade F2"	"6641-6648"	"type=DD-MM, form=30 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"REGINA"	"3 avril"	""	"19 mars"	"6687-6694"	"type=DD-MM, form=3 avril"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"3 avril"	"19 mars"	""	"9 avril"	"6699-6706"	"type=DD-MM, form=19 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"19 mars"	"9 avril"	""	"1 avril"	"6717-6724"	"type=DD-MM, form=9 avril"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"9 avril"	"1 avril"	""	"4 avril"	"6729-6736"	"type=DD-MM, form=1 avril"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"1 avril"	"4 avril"	""	"27 mars"	"6747-6754"	"type=DD-MM, form=4 avril"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"4 avril"	"27 mars"	""	"20 avril"	"6759-6766"	"type=DD-MM, form=27 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"27 mars"	"20 avril"	""	"3 avril"	"6777-6785"	"type=DD-MM, form=20 avril"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"20 avril"	"3 avril"	""	"En italiq"	"6790-6797"	"type=DD-MM, form=3 avril"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"En italique, dates"	"2017"	""	"PECHER-ABRICOTI"	"6827-6831"	"type=YYYY, form=2017"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"us importante qu'en"	"2017"	""	". Il n'y a pas eu de"	"7081-7085"	"type=YYYY, form=2017"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"er sont apparues le"	"22 mai"	""	", puis le 28 mai sur"	"7348-7354"	"type=DD-MM, form=22 mai"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"le 22 mai, puis le"	"28 mai"	""	"sur les fruits et o"	"7364-7370"	"type=DD-MM, form=28 mai"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ilan Fruits à noyau"	"2018"	""	", région AURA, éditi"	"7620-7624"	"type=YYYY, form=2018"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"étaient visibles le"	"19 mars"	""	"sur abricotier et l"	"8346-8353"	"type=DD-MM, form=19 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ur abricotier et le"	"26 mars"	""	"sur pêcher. De fin-"	"8375-8382"	"type=DD-MM, form=26 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"mars sur pêcher. De"	"fin-mars"	""	"à fin avril, 16 par"	"8398-8406"	"type=MM, form=fin-mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	". De fin-mars à fin"	"avril"	""	", 16 parcelles d'abr"	"8413-8418"	"type=MM, form=avril"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ilan Fruits à noyau"	"2018"	""	", région AURA, éditi"	"9985-9989"	"type=YYYY, form=2018"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ent l'inoculum pour"	"2019"	""	". TORDEUSE ORIENTALE"	"10161-10165"	"type=YYYY, form=2019"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"nt été observées le"	"26 mars"	""	"sur abricotier et s"	"10360-10367"	"type=DD-MM, form=26 mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"s'est étalé jusqu'à"	"mi-mai"	""	". Il a été suivi d'u"	"10479-10485"	"type=MM, form=mi-mai"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"a duré jusqu'à fin"	"juin"	""	"en Moyenne Vallée d"	"10543-10547"	"type=MM, form=juin"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ne et jusqu'à début"	"juillet"	""	"en Rhône-Loire. Plu"	"10592-10599"	"type=MM, form=juillet"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ncore observées fin"	"septembre"	""	"dans des pommes). L"	"10804-10813"	"type=MM, form=septembre"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"500 400 300 200 100"	"0
15-mars"	""	"22-mars 29-mars 05-"	"11212-11221"	"type=DD-MM, form=0
15-mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"0 200 100 0 15-mars"	"22-mars 29-mars"	""	"05-avr 12-avr 19-av"	"11222-11237"	"type=DD-MM, form=22-mars 29-mars"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ars 22-mars 29-mars"	"05-avr 12-avr"	""	"19-avr 26-avr 03-ma"	"11238-11251"	"type=DD-MM, form=05-avr 12-avr"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"5-avr 12-avr 19-avr"	"26-avr 03-mai"	""	"10-mai 17-mai 24-ma"	"11259-11272"	"type=DD-MM, form=26-avr 03-mai"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"9-avr 26-avr 03-mai"	"10-mai 17-mai"	""	"24-mai 31-mai 07-ju"	"11273-11286"	"type=DD-MM, form=10-mai 17-mai"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"3-mai 10-mai 17-mai"	"24-mai 31-mai"	""	"07-juin 14-juin 21-"	"11287-11300"	"type=DD-MM, form=24-mai 31-mai"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"7-mai 24-mai 31-mai"	"07-juin 14-juin"	""	"21-juin 28-juin 05-"	"11301-11316"	"type=DD-MM, form=07-juin 14-juin"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"mai 07-juin 14-juin"	"21-juin 28-juin"	""	"05-juil 12-juil 19-"	"11317-11332"	"type=DD-MM, form=21-juin 28-juin"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"uin 21-juin 28-juin"	"05-juil 12-juil"	""	"19-juil 26-juil 02-"	"11333-11348"	"type=DD-MM, form=05-juil 12-juil"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"uil 12-juil 19-juil"	"26-juil 02-août"	""	"09-août 16-août 23-"	"11357-11372"	"type=DD-MM, form=26-juil 02-août"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"uil 26-juil 02-août"	"09-août 16-août"	""	"23-août 30-août 06-"	"11373-11388"	"type=DD-MM, form=09-août 16-août"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"oût 09-août 16-août"	"23-août 30-août"	""	"06-sept 13-sept 20-"	"11389-11404"	"type=DD-MM, form=23-août 30-août"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ept 13-sept 20-sept"	"27-sept
2014"	""	"(30 pièges) 2017 (3"	"11429-11441"	"type=DD-MM, form=27-sept
2014"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"pt 2014 (30 pièges)"	"2017"	""	"(39 pièges) 2015 (3"	"11454-11458"	"type=YYYY, form=2017"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"s) 2017 (39 pièges)"	"2015"	""	"(30 pièges) 2018 (3"	"11471-11475"	"type=YYYY, form=2015"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"s) 2015 (30 pièges)"	"2018"	""	"(36 pièges) 2016 (3"	"11488-11492"	"type=YYYY, form=2018"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"s) 2018 (36 pièges)"	"2016"	""	"(31 pièges) Evolut"	"11505-11509"	"type=YYYY, form=2016"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"es par le modèle en"	"2018"	""	"pour différents sta"	"11788-11792"	"type=YYYY, form=2018"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ZP 1er"	"avril"	""	"21 avril"	"12170-12175"	"type=MM, form=avril"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"1er avril"	"21 avril"	""	"10 mai"	"12186-12194"	"type=DD-MM, form=21 avril"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"21 avril"	"10 mai"	""	"27 mai"	"12205-12211"	"type=DD-MM, form=10 mai"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"10 mai"	"27 mai"	""	"09 juin"	"12222-12228"	"type=DD-MM, form=27 mai"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"27 mai"	"09 juin"	""	"20 juin"	"12239-12246"	"type=DD-MM, form=09 juin"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"09 juin"	"20 juin"	""	"ZM"	"12257-12264"	"type=DD-MM, form=20 juin"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ZM"	"5 avril"	""	"22 avril"	"12288-12295"	"type=DD-MM, form=5 avril"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"5 avril"	"22 avril"	""	"16 mai"	"12306-12314"	"type=DD-MM, form=22 avril"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"22 avril"	"16 mai"	""	"30 mai"	"12325-12331"	"type=DD-MM, form=16 mai"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"16 mai"	"30 mai"	""	"11 juin"	"12342-12348"	"type=DD-MM, form=30 mai"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"30 mai"	"11 juin"	""	"24 juin"	"12359-12366"	"type=DD-MM, form=11 juin"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"11 juin"	"24 juin"	""	"ZT"	"12377-12384"	"type=DD-MM, form=24 juin"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ZT"	"12 avril"	""	"24 avril"	"12408-12416"	"type=DD-MM, form=12 avril"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"12 avril"	"24 avril"	""	"20 mai"	"12427-12435"	"type=DD-MM, form=24 avril"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"24 avril"	"20 mai"	""	"4 juin"	"12446-12452"	"type=DD-MM, form=20 mai"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"20 mai"	"4 juin"	""	"ZP"	"12463-12469"	"type=DD-MM, form=4 juin"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ZP"	"9 avril"	""	"25 avril"	"12493-12500"	"type=DD-MM, form=9 avril"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"9 avril"	"25 avril"	""	"22 mai"	"12511-12519"	"type=DD-MM, form=25 avril"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"25 avril"	"22 mai"	""	"5 juin"	"12530-12536"	"type=DD-MM, form=22 mai"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"22 mai"	"5 juin"	""	"Rhône-Loi"	"12547-12553"	"type=DD-MM, form=5 juin"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ZM"	"13 avril"	""	"28 avril"	"12599-12607"	"type=DD-MM, form=13 avril"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"13 avril"	"28 avril"	""	"25 mai"	"12618-12626"	"type=DD-MM, form=28 avril"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"28 avril"	"25 mai"	""	"12 juin"	"12637-12643"	"type=DD-MM, form=25 mai"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"25 mai"	"12 juin"	""	"28 juin"	"12654-12661"	"type=DD-MM, form=12 juin"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"12 juin"	"28 juin"	""	"14 juin"	"12672-12679"	"type=DD-MM, form=28 juin"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"28 juin"	"14 juin"	""	"30 juin"	"12690-12697"	"type=DD-MM, form=14 juin"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"14 juin"	"30 juin"	""	"10 juin"	"12708-12715"	"type=DD-MM, form=30 juin"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"30 juin"	"10 juin"	""	"19 juin"	"12726-12733"	"type=DD-MM, form=10 juin"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"10 juin"	"19 juin"	""	"2 juillet"	"12744-12751"	"type=DD-MM, form=19 juin"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"19 juin"	"2 juillet"	""	"ZT"	"12762-12771"	"type=DD-MM, form=2 juillet"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ZT"	"16 avril"	""	"4 mai"	"12795-12803"	"type=DD-MM, form=16 avril"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"16 avril"	"4 mai"	""	"27 mai"	"12814-12819"	"type=DD-MM, form=4 mai"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"4 mai"	"27 mai"	""	"12 juin"	"12830-12836"	"type=DD-MM, form=27 mai"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"27 mai"	"12 juin"	""	"24 juin"	"12847-12854"	"type=DD-MM, form=12 juin"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"12 juin"	"24 juin"	""	"6 juillet"	"12865-12872"	"type=DD-MM, form=24 juin"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"24 juin"	"6 juillet"	""	"vol confirmé d"	"12883-12892"	"type=DD-MM, form=6 juillet"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ilan Fruits à noyau"	"2018"	""	", région AURA, éditi"	"13022-13026"	"type=YYYY, form=2018"
