"bsv"	"context before"	"deseases"	"context after"	"location"	"features"
"BSV_Arboriculture-Fruits_transformes__Bretagne-Normandie-Pays_de_la_Loire_no15_du_17-06-2020_cle0d4baf"	"sance de la maladie"	"L'oïdium"	"est une maladie fon"	"2979-2987"	"type=DESEASE, form=L'oïdium"
"BSV_Arboriculture-Fruits_transformes__Bretagne-Normandie-Pays_de_la_Loire_no15_du_17-06-2020_cle0d4baf"	"contamination, mais"	"l'oïdium"	"perd sa faculté de"	"3138-3146"	"type=DESEASE, form=l'oïdium"
"BSV_Arboriculture-Fruits_transformes__Bretagne-Normandie-Pays_de_la_Loire_no15_du_17-06-2020_cle0d4baf"	"en milieu liquide."	"L'oïdium"	"n'aime pas la pluie"	"3216-3224"	"type=DESEASE, form=L'oïdium"
"BSV_Arboriculture-Fruits_transformes__Bretagne-Normandie-Pays_de_la_Loire_no15_du_17-06-2020_cle0d4baf"	"risque vis-à-vis de"	"l'oïdium"	", car les jeunes feu"	"3379-3387"	"type=DESEASE, form=l'oïdium"
"BSV_Arboriculture-Fruits_transformes__Bretagne-Normandie-Pays_de_la_Loire_no15_du_17-06-2020_cle0d4baf"	"ayant un historique"	"oïdium"	"et selon la sensibi"	"3516-3522"	"type=DESEASE, form=oïdium"
"BSV_Arboriculture-Fruits_transformes__Bretagne-Normandie-Pays_de_la_Loire_no15_du_17-06-2020_cle0d4baf"	"aux contaminations"	"d'oïdium"	"et nous sommes en p"	"3906-3914"	"type=DESEASE, form=d'oïdium"
"BSV_Arboriculture-Fruits_transformes__Bretagne-Normandie-Pays_de_la_Loire_no_17_du_26-06-2018_cle861251"	"s sèches annoncées."	"Oïdium"	"Pas de nouveau cas"	"2088-2094"	"type=DESEASE, form=Oïdium"
"BSV_Arboriculture-Fruits_transformes__Bretagne-Normandie-Pays_de_la_Loire_no_17_du_26-06-2018_cle861251"	"Pas de nouveau cas"	"d'oïdium"	"cette semaine. Dans"	"2114-2122"	"type=DESEASE, form=d'oïdium"
"BSV_Arboriculture-Fruits_transformes__Bretagne-Normandie-Pays_de_la_Loire_no_17_du_26-06-2018_cle861251"	"de nombreux dégâts"	"d'oïdium"	"sont notés notammen"	"2181-2189"	"type=DESEASE, form=d'oïdium"
"BSV_Arboriculture-Fruits_transformes__Bretagne-Normandie-Pays_de_la_Loire_no_17_du_26-06-2018_cle861251"	"sance de la maladie"	"L'oïdium"	"est une maladie fon"	"2418-2426"	"type=DESEASE, form=L'oïdium"
"BSV_Arboriculture-Fruits_transformes__Bretagne-Normandie-Pays_de_la_Loire_no_17_du_26-06-2018_cle861251"	"contamination, mais"	"l'oïdium"	"perd sa faculté de"	"2577-2585"	"type=DESEASE, form=l'oïdium"
"BSV_Arboriculture-Fruits_transformes__Bretagne-Normandie-Pays_de_la_Loire_no_17_du_26-06-2018_cle861251"	"en milieu liquide."	"L'oïdium"	"n'aime pas la pluie"	"2655-2663"	"type=DESEASE, form=L'oïdium"
"BSV_Arboriculture-Fruits_transformes__Bretagne-Normandie-Pays_de_la_Loire_no_17_du_26-06-2018_cle861251"	"s entre 10 et 20°C."	"Oïdium"	"sur pousse Agro ing"	"2759-2765"	"type=DESEASE, form=Oïdium"
"BSV_Arboriculture-Fruits_transformes__Bretagne-Normandie-Pays_de_la_Loire_no_17_du_26-06-2018_cle861251"	"tiques favorables à"	"l'oïdium"	": des températures"	"3253-3261"	"type=DESEASE, form=l'oïdium"
"BSV_Arboriculture-Fruits_transformes__Bretagne-Normandie-Pays_de_la_Loire_no_17_du_26-06-2018_cle861251"	"semaine. Le risque"	"oïdium"	"est fonction de l'h"	"3363-3369"	"type=DESEASE, form=oïdium"
"BSV_Arboriculture-Fruits_transformes__Bretagne-Normandie-Pays_de_la_Loire_no_17_du_26-06-2018_cle861251"	"ibles à une attaque"	"d'oïdium"	". Feu bactérien Les"	"3502-3510"	"type=DESEASE, form=d'oïdium"
"BSV_Arboriculture_3_24_fevrier_2020-2-2_cle83ae58"	"à risque en cours ;"	"Thrips"	": présence constaté"	"153-159"	"type=DESEASE, form=Thrips"
"BSV_Arboriculture_3_24_fevrier_2020-2-2_cle83ae58"	"ique des parcelles."	"Thrips"	"- Thrips meridional"	"5638-5644"	"type=DESEASE, form=Thrips"
"BSV_Arboriculture_3_24_fevrier_2020-2-2_cle83ae58"	"parcelles. Thrips -"	"Thrips"	"meridionalis Observ"	"5647-5653"	"type=DESEASE, form=Thrips"
"BSV_Arboriculture_3_24_fevrier_2020-2-2_cle83ae58"	"uent la présence de"	"thrips"	"mais à un niveau fa"	"5797-5803"	"type=DESEASE, form=thrips"
"BSV_Arboriculture_4_14mars2017_cle063599"	"; pas de symptômes"	"observésThrips"	": présence constaté"	"786-800"	"type=DESEASE, form=observésThrips"
"BSV_Arboriculture_4_14mars2017_cle063599"	"ncement végétatif."	"Thrips"	"meridionalis Observ"	"2355-2361"	"type=DESEASE, form=Thrips"
"BSV_Betteraves_du_22_juillet_2020_cle8647db"	"cercosporiose et de"	"rouille"	"Parcelles"	"369-376"	"type=DESEASE, form=rouille"
"BSV_Betteraves_du_22_juillet_2020_cle8647db"	"s : des pucerons et"	"sitones"	"sont encore observé"	"1998-2005"	"type=DESEASE, form=sitones"
"BSV_Betteraves_du_22_juillet_2020_cle8647db"	"ces d'apparition de"	"rouille"	"évoluent ponctuelle"	"3560-3567"	"type=DESEASE, form=rouille"
"BSV_Betteraves_du_22_juillet_2020_cle8647db"	"il T4 cercosporiose"	"rouille"	"2 ou 3 mala"	"4030-4037"	"type=DESEASE, form=rouille"
"BSV_Betteraves_du_22_juillet_2020_cle8647db"	"virulence)."	"oïdium"	"cercospor"	"4598-4604"	"type=DESEASE, form=oïdium"
"BSV_Betteraves_du_22_juillet_2020_cle8647db"	"osporiose"	"rouille"	"ramulario"	"4639-4646"	"type=DESEASE, form=rouille"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"té particulièrement"	"froid"	", après un mois de j"	"719-724"	"type=DESEASE, form=froid"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"normale. Un pic de"	"froid"	"tardif a été enregi"	"787-792"	"type=DESEASE, form=froid"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"aine avec un pic de"	"froid"	"du 19 au 24 mars. L"	"1213-1218"	"type=DESEASE, form=froid"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"domonas p. 11 1 à 3"	"Oïdium"	"p. 11 1 Rouille du"	"3338-3344"	"type=DESEASE, form=Oïdium"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"à 3 Oïdium p. 11 1"	"Rouille"	"du prunier p. 11 0"	"3353-3360"	"type=DESEASE, form=Rouille"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"en MVR 0 à 1 en RL"	"Oïdium"	"sur fruits p. 15 0"	"3732-3738"	"type=DESEASE, form=Oïdium"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"fruits p. 15 0 à 1"	"Oïdium"	"sur pousse p. 15 0"	"3762-3768"	"type=DESEASE, form=Oïdium"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"erons verts p. 16 1"	"Thrips"	"meridionalis p. 16"	"3877-3883"	"type=DESEASE, form=Thrips"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"p. 16 0 à 1 en MVR"	"Thrips"	"californien p. 16 0"	"3916-3922"	"type=DESEASE, form=Thrips"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"NRA Photo FREDONRA"	"OÏDIUM"	"DE TRIDACTYLA L'ABR"	"24335-24341"	"type=DESEASE, form=OÏDIUM"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"tique à la récolte."	"ROUILLE"	"DU PRUNIER-TRANZSCH"	"24599-24606"	"type=DESEASE, form=ROUILLE"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"A PRUNI-SPINOSAE La"	"rouille"	"du prunier (princip"	"24649-24656"	"type=DESEASE, form=rouille"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"e, les symptômes de"	"rouille"	"ont été observés su"	"25161-25168"	"type=DESEASE, form=rouille"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"pu être maitrisés."	"THRIPS"	"Ces insectes sont p"	"35746-35752"	"type=DESEASE, form=THRIPS"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"e Serre Des adultes"	"Thrips"	"meridionalis, ont é"	"35904-35910"	"type=DESEASE, form=Thrips"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"iche et humide, ces"	"thrips"	"ont été plus fréque"	"36231-36237"	"type=DESEASE, form=thrips"
"BSV_Bilan_Fruits_a_noyau_2018_cle888e1e"	"ts, la recherche du"	"thrips"	"Frankliniella occid"	"36386-36392"	"type=DESEASE, form=thrips"
"BSV_Cassis_n_05_du_10_mai_2012_cle09e263"	"ntaminations élevé."	"Oïdium"	"Globalement, la sit"	"4075-4081"	"type=DESEASE, form=Oïdium"
"BSV_Cereales_paille_14_cle09e79d"	"Lien vers la fiche"	"Piétin"	"Verse Contexte d'ob"	"3190-3196"	"type=DESEASE, form=Piétin"
"BSV_Cereales_paille_14_cle09e79d"	"nt des symptômes de"	"piétin"	"verse (1 à 5% de ti"	"3289-3295"	"type=DESEASE, form=piétin"
"BSV_Cereales_paille_14_cle09e79d"	"d'octobre 2016. Le"	"piétin"	"verse n'a pas progr"	"3399-3405"	"type=DESEASE, form=piétin"
"BSV_Cereales_paille_14_cle09e79d"	"otection spécifique"	"piétin"	"verse. Seuil indica"	"3812-3818"	"type=DESEASE, form=piétin"
"BSV_Cereales_paille_14_cle09e79d"	"stimation du risque"	"piétin"	"verse est largement"	"4280-4286"	"type=DESEASE, form=piétin"
"BSV_Cereales_paille_14_cle09e79d"	"valuation du risque"	"piétin"	"verse en Annexe) et"	"4399-4405"	"type=DESEASE, form=piétin"
"BSV_Cereales_paille_14_cle09e79d"	"le développement du"	"piétin"	"verse est réalisée"	"4565-4571"	"type=DESEASE, form=piétin"
"BSV_Cereales_paille_14_cle09e79d"	"que d'apparition du"	"piétin"	"verse n'évoluera pl"	"4764-4770"	"type=DESEASE, form=piétin"
"BSV_Cereales_paille_14_cle09e79d"	"ales à paille N° 13"	"ROUILLE"	"J AUNE Lien vers la"	"6606-6613"	"type=DESEASE, form=ROUILLE"
"BSV_Cereales_paille_14_cle09e79d"	"Lien vers la fiche"	"Rouille"	"Jaune Contexte d'ob"	"6640-6647"	"type=DESEASE, form=Rouille"
"BSV_Cereales_paille_14_cle09e79d"	"ale de symptômes de"	"rouille"	"jaune. Hors réseau,"	"6733-6740"	"type=DESEASE, form=rouille"
"BSV_Cereales_paille_14_cle09e79d"	"mes. Dans le 37, la"	"rouille"	"jaune a aussi été d"	"6877-6884"	"type=DESEASE, form=rouille"
"BSV_Cereales_paille_14_cle09e79d"	"tion : les races de"	"rouille"	"jaune peuvent évolu"	"7275-7282"	"type=DESEASE, form=rouille"
"BSV_Cereales_paille_14_cle09e79d"	"eiller en priorité."	"OÏDIUM"	"Lien vers la fiche"	"8118-8124"	"type=DESEASE, form=OÏDIUM"
"BSV_Cereales_paille_14_cle09e79d"	"Lien vers la fiche"	"Oïdium"	"Contexte d'observat"	"8144-8150"	"type=DESEASE, form=Oïdium"
"BSV_Cereales_paille_14_cle09e79d"	"ntent des symptômes"	"d'oïdium"	". 5 d'entre elles so"	"8234-8242"	"type=DESEASE, form=d'oïdium"
"BSV_Cereales_paille_14_cle09e79d"	"en Sologne. Même si"	"l'oïdium"	"a légèrement progre"	"8623-8631"	"type=DESEASE, form=l'oïdium"
"BSV_Cereales_paille_14_cle09e79d"	"ales à paille N° 13"	"ROUILLE"	"B RUNE Lien vers la"	"13552-13559"	"type=DESEASE, form=ROUILLE"
"BSV_Cereales_paille_14_cle09e79d"	"Lien vers la fiche"	"Rouille"	"Brune Contexte d'ob"	"13586-13593"	"type=DESEASE, form=Rouille"
"BSV_Cereales_paille_14_cle09e79d"	"n. Des symptômes de"	"rouille"	"brune ont aussi été"	"13892-13899"	"type=DESEASE, form=rouille"
"BSV_Cereales_paille_14_cle09e79d"	"pas favorables à la"	"rouille"	"brune : le risque n"	"14439-14446"	"type=DESEASE, form=rouille"
"BSV_Cereales_paille_14_cle09e79d"	"ES Des symptômes de"	"fusariose"	"ont été détectés su"	"14657-14666"	"type=DESEASE, form=fusariose"
"BSV_Cereales_paille_14_cle09e79d"	"e. Des symptômes de"	"rhizoctone"	"(2 à 5% de tiges at"	"14872-14882"	"type=DESEASE, form=rhizoctone"
"BSV_Cereales_paille_14_cle09e79d"	"Lien vers la fiche"	"Piétin"	"Verse Contexte d'ob"	"15731-15737"	"type=DESEASE, form=Piétin"
"BSV_Cereales_paille_14_cle09e79d"	"nt des symptômes de"	"piétin"	"verse et toutes son"	"15829-15835"	"type=DESEASE, form=piétin"
"BSV_Cereales_paille_14_cle09e79d"	"stimation du risque"	"piétin"	"verse est largement"	"17417-17423"	"type=DESEASE, form=piétin"
"BSV_Cereales_paille_14_cle09e79d"	"le développement du"	"piétin"	"verse est réalisée"	"17644-17650"	"type=DESEASE, form=piétin"
"BSV_Cereales_paille_14_cle09e79d"	"partie blé tendre)."	"ROUILLE"	"J AUNE Lien vers la"	"17716-17723"	"type=DESEASE, form=ROUILLE"
"BSV_Cereales_paille_14_cle09e79d"	"Lien vers la fiche"	"Rouille"	"Jaune Contexte d'ob"	"17750-17757"	"type=DESEASE, form=Rouille"
"BSV_Cereales_paille_14_cle09e79d"	"nte de symptômes de"	"rouille"	"jaune. Hors réseau,"	"17984-17991"	"type=DESEASE, form=rouille"
"BSV_Cereales_paille_14_cle09e79d"	"oissance des orges."	"OÏDIUM"	"Lien vers la fiche"	"20686-20692"	"type=DESEASE, form=OÏDIUM"
"BSV_Cereales_paille_14_cle09e79d"	"Lien vers la fiche"	"Oïdium"	"Contexte d'observat"	"20712-20718"	"type=DESEASE, form=Oïdium"
"BSV_Cereales_paille_14_cle09e79d"	"ntent des symptômes"	"d'oïdium"	". Variétés sensibles"	"20804-20812"	"type=DESEASE, form=d'oïdium"
"BSV_Cereales_paille_14_cle09e79d"	"feuilles touchées."	"L'oïdium"	"n'a pas progressé s"	"21101-21109"	"type=DESEASE, form=L'oïdium"
"BSV_Cereales_paille_14_cle09e79d"	"variétés sensibles."	"RHYNCHOSPORIOSE"	"Lien vers la fiche"	"22077-22092"	"type=DESEASE, form=RHYNCHOSPORIOSE"
"BSV_Cereales_paille_14_cle09e79d"	"Lien vers la fiche"	"Rhynchosporiose"	"Contexte d'observat"	"22112-22127"	"type=DESEASE, form=Rhynchosporiose"
"BSV_Cereales_paille_14_cle09e79d"	"es F3 du moment. La"	"rhynchosporiose"	"a donc très légèrem"	"23300-23315"	"type=DESEASE, form=rhynchosporiose"
"BSV_Cereales_paille_14_cle09e79d"	"les plus sensibles"	"HELMINTHOSPORIOSE"	"Lien vers la fiche"	"24287-24304"	"type=DESEASE, form=HELMINTHOSPORIOSE"
"BSV_Cereales_paille_14_cle09e79d"	"Lien vers la fiche"	"Helminthosporiose"	"Contexte d'observat"	"24324-24341"	"type=DESEASE, form=Helminthosporiose"
"BSV_Cereales_paille_14_cle09e79d"	"les plus sensibles."	"ROUILLE"	"NAINE Lien vers la"	"25400-25407"	"type=DESEASE, form=ROUILLE"
"BSV_Cereales_paille_14_cle09e79d"	"Lien vers la fiche"	"Rouille"	"naine Contexte d'ob"	"25433-25440"	"type=DESEASE, form=Rouille"
"BSV_Cereales_paille_14_cle09e79d"	"es F3 du moment. La"	"rouille"	"a très légèrement p"	"25841-25848"	"type=DESEASE, form=rouille"
"BSV_Cereales_paille_14_cle09e79d"	"pas favorables à la"	"rouille"	"naine : le risque n"	"27122-27129"	"type=DESEASE, form=rouille"
"BSV_Cereales_paille_14_cle09e79d"	"Z55) Floraison(Z65)"	"Rhynchosporiose"	"Helminthsporiose Ro"	"28808-28823"	"type=DESEASE, form=Rhynchosporiose"
"BSV_Cereales_paille_14_cle09e79d"	"se Helminthsporiose"	"Rouille"	"Naine Grillures Ram"	"28841-28848"	"type=DESEASE, form=Rouille"
"BSV_Cereales_paille_14_cle09e79d"	"ales à paille N° 13"	"Piétin"	"Verse Stades d'appa"	"29710-29716"	"type=DESEASE, form=Piétin"
"BSV_Cereales_paille_14_cle09e79d"	"stimation du risque"	"piétin"	"verse est largement"	"31542-31548"	"type=DESEASE, form=piétin"
"BSV_Cereales_paille_14_cle09e79d"	"otection spécifique"	"piétin"	"verse. Grille natio"	"32039-32045"	"type=DESEASE, form=piétin"
"BSV_Cereales_paille_14_cle09e79d"	"valuation du risque"	"piétin"	"verse avec prise en"	"32093-32099"	"type=DESEASE, form=piétin"
"BSV_Cereales_paille_14_cle09e79d"	"és de blé tendre au"	"piétin"	"verse Les variétés"	"33316-33322"	"type=DESEASE, form=piétin"
"BSV_Cereales_paille_14_cle09e79d"	"traitement. Retour"	"Piétin"	"verse Blé tendre Pi"	"33434-33440"	"type=DESEASE, form=Piétin"
"BSV_Cereales_paille_14_cle09e79d"	"in verse Blé tendre"	"Piétin"	"verse Blé dur Direc"	"33458-33464"	"type=DESEASE, form=Piétin"
"BSV_Cereales_paille_14_cle09e79d"	"ales à paille N° 13"	"Oïdium"	"Stades d'apparition"	"34284-34290"	"type=DESEASE, form=Oïdium"
"BSV_Cereales_paille_14_cle09e79d"	"tés de blé tendre à"	"l'oïdium"	"L'oïdium n'est plus"	"36493-36501"	"type=DESEASE, form=l'oïdium"
"BSV_Cereales_paille_14_cle09e79d"	"é tendre à l'oïdium"	"L'oïdium"	"n'est plus une mala"	"36502-36510"	"type=DESEASE, form=L'oïdium"
"BSV_Cereales_paille_14_cle09e79d"	"es existent. Retour"	"Oïdium"	"Blé tendre Echelle"	"36621-36627"	"type=DESEASE, form=Oïdium"
"BSV_Cereales_paille_14_cle09e79d"	"riétés de blé dur à"	"l'oïdium"	"L'oïdium n'est pas"	"36690-36698"	"type=DESEASE, form=l'oïdium"
"BSV_Cereales_paille_14_cle09e79d"	"blé dur à l'oïdium"	"L'oïdium"	"n'est pas une malad"	"36699-36707"	"type=DESEASE, form=L'oïdium"
"BSV_Cereales_paille_14_cle09e79d"	"sont peu marquées."	"L'oïdium"	"est très lié à un e"	"36812-36820"	"type=DESEASE, form=L'oïdium"
"BSV_Cereales_paille_14_cle09e79d"	"végétation. Retour"	"Oïdium"	"Blé dur Directeur d"	"36897-36903"	"type=DESEASE, form=Oïdium"
"BSV_Cereales_paille_14_cle09e79d"	"de l'orge d'hiver à"	"l'oïdium"	"Retour Oïdium orge"	"37775-37783"	"type=DESEASE, form=l'oïdium"
"BSV_Cereales_paille_14_cle09e79d"	"r à l'oïdium Retour"	"Oïdium"	"orge d'hiver Echell"	"37791-37797"	"type=DESEASE, form=Oïdium"
"BSV_Cereales_paille_14_cle09e79d"	"orge de printemps à"	"l'oïdium"	"Directeur de public"	"37874-37882"	"type=DESEASE, form=l'oïdium"
"BSV_Cereales_paille_14_cle09e79d"	"ales à paille N° 13"	"Rouille"	"Jaune Stades d'appa"	"43901-43908"	"type=DESEASE, form=Rouille"
"BSV_Cereales_paille_14_cle09e79d"	"de résistances à la"	"rouille"	"jaune existent : Ce"	"46469-46476"	"type=DESEASE, form=rouille"
"BSV_Cereales_paille_14_cle09e79d"	"de blé tendre à la"	"rouille"	"jaune Retour Rouill"	"47463-47470"	"type=DESEASE, form=rouille"
"BSV_Cereales_paille_14_cle09e79d"	"ouille jaune Retour"	"Rouille"	"Jaune Blé tendre Ro"	"47484-47491"	"type=DESEASE, form=Rouille"
"BSV_Cereales_paille_14_cle09e79d"	"le Jaune Blé tendre"	"Rouille"	"Jaune Blé dur Direc"	"47509-47516"	"type=DESEASE, form=Rouille"
"BSV_Cereales_paille_14_cle09e79d"	"tés de blé dur à la"	"rouille"	"jaune Retour Rouill"	"48390-48397"	"type=DESEASE, form=rouille"
"BSV_Cereales_paille_14_cle09e79d"	"ouille jaune Retour"	"Rouille"	"Jaune Blé dur Direc"	"48411-48418"	"type=DESEASE, form=Rouille"
"BSV_Cereales_paille_14_cle09e79d"	"ales à paille N° 13"	"Rouille"	"Brune Stades d'appa"	"49238-49245"	"type=DESEASE, form=Rouille"
"BSV_Cereales_paille_14_cle09e79d"	"de blé tendre à la"	"rouille"	"brune Les populatio"	"51504-51511"	"type=DESEASE, form=rouille"
"BSV_Cereales_paille_14_cle09e79d"	"Les populations de"	"rouille"	"brune sont en const"	"51537-51544"	"type=DESEASE, form=rouille"
"BSV_Cereales_paille_14_cle09e79d"	"tés de blé dur à la"	"rouille"	"brune Les plus rési"	"52840-52847"	"type=DESEASE, form=rouille"
"BSV_Cereales_paille_14_cle09e79d"	"2.5 2 1.5 Retour 1"	"Rouille"	"Brune Blé tendre Ro"	"53399-53406"	"type=DESEASE, form=Rouille"
"BSV_Cereales_paille_14_cle09e79d"	"le Brune Blé tendre"	"Rouille"	"Brune Blé dur Les p"	"53424-53431"	"type=DESEASE, form=Rouille"
"BSV_Cereales_paille_14_cle09e79d"	"ales à paille N° 13"	"Rhynchosporiose"	"Stades d'apparition"	"54319-54334"	"type=DESEASE, form=Rhynchosporiose"
"BSV_Cereales_paille_14_cle09e79d"	"d'orge d'hiver à la"	"rhynchosporiose"	"Retour Rhynchospori"	"56326-56341"	"type=DESEASE, form=rhynchosporiose"
"BSV_Cereales_paille_14_cle09e79d"	"nchosporiose Retour"	"Rhynchosporiose"	"Orge d'hiver Echell"	"56349-56364"	"type=DESEASE, form=Rhynchosporiose"
"BSV_Cereales_paille_14_cle09e79d"	"e de printemps à la"	"rhynchosporiose"	"Directeur de public"	"56441-56456"	"type=DESEASE, form=rhynchosporiose"
"BSV_Cereales_paille_14_cle09e79d"	"ales à paille N° 13"	"Helminthosporiose"	"Stades d'apparition"	"57262-57279"	"type=DESEASE, form=Helminthosporiose"
"BSV_Cereales_paille_14_cle09e79d"	"és d'orge d'hiver à"	"l'helminthosporiose"	"Retour Helminthospo"	"59174-59193"	"type=DESEASE, form=l'helminthosporiose"
"BSV_Cereales_paille_14_cle09e79d"	"nthosporiose Retour"	"Helminthosporiose"	"Orge d'hiver Direct"	"59201-59218"	"type=DESEASE, form=Helminthosporiose"
"BSV_Cereales_paille_14_cle09e79d"	"ales à paille N° 13"	"Rouille"	"Naine Stades d'appa"	"60037-60044"	"type=DESEASE, form=Rouille"
"BSV_Cereales_paille_14_cle09e79d"	"d'orge d'hiver à la"	"rouille"	"naine Retour Rouill"	"62029-62036"	"type=DESEASE, form=rouille"
"BSV_Cereales_paille_14_cle09e79d"	"ouille naine Retour"	"Rouille"	"Naine Orge d'hiver"	"62050-62057"	"type=DESEASE, form=Rouille"
"BSV_Cereales_paille_14_cle09e79d"	"e de printemps à la"	"rouille"	"naine Retour Source"	"62140-62147"	"type=DESEASE, form=rouille"
"BSV_Cereales_paille_14_cle09e79d"	"ls, Arvalis et CTPS"	"Rouille"	"Naine Orge de print"	"62207-62214"	"type=DESEASE, form=Rouille"
"BSV_Colza_no08-05avril18_cle866147"	"notamment, vague de"	"froid"	"tardive). La gravit"	"8385-8390"	"type=DESEASE, form=froid"
"BSV_Colza_no25-14nov_cle0f148b"	"s'avère ne pas être"	"froid"	", les dégâts en sort"	"3618-3623"	"type=DESEASE, form=froid"
"BSV_FR_08_13082019_cle8c5d91"	"bles en plein champ."	"Oïdium"	": nombre de parcell"	"404-410"	"type=DESEASE, form=Oïdium"
"BSV_FR_08_13082019_cle8c5d91"	"nditions favorables."	"Thrips"	": populations varia"	"798-804"	"type=DESEASE, form=Thrips"
"BSV_FR_08_13082019_cle8c5d91"	"Cécile BENOIST) 1"	"Oïdium"	"Situation sur le te"	"2035-2041"	"type=DESEASE, form=Oïdium"
"BSV_FR_08_13082019_cle8c5d91"	"rrain Des symptômes"	"d'oïdium"	"ont été observés (s"	"2081-2089"	"type=DESEASE, form=d'oïdium"
"BSV_FR_08_13082019_cle8c5d91"	"e supérieure à 70%."	"Oïdium"	"sur fruit (photo :"	"2537-2543"	"type=DESEASE, form=Oïdium"
"BSV_FR_08_13082019_cle8c5d91"	"Cécile Benoist) 3"	"Thrips"	"Situation sur le te"	"7489-7495"	"type=DESEASE, form=Thrips"
"BSV_FR_08_13082019_cle8c5d91"	"sur lesquelles des"	"thrips"	"sont observés alors"	"7737-7743"	"type=DESEASE, form=thrips"
"BSV_FR_08_13082019_cle8c5d91"	"us d'une dizaine de"	"thrips"	"par fleur. Dans ces"	"7864-7870"	"type=DESEASE, form=thrips"
"BSV_FR_08_13082019_cle8c5d91"	"e ravageur est de 2"	"thrips"	"par fleur. Evaluati"	"8118-8124"	"type=DESEASE, form=thrips"
"BSV_FR_08_13082019_cle8c5d91"	"s serres. Dégâts de"	"thrips"	"sur fruits (photo :"	"8624-8630"	"type=DESEASE, form=thrips"
"BSV_GC_n_15_du_10_mars_2015_cle0bc9b5"	"érien dans des sols"	"froids"	"de limon battant. L"	"5521-5527"	"type=DESEASE, form=froids"
"BSV_GC_n_22_du_30_avril_2013_cle82bfbf"	"faible Risque élevé"	"Oïdium"	"27 parcelles rensei"	"6661-6667"	"type=DESEASE, form=Oïdium"
"BSV_GC_n_22_du_30_avril_2013_cle82bfbf"	"ron une semaine. Le"	"piétin"	"verse Au-delà du st"	"7422-7428"	"type=DESEASE, form=piétin"
"BSV_GC_n_22_du_30_avril_2013_cle82bfbf"	"e 1 nœud, le risque"	"piétin"	"verse n'est plus à"	"7470-7476"	"type=DESEASE, form=piétin"
"BSV_GC_n_22_du_30_avril_2013_cle82bfbf"	"est le suivant : -"	"L'oïdium"	"reste particulièrem"	"12025-12033"	"type=DESEASE, form=L'oïdium"
"BSV_GC_n_22_du_30_avril_2013_cle82bfbf"	"rement discret.- La"	"rhynchosporiose"	"est observée dans 5"	"12070-12085"	"type=DESEASE, form=rhynchosporiose"
"BSV_GC_n_22_du_30_avril_2013_cle82bfbf"	"r la F3 du moment.-"	"L'helminthosporiose"	"teres est observé d"	"12174-12193"	"type=DESEASE, form=L'helminthosporiose"
"BSV_GC_n_22_du_30_avril_2013_cle82bfbf"	"climat globalement"	"froid"	"enregistré depuis p"	"13926-13931"	"type=DESEASE, form=froid"
"BSV_GC_n_22_du_30_avril_2013_cle82bfbf"	"mpte tenu du climat"	"froid"	"enregistré depuis p"	"14569-14574"	"type=DESEASE, form=froid"
"BSV_GC_n_22_du_30_avril_2013_cle82bfbf"	") sont étalées. Les"	"sitones"	"Le développement de"	"14662-14669"	"type=DESEASE, form=sitones"
"BSV_GC_n_22_du_30_avril_2013_cle82bfbf"	"e développement des"	"sitones"	"est favorisé par de"	"14691-14698"	"type=DESEASE, form=sitones"
"BSV_GC_n_22_du_30_avril_2013_cle82bfbf"	"ent des morsures de"	"sitones"	". Parmi celles-ci, 8"	"15533-15540"	"type=DESEASE, form=sitones"
"BSV_GC_n_22_du_30_avril_2013_cle82bfbf"	"pas favorables aux"	"sitones"	", force est de const"	"15715-15722"	"type=DESEASE, form=sitones"
"BSV_GRANDES_CULTURES_2017_No5_cle8b8eff"	"é : Fin tallage"	"Piétin"	"-verse, Oïdium et Ro"	"317-323"	"type=DESEASE, form=Piétin"
"BSV_GRANDES_CULTURES_2017_No5_cle8b8eff"	"e Piétin-verse,"	"Oïdium"	"et Rouille Jaune :"	"331-337"	"type=DESEASE, form=Oïdium"
"BSV_GRANDES_CULTURES_2017_No5_cle8b8eff"	"in-verse, Oïdium et"	"Rouille"	"Jaune : risque nul"	"341-348"	"type=DESEASE, form=Rouille"
