"bsv"	"type"	"number of words"	"html tag"	"context before"	"form"	"lemma"	"prefLabel"	"context after"	"location"	"features"
"bsv_02_gc_26_fev_2019_cle49dcfd"	"html"	"1815"	"H3."	"RÉSENT CÉRÉALES"	"Blé et orge"	"blé et orge"	""	"d'hiver : Cette sem"	"263-274"	"type=N_KON_N, match=fcu, form=Blé et orge"
"bsv_02_gc_26_fev_2019_cle49dcfd"	"html"	"1815"	"FIGURE. FIGCAPTION."	"Baris, charançon de"	"la tige du colza, charançon de la tige"	"le tige du colza , charançon de le tige"	""	"du chou et méligèth"	"4009-4047"	"type=N_PUN_N, match=fcu, form=la tige du colza, charançon de la tige"
"bsv_gc_arcmed_n09_13062019_cle4a8a8c"	"html"	"906"	"P."	"ues de pycnides sur"	"feuilles, tiges et gousses"	"feuille , tige et gousse"	""	"(voir photo ci-cont"	"3097-3123"	"type=N_PUN_N_KON_N, match=fcu, form=feuilles, tiges et gousses"
"bsv_gc_arcmed_n09_3262159476651410763_cle013bb3"	"html"	"906"	"P."	"ues de pycnides sur"	"feuilles, tiges et gousses"	"feuille , tige et gousse"	""	"(voir photo ci-cont"	"3097-3123"	"type=N_PUN_N_KON_N, match=fcu, form=feuilles, tiges et gousses"
"bsv_gc_arcmed_n12_04072019_cle43eb7b"	"html"	"964"	"P."	"ues de pycnides sur"	"feuilles, tiges et gousses"	"feuille , tige et gousse"	""	"(voir photo ci-cont"	"3391-3417"	"type=N_PUN_N_KON_N, match=fcu, form=feuilles, tiges et gousses"
"bsv_gc_arcmed_n12_04072019_cle43eb7b"	"html"	"964"	"P."	"elles, en observant"	"feuilles, tiges et gousses"	"feuille , tige et gousse"	""	". Symptômes d'ascoch"	"3644-3670"	"type=N_PUN_N_KON_N, match=fcu, form=feuilles, tiges et gousses"
"bsv_gc_mp_n11_12122019_cle0bba99"	"html"	"1256"	"P."	"celles en précédent"	"paille et colza"	"paille et colza"	""	". CEREALES A PAILLE"	"1093-1108"	"type=N_KON_N, match=fcu, form=paille et colza"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"html"	"4528"	"P."	"e pour la prochaine"	"semaine, le colza"	"semaine , le colza"	""	"étant sensible tant"	"5927-5944"	"type=N_PUN_N, match=fcu, form=semaine, le colza"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"html"	"4528"	"P."	"ures sensibles dans"	"la rotation, colza"	"le rotation , colza"	""	"en particulier (tou"	"10662-10680"	"type=N_PUN_N, match=fcu, form=la rotation, colza"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"html"	"4528"	"P."	"lza en particulier ("	"tournesol, soja, cultures"	"tournesol , soja , culture"	""	"légumières ) - les"	"10697-10722"	"type=N_PUN_N, match=fcu, form=tournesol, soja, cultures"
"bsv_gc_mp_n19_21032019_cle0c7f7d"	"html"	"4528"	"P."	"sque s'arrête à fin"	"tallage, les céréales"	"tallage , le céréale"	""	"ayant dépassé ce st"	"22879-22900"	"type=N_PUN_N, match=fcu, form=tallage, les céréales"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"6433"	"P."	"dates de semis. Sur"	"orge, les symptômes"	"orge , le symptôme"	""	"sont en augmentatio"	"5694-5713"	"type=N_PUN_N, match=fcu, form=orge, les symptômes"
"bsv_gc_mp_n27_16052019_cle046a11"	"html"	"6433"	"P."	"erole d'hiver, pois"	"d'hiver et pois de printemps"	"d'hiver et pois de printemps"	""	") est mis en œuvre p"	"27641-27669"	"type=N_KON_N, match=fcu, form=d'hiver et pois de printemps"
"bsv_gc_mp_n33_27062019_cle051c4f"	"html"	"2424"	"P."	"t sensibles lors de"	"la formation des gousses, stade"	"le formation du gousse , stade"	""	"atteint par la majo"	"9808-9839"	"type=N_PUN_N, match=fcu, form=la formation des gousses, stade"
"bsv_grandes_cultures_n02_27092018_cle87a58c"	"html"	"1428"	"P."	"uer le risque selon"	"le stade du colza, les conditions"	"le stade du colza , le condition"	""	"climatiques (les pl"	"6530-6563"	"type=N_PUN_N, match=fcu, form=le stade du colza, les conditions"
"bsv_grandes_cultures_n10_22112018_cle815c16"	"html"	"2746"	"P."	"celles en précédent"	"paille et colza"	"paille et colza"	""	"sont à surveiller a"	"1084-1099"	"type=N_KON_N, match=fcu, form=paille et colza"
"bsv_grandes_cultures_n10_22112018_cle815c16"	"html"	"2746"	"P."	"lage) en précédents"	"paille et colza"	"paille et colza"	""	". L'analyse de risqu"	"13574-13589"	"type=N_KON_N, match=fcu, form=paille et colza"
"bsv_grandes_cultures_n35_09082018-2_cle06f22b"	"html"	"2245"	"P."	"plante mais surtout"	"les gousses et les graines"	"le gousse et le graine"	""	"en formation (piqûr"	"6595-6621"	"type=N_KON_N, match=fcu, form=les gousses et les graines"
"char_gdes_Cultures_no11_du_30-04-19_cle096f9c"	"html"	"4630"	"P."	"a dans la rotation ("	"colza, tournesol, pois"	"colza , tournesol , pois"	""	") ;- Les conditions"	"14046-14068"	"type=N_PUN_N, match=fcu, form=colza, tournesol, pois"
"char_gdes_Cultures_no11_du_30-04-19_cle096f9c"	"html"	"4630"	"P."	"maladie. En cas de"	"contamination du colza, l'application"	"contamination du colza , l'application"	""	"d'un produit de bio"	"14929-14966"	"type=N_PUN_N, match=fcu, form=contamination du colza, l'application"
"char_gdes_Cultures_no11_du_30-04-19_cle096f9c"	"html"	"4630"	"P."	"de biocontrôle sur"	"les pailles et chaumes"	"le paille et chaume"	""	"permet de faire dim"	"14999-15021"	"type=N_KON_N, match=fcu, form=les pailles et chaumes"
"char_gdes_Cultures_no11_du_30-04-19_cle096f9c"	"html"	"4630"	"P."	"cipaux ravageurs du"	"sol du maïs et les corvidés"	"sol du maïs et le corvidés"	""	". Avec le retour de"	"20431-20458"	"type=N_KON_N, match=fcu, form=sol du maïs et les corvidés"
"char_gdes_Cultures_no14_du_22-05-19_cle0b1586"	"html"	"7102"	"P."	"s : Ascochytose sur"	"pois et botrytis"	"pois et botrytis"	""	"sur féverole signal"	"1396-1412"	"type=N_KON_N, match=fcu, form=pois et botrytis"
"char_gdes_Cultures_no14_du_22-05-19_cle0b1586"	"html"	"7102"	"P."	"t-semis prélevée du"	"maïs, la herse"	"maïs , le herse"	""	"étrille peut être e"	"25747-25761"	"type=N_PUN_N, match=fcu, form=maïs, la herse"
"char_gdes_Cultures_no14_du_22-05-19_cle0b1586"	"html"	"7102"	"P."	"entices. Au-delà de"	"la levée du maïs, la herse"	"le levée du maïs , le herse"	""	"étrille peut occasi"	"25863-25889"	"type=N_PUN_N, match=fcu, form=la levée du maïs, la herse"
"char_gdes_Cultures_no14_du_22-05-19_cle0b1586"	"html"	"7102"	"P."	"aux repousses dans"	"les céréales, les betteraves"	"le céréale , le betterave"	""	"et dans les jardins"	"28504-28532"	"type=N_PUN_N, match=fcu, form=les céréales, les betteraves"
"20180802_bsvmaraichage_19_cle04c2cf"	"html"	"3525"	"H5."	"is suivies. Altise ("	"Choux, Radis, Roquette"	"chou , radis , roquette"	""	") La pression altise"	"6454-6476"	"type=N_PUN_N, match=fcu, form=Choux, Radis, Roquette"
"20180802_bsvmaraichage_19_cle04c2cf"	"html"	"3525"	"P."	"ivies de la région ("	"choux, radis, roquette"	"chou , radis , roquette"	""	", etc..). Des petits"	"6603-6625"	"type=N_PUN_N, match=fcu, form=choux, radis, roquette"
"20180920_bsvmaraichage_cle0649bf"	"html"	"3134"	"H5."	"-Levées. Ravageurs"	"Mouche du chou, Mouche des semis"	"mouche du chou , mouche du semis"	""	"(Navet) Le vol de l"	"2490-2522"	"type=N_PUN_N, match=fcu, form=Mouche du chou, Mouche des semis"
"20180920_bsvmaraichage_cle0649bf"	"html"	"3134"	"H5."	"impératif. Altises ("	"Navet, Rutabaga, Choux"	"navet , rutabaga , chou"	""	") Les populations d'"	"2884-2906"	"type=N_PUN_N, match=fcu, form=Navet, Rutabaga, Choux"
"20180920_bsvmaraichage_cle0649bf"	"html"	"3134"	"P."	"ques dans plusieurs"	"parcelles de navet, choux, rutabaga"	"parcelle de navet , chou , rutabaga"	""	"sur le 49. Les cond"	"3030-3065"	"type=N_PUN_N, match=fcu, form=parcelles de navet, choux, rutabaga"
"20180920_bsvmaraichage_cle0649bf"	"html"	"3134"	"H5."	"bles à ce ravageur."	"Teigne des crucifères et Piéride du chou"	"teigne du crucifères et piéride du chou"	""	"(Choux) A Longué, 1"	"3159-3199"	"type=N_KON_N, match=fcu, form=Teigne des crucifères et Piéride du chou"
"20180920_bsvmaraichage_cle0649bf"	"html"	"3134"	"H5."	"Lambert-des-Levées."	"Aleurode du chou et Punaise"	"aleurode du chou et punaise"	""	"rouge du chou (Chou"	"3443-3470"	"type=N_KON_N, match=fcu, form=Aleurode du chou et Punaise"
"20180920_bsvmaraichage_cle0649bf"	"html"	"3134"	"P."	"asse-Goulaine (44)."	"Courgette et Potiron"	"courgette et potiron"	""	": parcelles flottan"	"5343-5363"	"type=N_KON_N, match=fcu, form=Courgette et Potiron"
"20180920_bsvmaraichage_cle0649bf"	"html"	"3134"	"P."	"asse-Goulaine (44)."	"Courgette et Potiron"	"courgette et potiron"	""	": parcelles flottan"	"7117-7137"	"type=N_KON_N, match=fcu, form=Courgette et Potiron"
"20180920_bsvmaraichage_cle0649bf"	"html"	"3134"	"H5."	". Maladies Oïdium ("	"Concombre, Courgette, Potiron"	"concombre , courgette , potiron"	""	") Depuis plusieurs s"	"7185-7214"	"type=N_PUN_N, match=fcu, form=Concombre, Courgette, Potiron"
"20180920_bsvmaraichage_cle0649bf"	"html"	"3134"	"P."	"s-sur-Loire (49) en"	"parcelle de concombre et courgette"	"parcelle de concombre et courgette"	""	"et à Beaufort-en-Va"	"7614-7648"	"type=N_KON_N, match=fcu, form=parcelle de concombre et courgette"
"20180920_bsvmaraichage_cle0649bf"	"html"	"3134"	"H5."	"Drosophila suzukii ("	"Fraisier , Framboisier"	"fraisier , framboisier"	""	") Les populations de"	"9335-9357"	"type=N_PUN_N, match=fcu, form=Fraisier , Framboisier"
"20181011_bsvmaraichage_27_cle09c363"	"html"	"2993"	"P."	"e - Céleri - Panais"	"Mouche du céleri, septoriose"	"mouche du céleri , septoriose"	""	"P.3 Fraisiers Framb"	"177-205"	"type=N_PUN_N, match=fcu, form=Mouche du céleri, septoriose"
"20181011_bsvmaraichage_27_cle09c363"	"html"	"2993"	"P."	"gumières : carotte,"	"tomate, concombre"	"tomate , concombre"	""	",... Les populations"	"798-815"	"type=N_PUN_N, match=fcu, form=tomate, concombre"
"20181011_bsvmaraichage_27_cle09c363"	"html"	"2993"	"H5."	"e. Punaise rouge du"	"chou et altise"	"chou et altise"	""	"(Chou, Navet) Les p"	"5414-5428"	"type=N_KON_N, match=fcu, form=chou et altise"
"20181011_bsvmaraichage_27_cle09c363"	"html"	"2993"	"H5."	"du chou et altise ("	"Chou, Navet"	"chou , navet"	""	") Les populations de"	"5430-5441"	"type=N_PUN_N, match=fcu, form=Chou, Navet"
"20181011_bsvmaraichage_27_cle09c363"	"html"	"2993"	"H5."	"chou et des semis."	"Mouche du chou et mouches des semis"	"mouche du chou et mouche du semis"	""	"(Navet) Les piégeag"	"5733-5768"	"type=N_KON_N, match=fcu, form=Mouche du chou et mouches des semis"
"20181011_bsvmaraichage_27_cle09c363"	"html"	"2993"	"P."	"pas de risque pour"	"les panais et céleri"	"le panais et céleri"	""	"en production. Mouc"	"7157-7177"	"type=N_KON_N, match=fcu, form=les panais et céleri"
"20181011_bsvmaraichage_27_cle09c363"	"html"	"2993"	"H5."	"ctonia et Botrytis ("	"Laitue, Mâche"	"laitue , mâche"	""	") Sur Pont-St-Martin"	"9735-9748"	"type=N_PUN_N, match=fcu, form=Laitue, Mâche"
"20190502_BSV_legumes_cle079711"	"html"	"8632"	"P."	"4/19 27/04/19 Cette"	"semaine, la mouche de la carotte"	"semaine , le mouche de le carotte"	""	"était peu présente"	"8327-8359"	"type=N_PUN_N, match=fcu, form=semaine, la mouche de la carotte"
"20190502_BSV_legumes_cle079711"	"html"	"8632"	"P."	"ns, décolorations)."	"Les aubergines et poivrons"	"le aubergine et poivron"	""	"ont été plantées la"	"24438-24464"	"type=N_KON_N, match=fcu, form=Les aubergines et poivrons"
"20190502_BSV_legumes_cle079711"	"html"	"8632"	"P."	"estez vigilants sur"	"les aubergines et poivrons"	"le aubergine et poivron"	""	"qui sont les cultur"	"25116-25142"	"type=N_KON_N, match=fcu, form=les aubergines et poivrons"
"20190731_BSV_legumes_cle01d6c6"	"html"	"14081"	"P. SMALL."	"cultivées (carotte,"	"luzerne, betterave"	"luzerne , betterave"	""	") mais également sa"	"18840-18858"	"type=N_PUN_N, match=fcu, form=luzerne, betterave"
"20190731_BSV_legumes_cle01d6c6"	"html"	"14081"	"P. SMALL."	"s (oseille sauvage,"	"liseron, pissenlit"	"liseron , pissenlit"	""	", stellaire, chénopo"	"18903-18921"	"type=N_PUN_N, match=fcu, form=liseron, pissenlit"
"20190828_BSV_legumes_cle0ede1d"	"html"	"12626"	"P. SMALL."	"cultivées (carotte,"	"luzerne, betterave"	"luzerne , betterave"	""	") mais également sa"	"17647-17665"	"type=N_PUN_N, match=fcu, form=luzerne, betterave"
"20190828_BSV_legumes_cle0ede1d"	"html"	"12626"	"P. SMALL."	"s (oseille sauvage,"	"liseron, pissenlit"	"liseron , pissenlit"	""	", stellaire, chénopo"	"17710-17728"	"type=N_PUN_N, match=fcu, form=liseron, pissenlit"
"20190828_BSV_legumes_cle0ede1d"	"html"	"12626"	"P."	"arcelles de choux à"	"inflorescences et les choux"	"inflorescence et le chou"	""	"légumes. 2 Altises"	"22977-23004"	"type=N_KON_N, match=fcu, form=inflorescences et les choux"
"20190828_BSV_legumes_cle0ede1d"	"html"	"12626"	"P."	"notamment en choux"	"légumes et choux"	"légume et chou"	""	"à choucroute. Sur l"	"23115-23131"	"type=N_KON_N, match=fcu, form=légumes et choux"
"20190828_BSV_legumes_cle0ede1d"	"html"	"12626"	"P."	"du réseau notamment"	"chou de Milan et chou"	"chou de Milan et chou"	""	"à inflorescence. Se"	"27497-27518"	"type=N_KON_N, match=fcu, form=chou de Milan et chou"
"20190828_BSV_legumes_cle0ede1d"	"html"	"12626"	"P."	"isque augmente avec"	"le nombre de vols et les choux"	"le nombre de vol et le chou"	""	"en pleine pommaison"	"28392-28422"	"type=N_KON_N, match=fcu, form=le nombre de vols et les choux"
"20190828_BSV_legumes_cle0ede1d"	"html"	"12626"	"P."	"ne la production de"	"poivrons de concombres et d'aubergine"	"poivron de concombre et d'aubergine"	""	"est encore très cor"	"40662-40699"	"type=N_KON_N, match=fcu, form=poivrons de concombres et d'aubergine"
"20190828_BSV_legumes_cle0ede1d"	"html"	"12626"	"P."	"c le plus souvent)."	"Les navets et radis"	"le navet et radis"	""	"noirs récemment sem"	"41795-41814"	"type=N_KON_N, match=fcu, form=Les navets et radis"
"20199062_bsvmaraichage_no27_cle051121-1"	"html"	"1967"	"P."	"gique P.1 Ravageurs"	"Mineuse du poireau, Mouche du chou, Mouche des semis, Mouche"	"Mineuse du poireau , mouche du chou , mouche du semis , mouche"	""	"de la carotte P.2 N"	"118-178"	"type=N_PUN_N, match=fcu, form=Mineuse du poireau, Mouche du chou, Mouche des semis, Mouche"
"20199062_bsvmaraichage_no27_cle051121-1"	"html"	"1967"	"H3."	"Crédit photo : CDDL"	"Fraisier et Framboisiers"	"fraisier et framboisier"	""	"Drosophila suzukii"	"4933-4957"	"type=N_KON_N, match=fcu, form=Fraisier et Framboisiers"
"20199062_bsvmaraichage_no27_cle051121-1"	"html"	"1967"	"H3."	"llez vos parcelles."	"Carotte, Panais et Céleri"	"carotte , panais et céleri"	""	"L'oïdium se dévelop"	"7361-7386"	"type=N_PUN_N_KON_N, match=fcu, form=Carotte, Panais et Céleri"
"2019_BSV_Normandie_leg_22_sem35_cle43a9ca"	"html"	"3893"	"P."	"sent sur les jeunes"	"plantations, les pépinières"	"plantation , le pépinière"	""	"et tout le cycle de"	"8296-8323"	"type=N_PUN_N, match=fcu, form=plantations, les pépinières"
"BSV_Corse_Maraichage_3_8juillet_2019_cle4de2c4"	"html"	"4424"	"FIGURE. FIGCAPTION."	"ens tétranyques sur"	"tiges et feuilles de concombres"	"tige et feuille de concombre"	""	"(A. Broggio) Thrips"	"9543-9574"	"type=N_KON_N, match=fcu, form=tiges et feuilles de concombres"
"BSV_Corse_Maraichage_3_8juillet_2019_cle4de2c4"	"html"	"4424"	"P."	"plus attaqués sont"	"l'avocat, la mangue et la papaye"	"l'avocat , le mangue et le papaye"	""	"mais l'espèce s'en"	"21849-21881"	"type=N_PUN_N_KON_N, match=fcu, form=l'avocat, la mangue et la papaye"
"BSV_Corse_Maraichage_3_8juillet_2019_cle4de2c4"	"html"	"4424"	"P."	"s'en prend aussi au"	"citron, goyave, banane, nèfle du Japon, tomate, cerise de Cayenne"	"citron , goyave , banane , nèfle du Japon , tomate , cerise de cayenne"	""	", fruit de la passio"	"21916-21981"	"type=N_PUN_N, match=fcu, form=citron, goyave, banane, nèfle du Japon, tomate, cerise de Cayenne"
"BSV_Corse_Maraichage_3_8juillet_2019_cle4de2c4"	"html"	"4424"	"P."	"e Cayenne, fruit de"	"la passion, kaki, ananas, pêche, poire, abricot, figue et café"	"le passion , kaki , ananas , pêche , poire , abricot , figue et café"	""	". Les légumes concer"	"21992-22054"	"type=N_PUN_N_KON_N, match=fcu, form=la passion, kaki, ananas, pêche, poire, abricot, figue et café"
"BSV_Corse_Maraichage_3_8juillet_2019_cle4de2c4"	"html"	"4424"	"P."	"rnés sont notamment"	"les tomates, poivrons, melons et courges"	"le tomate , poivron , melon et courge"	""	". Comme les autres m"	"22093-22133"	"type=N_PUN_N_KON_N, match=fcu, form=les tomates, poivrons, melons et courges"
"BSV_Corse_Maraichage_3_8juillet_2019_cle4de2c4"	"html"	"4424"	"P."	"ffecter de nombreux"	"végétaux, oliviers, Prunus"	"végétal , olivier , prunus"	""	"(pêchers, amandiers"	"22582-22608"	"type=N_PUN_N, match=fcu, form=végétaux, oliviers, Prunus"
"BSV_Corse_Maraichage_3_8juillet_2019_cle4de2c4"	"html"	"4424"	"P."	", oliviers, Prunus ("	"pêchers, amandiers"	"pêcher , amandier"	""	"), laurier rose, vig"	"22610-22628"	"type=N_PUN_N, match=fcu, form=pêchers, amandiers"
"BSV_Corse_Maraichage_3_8juillet_2019_cle4de2c4"	"html"	"4424"	"P."	"ers), laurier rose,"	"vigne, agrumes, caféiers, chênes, Les dépérissements"	"vigne , agrume , caféier , chêne , le dépérissement"	""	"provoqués par la ma"	"22645-22697"	"type=N_PUN_N, match=fcu, form=vigne, agrumes, caféiers, chênes, Les dépérissements"
"BSV_Corse_Maraichage_4_7aout_2019_cle83ed26"	"html"	"3738"	"P."	"faiblissement, puis"	"la chutes des feuilles, avortement des fleurs"	"le chute du feuille , avortement du fleur"	""	"et autres dépérisse"	"9273-9318"	"type=N_PUN_N, match=fcu, form=la chutes des feuilles, avortement des fleurs"
"BSV_Corse_Maraichage_4_7aout_2019_cle83ed26"	"html"	"3738"	"P."	"plus attaqués sont"	"l'avocat, la mangue et la papaye"	"l'avocat , le mangue et le papaye"	""	"mais l'espèce s'en"	"17924-17956"	"type=N_PUN_N_KON_N, match=fcu, form=l'avocat, la mangue et la papaye"
"BSV_Corse_Maraichage_4_7aout_2019_cle83ed26"	"html"	"3738"	"P."	"s'en prend aussi au"	"citron, goyave, banane, nèfle du Japon, tomate, cerise de Cayenne"	"citron , goyave , banane , nèfle du Japon , tomate , cerise de cayenne"	""	", fruit de la passio"	"17991-18056"	"type=N_PUN_N, match=fcu, form=citron, goyave, banane, nèfle du Japon, tomate, cerise de Cayenne"
"BSV_Corse_Maraichage_4_7aout_2019_cle83ed26"	"html"	"3738"	"P."	"e Cayenne, fruit de"	"la passion, kaki, ananas, pêche, poire, abricot, figue et café"	"le passion , kaki , ananas , pêche , poire , abricot , figue et café"	""	". Les légumes concer"	"18067-18129"	"type=N_PUN_N_KON_N, match=fcu, form=la passion, kaki, ananas, pêche, poire, abricot, figue et café"
"BSV_Corse_Maraichage_4_7aout_2019_cle83ed26"	"html"	"3738"	"P."	"rnés sont notamment"	"les tomates, poivrons, melons et courges"	"le tomate , poivron , melon et courge"	""	". Comme les autres m"	"18168-18208"	"type=N_PUN_N_KON_N, match=fcu, form=les tomates, poivrons, melons et courges"
"BSV_Corse_Maraichage_4_7aout_2019_cle83ed26"	"html"	"3738"	"P."	"ffecter de nombreux"	"végétaux, oliviers, Prunus"	"végétal , olivier , prunus"	""	"(pêchers, amandiers"	"18755-18781"	"type=N_PUN_N, match=fcu, form=végétaux, oliviers, Prunus"
"BSV_Corse_Maraichage_4_7aout_2019_cle83ed26"	"html"	"3738"	"P."	", oliviers, Prunus ("	"pêchers, amandiers"	"pêcher , amandier"	""	"), laurier rose, vig"	"18783-18801"	"type=N_PUN_N, match=fcu, form=pêchers, amandiers"
"BSV_Corse_Maraichage_4_7aout_2019_cle83ed26"	"html"	"3738"	"P."	"ers), laurier rose,"	"vigne, agrumes, caféiers, chênes, Les dépérissements"	"vigne , agrume , caféier , chêne , le dépérissement"	""	"provoqués par la ma"	"18818-18870"	"type=N_PUN_N, match=fcu, form=vigne, agrumes, caféiers, chênes, Les dépérissements"
"BSV_Corse_Maraichage_5_3sept_2019_cle8b6a1e"	"html"	"2616"	"P."	"plus attaqués sont"	"l'avocat, la mangue et la papaye"	"l'avocat , le mangue et le papaye"	""	"mais l'espèce s'en"	"13638-13670"	"type=N_PUN_N_KON_N, match=fcu, form=l'avocat, la mangue et la papaye"
"BSV_Corse_Maraichage_5_3sept_2019_cle8b6a1e"	"html"	"2616"	"P."	"s'en prend aussi au"	"citron, goyave, banane, nèfle du Japon, tomate, cerise de Cayenne"	"citron , goyave , banane , nèfle du Japon , tomate , cerise de cayenne"	""	", fruit de la passio"	"13705-13770"	"type=N_PUN_N, match=fcu, form=citron, goyave, banane, nèfle du Japon, tomate, cerise de Cayenne"
"BSV_Corse_Maraichage_5_3sept_2019_cle8b6a1e"	"html"	"2616"	"P."	"e Cayenne, fruit de"	"la passion, kaki, ananas, pêche, poire, abricot, figue et café"	"le passion , kaki , ananas , pêche , poire , abricot , figue et café"	""	". Les légumes concer"	"13781-13843"	"type=N_PUN_N_KON_N, match=fcu, form=la passion, kaki, ananas, pêche, poire, abricot, figue et café"
"BSV_Corse_Maraichage_5_3sept_2019_cle8b6a1e"	"html"	"2616"	"P."	"rnés sont notamment"	"les tomates, poivrons, melons et courges"	"le tomate , poivron , melon et courge"	""	". Comme les autres m"	"13882-13922"	"type=N_PUN_N_KON_N, match=fcu, form=les tomates, poivrons, melons et courges"
"BSV_Legumes_102019_cle8be56a"	"html"	"6913"	"P."	"principalement des"	"coulures de fleurs, avortement de gousses"	"coulure de fleur , avortement de gousse"	""	"et mauvais rempliss"	"2895-2936"	"type=N_PUN_N, match=fcu, form=coulures de fleurs, avortement de gousses"
"BSV_Legumes_102019_cle8be56a"	"html"	"6913"	"P."	"Lesboeufs (80), sur"	"épinard de printemps, la situation"	"épinard de printemps , le situation"	""	"est saine. Rien à s"	"3324-3358"	"type=N_PUN_N, match=fcu, form=épinard de printemps, la situation"
"BSV_Legumes_102019_cle8be56a"	"html"	"6913"	"P."	"ltures d'alliacées ("	"poireaux, ciboulette, ail"	"poireau , ciboulette , ail"	""	") pour détecter d'é"	"6956-6981"	"type=N_PUN_N, match=fcu, form=poireaux, ciboulette, ail"
"BSV_Legumes_102019_cle8be56a"	"html"	"6913"	"P."	"les plantes hôtes ("	"poireaux, oignons, pommes de terre, choux, betterave, luzerne"	"poireau , oignon , pomme de terre , chou , betterave , luzerne"	""	").- Travail du sol"	"11980-12041"	"type=N_PUN_N, match=fcu, form=poireaux, oignons, pommes de terre, choux, betterave, luzerne"
"BSV_Legumes_102019_cle8be56a"	"html"	"6913"	"P."	"ignons bulbilles et"	"échalotes de plantation, oignon de semis"	"échalote de plantation , oignon de semis"	""	"dit "" précoces "",-"	"13755-13795"	"type=N_PUN_N, match=fcu, form=échalotes de plantation, oignon de semis"
"BSV_Legumes_102019_cle8be56a"	"html"	"6913"	"P."	"lantes environ. Sur"	"oignon, le risque"	"oignon , le risque"	""	"est très faible, il"	"16594-16611"	"type=N_PUN_N, match=fcu, form=oignon, le risque"
"BSV_Legumes_102019_cle8be56a"	"html"	"6913"	"P."	"ansfrontaliers pour"	"le Maraîchage et la culture de fraises"	"le maraîchage et le culture de fraise"	""	", favorisant les Mét"	"23342-23380"	"type=N_KON_N, match=fcu, form=le Maraîchage et la culture de fraises"
"BSV_Legumes_102019_cle8be56a"	"html"	"6913"	"P."	"de plantes hôtes :"	"colza , betteraves, pommes de terre, endives, haricots, pois"	"colza , betterave , pomme de terre , endive , haricot , pois"	""	", carottes, choux, s"	"25359-25419"	"type=N_PUN_N, match=fcu, form=colza , betteraves, pommes de terre, endives, haricots, pois"
"BSV_Legumes_102019_cle8be56a"	"html"	"6913"	"P."	"ts, pois, carottes,"	"choux, salades, navets, scorsonères, céleri, phacélie, moutarde"	"chou , salade , navet , scorsonère , céleri , phacélie , moutarde"	""	". Seules les graminé"	"25431-25494"	"type=N_PUN_N, match=fcu, form=choux, salades, navets, scorsonères, céleri, phacélie, moutarde"
"BSV_Legumes_102019_cle8be56a"	"html"	"6913"	"P."	"40 plantes hôtes) :"	"haricot, concombre, épinard, tomate, radis, navet, oignon, poireau, pomme de terre"	"haricot , concombre , épinard , tomate , radis , navet , oignon , poireau , pomme de terre"	""	"Les femelles appréc"	"32134-32216"	"type=N_PUN_N, match=fcu, form=haricot, concombre, épinard, tomate, radis, navet, oignon, poireau, pomme de terre"
"BSV_Legumes_102019_cle8be56a"	"html"	"6913"	"P."	"les stratégies sur"	"pois, haricot, flageolet"	"pois , haricot , flageolet"	""	"et carotte, n'hésit"	"35432-35456"	"type=N_PUN_N, match=fcu, form=pois, haricot, flageolet"
"BSV_Legumes_102019_cle8be56a"	"html"	"6913"	"P. SMALL."	"DELASSUS-PLRN; Chou-"	"fleur, choux"	"fleur , chou"	""	": F. SIMEON -PLRN;"	"36712-36724"	"type=N_PUN_N, match=fcu, form=fleur, choux"
"BSV_Legumes_102019_cle8be56a"	"html"	"6913"	"P. SMALL."	"; Carotte, Epinard,"	"Pois de conserve, Haricots"	"pois de conserve , haricot"	""	"verts et Scorsonère"	"36819-36845"	"type=N_PUN_N, match=fcu, form=Pois de conserve, Haricots"
"BSV_Legumes_132019_cle871f9a"	"html"	"4658"	"P."	"ujours signalés sur"	"les parcelles de haricots et flageolets"	"le parcelle de haricot et flageolet"	""	". Les dégâts sont pl"	"2628-2667"	"type=N_KON_N, match=fcu, form=les parcelles de haricots et flageolets"
"BSV_Legumes_132019_cle871f9a"	"html"	"4658"	"P."	"e pas de dégâts sur"	"poireau et les auxiliaires"	"poireau et le auxiliaire"	""	"sont présents. Roui"	"5630-5656"	"type=N_KON_N, match=fcu, form=poireau et les auxiliaires"
"BSV_Legumes_132019_cle871f9a"	"html"	"4658"	"P."	"lantes environ. Sur"	"oignon, le risque"	"oignon , le risque"	""	"est faible, il ne s"	"8313-8330"	"type=N_PUN_N, match=fcu, form=oignon, le risque"
"BSV_Legumes_132019_cle871f9a"	"html"	"4658"	"P."	"ignons bulbilles et"	"échalotes de plantation, oignon de semis"	"échalote de plantation , oignon de semis"	""	"dit "" précoces "",-"	"9121-9161"	"type=N_PUN_N, match=fcu, form=échalotes de plantation, oignon de semis"
"BSV_Legumes_132019_cle871f9a"	"html"	"4658"	"P."	"terrain sur oignons"	"bulbilles et oignons de semis"	"bulbille et oignon de semis"	""	". Le modèle ne reflè"	"9770-9799"	"type=N_KON_N, match=fcu, form=bulbilles et oignons de semis"
