"bsv"	"type"	"length"	"context before"	"form"	"prefLabel"	"context after"	"location"	"features"
"BSVcampagnols3_cle8d3542"	"html"	"17336"	"e grandes cultures,"	"arboriculture"	"arboriculture"	", viticulture, marai"	"16623-16636"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arboriculture, tomap-classifier=exact, similarity=1.0, skos-prefLabel=arboriculture, skos-prefLabel=arboriculture, skos-prefLabel=arboriculture, skos-prefLabel=arboriculture, form=arboriculture"
"BSVleg_n10_2017_cle03fb85"	"html"	"13049"	"a :risque moyen p.5"	"Pomme de terre

BULLETIN N°10"	"pommier"	"- EDITION DU 7 JUIL"	"1570-1599"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommiers, tomap-candidate-head=pomme, tomap-concept-synonym=pomme de table, tomap-significant-head=pomme, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, form=Pomme de terre

BULLETIN N°10"
"BSVleg_n10_2017_cle03fb85"	"html"	"13049"	"ne. Sur de nombreux"	"légumes de saisons"	"légume tubercule"	"(carotte, choux, po"	"1777-1795"	"IRI=http://ontology.inrae.fr/frenchcropusage/Legumes_tubercules, tomap-candidate-head=Légumes, tomap-concept-synonym=légumes à tubercule, tomap-significant-head=Légumes, tomap-classifier=head, similarity=0.2, skos-prefLabel=légume tubercule, skos-prefLabel=légume tubercule, form=légumes de saisons"
"BSVleg_n10_2017_cle03fb85"	"html"	"13049"	"e saisons (carotte,"	"choux"	"chou"	", pomme de terre) ce"	"1806-1811"	"IRI=http://ontology.inrae.fr/frenchcropusage/Choux, tomap-classifier=exact, similarity=1.0, skos-prefLabel=chou, form=choux"
"BSVleg_n10_2017_cle03fb85"	"html"	"13049"	"ns (carotte, choux,"	"pomme de terre"	"pomme de terre"	") ces pluies arriven"	"1813-1827"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommes_de_terre, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pomme de terre, form=pomme de terre"
"BSVleg_n10_2017_cle03fb85"	"html"	"13049"	"rtement, brûlure de"	"tête"	"artichaut"	", etc. Les graminées"	"2089-2093"	"IRI=http://ontology.inrae.fr/frenchcropusage/Artichauts, tomap-candidate-head=têtes, tomap-concept-synonym=tête d'artichaut, tomap-significant-head=têtes, tomap-classifier=head, similarity=0.5, skos-prefLabel=artichaut, skos-prefLabel=artichaut, form=tête"
"BSVleg_n10_2017_cle03fb85"	"html"	"13049"	"es estivales et les"	"vivaces"	"topinambour"	"profitent bien de c"	"2131-2138"	"IRI=http://ontology.inrae.fr/frenchcropusage/Topinambours, tomap-classifier=exact, similarity=1.0, skos-prefLabel=topinambour, skos-prefLabel=topinambour, skos-prefLabel=topinambour, skos-prefLabel=topinambour, form=vivaces"
"BSVleg_n10_2017_cle03fb85"	"html"	"13049"	"uyon et Stenay. Les"	"tomates"	"tomate"	"observées cette sem"	"2368-2375"	"IRI=http://ontology.inrae.fr/frenchcropusage/Tomates, tomap-classifier=exact, similarity=1.0, skos-prefLabel=tomate, skos-prefLabel=tomate, form=tomates"
"BSVleg_n10_2017_cle03fb85"	"html"	"13049"	"en aubergine et en"	"poivron"	"poivron"	". Les concombres fon"	"2667-2674"	"IRI=http://ontology.inrae.fr/frenchcropusage/Poivrons, tomap-classifier=exact, similarity=1.0, skos-prefLabel=poivron, skos-prefLabel=poivron, skos-prefLabel=poivron, skos-prefLabel=poivron, skos-prefLabel=poivron, form=poivron"
"BSVleg_n10_2017_cle03fb85"	"html"	"13049"	"ions variables. Sur"	"poivron"	"poivron"	"et aubergine d'impo"	"2869-2876"	"IRI=http://ontology.inrae.fr/frenchcropusage/Poivrons, tomap-classifier=exact, similarity=1.0, skos-prefLabel=poivron, skos-prefLabel=poivron, skos-prefLabel=poivron, skos-prefLabel=poivron, skos-prefLabel=poivron, form=poivron"
"BSVleg_n10_2017_cle03fb85"	"html"	"13049"	"de la pourriture de"	"cœur"	"palmier"	". Il est important d"	"4566-4570"	"IRI=http://ontology.inrae.fr/frenchcropusage/Palmiers, tomap-candidate-head=cœur, tomap-concept-synonym=coeur de palmier, tomap-significant-head=cœur, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=palmier, skos-prefLabel=palmier, skos-prefLabel=palmier, form=cœur"
"BSVleg_n10_2017_cle03fb85"	"html"	"13049"	"ui migre depuis les"	"céréales"	"céréale"	"actuellement moisso"	"5117-5125"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cereales, tomap-classifier=exact, similarity=1.0, skos-prefLabel=céréale, skos-prefLabel=céréale, skos-prefLabel=céréale, form=céréales"
"BSVleg_n10_2017_cle03fb85"	"html"	"13049"	"les maladies. Photo"	"PLANETE Légumes"	"légume tubercule"	". BSV MARAICHAGE Lor"	"5286-5301"	"IRI=http://ontology.inrae.fr/frenchcropusage/Legumes_tubercules, tomap-candidate-head=Légumes, tomap-concept-synonym=légumes à tubercule, tomap-significant-head=Légumes, tomap-classifier=head, similarity=0.25, skos-prefLabel=légume tubercule, skos-prefLabel=légume tubercule, form=PLANETE Légumes"
"BSVleg_n10_2017_cle03fb85"	"html"	"13049"	"uyon et Stenay. Les"	"choux d'automne"	"Chou cabus blanc"	"continuent leur pom"	"5553-5568"	"IRI=http://ontology.inrae.fr/frenchcropusage/Choux_cabus_blancs, tomap-candidate-head=chou, tomap-concept-synonym=chou cabus blanche, tomap-significant-head=chou, tomap-classifier=head, similarity=0.25, skos-prefLabel=Chou cabus blanc, skos-prefLabel=Chou cabus blanc, skos-prefLabel=Chou cabus blanc, skos-prefLabel=Chou cabus blanc, skos-prefLabel=Chou cabus blanc, form=choux d'automne"
"BSVleg_n10_2017_cle03fb85"	"html"	"13049"	"ux orages, certains"	"choux précoces à maturité"	"Chou cabus blanc"	"éclatent. Altises :"	"5789-5814"	"IRI=http://ontology.inrae.fr/frenchcropusage/Choux_cabus_blancs, tomap-candidate-head=chou, tomap-concept-synonym=chou cabus blanche, tomap-significant-head=chou, tomap-classifier=head, similarity=0.16666666666666666, skos-prefLabel=Chou cabus blanc, skos-prefLabel=Chou cabus blanc, skos-prefLabel=Chou cabus blanc, skos-prefLabel=Chou cabus blanc, skos-prefLabel=Chou cabus blanc, form=choux précoces à maturité"
"BSVleg_n10_2017_cle03fb85"	"html"	"13049"	"nement (présence de"	"colza"	"colza"	"notamment). Leur pr"	"5996-6001"	"IRI=http://ontology.inrae.fr/frenchcropusage/Colzas, tomap-classifier=exact, similarity=1.0, skos-prefLabel=colza, form=colza"
"BSVleg_n10_2017_cle03fb85"	"html"	"13049"	"u les jeunes semis ("	"radis"	"radis"	"). Il et faible sur"	"6127-6132"	"IRI=http://ontology.inrae.fr/frenchcropusage/Radis, tomap-classifier=exact, similarity=1.0, skos-prefLabel=radis, skos-prefLabel=radis, skos-prefLabel=radis, skos-prefLabel=radis, skos-prefLabel=radis, skos-prefLabel=radis, skos-prefLabel=radis, skos-prefLabel=radis, form=radis"
"BSVleg_n10_2017_cle03fb85"	"html"	"13049"	"l et faible sur des"	"choux"	"chou"	"en cours de pommais"	"6156-6161"	"IRI=http://ontology.inrae.fr/frenchcropusage/Choux, tomap-classifier=exact, similarity=1.0, skos-prefLabel=chou, form=choux"
"BSVleg_n10_2017_cle03fb85"	"html"	"13049"	"sque est élevé. Les"	"choux"	"chou"	"en pommaison sont l"	"6459-6464"	"IRI=http://ontology.inrae.fr/frenchcropusage/Choux, tomap-classifier=exact, similarity=1.0, skos-prefLabel=chou, form=choux"
"BSVleg_n10_2017_cle03fb85"	"html"	"13049"	"plantations ou les"	"choux"	"chou"	"au tout début de le"	"6698-6703"	"IRI=http://ontology.inrae.fr/frenchcropusage/Choux, tomap-classifier=exact, similarity=1.0, skos-prefLabel=chou, form=choux"
"BSVleg_n10_2017_cle03fb85"	"html"	"13049"	"aut à gauche. Photo"	"PLANETE Légumes"	"légume tubercule"	". Contre l'altise, l"	"7185-7200"	"IRI=http://ontology.inrae.fr/frenchcropusage/Legumes_tubercules, tomap-candidate-head=Légumes, tomap-concept-synonym=légumes à tubercule, tomap-significant-head=Légumes, tomap-classifier=head, similarity=0.25, skos-prefLabel=légume tubercule, skos-prefLabel=légume tubercule, form=PLANETE Légumes"
"BSVleg_n10_2017_cle03fb85"	"html"	"13049"	"les et la mouche du"	"chou"	"chou"	", les filets de prot"	"7249-7253"	"IRI=http://ontology.inrae.fr/frenchcropusage/Choux, tomap-classifier=exact, similarity=1.0, skos-prefLabel=chou, form=chou"
"BSVleg_n10_2017_cle03fb85"	"html"	"13049"	"ilets-anti-insectes."	"pdf
Pomme de terre"	"pommier"	"Les observations de"	"7426-7444"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommiers, tomap-candidate-head=pomme, tomap-concept-synonym=pomme de table, tomap-significant-head=pomme, tomap-classifier=head, similarity=0.4, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, skos-prefLabel=pommier, form=pdf
Pomme de terre"
"BSVleg_n10_2017_cle03fb85"	"html"	"13049"	"s au stade grain de"	"blé"	"blé"	"). Seuil indicatif d"	"8739-8742"	"IRI=http://ontology.inrae.fr/frenchcropusage/Bles, tomap-classifier=exact, similarity=1.0, skos-prefLabel=blé, skos-prefLabel=blé, form=blé"
"BSVleg_n10_2017_cle03fb85"	"html"	"13049"	"imaire (repousse de"	"pomme de terre"	"pomme de terre"	"contaminée par ex.)"	"9603-9617"	"IRI=http://ontology.inrae.fr/frenchcropusage/Pommes_de_terre, tomap-classifier=exact, similarity=1.0, skos-prefLabel=pomme de terre, form=pomme de terre"
"BSVleg_n10_2017_cle03fb85"	"html"	"13049"	"nd Est. Rédaction :"	"PLANETE Légumes"	"légume tubercule"	"Avec la participati"	"12358-12373"	"IRI=http://ontology.inrae.fr/frenchcropusage/Legumes_tubercules, tomap-candidate-head=Légumes, tomap-concept-synonym=légumes à tubercule, tomap-significant-head=Légumes, tomap-classifier=head, similarity=0.25, skos-prefLabel=légume tubercule, skos-prefLabel=légume tubercule, form=PLANETE Légumes"
"BSVleg_n10_2017_cle03fb85"	"html"	"13049"	"Filière Maraîchage"	"PLANETE Légumes"	"légume tubercule"	"06.65.73.59.94 Fran"	"12901-12916"	"IRI=http://ontology.inrae.fr/frenchcropusage/Legumes_tubercules, tomap-candidate-head=Légumes, tomap-concept-synonym=légumes à tubercule, tomap-significant-head=Légumes, tomap-classifier=head, similarity=0.25, skos-prefLabel=légume tubercule, skos-prefLabel=légume tubercule, form=PLANETE Légumes"
"BSVviti12_cle89fa1e"	"html"	"4953"	". Au 15 juillet, la"	"vigne"	"vigne"	"était en moyenne au"	"551-556"	"IRI=http://ontology.inrae.fr/frenchcropusage/Vignes, tomap-classifier=exact, similarity=1.0, skos-prefLabel=vigne, skos-prefLabel=vigne, skos-prefLabel=vigne, skos-prefLabel=vigne, form=vigne"
"BSVviti12_cle89fa1e"	"html"	"4953"	"sont toujours très"	"secs"	"arbre à fruits à coques"	". La situation de sé"	"838-842"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arbres_fruits_coques, tomap-classifier=exact, similarity=1.0, skos-prefLabel=arbre à fruits à coques, skos-prefLabel=arbre à fruits à coques, skos-prefLabel=arbre à fruits à coques, skos-prefLabel=arbre à fruits à coques, skos-prefLabel=arbre à fruits à coques, form=secs"
"BSVviti12_cle89fa1e"	"html"	"4953"	"sible. En effet, la"	"vigne"	"vigne"	"transpire et crée a"	"1647-1652"	"IRI=http://ontology.inrae.fr/frenchcropusage/Vignes, tomap-classifier=exact, similarity=1.0, skos-prefLabel=vigne, skos-prefLabel=vigne, skos-prefLabel=vigne, skos-prefLabel=vigne, form=vigne"
"BSVviti12_cle89fa1e"	"html"	"4953"	"stade d'évolution """	"tête"	"artichaut"	"noire "" sera rapide"	"3187-3191"	"IRI=http://ontology.inrae.fr/frenchcropusage/Artichauts, tomap-candidate-head=têtes, tomap-concept-synonym=tête d'artichaut, tomap-significant-head=têtes, tomap-classifier=head, similarity=0.5, skos-prefLabel=artichaut, skos-prefLabel=artichaut, form=tête"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"RENEVIER Valparc -"	"Espace Valentin Est"	"zone non agricole"	"25048 BESANCON CEDE"	"180-199"	"IRI=http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, tomap-candidate-head=Espace, tomap-concept-synonym=espace verte, tomap-significant-head=Espace, tomap-classifier=head, similarity=0.25, skos-prefLabel=zone non agricole, skos-prefLabel=zone non agricole, skos-prefLabel=zone non agricole, skos-prefLabel=zone non agricole, skos-prefLabel=zone non agricole, form=Espace Valentin Est"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"emble de la sole de"	"maïs"	"maïs"	"est implantée coura"	"467-471"	"IRI=http://ontology.inrae.fr/frenchcropusage/Mais, tomap-classifier=exact, similarity=1.0, skos-prefLabel=maïs, form=maïs"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"mois d'Avril et Mai"	"secs"	"arbre à fruits à coques"	"sont défavorables à"	"1443-1447"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arbres_fruits_coques, tomap-classifier=exact, similarity=1.0, skos-prefLabel=arbre à fruits à coques, skos-prefLabel=arbre à fruits à coques, skos-prefLabel=arbre à fruits à coques, skos-prefLabel=arbre à fruits à coques, skos-prefLabel=arbre à fruits à coques, form=secs"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"pas favorables à la"	"pousse des maïs"	"maïs popcorn"	". Vers gris Moins d'"	"1802-1817"	"IRI=http://ontology.inrae.fr/frenchcropusage/Mais_popcorn, tomap-candidate-head=pousse, tomap-concept-synonym=maïs popcorn, tomap-significant-head=maïs, tomap-classifier=head, similarity=0.5, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, form=pousse des maïs"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"usse des maïs. Vers"	"gris"	"laitue romaine"	"Moins d'attaque qu'"	"1824-1828"	"IRI=http://ontology.inrae.fr/frenchcropusage/Laitues_romaines, tomap-candidate-head=gris, tomap-concept-synonym=Grise maraîchère, tomap-significant-head=gris, tomap-classifier=head, similarity=0.5, skos-prefLabel=laitue romaine, skos-prefLabel=laitue romaine, skos-prefLabel=laitue romaine, skos-prefLabel=laitue romaine, skos-prefLabel=laitue romaine, skos-prefLabel=laitue romaine, skos-prefLabel=laitue romaine, form=gris"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"e en 2011. Pieds de"	"maïs"	"maïs"	"détruit par une che"	"1912-1916"	"IRI=http://ontology.inrae.fr/frenchcropusage/Mais, tomap-classifier=exact, similarity=1.0, skos-prefLabel=maïs, form=maïs"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"lle terricole = ver"	"gris"	"laitue romaine"	"La Loye Bulletin de"	"1971-1975"	"IRI=http://ontology.inrae.fr/frenchcropusage/Laitues_romaines, tomap-candidate-head=gris, tomap-concept-synonym=Grise maraîchère, tomap-significant-head=gris, tomap-classifier=head, similarity=0.5, skos-prefLabel=laitue romaine, skos-prefLabel=laitue romaine, skos-prefLabel=laitue romaine, skos-prefLabel=laitue romaine, skos-prefLabel=laitue romaine, skos-prefLabel=laitue romaine, skos-prefLabel=laitue romaine, form=gris"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"Santé du Végétal """	"Grandes Cultures"	"grande culture"	""" N°38 6 décembre 2"	"2015-2031"	"IRI=http://ontology.inrae.fr/frenchcropusage/Grandes_cultures, tomap-classifier=exact, similarity=1.0, skos-prefLabel=grande culture, skos-prefLabel=grande culture, form=Grandes Cultures"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"Santé du Végétal """	"Grandes Cultures"	"grande culture"	""" N°38 6 décembre 2"	"3343-3359"	"IRI=http://ontology.inrae.fr/frenchcropusage/Grandes_cultures, tomap-classifier=exact, similarity=1.0, skos-prefLabel=grande culture, skos-prefLabel=grande culture, form=Grandes Cultures"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"Santé du Végétal """	"Grandes Cultures"	"grande culture"	""" N°38 6 décembre 2"	"4465-4481"	"IRI=http://ontology.inrae.fr/frenchcropusage/Grandes_cultures, tomap-classifier=exact, similarity=1.0, skos-prefLabel=grande culture, skos-prefLabel=grande culture, form=Grandes Cultures"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"larvaires dans les"	"maïs"	"maïs"	"avant récolte Disse"	"4534-4538"	"IRI=http://ontology.inrae.fr/frenchcropusage/Mais, tomap-classifier=exact, similarity=1.0, skos-prefLabel=maïs, form=maïs"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"mèle des racines du"	"maïs"	"maïs"	"(Diabrotica virgife"	"5673-5677"	"IRI=http://ontology.inrae.fr/frenchcropusage/Mais, tomap-classifier=exact, similarity=1.0, skos-prefLabel=maïs, form=maïs"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"AL La chrysomèle du"	"maïs"	"maïs"	"est un ravageur imp"	"5756-5760"	"IRI=http://ontology.inrae.fr/frenchcropusage/Mais, tomap-classifier=exact, similarity=1.0, skos-prefLabel=maïs, form=maïs"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"ageur important des"	"cultures de maïs"	"maïs popcorn"	". Les dégâts sont du"	"5791-5807"	"IRI=http://ontology.inrae.fr/frenchcropusage/Mais_popcorn, tomap-candidate-head=culture, tomap-concept-synonym=maïs popcorn, tomap-significant-head=maïs, tomap-classifier=head, similarity=0.5, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, form=cultures de maïs"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"vées qu'une fois en"	"maïs"	"maïs"	"sur les années 2010"	"6770-6774"	"IRI=http://ontology.inrae.fr/frenchcropusage/Mais, tomap-classifier=exact, similarity=1.0, skos-prefLabel=maïs, form=maïs"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"tion d'implanter du"	"maïs"	"maïs"	"en 2011 sur une par"	"6843-6847"	"IRI=http://ontology.inrae.fr/frenchcropusage/Mais, tomap-classifier=exact, similarity=1.0, skos-prefLabel=maïs, form=maïs"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"it déjà emblavée en"	"maïs"	"maïs"	"en 2010. ET- obliga"	"6900-6904"	"IRI=http://ontology.inrae.fr/frenchcropusage/Mais, tomap-classifier=exact, similarity=1.0, skos-prefLabel=maïs, form=maïs"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"celles cultivées en"	"maïs"	"maïs"	"en 2011. Bulletin d"	"7021-7025"	"IRI=http://ontology.inrae.fr/frenchcropusage/Mais, tomap-classifier=exact, similarity=1.0, skos-prefLabel=maïs, form=maïs"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"Santé du Végétal """	"Grandes Cultures"	"grande culture"	""" N°38 6 décembre 2"	"7066-7082"	"IRI=http://ontology.inrae.fr/frenchcropusage/Grandes_cultures, tomap-classifier=exact, similarity=1.0, skos-prefLabel=grande culture, skos-prefLabel=grande culture, form=Grandes Cultures"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"vées qu'une fois en"	"maïs"	"maïs"	"sur les années 2010"	"7454-7458"	"IRI=http://ontology.inrae.fr/frenchcropusage/Mais, tomap-classifier=exact, similarity=1.0, skos-prefLabel=maïs, form=maïs"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"celles cultivées en"	"maïs"	"maïs"	"en 2010 et en 2011"	"7525-7529"	"IRI=http://ontology.inrae.fr/frenchcropusage/Mais, tomap-classifier=exact, similarity=1.0, skos-prefLabel=maïs, form=maïs"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"pieds spontanés de"	"maïs"	"maïs"	"des champs non affe"	"7722-7726"	"IRI=http://ontology.inrae.fr/frenchcropusage/Mais, tomap-classifier=exact, similarity=1.0, skos-prefLabel=maïs, form=maïs"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"s en monoculture du"	"maïs"	"maïs"	", des grandes voies"	"8102-8106"	"IRI=http://ontology.inrae.fr/frenchcropusage/Mais, tomap-classifier=exact, similarity=1.0, skos-prefLabel=maïs, form=maïs"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"es des parcelles de"	"maïs"	"maïs"	"en zone de sécurité"	"8549-8553"	"IRI=http://ontology.inrae.fr/frenchcropusage/Mais, tomap-classifier=exact, similarity=1.0, skos-prefLabel=maïs, form=maïs"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	", leurs surfaces en"	"maïs"	"maïs"	"représentaient resp"	"8602-8606"	"IRI=http://ontology.inrae.fr/frenchcropusage/Mais, tomap-classifier=exact, similarity=1.0, skos-prefLabel=maïs, form=maïs"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"5% de la surface en"	"maïs de la zone"	"maïs popcorn"	"focus et 19% de la"	"8658-8673"	"IRI=http://ontology.inrae.fr/frenchcropusage/Mais_popcorn, tomap-candidate-head=maïs, tomap-concept-synonym=maïs popcorn, tomap-significant-head=maïs, tomap-classifier=head, similarity=0.2, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, form=maïs de la zone"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"9% de la surface en"	"maïs de la zone de sécurité"	"maïs popcorn"	". Les 5 exploitation"	"8704-8731"	"IRI=http://ontology.inrae.fr/frenchcropusage/Mais_popcorn, tomap-candidate-head=maïs, tomap-concept-synonym=maïs popcorn, tomap-significant-head=maïs, tomap-classifier=head, similarity=0.14285714285714285, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, skos-prefLabel=maïs popcorn, form=maïs de la zone de sécurité"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"r leurs 43,68 ha de"	"maïs"	"maïs"	"implantés en zone f"	"8830-8834"	"IRI=http://ontology.inrae.fr/frenchcropusage/Mais, tomap-classifier=exact, similarity=1.0, skos-prefLabel=maïs, form=maïs"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"à la DDT en cas de"	"maïs"	"maïs"	"/maïs, sur leurs 132"	"8951-8955"	"IRI=http://ontology.inrae.fr/frenchcropusage/Mais, tomap-classifier=exact, similarity=1.0, skos-prefLabel=maïs, form=maïs"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"DDT en cas de maïs/"	"maïs"	"maïs"	", sur leurs 132,62 h"	"8956-8960"	"IRI=http://ontology.inrae.fr/frenchcropusage/Mais, tomap-classifier=exact, similarity=1.0, skos-prefLabel=maïs, form=maïs"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"leurs 132,62 ha de"	"maïs"	"maïs"	"implantés en zone d"	"8985-8989"	"IRI=http://ontology.inrae.fr/frenchcropusage/Mais, tomap-classifier=exact, similarity=1.0, skos-prefLabel=maïs, form=maïs"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"e coléoptère. BILAN"	"TOURNESOL"	"tournesol"	"Les tous premiers s"	"9800-9809"	"IRI=http://ontology.inrae.fr/frenchcropusage/Tournesols, tomap-classifier=exact, similarity=1.0, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, form=TOURNESOL"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"mois d'Avril et Mai"	"secs"	"arbre à fruits à coques"	"sont défavorables à"	"10381-10385"	"IRI=http://ontology.inrae.fr/frenchcropusage/Arbres_fruits_coques, tomap-classifier=exact, similarity=1.0, skos-prefLabel=arbre à fruits à coques, skos-prefLabel=arbre à fruits à coques, skos-prefLabel=arbre à fruits à coques, skos-prefLabel=arbre à fruits à coques, skos-prefLabel=arbre à fruits à coques, form=secs"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"Santé du Végétal """	"Grandes Cultures"	"grande culture"	""" N°38 6 décembre 2"	"10790-10806"	"IRI=http://ontology.inrae.fr/frenchcropusage/Grandes_cultures, tomap-classifier=exact, similarity=1.0, skos-prefLabel=grande culture, skos-prefLabel=grande culture, form=Grandes Cultures"
