"bsv"	"type"	"number of words"	"html tag"	"context before"	"form"	"lemma"	"prefLabel"	"context after"	"location"	"features"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_GC_NA_Limousin_18_20200901_cle088995.html"	"html"	"3491"	"P."	"ue, semer tôt : sur"	"colza, les semis"	"colza , le semis"	""	"tardifs sont généra"	"13895-13911"	"type=N_PUN_N, match=fcu, form=colza, les semis"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_GC_NA_Limousin_18_20200901_cle088995.html"	"html"	"3491"	"P."	"le. A partir de 3-4"	"feuilles, le colza"	"feuille , le colza"	""	"entre dans une dyna"	"16509-16527"	"type=N_PUN_N, match=fcu, form=feuilles, le colza"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_GC_n_15_du_10_mars_2015_cle0bc9b5.html"	"html"	"1423"	"P."	"nce du charançon de"	"la tige du colza, le charançon de la tige"	"le tige du colza , le charançon de le tige"	""	"du chou ne pond pas"	"4315-4356"	"type=N_PUN_N, match=fcu, form=la tige du colza, le charançon de la tige"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_GC_n_22_du_30_avril_2013_cle82bfbf.html"	"html"	"3946"	"P."	"a dans la rotation ("	"colza, tournesol, soja, pois"	"colza , tournesol , soja , pois"	""	"), les attaques rec"	"4826-4854"	"type=N_PUN_N, match=fcu, form=colza, tournesol, soja, pois"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_GC_n_22_du_30_avril_2013_cle82bfbf.html"	"html"	"3946"	"P."	"t. Comme les autres"	"espèces, les pois"	"espèce , le pois"	""	"ont accéléré leur c"	"14477-14494"	"type=N_PUN_N, match=fcu, form=espèces, les pois"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_GC_n_22_du_30_avril_2013_cle82bfbf.html"	"html"	"3946"	"P."	"ultures mellifères ("	"colza, tournesol, féverole, luzerne, maïs"	"colza , tournesol , féverole , luzerne , maïs"	""	", CIPAN ) en début d"	"18956-18997"	"type=N_PUN_N, match=fcu, form=colza, tournesol, féverole, luzerne, maïs"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_GRANDES_CULTURES_2017_No5_cle8b8eff.html"	"html"	"3061"	"P. SMALL."	"égumes industriels,"	"arboriculture, maraîchage, pépinière"	"arboriculture , maraîchage , pépinière"	""	"horticulture, zones"	"15389-15425"	"type=N_PUN_N, match=fcu, form=arboriculture, maraîchage, pépinière"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_GRANDES_CULTURES_2017_No5_cle8b8eff.html"	"html"	"3061"	"P. SMALL."	"raîchage, pépinière"	"horticulture, zones"	"horticulture , zone"	""	"non agricoles. Pour"	"15426-15445"	"type=N_PUN_N, match=fcu, form=horticulture, zones"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_GRANDES_CULTURES_2018_No38_cle0b961f.html"	"html"	"3149"	"P."	"NT Pomme de terre :"	"MILEOS et Oignon"	"MILEOS et oignon"	""	": MILONI : FREDON I"	"16587-16603"	"type=N_KON_N, match=fcu, form=MILEOS et Oignon"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_GRANDES_CULTURES_2018_No38_cle0b961f.html"	"html"	"3149"	"P."	"égumes industriels,"	"arboriculture, maraîchage, pépinière"	"arboriculture , maraîchage , pépinière"	""	"horticulture, JEVI."	"17029-17065"	"type=N_PUN_N, match=fcu, form=arboriculture, maraîchage, pépinière"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_Grandes_Cultures_Lin__Oleagineux_n19_NR_02052018_cle06c988.html"	"html"	"1846"	"P."	"IN D'HIVER F1 Cette"	"semaine, les lins"	"semaine , le lin"	""	"vont du stade E1 (="	"2631-2648"	"type=N_PUN_N, match=fcu, form=semaine, les lins"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_Grandes_Cultures_Lin__Oleagineux_n2_NR_17102017_cle4cd66c.html"	"html"	"1074"	"P."	"41 44 Cette"	"semaine, les lins"	"semaine , le lin"	""	"vont du stade levée"	"1941-1958"	"type=N_PUN_N, match=fcu, form=semaine, les lins"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_Horticulture_n_14_du_21_octobre_2011_cle036c85.html"	"html"	"454"	"P."	"Après près de cinq"	"mois de culture, les chrysanthèmes"	"mois|moi de culture , le chrysanthème"	""	"quittent les serres"	"112-146"	"type=N_PUN_N, match=fcu, form=mois de culture, les chrysanthèmes"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_JEVI_4_24_juillet_2019_cle4fa1b8.html"	"html"	"4909"	"HTML. BODY."	"oins importante des"	"chênes, le
Bulletin de Santé"	"chêne , le bulletin de santé"	""	"du Végétal Corse JE"	"7197-7225"	"type=N_PUN_N, match=fcu, form=chênes, le
Bulletin de Santé"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_JEVI_4_24_juillet_2019_cle4fa1b8.html"	"html"	"4909"	"P."	"ffecter de nombreux"	"végétaux, oliviers, Prunus"	"végétal , olivier , prunus"	""	"(pêchers, amandiers"	"22971-22997"	"type=N_PUN_N, match=fcu, form=végétaux, oliviers, Prunus"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_JEVI_4_24_juillet_2019_cle4fa1b8.html"	"html"	"4909"	"P."	", oliviers, Prunus ("	"pêchers, amandiers"	"pêcher , amandier"	""	"), laurier rose, vig"	"22999-23017"	"type=N_PUN_N, match=fcu, form=pêchers, amandiers"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_JEVI_4_24_juillet_2019_cle4fa1b8.html"	"html"	"4909"	"P."	"ers), laurier rose,"	"vigne, agrumes, caféiers, chênes"	"vigne , agrume , caféier , chêne"	""	"Les dépérissements"	"23034-23066"	"type=N_PUN_N, match=fcu, form=vigne, agrumes, caféiers, chênes"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_JEVI_4_24_juillet_2019_cle4fa1b8.html"	"html"	"4909"	"P."	"plus attaqués sont"	"l'avocat, la mangue et la papaye"	"l'avocat , le mangue et le papaye"	""	"mais l'espèce s'en"	"25795-25827"	"type=N_PUN_N_KON_N, match=fcu, form=l'avocat, la mangue et la papaye"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_JEVI_4_24_juillet_2019_cle4fa1b8.html"	"html"	"4909"	"P."	"s'en prend aussi au"	"citron, goyave, banane, nèfle du Japon, tomate, cerise de Cayenne"	"citron , goyave , banane , nèfle du Japon , tomate , cerise de cayenne"	""	", fruit de la passio"	"25862-25927"	"type=N_PUN_N, match=fcu, form=citron, goyave, banane, nèfle du Japon, tomate, cerise de Cayenne"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_JEVI_4_24_juillet_2019_cle4fa1b8.html"	"html"	"4909"	"P."	"e Cayenne, fruit de"	"la passion, kaki, ananas, pêche, poire, abricot, figue et café"	"le passion , kaki , ananas , pêche , poire , abricot , figue et café"	""	". Les légumes concer"	"25938-26000"	"type=N_PUN_N_KON_N, match=fcu, form=la passion, kaki, ananas, pêche, poire, abricot, figue et café"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_JEVI_4_24_juillet_2019_cle4fa1b8.html"	"html"	"4909"	"P."	"rnés sont notamment"	"les tomates, poivrons, melons et courges"	"le tomate , poivron , melon et courge"	""	". Bulletin de Santé"	"26039-26079"	"type=N_PUN_N_KON_N, match=fcu, form=les tomates, poivrons, melons et courges"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_Legumes_082019_cle841c8f-1.html"	"html"	"4457"	"P."	"aroucheurs sonores ("	"canon, Tordeuse du pois"	"canon , tordeur du pois"	""	"(UNILET) tonne-fort"	"3765-3788"	"type=N_PUN_N, match=fcu, form=canon, Tordeuse du pois"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_Legumes_082019_cle841c8f-1.html"	"html"	"4457"	"P."	"bservée sur oignons"	"bulbilles et ciboule"	"bulbille et ciboule"	""	"à Loos-en-Gohelle ("	"7357-7377"	"type=N_KON_N, match=fcu, form=bulbilles et ciboule"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_Legumes_082019_cle841c8f-1.html"	"html"	"4457"	"P."	"ltures d'alliacées ("	"poireaux, ciboulette, ail"	"poireau , ciboulette , ail"	""	") pour détecter d'é"	"7556-7581"	"type=N_PUN_N, match=fcu, form=poireaux, ciboulette, ail"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_Legumes_082019_cle841c8f-1.html"	"html"	"4457"	"P."	"ignons bulbilles et"	"échalotes de plantation, oignon de semis"	"échalote de plantation , oignon de semis"	""	"dit "" précoces "",-"	"8570-8610"	"type=N_PUN_N, match=fcu, form=échalotes de plantation, oignon de semis"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_Legumes_082019_cle841c8f-1.html"	"html"	"4457"	"P."	"ntes observées. Sur"	"oignon, le risque"	"oignon , le risque"	""	"est très faible, il"	"11642-11659"	"type=N_PUN_N, match=fcu, form=oignon, le risque"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_Legumes_082019_cle841c8f-1.html"	"html"	"4457"	"P."	"40 plantes hôtes) :"	"haricot, concombre, épinard, tomate, radis, navet, oignon, poireau, pomme de terre"	"haricot , concombre , épinard , tomate , radis , navet , oignon , poireau , pomme de terre"	""	"Les femelles appréc"	"19753-19835"	"type=N_PUN_N, match=fcu, form=haricot, concombre, épinard, tomate, radis, navet, oignon, poireau, pomme de terre"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_Legumes_082019_cle841c8f-1.html"	"html"	"4457"	"P. SMALL."	"DELASSUS-PLRN; Chou-"	"fleur, choux"	"fleur , chou"	""	": F. SIMEON -PLRN;"	"22408-22420"	"type=N_PUN_N, match=fcu, form=fleur, choux"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_Legumes_082019_cle841c8f-1.html"	"html"	"4457"	"P. SMALL."	"; Carotte, Epinard,"	"Pois de conserve, Haricots"	"pois de conserve , haricot"	""	"verts et Scorsonère"	"22515-22541"	"type=N_PUN_N, match=fcu, form=Pois de conserve, Haricots"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_Legumes_322019_2__cle44e13b.html"	"html"	"2297"	"P."	"nt été signalés sur"	"épinard de printemps et d'automne"	"épinard de printemps et d'automne"	""	". Bulletin de Santé"	"9171-9204"	"type=N_KON_N, match=fcu, form=épinard de printemps et d'automne"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_Legumes_322019_2__cle44e13b.html"	"html"	"2297"	"TABLE. TBODY. TR. TD."	"la répartition des"	"parcelles de haricot et flageolet"	"parcelle de haricot et flageolet"	""	": Ravageu"	"9540-9573"	"type=N_KON_N, match=fcu, form=parcelles de haricot et flageolet"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_Legumes_322019_2__cle44e13b.html"	"html"	"2297"	"P. SMALL."	"DELASSUS-PLRN; Chou-"	"fleur, choux"	"fleur , chou"	""	": F. SIMEON -PLRN;"	"13582-13594"	"type=N_PUN_N, match=fcu, form=fleur, choux"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_Legumes_322019_2__cle44e13b.html"	"html"	"2297"	"P. SMALL."	"; Carotte, Epinard,"	"Pois de conserve, Haricots"	"pois de conserve , haricot"	""	"verts et Scorsonère"	"13685-13711"	"type=N_PUN_N, match=fcu, form=Pois de conserve, Haricots"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_Lin_09_cle07fbd6.html"	"html"	"1112"	"FIGURE. FIGCAPTION."	"DES CULTURES Cette"	"semaine, les lins"	"semaine , le lin"	""	"vont du stade levée"	"1953-1970"	"type=N_PUN_N, match=fcu, form=semaine, les lins"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_Lin_bilan_cle8a2881.html"	"html"	"2612"	"P."	"gés d'eau, limitant"	"le risque de cisaillement, les lins"	"le risque de cisaillement , le lin"	""	"ont pu résister aux"	"1979-2014"	"type=N_PUN_N, match=fcu, form=le risque de cisaillement, les lins"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_Lin_bilan_cle8a2881.html"	"html"	"2612"	"P."	"issance active. Fin"	"mars, les lins"	"mars , le lin"	""	"mesurent 10 à 20 cm"	"3201-3215"	"type=N_PUN_N, match=fcu, form=mars, les lins"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_Lin_bilan_cle8a2881.html"	"html"	"2612"	"P."	"es négatives durant"	"la phase de floraison, le lin de printemps"	"le phase de floraison , le lin de printemps"	""	"sera affecté par de"	"10874-10916"	"type=N_PUN_N, match=fcu, form=la phase de floraison, le lin de printemps"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_MARAICHAGE_2018-17_cle04f12d.html"	"html"	"2320"	"P."	"égumes industriels,"	"arboriculture, maraîchage, pépinière"	"arboriculture , maraîchage , pépinière"	""	"horticulture, zones"	"12416-12452"	"type=N_PUN_N, match=fcu, form=arboriculture, maraîchage, pépinière"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_MARAICHAGE_2018-17_cle04f12d.html"	"html"	"2320"	"P."	"raîchage, pépinière"	"horticulture, zones"	"horticulture , zone"	""	"non agricoles. Page"	"12453-12472"	"type=N_PUN_N, match=fcu, form=horticulture, zones"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_MARAICHAGE_2019_07_cle0cc493.html"	"html"	"3985"	"P."	"on d'irrigation des"	"pommes de terre et solanacées"	"pomme de terre et solanacées"	""	"à partir de l'eau d"	"138-167"	"type=N_KON_N, match=fcu, form=pommes de terre et solanacées"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_MARAICHAGE_2019_07_cle0cc493.html"	"html"	"3985"	"P."	"même famille comme"	"la tomate, l'aubergine et le poivron"	"le tomate , l'aubergine et le poivron"	""	". Cette bactérie peu"	"874-910"	"type=N_PUN_N_KON_N, match=fcu, form=la tomate, l'aubergine et le poivron"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_MARAICHAGE_2019_07_cle0cc493.html"	"html"	"3985"	"P."	"ce-amère, la grande"	"ortie, les moutardes et le chénopode"	"ortie , le moutarde et le chénopode"	""	"blanc. Photos de mo"	"1043-1079"	"type=N_PUN_N_KON_N, match=fcu, form=ortie, les moutardes et le chénopode"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_MARAICHAGE_2019_07_cle0cc493.html"	"html"	"3985"	"P."	"it l'irrigation des"	"pommes de terre et solanacées"	"pomme de terre et solanacées"	""	"à partir de l'eau d"	"5022-5051"	"type=N_KON_N, match=fcu, form=pommes de terre et solanacées"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_MARAICHAGE_2019_07_cle0cc493.html"	"html"	"3985"	"P."	"llifères (carottes,"	"panais, céleris, persil, fenouil, cerfeuil"	"panais , céleri , persil , fenouil , cerfeuil"	""	"). Eloigner les par"	"11456-11498"	"type=N_PUN_N, match=fcu, form=panais, céleris, persil, fenouil, cerfeuil"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_MARAICHAGE_2019_07_cle0cc493.html"	"html"	"3985"	"P."	"ges pour la mouche ("	"haies, bosquets, forêts"	"haie , bosquet , forêt"	""	"). Compte tenu du s"	"11611-11634"	"type=N_PUN_N, match=fcu, form=haies, bosquets, forêts"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_MARAICHAGE_2019_07_cle0cc493.html"	"html"	"3985"	"P."	"elle se trouve sur"	"salades, chou, pomme de terre, épinard, haricot"	"salade , chou , pomme de terre , épinard , haricot"	""	". Le papillon mesur"	"12244-12291"	"type=N_PUN_N, match=fcu, form=salades, chou, pomme de terre, épinard, haricot"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_MARAICHAGE_2019_07_cle0cc493.html"	"html"	"3985"	"P."	"cultivées : le chou-"	"fleur, les choux, le colza, la moutarde des champs"	"fleur , le chou , le colza , le moutarde du champ"	""	". Un papillon de tei"	"14804-14854"	"type=N_PUN_N, match=fcu, form=fleur, les choux, le colza, la moutarde des champs"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_MARAICHAGE_2019_07_cle0cc493.html"	"html"	"3985"	"P."	"ultures fruitières ("	"pêchers, poiriers, mangue, banane"	"pêcher , poirier , mangue , banane"	""	"...), agrumes (citro"	"18110-18143"	"type=N_PUN_N, match=fcu, form=pêchers, poiriers, mangue, banane"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_MARAICHAGE_2019_07_cle0cc493.html"	"html"	"3985"	"P."	"...) et légumières ("	"tomate, poivron, melon, courge"	"tomate , poivron , melon , courge"	""	"...). La présence de"	"18192-18222"	"type=N_PUN_N, match=fcu, form=tomate, poivron, melon, courge"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_MARAICHAGE_2019_07_cle0cc493.html"	"html"	"3985"	"P."	"égumes industriels,"	"arboriculture, maraîchage, pépinière"	"arboriculture , maraîchage , pépinière"	""	"horticulture. Page"	"21665-21701"	"type=N_PUN_N, match=fcu, form=arboriculture, maraîchage, pépinière"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_MARAICHAGE_Nord_NA_24_20201021_cle8b8312.html"	"html"	"3040"	"H2."	"ive de cet insecte."	"Carotte et céleri"	"carotte et céleri"	""	"-rave Mouche de la"	"1755-1772"	"type=N_KON_N, match=fcu, form=Carotte et céleri"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_MARAICHAGE_Nord_NA_24_20201021_cle8b8312.html"	"html"	"3040"	"H1."	"1 octobre 2020 4/8"	"Carotte et céleri"	"carotte et céleri"	""	"-rave Mouche de la c"	"8203-8220"	"type=N_KON_N, match=fcu, form=Carotte et céleri"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_MARAICHAGE_Nord_NA_24_20201021_cle8b8312.html"	"html"	"3040"	"P."	"gie particulière de"	"la mouche de la carotte, la réalisation de piégeage"	"le mouche de le carotte , le réalisation de piégeage"	""	"à la parcelle perme"	"8302-8353"	"type=N_PUN_N, match=fcu, form=la mouche de la carotte, la réalisation de piégeage"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_MARAICHAGE_Nord_NA_24_20201021_cle8b8312.html"	"html"	"3040"	"P."	"r et par piège pour"	"une culture de carotte, le double"	"un culture de carotte , le double"	""	"pour le céleri-rave"	"10639-10672"	"type=N_PUN_N, match=fcu, form=une culture de carotte, le double"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_MARAICHAGE_Nord_NA_24_20201021_cle8b8312.html"	"html"	"3040"	"P."	"eu de temps (cas de"	"plantations de salades, semis de radis"	"plantation de salade , semis de radis"	""	"). Les limaces se p"	"13815-13853"	"type=N_PUN_N, match=fcu, form=plantations de salades, semis de radis"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_MARAICHAGE_Nord_NA_24_20201021_cle8b8312.html"	"html"	"3040"	"FIGURE. FIGCAPTION."	"xemple). Dégâts sur"	"choux et chenille de Mamestra"	"chou et chenille de Mamestra"	""	"brassicae enroulée"	"14999-15028"	"type=N_KON_N, match=fcu, form=choux et chenille de Mamestra"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_NA_CHATAIGNIER_GSO_09_20190919_cle868eba.html"	"html"	"994"	"P."	"e, la larve perfore"	"l'enveloppe de la châtaigne et s'enfonce"	"l'enveloppe de le châtaigne et s'enfonce"	""	"dans le sol. Elle t"	"1800-1840"	"type=N_KON_N, match=fcu, form=l'enveloppe de la châtaigne et s'enfonce"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b.html"	"html"	"3995"	"H2."	"es plus concernées."	"Carotte et céleri"	"carotte et céleri"	""	"-rave Mouche de la c"	"1618-1635"	"type=N_KON_N, match=fcu, form=Carotte et céleri"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b.html"	"html"	"3995"	"P."	"us abris froid Dans"	"la région, la production de tomates"	"le région , le production de tomate"	""	"est réalisée chez u"	"2960-2995"	"type=N_PUN_N, match=fcu, form=la région, la production de tomates"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b.html"	"html"	"3995"	"H1."	"es à ce champignon."	"Carotte et céleri"	"carotte et céleri"	""	"-rave Taches typique"	"7357-7374"	"type=N_KON_N, match=fcu, form=Carotte et céleri"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b.html"	"html"	"3995"	"P."	"gie particulière de"	"la mouche de la carotte, la réalisation de piégeages"	"le mouche de le carotte , le réalisation de piégeage"	""	"permet d'identifier"	"7512-7564"	"type=N_PUN_N, match=fcu, form=la mouche de la carotte, la réalisation de piégeages"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b.html"	"html"	"3995"	"P."	"st mis en place sur"	"céleri et carotte"	"céleri et carotte"	""	". Site Nombre de mou"	"7653-7670"	"type=N_KON_N, match=fcu, form=céleri et carotte"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_NA_CULTURES_LEGUMIERES-Nord_NA__20_20170830_cle02661b.html"	"html"	"3995"	"H2."	"niques) Altises sur"	"radis et rutabagas"	"radis et rutabaga"	""	"En Charente, on obs"	"19820-19838"	"type=N_KON_N, match=fcu, form=radis et rutabagas"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_NA_CULTURES__LEGUMIERES-Nord_Nouvelle_Aquitaine_n_28_cle424df5.html"	"html"	"2003"	"H2."	"portement variétal."	"Carotte et céleri"	"carotte et céleri"	""	"-rave Mouche de la c"	"1702-1719"	"type=N_KON_N, match=fcu, form=Carotte et céleri"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_NA_CULTURES__LEGUMIERES-Nord_Nouvelle_Aquitaine_n_28_cle424df5.html"	"html"	"2003"	"H1."	"tion de ce ravageur"	"Carotte et céleri"	"carotte et céleri"	""	"-rave Mouche de la c"	"4673-4690"	"type=N_KON_N, match=fcu, form=Carotte et céleri"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_NA_CULTURES__LEGUMIERES-Nord_Nouvelle_Aquitaine_n_28_cle424df5.html"	"html"	"2003"	"P."	"gie particulière de"	"la mouche de la carotte, la réalisation de piégeages"	"le mouche de le carotte , le réalisation de piégeage"	""	"permet d'identifier"	"4772-4824"	"type=N_PUN_N, match=fcu, form=la mouche de la carotte, la réalisation de piégeages"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_NA_CULTURES__LEGUMIERES-Nord_Nouvelle_Aquitaine_n_28_cle424df5.html"	"html"	"2003"	"P."	"st mis en place sur"	"céleri et carotte"	"céleri et carotte"	""	". Site 17 18 19 20 N"	"4913-4930"	"type=N_KON_N, match=fcu, form=céleri et carotte"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3.html"	"html"	"5870"	"H2."	"lé tendre, blé dur,"	"triticale, orge"	"triticale , orge"	""	") Cette semaine, un"	"4786-4801"	"type=N_PUN_N, match=fcu, form=triticale, orge"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3.html"	"html"	"5870"	"H2."	"ille jaune. Oïdium ("	"orge, triticale, blé"	"orge , triticale , blé"	""	") Des symptômes d'oï"	"5756-5776"	"type=N_PUN_N, match=fcu, form=orge, triticale, blé"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3.html"	"html"	"5870"	"P."	"variétés sensibles ("	"orge et triticale"	"orge et triticale"	""	"). A consulter : Gui"	"6793-6810"	"type=N_KON_N, match=fcu, form=orge et triticale"
"/Users/belka/Documents/GitHub/termExtraction/resources/Corpus-v-12-04-21/test/CorpusAlea.html/BSV_NA_GC_AQUITAINE_N09_20190404_cle0279a3.html"	"html"	"5870"	"H2."	"3) Rhynchosporiose ("	"orge, triticale"	"orge , triticale"	""	") Pas de nouveau sig"	"6986-7001"	"type=N_PUN_N, match=fcu, form=orge, triticale"
