"bsv"	"type"	"length"	"context before"	"form"	"prefLabel"	"context after"	"location"	"features"
"BSV_Grandes_Cultures_Lin__Oleagineux_n2_NR_17102017_cle4cd66c"	"html"	"6031"	"2017 réseau SBT"	"Lin oléagineux d'hiver"	"lin oléagineux d'hiver"	"En cours"	"1590-1612"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/lins_oleagineux_hiver, skos-prefLabel=lin oléagineux d'hiver, form=Lin oléagineux d'hiver"
"BSV_Grandes_Cultures_Lin__Oleagineux_n2_NR_17102017_cle4cd66c"	"html"	"6031"	"Cette semaine, les"	"lins"	"lin"	"vont du stade levée"	"1954-1958"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Lins, skos-prefLabel=lin, form=lins"
"BSV_Grandes_Cultures_Lin__Oleagineux_n2_NR_17102017_cle4cd66c"	"html"	"6031"	"roissance active du"	"lin"	"lin"	". (Source : Terres I"	"2137-2140"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Lins, skos-prefLabel=lin, form=lin"
"BSV_Grandes_Cultures_Lin__Oleagineux_n2_NR_17102017_cle4cd66c"	"html"	"6031"	"Ecophyto 2018 BSV"	"Lin Oléagineux"	"lin oléagineux"	"- 2 Risque altises A"	"2816-2830"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Lins_oleagineux, skos-prefLabel=lin oléagineux, form=Lin Oléagineux"
"BSV_Grandes_Cultures_Lin__Oleagineux_n2_NR_17102017_cle4cd66c"	"html"	"6031"	"aible en altise sur"	"lin"	"lin"	"d'hiver. Aucun dégâ"	"2989-2992"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Lins, skos-prefLabel=lin, form=lin"
"BSV_Grandes_Cultures_Lin__Oleagineux_n2_NR_17102017_cle4cd66c"	"html"	"6031"	"ondre : l'altise du"	"lin"	"lin"	"(il existe différen"	"3102-3105"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Lins, skos-prefLabel=lin, form=lin"
"BSV_Grandes_Cultures_Lin__Oleagineux_n2_NR_17102017_cle4cd66c"	"html"	"6031"	"s chrysocephala) du"	"colza"	"colza"	"sont des espèces di"	"3260-3265"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Colzas, skos-prefLabel=colza, form=colza"
"BSV_Grandes_Cultures_Lin__Oleagineux_n2_NR_17102017_cle4cd66c"	"html"	"6031"	"blématiques sur des"	"lins"	"lin"	"peu poussants que s"	"3480-3484"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Lins, skos-prefLabel=lin, form=lins"
"BSV_Grandes_Cultures_Lin__Oleagineux_n2_NR_17102017_cle4cd66c"	"html"	"6031"	"ction de l'état des"	"lins"	"lin"	"(peuplement, vigueu"	"3658-3662"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Lins, skos-prefLabel=lin, form=lins"
"BSV_Grandes_Cultures_Lin__Oleagineux_n2_NR_17102017_cle4cd66c"	"html"	"6031"	"Ecophyto 2018 BSV"	"Lin Oléagineux"	"lin oléagineux"	"- 2 Annexes RAPPEL :"	"4813-4827"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Lins_oleagineux, skos-prefLabel=lin oléagineux, form=Lin Oléagineux"
"BSV_Horticulture_n_14_du_21_octobre_2011_cle036c85"	"html"	"2814"	"ois de culture, les"	"chrysanthèmes"	"chrysanthème"	"quittent les serres"	"133-146"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Chrysanthemes, skos-prefLabel=chrysanthème, form=chrysanthèmes"
"BSV_Horticulture_n_14_du_21_octobre_2011_cle036c85"	"html"	"2814"	"e Acariens Pucerons"	"Chrysanthème"	"chrysanthème"	"Chrysanthème Légend"	"1519-1531"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Chrysanthemes, skos-prefLabel=chrysanthème, form=Chrysanthème"
"BSV_Horticulture_n_14_du_21_octobre_2011_cle036c85"	"html"	"2814"	"cerons Chrysanthème"	"Chrysanthème"	"chrysanthème"	"Légende Aucun risqu"	"1532-1544"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Chrysanthemes, skos-prefLabel=chrysanthème, form=Chrysanthème"
"BSV_Horticulture_n_14_du_21_octobre_2011_cle036c85"	"html"	"2814"	"isque Thrips Thrips"	"Chrysanthème"	"chrysanthème"	"Cyclamen Risque moy"	"1580-1592"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Chrysanthemes, skos-prefLabel=chrysanthème, form=Chrysanthème"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"atiques Platane Pin"	"Chêne"	"chêne"	"Autres végétaux d'o"	"55-60"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Chenes, skos-prefLabel=chêne, form=Chêne"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"végétaux d'ornement"	"Palmier"	"palmier"	"Prévision météo Lie"	"88-95"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Palmiers, skos-prefLabel=palmier, form=Palmier"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	":Charançon rouge du"	"palmier"	"palmier"	": nouvel arrêté de"	"1221-1228"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Palmiers, skos-prefLabel=palmier, form=palmier"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"ncs, en général sur"	"chênes"	"chêne"	", entre 100 et 800 œ"	"6515-6521"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Chenes, skos-prefLabel=chêne, form=chênes"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"chenilles sur de la"	"vigne"	"vigne"	", à Figari en 2018,"	"7045-7050"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=vigne"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"oins importante des"	"chênes"	"chêne"	", le Bulletin de San"	"7197-7203"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Chenes, skos-prefLabel=chêne, form=chênes"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"nctuellement sur la"	"vigne"	"vigne"	", mais aussi sur des"	"7342-7347"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=vigne"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"partement Santé des"	"Forêts"	"arboriculture"	"04/19), c'est bien"	"7484-7490"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arboriculture, skos-prefLabel=arboriculture, form=Forêts"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	", c'est bien sur le"	"chêne"	"chêne"	"que le bombyx peut"	"7517-7522"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Chenes, skos-prefLabel=chêne, form=chêne"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"âts sur les buis en"	"pépinière"	"horticulture ornementale"	", en espace vert com"	"8961-8970"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Horticulture_ornementale, skos-prefLabel=horticulture ornementale, form=pépinière"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"is en pépinière, en"	"espace vert"	"zone non agricole"	"comme en forêt.Biol"	"8975-8986"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, skos-prefLabel=zone non agricole, form=espace vert"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"space vert comme en"	"forêt"	"arboriculture"	".Biologie : Les chen"	"8996-9001"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arboriculture, skos-prefLabel=arboriculture, form=forêt"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"u'à 1m de long. Les"	"fleurs"	"floriculture"	"sont blanches, en o"	"12808-12814"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cultures_florales, skos-prefLabel=floriculture, form=fleurs"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"e avec une visière."	"PALMIER"	"palmier"	"Charançon rouge du"	"13586-13593"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Palmiers, skos-prefLabel=palmier, form=PALMIER"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"Charançon rouge du"	"palmier"	"palmier"	"Rhynchophorus ferru"	"13614-13621"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Palmiers, skos-prefLabel=palmier, form=palmier"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"phorus ferrugineus ("	"olivier"	"olivier"	") a été publié au jo"	"13735-13742"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Oliviers, skos-prefLabel=olivier, form=olivier"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"harançons rouges du"	"palmier"	"palmier"	"Bulletin de Santé d"	"14165-14172"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Palmiers, skos-prefLabel=palmier, form=palmier"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"oignés des sites de"	"palmiers"	"palmier"	"contenaient très pe"	"15838-15846"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Palmiers, skos-prefLabel=palmier, form=palmiers"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"La surveillance des"	"palmiers"	"palmier"	"est nécessaire dans"	"16313-16321"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Palmiers, skos-prefLabel=palmier, form=palmiers"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"miter la taille des"	"palmiers"	"palmier"	"pour ne pas les ren"	"16449-16457"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Palmiers, skos-prefLabel=palmier, form=palmiers"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"ccupant ravageur du"	"palmier"	"palmier"	"depuis l'Aquitaine"	"17178-17185"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Palmiers, skos-prefLabel=palmier, form=palmier"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"lles plantations de"	"palmier"	"palmier"	".Observations : L'ém"	"17377-17384"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Palmiers, skos-prefLabel=palmier, form=palmier"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"n dans le stipe des"	"palmiers"	"palmier"	"est assez facile à"	"17484-17492"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Palmiers, skos-prefLabel=palmier, form=palmiers"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"nslucide de couleur"	"orangée"	"oranger"	", fichée dans le sti"	"17578-17585"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Orangers, skos-prefLabel=oranger, form=orangée"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"dans le stipe. Les"	"palmiers"	"palmier"	"fortement infestés"	"17613-17621"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Palmiers, skos-prefLabel=palmier, form=palmiers"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"en visibles sur les"	"palmiers"	"palmier"	"Trachycarpus et Cha"	"17716-17724"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Palmiers, skos-prefLabel=palmier, form=palmiers"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"eau faible pour les"	"palmiers"	"palmier"	"en place, il faut ê"	"18049-18057"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Palmiers, skos-prefLabel=palmier, form=palmiers"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"s vigilant pour des"	"palmiers"	"palmier"	"introduits sur l'îl"	"18104-18112"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Palmiers, skos-prefLabel=palmier, form=palmiers"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"r les symptômes des"	"palmiers"	"palmier"	"de type Chamaerops"	"18220-18228"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Palmiers, skos-prefLabel=palmier, form=palmiers"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"on inexpliquée. Les"	"palmiers"	"palmier"	"récemment introduit"	"18292-18300"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Palmiers, skos-prefLabel=palmier, form=palmiers"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"e (Platanus sp,) le"	"cerisier"	"cerisier"	"(Prunus cerasus), l"	"19903-19911"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cerisiers, skos-prefLabel=cerisier, form=cerisier"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"nombreux végétaux,"	"oliviers"	"olivier"	", Prunus (pêchers, a"	"22981-22989"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Oliviers, skos-prefLabel=olivier, form=oliviers"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	", oliviers, Prunus ("	"pêchers"	"pêcher"	", amandiers), laurie"	"22999-23006"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pechers, skos-prefLabel=pêcher, form=pêchers"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"s, Prunus (pêchers,"	"amandiers"	"amandier"	"), laurier rose, vig"	"23008-23017"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Amandiers, skos-prefLabel=amandier, form=amandiers"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"êchers, amandiers),"	"laurier"	"laurier"	"rose, vigne, agrume"	"23020-23027"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Lauriers, skos-prefLabel=laurier, form=laurier"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"amandiers), laurier"	"rose"	"rosier ornemental"	", vigne, agrumes, ca"	"23028-23032"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Rosiers_ornementaux, skos-prefLabel=rosier ornemental, form=rose"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"ers), laurier rose,"	"vigne"	"vigne"	", agrumes, caféiers,"	"23034-23039"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=vigne"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"aurier rose, vigne,"	"agrumes"	"agrume"	", caféiers, chênes L"	"23041-23048"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Agrumes, skos-prefLabel=agrume, form=agrumes"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"agrumes, caféiers,"	"chênes"	"chêne"	"Les dépérissements"	"23060-23066"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Chenes, skos-prefLabel=chêne, form=chênes"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"spagne, un plant de"	"vigne"	"vigne"	"contaminé par Xylel"	"23493-23498"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes, skos-prefLabel=vigne, form=vigne"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"t d'une parcelle de"	"raisins de table"	"vigne de table"	", âgée de 20 ans La"	"23925-23941"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Vignes_table, skos-prefLabel=vigne de table, form=raisins de table"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"la première fois en"	"verger"	"arboriculture fruitière"	"en Europe en 2018,"	"25046-25052"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere, skos-prefLabel=arboriculture fruitière, form=verger"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"ages, légumières ou"	"fruitières"	"arboriculture fruitière"	". Les fruits les plu"	"25749-25759"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere, skos-prefLabel=arboriculture fruitière, form=fruitières"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"s sont l'avocat, la"	"mangue"	"manguier"	"et la papaye mais l"	"25808-25814"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Manguiers, skos-prefLabel=manguier, form=mangue"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"s'en prend aussi au"	"citron"	"citronnier"	", goyave, banane, nè"	"25862-25868"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Citronniers, skos-prefLabel=citronnier, form=citron"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"nd aussi au citron,"	"goyave"	"goyavier"	", banane, nèfle du J"	"25870-25876"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Goyaviers, skos-prefLabel=goyavier, form=goyave"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"au citron, goyave,"	"banane"	"bananier"	", nèfle du Japon, to"	"25878-25884"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Bananiers, skos-prefLabel=bananier, form=banane"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"ne, nèfle du Japon,"	"tomate"	"tomate"	", cerise de Cayenne,"	"25902-25908"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Tomates, skos-prefLabel=tomate, form=tomate"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"e du Japon, tomate,"	"cerise"	"cerisier"	"de Cayenne, fruit d"	"25910-25916"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cerisiers, skos-prefLabel=cerisier, form=cerise"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"e la passion, kaki,"	"ananas"	"ananas"	", pêche, poire, abri"	"25956-25962"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Ananas, skos-prefLabel=ananas, form=ananas"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"sion, kaki, ananas,"	"pêche"	"pêcher"	", poire, abricot, fi"	"25964-25969"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pechers, skos-prefLabel=pêcher, form=pêche"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"aki, ananas, pêche,"	"poire"	"poirier"	", abricot, figue et"	"25971-25976"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Poiriers, skos-prefLabel=poirier, form=poire"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"anas, pêche, poire,"	"abricot"	"abricotier"	", figue et café. Les"	"25978-25985"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Abricotiers, skos-prefLabel=abricotier, form=abricot"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"he, poire, abricot,"	"figue"	"figuier"	"et café. Les légume"	"25987-25992"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Figuiers, skos-prefLabel=figuier, form=figue"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"figue et café. Les"	"légumes"	"culture légumière"	"concernés sont nota"	"26006-26013"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Cultures_legumieres, skos-prefLabel=culture légumière, form=légumes"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"sont notamment les"	"tomates"	"tomate"	", poivrons, melons e"	"26043-26050"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Tomates, skos-prefLabel=tomate, form=tomates"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"amment les tomates,"	"poivrons"	"poivron"	", melons et courges."	"26052-26060"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Poivrons, skos-prefLabel=poivron, form=poivrons"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"tomates, poivrons,"	"melons"	"melon"	"et courges. Bulleti"	"26062-26068"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Melons, skos-prefLabel=melon, form=melons"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"html"	"27261"	"poivrons, melons et"	"courges"	"courge"	". Bulletin de Santé"	"26072-26079"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Courges, skos-prefLabel=courge, form=courges"
"BSV_KIWI_NA_N_3_2017-02-23_cle483144"	"html"	"4688"	"qu'il faut retenir"	"Kiwi"	"actinidia"	"Animateur filière E"	"297-301"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Actinidias, skos-prefLabel=actinidia, form=Kiwi"
"BSV_KIWI_NA_N_3_2017-02-23_cle483144"	"html"	"4688"	"Nouvelle Aquitaine"	"Kiwi"	"actinidia"	"N°03 du 23/02/2017"	"822-826"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Actinidias, skos-prefLabel=actinidia, form=Kiwi"
"BSV_KIWI_NA_N_3_2017-02-23_cle483144"	"html"	"4688"	"Nouvelle-Aquitaine"	"Kiwi"	"actinidia"	"N°03 du 23 février"	"1058-1062"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Actinidias, skos-prefLabel=actinidia, form=Kiwi"
"BSV_KIWI_NA_N_3_2017-02-23_cle483144"	"html"	"4688"	"3 février 2017 1/2"	"Kiwi"	"actinidia"	"Stades phénologique"	"1092-1096"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Actinidias, skos-prefLabel=actinidia, form=Kiwi"
"BSV_KIWI_NA_N_3_2017-02-23_cle483144"	"html"	"4688"	"ar la bactériose du"	"kiwi"	"actinidia"	"possibles. Mesures"	"1622-1626"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Actinidias, skos-prefLabel=actinidia, form=kiwi"
"BSV_KIWI_NA_N_3_2017-02-23_cle483144"	"html"	"4688"	"Nouvelle-Aquitaine"	"Kiwi"	"actinidia"	"sont les suivantes"	"3575-3579"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Actinidias, skos-prefLabel=actinidia, form=Kiwi"
"BSV_KIWI_NA_N_3_2017-02-23_cle483144"	"html"	"4688"	"Nouvelle-Aquitaine"	"Kiwi"	"actinidia"	"N°03 du 23 février"	"4654-4658"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Actinidias, skos-prefLabel=actinidia, form=Kiwi"
"BSV_LIN_FIBRE_2020_No6_cle0365b1"	"html"	"1842"	"06 mai 2020 UN BSV"	"lin"	"lin"	"fibre inter-régiona"	"49-52"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Lins, skos-prefLabel=lin, form=lin"
"BSV_LIN_FIBRE_2020_No6_cle0365b1"	"html"	"1842"	"e développement des"	"lins"	"lin"	"a été marqué au cou"	"364-368"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Lins, skos-prefLabel=lin, form=lins"
"BSV_LIN_FIBRE_2020_No6_cle0365b1"	"html"	"1842"	"u développement des"	"lins"	"lin"	". En début de semain"	"663-667"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Lins, skos-prefLabel=lin, form=lins"
"BSV_LIN_FIBRE_2020_No6_cle0365b1"	"html"	"1842"	"e développement des"	"linières"	"lin"	"devrait donc probab"	"778-786"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Lins, skos-prefLabel=lin, form=linières"
"BSV_LIN_FIBRE_2020_No6_cle0365b1"	"html"	"1842"	"s phénologiques Les"	"linières"	"lin"	"du réseau sont majo"	"1018-1026"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Lins, skos-prefLabel=lin, form=linières"
"BSV_LIN_FIBRE_2020_No6_cle0365b1"	"html"	"1842"	"59-62 : Parcelle de"	"lin"	"lin"	"à 7 cm à Sebourg (5"	"1170-1173"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Lins, skos-prefLabel=lin, form=lin"
"BSV_LIN_FIBRE_2020_No6_cle0365b1"	"html"	"1842"	"CA 80 : Parcelle de"	"lin"	"lin"	"à 8 cm dans la Somm"	"1238-1241"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Lins, skos-prefLabel=lin, form=lin"
"BSV_LIN_FIBRE_2020_No6_cle0365b1"	"html"	"1842"	"ans la majorité des"	"linières"	"lin"	". Surveiller les par"	"1601-1609"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Lins, skos-prefLabel=lin, form=linières"
"BSV_Legumes_082019_cle841c8f-1"	"html"	"22965"	"9 mai 2019 SOMMAIRE"	"POIS"	"pois"	": restez vigilants"	"69-73"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Pois, skos-prefLabel=pois, form=POIS"
"BSV_Legumes_082019_cle841c8f-1"	"html"	"22965"	"e mouche des semis."	"CAROTTE"	"carotte"	": présence de pucer"	"160-167"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Carottes, skos-prefLabel=carotte, form=CAROTTE"
"BSV_Legumes_082019_cle841c8f-1"	"html"	"22965"	"ure de mouche de la"	"carotte"	"carotte"	"ni de mouche du cél"	"231-238"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Carottes, skos-prefLabel=carotte, form=carotte"
"BSV_Legumes_082019_cle841c8f-1"	"html"	"22965"	"tte ni de mouche du"	"céleri"	"céleri"	". NAVET: signalement"	"255-261"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Celeris, skos-prefLabel=céleri, form=céleri"
"BSV_Legumes_082019_cle841c8f-1"	"html"	"22965"	"e mouche du céleri."	"NAVET"	"navet potager"	": signalement de mou"	"263-268"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Navets_potagers, skos-prefLabel=navet potager, form=NAVET"
"BSV_Legumes_082019_cle841c8f-1"	"html"	"22965"	"lement de mouche du"	"chou"	"chou"	". FEVE: signalement"	"295-299"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Choux, skos-prefLabel=chou, form=chou"
"BSV_Legumes_082019_cle841c8f-1"	"html"	"22965"	"lement de pucerons."	"OIGNON"	"oignon"	": selon Miloni, le"	"332-338"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Oignons, skos-prefLabel=oignon, form=OIGNON"
"BSV_Legumes_082019_cle841c8f-1"	"html"	"22965"	"e mouche mineuse du"	"poireau"	"poireau"	"se termine. POIREAU"	"442-449"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Poireaux, skos-prefLabel=poireau, form=poireau"
"BSV_Legumes_082019_cle841c8f-1"	"html"	"22965"	"poireau se termine."	"POIREAU"	"poireau"	": la situation sani"	"462-469"	"type=GOL, uri=http://ontology.inrae.fr/frenchcropusage/Poireaux, skos-prefLabel=poireau, form=POIREAU"
